Total[MWh],Forecasted residual load[MWh],Datetime,Weekday,Weekclass,Year,Month,Hour,Grouped_daytype
42155.75,0.0,2015-01-01 00:00:00,Thu,7.0,2015,01,00,Holiday
39969.5,0.0,2015-01-01 01:00:00,Thu,7.0,2015,01,01,Holiday
38813.0,0.0,2015-01-01 02:00:00,Thu,7.0,2015,01,02,Holiday
38490.0,0.0,2015-01-01 03:00:00,Thu,7.0,2015,01,03,Holiday
38643.75,0.0,2015-01-01 04:00:00,Thu,7.0,2015,01,04,Holiday
38773.25,0.0,2015-01-01 05:00:00,Thu,7.0,2015,01,05,Holiday
37247.5,0.0,2015-01-01 06:00:00,Thu,7.0,2015,01,06,Holiday
40371.5,0.0,2015-01-01 07:00:00,Thu,7.0,2015,01,07,Holiday
42522.0,0.0,2015-01-01 08:00:00,Thu,7.0,2015,01,08,Holiday
45020.5,0.0,2015-01-01 09:00:00,Thu,7.0,2015,01,09,Holiday
47101.0,0.0,2015-01-01 10:00:00,Thu,7.0,2015,01,10,Holiday
49603.25,0.0,2015-01-01 11:00:00,Thu,7.0,2015,01,11,Holiday
49909.75,0.0,2015-01-01 12:00:00,Thu,7.0,2015,01,12,Holiday
47528.0,0.0,2015-01-01 13:00:00,Thu,7.0,2015,01,13,Holiday
47096.5,0.0,2015-01-01 14:00:00,Thu,7.0,2015,01,14,Holiday
47383.0,0.0,2015-01-01 15:00:00,Thu,7.0,2015,01,15,Holiday
48935.75,0.0,2015-01-01 16:00:00,Thu,7.0,2015,01,16,Holiday
52288.0,0.0,2015-01-01 17:00:00,Thu,7.0,2015,01,17,Holiday
53367.25,0.0,2015-01-01 18:00:00,Thu,7.0,2015,01,18,Holiday
52598.75,0.0,2015-01-01 19:00:00,Thu,7.0,2015,01,19,Holiday
50020.25,0.0,2015-01-01 20:00:00,Thu,7.0,2015,01,20,Holiday
48096.25,0.0,2015-01-01 21:00:00,Thu,7.0,2015,01,21,Holiday
47803.5,0.0,2015-01-01 22:00:00,Thu,7.0,2015,01,22,Holiday
44876.0,0.0,2015-01-01 23:00:00,Thu,7.0,2015,01,23,Holiday
40078.25,0.0,2015-01-02 00:00:00,Fri,7.0,2015,01,00,Holiday
38711.5,0.0,2015-01-02 01:00:00,Fri,7.0,2015,01,01,Holiday
37819.75,0.0,2015-01-02 02:00:00,Fri,7.0,2015,01,02,Holiday
37828.25,0.0,2015-01-02 03:00:00,Fri,7.0,2015,01,03,Holiday
38924.75,0.0,2015-01-02 04:00:00,Fri,7.0,2015,01,04,Holiday
40502.5,0.0,2015-01-02 05:00:00,Fri,7.0,2015,01,05,Holiday
43400.25,0.0,2015-01-02 06:00:00,Fri,7.0,2015,01,06,Holiday
49039.75,0.0,2015-01-02 07:00:00,Fri,7.0,2015,01,07,Holiday
51540.0,0.0,2015-01-02 08:00:00,Fri,7.0,2015,01,08,Holiday
53133.0,0.0,2015-01-02 09:00:00,Fri,7.0,2015,01,09,Holiday
54445.5,0.0,2015-01-02 10:00:00,Fri,7.0,2015,01,10,Holiday
55685.5,0.0,2015-01-02 11:00:00,Fri,7.0,2015,01,11,Holiday
55626.75,0.0,2015-01-02 12:00:00,Fri,7.0,2015,01,12,Holiday
53698.0,0.0,2015-01-02 13:00:00,Fri,7.0,2015,01,13,Holiday
53314.75,0.0,2015-01-02 14:00:00,Fri,7.0,2015,01,14,Holiday
53275.0,0.0,2015-01-02 15:00:00,Fri,7.0,2015,01,15,Holiday
54490.75,0.0,2015-01-02 16:00:00,Fri,7.0,2015,01,16,Holiday
57232.75,0.0,2015-01-02 17:00:00,Fri,7.0,2015,01,17,Holiday
57268.0,0.0,2015-01-02 18:00:00,Fri,7.0,2015,01,18,Holiday
55583.5,0.0,2015-01-02 19:00:00,Fri,7.0,2015,01,19,Holiday
51783.5,0.0,2015-01-02 20:00:00,Fri,7.0,2015,01,20,Holiday
47797.5,0.0,2015-01-02 21:00:00,Fri,7.0,2015,01,21,Holiday
45972.5,0.0,2015-01-02 22:00:00,Fri,7.0,2015,01,22,Holiday
44473.75,0.0,2015-01-02 23:00:00,Fri,7.0,2015,01,23,Holiday
42341.25,0.0,2015-01-03 00:00:00,Sat,7.0,2015,01,00,Holiday
40962.5,0.0,2015-01-03 01:00:00,Sat,7.0,2015,01,01,Holiday
39777.5,0.0,2015-01-03 02:00:00,Sat,7.0,2015,01,02,Holiday
39824.5,0.0,2015-01-03 03:00:00,Sat,7.0,2015,01,03,Holiday
40220.75,0.0,2015-01-03 04:00:00,Sat,7.0,2015,01,04,Holiday
40012.25,0.0,2015-01-03 05:00:00,Sat,7.0,2015,01,05,Holiday
40213.25,0.0,2015-01-03 06:00:00,Sat,7.0,2015,01,06,Holiday
42881.5,0.0,2015-01-03 07:00:00,Sat,7.0,2015,01,07,Holiday
46556.0,0.0,2015-01-03 08:00:00,Sat,7.0,2015,01,08,Holiday
49657.75,0.0,2015-01-03 09:00:00,Sat,7.0,2015,01,09,Holiday
51738.5,0.0,2015-01-03 10:00:00,Sat,7.0,2015,01,10,Holiday
52963.0,0.0,2015-01-03 11:00:00,Sat,7.0,2015,01,11,Holiday
52562.5,0.0,2015-01-03 12:00:00,Sat,7.0,2015,01,12,Holiday
51453.75,0.0,2015-01-03 13:00:00,Sat,7.0,2015,01,13,Holiday
50239.25,0.0,2015-01-03 14:00:00,Sat,7.0,2015,01,14,Holiday
49500.25,0.0,2015-01-03 15:00:00,Sat,7.0,2015,01,15,Holiday
50741.75,0.0,2015-01-03 16:00:00,Sat,7.0,2015,01,16,Holiday
52569.0,0.0,2015-01-03 17:00:00,Sat,7.0,2015,01,17,Holiday
52952.5,0.0,2015-01-03 18:00:00,Sat,7.0,2015,01,18,Holiday
51891.0,0.0,2015-01-03 19:00:00,Sat,7.0,2015,01,19,Holiday
49039.75,0.0,2015-01-03 20:00:00,Sat,7.0,2015,01,20,Holiday
47277.25,0.0,2015-01-03 21:00:00,Sat,7.0,2015,01,21,Holiday
46910.75,0.0,2015-01-03 22:00:00,Sat,7.0,2015,01,22,Holiday
44334.75,0.0,2015-01-03 23:00:00,Sat,7.0,2015,01,23,Holiday
41144.5,0.0,2015-01-04 00:00:00,Sun,7.0,2015,01,00,Holiday
38944.75,0.0,2015-01-04 01:00:00,Sun,7.0,2015,01,01,Holiday
37773.25,0.0,2015-01-04 02:00:00,Sun,7.0,2015,01,02,Holiday
37970.75,0.0,2015-01-04 03:00:00,Sun,7.0,2015,01,03,Holiday
37962.75,0.0,2015-01-04 04:00:00,Sun,7.0,2015,01,04,Holiday
37355.75,0.0,2015-01-04 05:00:00,Sun,7.0,2015,01,05,Holiday
35587.75,0.0,2015-01-04 06:00:00,Sun,7.0,2015,01,06,Holiday
36483.25,0.0,2015-01-04 07:00:00,Sun,7.0,2015,01,07,Holiday
39514.75,0.0,2015-01-04 08:00:00,Sun,7.0,2015,01,08,Holiday
43306.25,0.0,2015-01-04 09:00:00,Sun,7.0,2015,01,09,Holiday
45522.5,0.0,2015-01-04 10:00:00,Sun,7.0,2015,01,10,Holiday
47889.25,0.0,2015-01-04 11:00:00,Sun,7.0,2015,01,11,Holiday
48273.25,0.0,2015-01-04 12:00:00,Sun,7.0,2015,01,12,Holiday
46650.5,0.0,2015-01-04 13:00:00,Sun,7.0,2015,01,13,Holiday
45203.0,0.0,2015-01-04 14:00:00,Sun,7.0,2015,01,14,Holiday
44878.25,0.0,2015-01-04 15:00:00,Sun,7.0,2015,01,15,Holiday
46081.25,0.0,2015-01-04 16:00:00,Sun,7.0,2015,01,16,Holiday
49826.0,0.0,2015-01-04 17:00:00,Sun,7.0,2015,01,17,Holiday
51442.75,0.0,2015-01-04 18:00:00,Sun,7.0,2015,01,18,Holiday
50506.0,0.0,2015-01-04 19:00:00,Sun,7.0,2015,01,19,Holiday
47804.5,0.0,2015-01-04 20:00:00,Sun,7.0,2015,01,20,Holiday
46746.5,0.0,2015-01-04 21:00:00,Sun,7.0,2015,01,21,Holiday
46885.5,0.0,2015-01-04 22:00:00,Sun,7.0,2015,01,22,Holiday
44659.75,0.0,2015-01-04 23:00:00,Sun,7.0,2015,01,23,Holiday
43176.0,0.0,2015-01-05 00:00:00,Mon,7.0,2015,01,00,Holiday
41597.75,0.0,2015-01-05 01:00:00,Mon,7.0,2015,01,01,Holiday
40421.75,0.0,2015-01-05 02:00:00,Mon,7.0,2015,01,02,Holiday
40404.25,0.0,2015-01-05 03:00:00,Mon,7.0,2015,01,03,Holiday
41348.25,0.0,2015-01-05 04:00:00,Mon,7.0,2015,01,04,Holiday
43645.25,0.0,2015-01-05 05:00:00,Mon,7.0,2015,01,05,Holiday
49070.5,0.0,2015-01-05 06:00:00,Mon,7.0,2015,01,06,Holiday
53972.0,0.0,2015-01-05 07:00:00,Mon,7.0,2015,01,07,Holiday
56336.25,0.0,2015-01-05 08:00:00,Mon,7.0,2015,01,08,Holiday
57556.0,0.0,2015-01-05 09:00:00,Mon,7.0,2015,01,09,Holiday
58952.5,0.0,2015-01-05 10:00:00,Mon,7.0,2015,01,10,Holiday
60158.75,0.0,2015-01-05 11:00:00,Mon,7.0,2015,01,11,Holiday
60634.0,0.0,2015-01-05 12:00:00,Mon,7.0,2015,01,12,Holiday
59365.0,0.0,2015-01-05 13:00:00,Mon,7.0,2015,01,13,Holiday
57531.25,0.0,2015-01-05 14:00:00,Mon,7.0,2015,01,14,Holiday
58482.75,0.0,2015-01-05 15:00:00,Mon,7.0,2015,01,15,Holiday
58322.0,0.0,2015-01-05 16:00:00,Mon,7.0,2015,01,16,Holiday
59898.25,0.0,2015-01-05 17:00:00,Mon,7.0,2015,01,17,Holiday
60886.25,0.0,2015-01-05 18:00:00,Mon,7.0,2015,01,18,Holiday
60314.0,0.0,2015-01-05 19:00:00,Mon,7.0,2015,01,19,Holiday
56842.0,0.0,2015-01-05 20:00:00,Mon,7.0,2015,01,20,Holiday
54007.0,0.0,2015-01-05 21:00:00,Mon,7.0,2015,01,21,Holiday
52061.0,0.0,2015-01-05 22:00:00,Mon,7.0,2015,01,22,Holiday
47866.75,0.0,2015-01-05 23:00:00,Mon,7.0,2015,01,23,Holiday
45215.5,0.0,2015-01-06 00:00:00,Tue,7.0,2015,01,00,Holiday
43978.0,0.0,2015-01-06 01:00:00,Tue,7.0,2015,01,01,Holiday
42823.5,0.0,2015-01-06 02:00:00,Tue,7.0,2015,01,02,Holiday
42724.5,0.0,2015-01-06 03:00:00,Tue,7.0,2015,01,03,Holiday
43610.75,0.0,2015-01-06 04:00:00,Tue,7.0,2015,01,04,Holiday
45897.75,0.0,2015-01-06 05:00:00,Tue,7.0,2015,01,05,Holiday
50678.5,0.0,2015-01-06 06:00:00,Tue,7.0,2015,01,06,Holiday
55554.25,0.0,2015-01-06 07:00:00,Tue,7.0,2015,01,07,Holiday
58355.25,0.0,2015-01-06 08:00:00,Tue,7.0,2015,01,08,Holiday
59792.25,0.0,2015-01-06 09:00:00,Tue,7.0,2015,01,09,Holiday
61041.0,0.0,2015-01-06 10:00:00,Tue,7.0,2015,01,10,Holiday
62314.5,0.0,2015-01-06 11:00:00,Tue,7.0,2015,01,11,Holiday
62185.75,0.0,2015-01-06 12:00:00,Tue,7.0,2015,01,12,Holiday
61095.0,0.0,2015-01-06 13:00:00,Tue,7.0,2015,01,13,Holiday
58461.5,0.0,2015-01-06 14:00:00,Tue,7.0,2015,01,14,Holiday
59445.25,0.0,2015-01-06 15:00:00,Tue,7.0,2015,01,15,Holiday
59201.75,0.0,2015-01-06 16:00:00,Tue,7.0,2015,01,16,Holiday
60849.5,0.0,2015-01-06 17:00:00,Tue,7.0,2015,01,17,Holiday
61763.25,0.0,2015-01-06 18:00:00,Tue,7.0,2015,01,18,Holiday
61419.75,0.0,2015-01-06 19:00:00,Tue,7.0,2015,01,19,Holiday
58256.5,0.0,2015-01-06 20:00:00,Tue,7.0,2015,01,20,Holiday
55364.0,0.0,2015-01-06 21:00:00,Tue,7.0,2015,01,21,Holiday
53445.75,0.0,2015-01-06 22:00:00,Tue,7.0,2015,01,22,Holiday
49225.25,0.0,2015-01-06 23:00:00,Tue,7.0,2015,01,23,Holiday
45967.75,0.0,2015-01-07 00:00:00,Wed,7.0,2015,01,00,Holiday
43796.0,0.0,2015-01-07 01:00:00,Wed,7.0,2015,01,01,Holiday
42782.5,0.0,2015-01-07 02:00:00,Wed,7.0,2015,01,02,Holiday
42937.0,0.0,2015-01-07 03:00:00,Wed,7.0,2015,01,03,Holiday
44664.25,0.0,2015-01-07 04:00:00,Wed,7.0,2015,01,04,Holiday
47122.25,0.0,2015-01-07 05:00:00,Wed,7.0,2015,01,05,Holiday
52973.25,0.0,2015-01-07 06:00:00,Wed,7.0,2015,01,06,Holiday
58620.75,0.0,2015-01-07 07:00:00,Wed,7.0,2015,01,07,Holiday
60736.25,0.0,2015-01-07 08:00:00,Wed,7.0,2015,01,08,Holiday
61359.0,0.0,2015-01-07 09:00:00,Wed,7.0,2015,01,09,Holiday
62353.75,0.0,2015-01-07 10:00:00,Wed,7.0,2015,01,10,Holiday
63591.5,0.0,2015-01-07 11:00:00,Wed,7.0,2015,01,11,Holiday
63253.75,0.0,2015-01-07 12:00:00,Wed,7.0,2015,01,12,Holiday
62404.75,0.0,2015-01-07 13:00:00,Wed,7.0,2015,01,13,Holiday
61971.75,0.0,2015-01-07 14:00:00,Wed,7.0,2015,01,14,Holiday
61780.5,0.0,2015-01-07 15:00:00,Wed,7.0,2015,01,15,Holiday
62059.0,0.0,2015-01-07 16:00:00,Wed,7.0,2015,01,16,Holiday
64334.25,0.0,2015-01-07 17:00:00,Wed,7.0,2015,01,17,Holiday
64332.5,0.0,2015-01-07 18:00:00,Wed,7.0,2015,01,18,Holiday
62484.5,0.0,2015-01-07 19:00:00,Wed,7.0,2015,01,19,Holiday
58404.5,0.0,2015-01-07 20:00:00,Wed,7.0,2015,01,20,Holiday
55377.5,0.0,2015-01-07 21:00:00,Wed,7.0,2015,01,21,Holiday
53229.5,0.0,2015-01-07 22:00:00,Wed,7.0,2015,01,22,Holiday
49272.0,0.0,2015-01-07 23:00:00,Wed,7.0,2015,01,23,Holiday
46999.5,0.0,2015-01-08 00:00:00,Thu,7.0,2015,01,00,Holiday
44924.0,0.0,2015-01-08 01:00:00,Thu,7.0,2015,01,01,Holiday
43816.0,0.0,2015-01-08 02:00:00,Thu,7.0,2015,01,02,Holiday
43962.25,0.0,2015-01-08 03:00:00,Thu,7.0,2015,01,03,Holiday
44861.25,0.0,2015-01-08 04:00:00,Thu,7.0,2015,01,04,Holiday
47170.75,0.0,2015-01-08 05:00:00,Thu,7.0,2015,01,05,Holiday
51903.75,0.0,2015-01-08 06:00:00,Thu,7.0,2015,01,06,Holiday
58271.75,0.0,2015-01-08 07:00:00,Thu,7.0,2015,01,07,Holiday
60746.5,0.0,2015-01-08 08:00:00,Thu,7.0,2015,01,08,Holiday
61456.5,0.0,2015-01-08 09:00:00,Thu,7.0,2015,01,09,Holiday
62295.5,0.0,2015-01-08 10:00:00,Thu,7.0,2015,01,10,Holiday
63733.25,0.0,2015-01-08 11:00:00,Thu,7.0,2015,01,11,Holiday
63357.75,0.0,2015-01-08 12:00:00,Thu,7.0,2015,01,12,Holiday
61195.25,0.0,2015-01-08 13:00:00,Thu,7.0,2015,01,13,Holiday
60290.5,0.0,2015-01-08 14:00:00,Thu,7.0,2015,01,14,Holiday
60529.25,0.0,2015-01-08 15:00:00,Thu,7.0,2015,01,15,Holiday
61036.25,0.0,2015-01-08 16:00:00,Thu,7.0,2015,01,16,Holiday
63836.5,0.0,2015-01-08 17:00:00,Thu,7.0,2015,01,17,Holiday
64304.5,0.0,2015-01-08 18:00:00,Thu,7.0,2015,01,18,Holiday
62821.0,0.0,2015-01-08 19:00:00,Thu,7.0,2015,01,19,Holiday
58974.75,0.0,2015-01-08 20:00:00,Thu,7.0,2015,01,20,Holiday
55576.25,0.0,2015-01-08 21:00:00,Thu,7.0,2015,01,21,Holiday
53694.25,0.0,2015-01-08 22:00:00,Thu,7.0,2015,01,22,Holiday
49908.0,0.0,2015-01-08 23:00:00,Thu,7.0,2015,01,23,Holiday
46623.5,0.0,2015-01-09 00:00:00,Fri,7.0,2015,01,00,Holiday
45326.75,0.0,2015-01-09 01:00:00,Fri,7.0,2015,01,01,Holiday
44308.5,0.0,2015-01-09 02:00:00,Fri,7.0,2015,01,02,Holiday
44619.5,0.0,2015-01-09 03:00:00,Fri,7.0,2015,01,03,Holiday
46195.75,0.0,2015-01-09 04:00:00,Fri,7.0,2015,01,04,Holiday
48375.75,0.0,2015-01-09 05:00:00,Fri,7.0,2015,01,05,Holiday
53387.75,0.0,2015-01-09 06:00:00,Fri,7.0,2015,01,06,Holiday
60045.5,0.0,2015-01-09 07:00:00,Fri,7.0,2015,01,07,Holiday
62847.25,0.0,2015-01-09 08:00:00,Fri,7.0,2015,01,08,Holiday
63250.0,0.0,2015-01-09 09:00:00,Fri,7.0,2015,01,09,Holiday
63638.75,0.0,2015-01-09 10:00:00,Fri,7.0,2015,01,10,Holiday
64733.25,0.0,2015-01-09 11:00:00,Fri,7.0,2015,01,11,Holiday
63920.0,0.0,2015-01-09 12:00:00,Fri,7.0,2015,01,12,Holiday
61498.75,0.0,2015-01-09 13:00:00,Fri,7.0,2015,01,13,Holiday
60900.0,0.0,2015-01-09 14:00:00,Fri,7.0,2015,01,14,Holiday
60830.0,0.0,2015-01-09 15:00:00,Fri,7.0,2015,01,15,Holiday
61308.75,0.0,2015-01-09 16:00:00,Fri,7.0,2015,01,16,Holiday
63877.25,0.0,2015-01-09 17:00:00,Fri,7.0,2015,01,17,Holiday
64149.25,0.0,2015-01-09 18:00:00,Fri,7.0,2015,01,18,Holiday
62803.25,0.0,2015-01-09 19:00:00,Fri,7.0,2015,01,19,Holiday
59255.0,0.0,2015-01-09 20:00:00,Fri,7.0,2015,01,20,Holiday
55100.25,0.0,2015-01-09 21:00:00,Fri,7.0,2015,01,21,Holiday
52338.25,0.0,2015-01-09 22:00:00,Fri,7.0,2015,01,22,Holiday
50094.0,0.0,2015-01-09 23:00:00,Fri,7.0,2015,01,23,Holiday
47723.25,0.0,2015-01-10 00:00:00,Sat,7.0,2015,01,00,Holiday
46464.0,0.0,2015-01-10 01:00:00,Sat,7.0,2015,01,01,Holiday
45167.0,0.0,2015-01-10 02:00:00,Sat,7.0,2015,01,02,Holiday
45024.75,0.0,2015-01-10 03:00:00,Sat,7.0,2015,01,03,Holiday
45633.25,0.0,2015-01-10 04:00:00,Sat,7.0,2015,01,04,Holiday
45378.75,0.0,2015-01-10 05:00:00,Sat,7.0,2015,01,05,Holiday
45735.75,0.0,2015-01-10 06:00:00,Sat,7.0,2015,01,06,Holiday
48758.5,0.0,2015-01-10 07:00:00,Sat,7.0,2015,01,07,Holiday
52160.75,0.0,2015-01-10 08:00:00,Sat,7.0,2015,01,08,Holiday
55057.5,0.0,2015-01-10 09:00:00,Sat,7.0,2015,01,09,Holiday
56622.5,0.0,2015-01-10 10:00:00,Sat,7.0,2015,01,10,Holiday
58080.0,0.0,2015-01-10 11:00:00,Sat,7.0,2015,01,11,Holiday
57204.5,0.0,2015-01-10 12:00:00,Sat,7.0,2015,01,12,Holiday
55646.0,0.0,2015-01-10 13:00:00,Sat,7.0,2015,01,13,Holiday
54834.25,0.0,2015-01-10 14:00:00,Sat,7.0,2015,01,14,Holiday
53908.5,0.0,2015-01-10 15:00:00,Sat,7.0,2015,01,15,Holiday
55688.25,0.0,2015-01-10 16:00:00,Sat,7.0,2015,01,16,Holiday
58009.25,0.0,2015-01-10 17:00:00,Sat,7.0,2015,01,17,Holiday
58348.25,0.0,2015-01-10 18:00:00,Sat,7.0,2015,01,18,Holiday
56279.75,0.0,2015-01-10 19:00:00,Sat,7.0,2015,01,19,Holiday
52930.75,0.0,2015-01-10 20:00:00,Sat,7.0,2015,01,20,Holiday
50829.25,0.0,2015-01-10 21:00:00,Sat,7.0,2015,01,21,Holiday
50419.5,0.0,2015-01-10 22:00:00,Sat,7.0,2015,01,22,Holiday
48050.0,0.0,2015-01-10 23:00:00,Sat,7.0,2015,01,23,Holiday
45124.0,0.0,2015-01-11 00:00:00,Sun,7.0,2015,01,00,Holiday
42726.25,0.0,2015-01-11 01:00:00,Sun,7.0,2015,01,01,Holiday
41490.75,0.0,2015-01-11 02:00:00,Sun,7.0,2015,01,02,Holiday
41680.0,0.0,2015-01-11 03:00:00,Sun,7.0,2015,01,03,Holiday
41889.0,0.0,2015-01-11 04:00:00,Sun,7.0,2015,01,04,Holiday
41742.25,0.0,2015-01-11 05:00:00,Sun,7.0,2015,01,05,Holiday
41097.5,0.0,2015-01-11 06:00:00,Sun,7.0,2015,01,06,Holiday
42868.25,0.0,2015-01-11 07:00:00,Sun,7.0,2015,01,07,Holiday
45536.75,0.0,2015-01-11 08:00:00,Sun,7.0,2015,01,08,Holiday
48479.0,0.0,2015-01-11 09:00:00,Sun,7.0,2015,01,09,Holiday
50668.0,0.0,2015-01-11 10:00:00,Sun,7.0,2015,01,10,Holiday
53164.75,0.0,2015-01-11 11:00:00,Sun,7.0,2015,01,11,Holiday
53106.5,0.0,2015-01-11 12:00:00,Sun,7.0,2015,01,12,Holiday
51107.5,0.0,2015-01-11 13:00:00,Sun,7.0,2015,01,13,Holiday
49639.25,0.0,2015-01-11 14:00:00,Sun,7.0,2015,01,14,Holiday
49314.75,0.0,2015-01-11 15:00:00,Sun,7.0,2015,01,15,Holiday
50397.0,0.0,2015-01-11 16:00:00,Sun,7.0,2015,01,16,Holiday
54905.75,0.0,2015-01-11 17:00:00,Sun,7.0,2015,01,17,Holiday
56457.75,0.0,2015-01-11 18:00:00,Sun,7.0,2015,01,18,Holiday
55326.75,0.0,2015-01-11 19:00:00,Sun,7.0,2015,01,19,Holiday
52497.75,0.0,2015-01-11 20:00:00,Sun,7.0,2015,01,20,Holiday
50954.5,0.0,2015-01-11 21:00:00,Sun,7.0,2015,01,21,Holiday
50990.25,0.0,2015-01-11 22:00:00,Sun,7.0,2015,01,22,Holiday
48127.0,0.0,2015-01-11 23:00:00,Sun,7.0,2015,01,23,Holiday
45184.75,0.0,2015-01-12 00:00:00,Mon,7.0,2015,01,00,Holiday
43427.75,0.0,2015-01-12 01:00:00,Mon,7.0,2015,01,01,Holiday
42625.5,0.0,2015-01-12 02:00:00,Mon,7.0,2015,01,02,Holiday
42934.25,0.0,2015-01-12 03:00:00,Mon,7.0,2015,01,03,Holiday
44453.25,0.0,2015-01-12 04:00:00,Mon,7.0,2015,01,04,Holiday
47842.5,0.0,2015-01-12 05:00:00,Mon,7.0,2015,01,05,Holiday
55432.25,0.0,2015-01-12 06:00:00,Mon,7.0,2015,01,06,Holiday
61972.25,0.0,2015-01-12 07:00:00,Mon,7.0,2015,01,07,Holiday
65054.0,0.0,2015-01-12 08:00:00,Mon,7.0,2015,01,08,Holiday
65964.25,0.0,2015-01-12 09:00:00,Mon,7.0,2015,01,09,Holiday
67170.25,0.0,2015-01-12 10:00:00,Mon,7.0,2015,01,10,Holiday
68290.0,0.0,2015-01-12 11:00:00,Mon,7.0,2015,01,11,Holiday
68444.25,0.0,2015-01-12 12:00:00,Mon,7.0,2015,01,12,Holiday
67318.25,0.0,2015-01-12 13:00:00,Mon,7.0,2015,01,13,Holiday
65433.25,0.0,2015-01-12 14:00:00,Mon,7.0,2015,01,14,Holiday
66377.0,0.0,2015-01-12 15:00:00,Mon,7.0,2015,01,15,Holiday
66108.75,0.0,2015-01-12 16:00:00,Mon,7.0,2015,01,16,Holiday
68752.25,0.0,2015-01-12 17:00:00,Mon,7.0,2015,01,17,Holiday
68890.75,0.0,2015-01-12 18:00:00,Mon,7.0,2015,01,18,Holiday
67173.0,0.0,2015-01-12 19:00:00,Mon,7.0,2015,01,19,Holiday
62977.5,0.0,2015-01-12 20:00:00,Mon,7.0,2015,01,20,Holiday
59797.5,0.0,2015-01-12 21:00:00,Mon,7.0,2015,01,21,Holiday
56882.25,0.0,2015-01-12 22:00:00,Mon,7.0,2015,01,22,Holiday
51716.25,0.0,2015-01-12 23:00:00,Mon,7.0,2015,01,23,Holiday
47575.25,0.0,2015-01-13 00:00:00,Tue,7.0,2015,01,00,Holiday
46714.25,0.0,2015-01-13 01:00:00,Tue,7.0,2015,01,01,Holiday
45718.75,0.0,2015-01-13 02:00:00,Tue,7.0,2015,01,02,Holiday
45932.5,0.0,2015-01-13 03:00:00,Tue,7.0,2015,01,03,Holiday
47249.5,0.0,2015-01-13 04:00:00,Tue,7.0,2015,01,04,Holiday
50147.0,0.0,2015-01-13 05:00:00,Tue,7.0,2015,01,05,Holiday
56157.75,0.0,2015-01-13 06:00:00,Tue,7.0,2015,01,06,Holiday
62086.75,0.0,2015-01-13 07:00:00,Tue,7.0,2015,01,07,Holiday
64632.5,0.0,2015-01-13 08:00:00,Tue,7.0,2015,01,08,Holiday
65267.5,0.0,2015-01-13 09:00:00,Tue,7.0,2015,01,09,Holiday
66078.5,0.0,2015-01-13 10:00:00,Tue,7.0,2015,01,10,Holiday
67010.5,0.0,2015-01-13 11:00:00,Tue,7.0,2015,01,11,Holiday
66879.75,0.0,2015-01-13 12:00:00,Tue,7.0,2015,01,12,Holiday
65844.25,0.0,2015-01-13 13:00:00,Tue,7.0,2015,01,13,Holiday
63215.5,0.0,2015-01-13 14:00:00,Tue,7.0,2015,01,14,Holiday
64523.75,0.0,2015-01-13 15:00:00,Tue,7.0,2015,01,15,Holiday
64841.0,0.0,2015-01-13 16:00:00,Tue,7.0,2015,01,16,Holiday
68030.5,0.0,2015-01-13 17:00:00,Tue,7.0,2015,01,17,Holiday
68682.5,0.0,2015-01-13 18:00:00,Tue,7.0,2015,01,18,Holiday
66243.5,0.0,2015-01-13 19:00:00,Tue,7.0,2015,01,19,Holiday
61807.75,0.0,2015-01-13 20:00:00,Tue,7.0,2015,01,20,Holiday
58761.25,0.0,2015-01-13 21:00:00,Tue,7.0,2015,01,21,Holiday
56500.5,0.0,2015-01-13 22:00:00,Tue,7.0,2015,01,22,Holiday
51583.0,0.0,2015-01-13 23:00:00,Tue,7.0,2015,01,23,Holiday
50246.5,0.0,2015-01-14 00:00:00,Wed,7.0,2015,01,00,Holiday
47777.75,0.0,2015-01-14 01:00:00,Wed,7.0,2015,01,01,Holiday
46680.75,0.0,2015-01-14 02:00:00,Wed,7.0,2015,01,02,Holiday
46849.0,0.0,2015-01-14 03:00:00,Wed,7.0,2015,01,03,Holiday
48860.75,0.0,2015-01-14 04:00:00,Wed,7.0,2015,01,04,Holiday
52102.5,0.0,2015-01-14 05:00:00,Wed,7.0,2015,01,05,Holiday
59131.5,0.0,2015-01-14 06:00:00,Wed,7.0,2015,01,06,Holiday
65868.0,0.0,2015-01-14 07:00:00,Wed,7.0,2015,01,07,Holiday
68374.5,0.0,2015-01-14 08:00:00,Wed,7.0,2015,01,08,Holiday
68459.25,0.0,2015-01-14 09:00:00,Wed,7.0,2015,01,09,Holiday
68994.25,0.0,2015-01-14 10:00:00,Wed,7.0,2015,01,10,Holiday
70212.25,0.0,2015-01-14 11:00:00,Wed,7.0,2015,01,11,Holiday
69339.5,0.0,2015-01-14 12:00:00,Wed,7.0,2015,01,12,Holiday
68221.75,0.0,2015-01-14 13:00:00,Wed,7.0,2015,01,13,Holiday
67329.75,0.0,2015-01-14 14:00:00,Wed,7.0,2015,01,14,Holiday
66975.5,0.0,2015-01-14 15:00:00,Wed,7.0,2015,01,15,Holiday
67025.75,0.0,2015-01-14 16:00:00,Wed,7.0,2015,01,16,Holiday
69573.75,0.0,2015-01-14 17:00:00,Wed,7.0,2015,01,17,Holiday
69717.75,0.0,2015-01-14 18:00:00,Wed,7.0,2015,01,18,Holiday
68796.75,0.0,2015-01-14 19:00:00,Wed,7.0,2015,01,19,Holiday
