Date;Time of day;Physical net export[MWh];Netherlands (export)[MWh];Netherlands (import)[MWh];Switzerland (export)[MWh];Switzerland (import)[MWh];Denmark (export)[MWh];Denmark (import)[MWh];Czech Republic (export)[MWh];Czech Republic (import)[MWh];Luxembourg (export)[MWh];Luxembourg (import)[MWh];Sweden (export)[MWh];Sweden (import)[MWh];Austria (export)[MWh];Austria (import)[MWh];France (export)[MWh];France (import)[MWh];Poland (export)[MWh];Poland (import)[MWh]
Jan 1, 2019;12:00 AM;11,561;1,692;-0;3,652;-95;1,085;-366;1,444;-885;409;-0;0;-75;2,640;-2;1,044;0;1,018;-0
Jan 1, 2019;1:00 AM;11,658;1,579;-0;3,536;-7;1,044;-486;1,643;-449;405;-0;2;-0;2,670;0;625;0;1,096;-0
Jan 1, 2019;2:00 AM;12,448;1,399;-0;3,677;-6;1,506;-63;1,588;-225;374;-0;68;-0;2,630;0;406;-18;1,112;-0
Jan 1, 2019;3:00 AM;12,656;1,627;-0;3,714;0;1,434;-0;1,547;-104;392;-0;66;-0;2,726;-12;365;-189;1,090;-0
Jan 1, 2019;4:00 AM;13,174;1,904;-0;3,427;0;1,533;-0;1,611;-108;393;-0;66;-0;2,761;0;777;-71;881;-0
Jan 1, 2019;5:00 AM;14,068;1,700;-0;3,729;0;1,728;-0;1,668;-136;415;-0;66;-0;2,843;-3;1,095;-7;970;-0
Jan 1, 2019;6:00 AM;14,457;1,737;-0;4,024;0;1,685;-0;1,544;-130;354;-0;65;-0;3,035;0;1,192;0;951;-0
Jan 1, 2019;7:00 AM;14,807;1,595;-0;4,251;0;1,738;-0;1,553;-153;348;-0;66;-0;3,142;0;1,296;0;971;-0
Jan 1, 2019;8:00 AM;15,265;1,867;-0;4,408;0;1,796;-0;1,517;-177;389;-0;66;-0;3,161;-4;1,312;-3;933;-0
Jan 1, 2019;9:00 AM;14,573;1,545;-0;4,322;0;1,756;-0;1,440;-244;381;-0;66;-0;3,335;-10;1,041;-122;1,063;-0
Jan 1, 2019;10:00 AM;14,882;1,645;-0;4,365;0;1,752;-0;1,427;-219;385;-0;66;-0;3,433;-1;1,039;0;990;-0
Jan 1, 2019;11:00 AM;15,039;1,756;-0;4,286;0;1,558;-0;1,614;-196;402;-0;66;-0;3,364;-20;1,089;0;1,120;-0
Jan 1, 2019;12:00 PM;14,625;1,787;-0;4,007;-27;1,636;-0;1,626;-205;405;-0;66;-0;3,150;0;1,179;0;1,001;-0
Jan 1, 2019;1:00 PM;15,087;1,934;-0;4,092;-79;1,877;-0;1,503;-222;462;-0;66;-0;3,075;0;1,402;0;977;-0
Jan 1, 2019;2:00 PM;15,786;2,170;-0;4,430;-6;1,832;-0;1,552;-228;457;-0;66;-0;3,332;0;1,199;0;982;-0
Jan 1, 2019;3:00 PM;16,493;2,057;-0;4,860;-4;1,845;-0;1,627;-177;451;-0;66;-0;3,510;0;1,192;0;1,066;-0
Jan 1, 2019;4:00 PM;16,872;1,857;-0;4,894;-3;1,987;-0;1,802;-145;428;-0;66;-0;3,666;0;1,149;0;1,171;-0
Jan 1, 2019;5:00 PM;15,515;1,896;-0;4,450;-3;1,894;-0;1,720;-227;423;-0;66;-0;3,319;0;839;0;1,138;-0
Jan 1, 2019;6:00 PM;14,584;1,921;-0;4,104;0;1,829;-0;1,651;-282;483;-0;66;-0;3,164;0;569;-35;1,114;-0
Jan 1, 2019;7:00 PM;13,885;2,112;-0;3,672;-1;1,851;-0;1,440;-314;446;-0;66;-0;2,994;0;575;-11;1,055;-0
Jan 1, 2019;8:00 PM;14,104;2,012;-0;4,105;-3;1,702;-0;1,318;-307;404;-0;66;-0;3,145;0;651;-24;1,035;-0
Jan 1, 2019;9:00 PM;13,634;1,752;-0;4,179;0;2,044;-0;1,291;-295;337;-0;66;-0;3,024;0;415;-155;976;-0
Jan 1, 2019;10:00 PM;13,417;1,519;-0;4,398;0;1,782;-0;1,084;-272;409;-0;66;-0;3,064;0;422;-182;1,127;-0
Jan 1, 2019;11:00 PM;13,194;1,544;-0;4,231;0;1,855;-0;1,024;-267;334;-0;66;-0;3,051;0;455;-229;1,130;-0
Jan 2, 2019;12:00 AM;11,691;1,456;-0;3,541;0;1,685;-0;853;-292;307;-0;67;-0;2,787;0;448;-338;1,177;-0
Jan 2, 2019;1:00 AM;12,281;1,529;-0;3,919;0;1,802;-0;1,207;-425;330;-0;66;-0;2,752;0;386;-367;1,082;-0
Jan 2, 2019;2:00 AM;12,720;1,422;-0;3,914;0;1,806;-0;1,369;-390;444;-0;66;-0;2,893;0;494;-425;1,127;-0
Jan 2, 2019;3:00 AM;12,850;1,486;-0;3,737;0;2,087;-0;1,336;-447;456;-0;66;-0;2,843;0;640;-481;1,127;-0
Jan 2, 2019;4:00 AM;12,474;1,538;-0;3,873;0;2,084;-0;1,189;-519;386;-0;66;-0;2,639;-11;633;-451;1,047;-0
Jan 2, 2019;5:00 AM;12,761;1,650;-0;4,310;0;1,942;-0;1,259;-513;309;-0;66;-0;2,697;-26;349;-380;1,098;-0
Jan 2, 2019;6:00 AM;12,716;1,567;-0;4,384;0;1,725;-0;1,440;-487;300;-0;66;-0;2,841;-7;88;-357;1,156;-0
Jan 2, 2019;7:00 AM;11,572;1,375;-0;4,186;0;1,907;-0;1,120;-664;384;-0;66;-0;2,414;-39;17;-170;976;-0
Jan 2, 2019;8:00 AM;10,687;894;-0;4,235;0;2,073;-0;970;-893;477;-0;66;-0;2,215;-67;4;-160;873;-0
Jan 2, 2019;9:00 AM;10,047;1,331;-0;3,887;-10;2,089;-0;797;-1,153;492;-0;4;-0;1,815;-114;204;0;705;-0
Jan 2, 2019;10:00 AM;10,669;1,394;-0;3,865;-9;1,999;-0;842;-1,080;505;-0;64;-0;2,104;-88;188;0;885;-0
Jan 2, 2019;11:00 AM;11,004;1,394;-0;3,826;0;2,076;-0;894;-1,107;521;-0;66;-0;2,288;-86;168;-2;966;-0
Jan 2, 2019;12:00 PM;11,023;1,695;-0;3,391;-16;2,075;-0;985;-997;497;-0;66;-0;2,178;-71;205;0;1,015;-0
Jan 2, 2019;1:00 PM;11,283;1,432;-0;3,928;-3;2,112;-0;941;-1,015;527;-0;66;-0;2,227;-71;155;0;984;-0
Jan 2, 2019;2:00 PM;10,025;1,104;-65;4,107;0;1,718;-0;786;-1,205;502;-0;66;-0;2,263;-98;21;-99;925;-0
Jan 2, 2019;3:00 PM;8,121;1,106;-112;4,032;0;977;-0;650;-1,345;493;-0;0;-94;2,116;-151;0;-389;838;-0
Jan 2, 2019;4:00 PM;7,779;1,098;-268;4,003;-3;1,005;-0;640;-1,301;505;-0;0;-2;1,866;-158;0;-441;835;-0
Jan 2, 2019;5:00 PM;4,848;1,528;-110;3,081;-28;88;-273;602;-1,549;515;-0;0;-373;1,413;-401;38;-430;747;-0
Jan 2, 2019;6:00 PM;4,548;1,441;-214;3,205;-155;76;-356;435;-1,719;589;-0;0;-590;1,398;-535;449;0;524;-0
Jan 2, 2019;7:00 PM;4,814;1,288;-320;3,394;-193;51;-199;356;-1,707;600;-0;0;-610;1,473;-568;782;0;467;-0
Jan 2, 2019;8:00 PM;6,021;1,257;-380;4,043;-78;35;-509;469;-1,372;559;-0;0;-610;1,746;-443;713;0;591;-0
Jan 2, 2019;9:00 PM;5,282;1,134;-344;4,179;0;4;-863;446;-1,483;539;-0;0;-610;1,879;-479;361;-3;522;-0
Jan 2, 2019;10:00 PM;6,101;1,154;-309;4,468;-39;16;-523;358;-1,616;614;-0;0;-610;1,901;-457;772;0;372;-0
Jan 2, 2019;11:00 PM;7,237;1,093;-243;4,352;-89;890;-1;260;-1,782;584;-0;0;-114;1,821;-661;863;0;264;-0
Jan 3, 2019;12:00 AM;8,759;1,329;-30;4,434;-95;1,413;-0;370;-2,016;622;-0;231;-0;1,947;-604;1,038;0;120;-0
Jan 3, 2019;1:00 AM;8,655;1,936;-0;4,177;-116;1,642;-0;81;-2,118;552;-0;274;-0;1,962;-869;1,232;0;0;-98
Jan 3, 2019;2:00 AM;8,650;1,965;-0;4,271;-82;1,844;-0;13;-2,146;491;-0;286;-0;1,984;-901;1,088;0;0;-163
Jan 3, 2019;3:00 AM;7,987;1,963;-0;3,671;-22;2,082;-0;77;-2,060;416;-0;298;-0;1,990;-899;591;0;0;-120
Jan 3, 2019;4:00 AM;8,155;1,989;-0;3,470;-14;2,051;-0;284;-1,937;424;-0;287;-0;1,943;-828;503;0;10;-27
Jan 3, 2019;5:00 AM;10,344;2,367;-0;3,987;-59;1,739;-0;480;-1,970;534;-0;286;-0;2,189;-552;1,128;0;215;-0
Jan 3, 2019;6:00 AM;11,240;1,807;-0;4,352;-49;1,579;-0;670;-1,445;540;-0;29;-0;2,160;-261;1,118;0;740;-0
Jan 3, 2019;7:00 AM;8,345;1,509;-1;3,688;-106;842;-1;530;-1,447;509;-0;3;-0;1,542;-441;896;0;822;-0
Jan 3, 2019;8:00 AM;9,485;2,827;-0;3,938;-280;9;-592;682;-1,442;624;-0;0;-456;1,661;-383;1,767;0;1,130;-0
Jan 3, 2019;9:00 AM;8,434;2,188;-0;3,391;-260;0;-812;701;-1,217;609;-0;0;-88;1,601;-90;1,394;0;1,017;-0
Jan 3, 2019;10:00 AM;8,437;2,039;-0;3,378;-265;23;-527;612;-1,112;598;-0;3;-0;1,557;-70;1,297;0;904;-0
Jan 3, 2019;11:00 AM;7,922;2,245;-0;3,999;-330;0;-1,852;569;-1,097;631;-0;0;-178;1,492;-97;1,667;0;873;-0
Jan 3, 2019;12:00 PM;6,594;1,808;-0;3,279;-262;0;-1,926;583;-839;597;-0;0;-82;1,297;-173;1,302;0;1,010;-0
Jan 3, 2019;1:00 PM;5,278;1,816;-0;2,969;-241;0;-1,912;514;-843;585;-0;0;-523;1,136;-376;1,227;0;926;-0
Jan 3, 2019;2:00 PM;4,274;1,467;-109;2,955;-83;0;-1,915;506;-891;506;-0;0;-609;1,308;-166;442;0;863;-0
Jan 3, 2019;3:00 PM;3,485;1,460;-222;2,656;-4;0;-1,898;486;-996;448;-0;0;-355;1,248;-133;14;-107;888;-0
Jan 3, 2019;4:00 PM;4,457;1,892;-125;2,538;-9;0;-1,767;651;-1,033;461;-0;0;-83;1,237;-103;30;-234;1,002;-0
Jan 3, 2019;5:00 PM;3,357;2,179;-74;1,766;-188;0;-1,719;503;-1,205;518;-0;2;-0;845;-355;364;-145;866;-0
Jan 3, 2019;6:00 PM;4,119;1,982;-110;2,454;-264;0;-1,853;427;-1,368;599;-0;0;-425;1,093;-347;1,139;0;792;-0
Jan 3, 2019;7:00 PM;4,785;1,944;-8;2,955;-239;0;-1,834;390;-1,386;614;-0;0;-605;1,218;-560;1,529;0;767;-0
Jan 3, 2019;8:00 PM;7,593;2,238;-0;4,170;-221;0;-1,858;394;-1,352;647;-0;0;-610;1,613;-577;2,150;0;999;-0
Jan 3, 2019;9:00 PM;8,311;1,967;-106;4,885;-127;0;-1,887;372;-1,365;602;-0;0;-610;1,999;-280;1,911;0;950;-0
Jan 3, 2019;10:00 PM;7,738;2,187;-5;5,084;-138;0;-1,862;139;-1,714;671;-0;0;-595;1,979;-571;2,178;0;385;-0
Jan 3, 2019;11:00 PM;6,849;2,100;-2;4,408;-130;0;-1,893;41;-1,732;636;-0;0;-104;1,900;-748;2,015;0;358;-0
Jan 4, 2019;12:00 AM;7,223;1,927;-2;4,379;-119;0;-1,597;91;-1,593;539;-0;0;-237;2,022;-575;1,813;0;575;-0
Jan 4, 2019;1:00 AM;8,693;1,810;-0;4,591;-43;76;-163;59;-1,623;470;-0;0;-23;2,116;-673;1,631;0;465;-0
Jan 4, 2019;2:00 AM;9,361;1,776;-0;4,850;-5;169;-319;113;-1,542;487;-0;2;-0;2,336;-654;1,619;0;529;-0
Jan 4, 2019;3:00 AM;10,228;1,834;-0;5,179;0;80;-95;170;-1,399;487;-0;2;-0;2,408;-518;1,451;0;629;-0
Jan 4, 2019;4:00 AM;10,969;1,582;-0;4,839;0;369;-3;396;-1,189;532;-0;2;-0;2,473;-282;1,243;0;1,007;-0
Jan 4, 2019;5:00 AM;12,564;1,706;-0;4,878;0;1,284;-0;626;-1,164;540;-0;72;-0;2,405;-235;1,433;0;1,019;-0
Jan 4, 2019;6:00 AM;11,781;1,312;-57;4,199;-97;586;-123;1,070;-663;542;-0;5;-0;2,243;-19;1,617;0;1,166;-0
Jan 4, 2019;7:00 AM;11,517;1,473;-2;3,928;-252;567;-544;1,254;-591;599;-0;0;-54;2,208;-8;1,972;0;967;-0
Jan 4, 2019;8:00 AM;10,443;1,639;-0;3,211;-324;714;-584;1,328;-694;609;-0;0;-349;2,048;-8;1,850;0;1,003;-0
Jan 4, 2019;9:00 AM;10,295;1,850;-0;2,707;-366;755;-585;1,424;-470;605;-0;0;-383;2,276;0;1,544;0;938;-0
Jan 4, 2019;10:00 AM;9,834;1,917;-0;2,456;-361;496;-582;1,571;-412;598;-0;0;-336;2,131;-24;1,444;0;936;-0
Jan 4, 2019;11:00 AM;10,553;2,031;-0;2,409;-361;547;-585;1,587;-400;640;-0;0;-33;2,060;-13;1,601;0;1,070;-0
Jan 4, 2019;12:00 PM;10,389;2,213;-0;2,154;-260;587;-579;1,759;-348;638;-0;3;-0;1,762;-13;1,296;0;1,177;-0
Jan 4, 2019;1:00 PM;11,460;1,809;-0;2,646;-199;641;-337;1,894;-237;607;-0;3;-0;2,237;0;1,117;0;1,279;-0
Jan 4, 2019;2:00 PM;12,791;1,229;-0;3,321;-113;1,255;-15;1,855;-107;554;-0;3;-0;2,731;0;833;0;1,245;-0
Jan 4, 2019;3:00 PM;12,775;1,199;-0;3,870;-46;923;-458;1,970;-110;520;-0;59;-0;2,960;0;663;0;1,225;-0
Jan 4, 2019;4:00 PM;12,210;1,157;-0;3,716;-24;920;-582;2,065;-46;518;-0;0;-207;2,871;0;588;0;1,234;-0
Jan 4, 2019;5:00 PM;10,969;1,429;-0;2,818;-118;866;-585;1,980;-22;534;-0;0;-557;2,770;-121;673;0;1,302;-0
Jan 4, 2019;6:00 PM;10,202;1,677;-0;2,542;-206;563;-579;1,708;-18;574;-0;0;-610;2,542;-140;963;0;1,186;-0
Jan 4, 2019;7:00 PM;10,006;1,701;-0;2,399;-158;739;-286;1,654;-130;573;-0;0;-302;2,340;-227;666;0;1,037;-0
Jan 4, 2019;8:00 PM;12,632;1,709;-0;2,790;-95;1,389;-0;1,811;-105;550;-0;39;-0;2,776;-47;677;0;1,138;-0
Jan 4, 2019;9:00 PM;12,683;1,636;-0;3,332;-161;1,093;-13;1,589;-232;524;-0;75;-0;2,664;0;1,198;0;978;-0
Jan 4, 2019;10:00 PM;12,339;1,776;-0;3,136;-91;929;-367;1,789;-276;523;-0;75;-0;2,864;-1;841;0;1,141;-0
Jan 4, 2019;11:00 PM;11,565;1,986;-0;2,752;-150;838;-6;1,415;-342;516;-0;71;-0;2,300;-30;1,086;0;1,129;-0
Jan 5, 2019;12:00 AM;12,327;1,609;-0;3,228;-103;1,308;-0;1,153;-371;470;-0;61;-0;2,801;-8;1,009;0;1,170;-0
Jan 5, 2019;1:00 AM;13,197;1,761;-0;3,458;-26;1,239;-0;1,411;-308;451;-0;61;-0;3,041;-16;850;0;1,275;-0
Jan 5, 2019;2:00 AM;13,860;1,638;-0;3,833;-1;1,413;-0;1,375;-259;453;-0;61;-0;3,120;-10;980;0;1,257;-0
Jan 5, 2019;3:00 AM;14,492;1,450;-0;4,283;0;1,838;-0;1,394;-222;424;-0;61;-0;3,342;0;750;-74;1,246;-0
Jan 5, 2019;4:00 AM;14,475;1,544;-0;4,379;0;1,569;-0;1,442;-220;395;-0;61;-0;3,544;0;693;-166;1,234;-0
Jan 5, 2019;5:00 AM;15,523;1,877;-0;4,489;0;1,560;-0;1,617;-179;447;-0;61;-0;3,525;-3;860;-11;1,280;-0
Jan 5, 2019;6:00 AM;16,291;2,138;-0;4,649;0;1,804;-0;1,605;-170;451;-0;61;-0;3,235;-8;1,235;0;1,291;-0
Jan 5, 2019;7:00 AM;15,087;1,842;-0;4,148;-19;2,091;-0;1,441;-233;388;-0;61;-0;2,918;-2;1,269;0;1,183;-0
Jan 5, 2019;8:00 AM;14,745;1,306;-0;4,017;-10;2,082;-0;1,554;-224;445;-0;61;-0;2,897;-43;1,356;0;1,304;-0
Jan 5, 2019;9:00 AM;14,660;1,279;-1;3,882;-5;2,026;-0;1,744;-180;495;-0;99;-0;2,925;-42;1,176;-2;1,264;-0
Jan 5, 2019;10:00 AM;14,071;1,549;-12;3,572;-2;1,660;-0;1,930;-199;523;-0;194;-0;2,838;-89;995;-8;1,120;-0
Jan 5, 2019;11:00 AM;13,699;1,687;-1;3,572;-38;1,469;-77;1,776;-192;537;-0;90;-0;2,739;-1;1,139;0;999;-0
Jan 5, 2019;12:00 PM;12,951;1,624;-46;3,455;-46;878;-295;1,800;-212;540;-0;5;-0;2,723;0;1,322;0;1,203;-0
Jan 5, 2019;1:00 PM;12,997;1,623;-42;3,661;-49;686;-158;1,711;-234;537;-0;3;-0;2,610;-1;1,512;0;1,138;-0
Jan 5, 2019;2:00 PM;13,057;1,309;-21;4,008;-10;490;-118;1,725;-185;505;-0;3;-0;3,026;0;1,167;0;1,158;-0
Jan 5, 2019;3:00 PM;12,780;1,181;-13;4,282;0;121;-564;1,793;-153;497;-0;3;-0;3,449;0;983;-16;1,217;-0
Jan 5, 2019;4:00 PM;12,323;1,314;-7;4,307;0;23;-682;1,759;-143;527;-0;0;-218;3,381;0;765;-58;1,355;-0
Jan 5, 2019;5:00 PM;10,797;1,346;-16;3,785;0;13;-742;1,662;-197;509;-0;0;-154;2,948;-98;512;-81;1,310;-0
Jan 5, 2019;6:00 PM;9,918;1,439;-12;3,575;-49;0;-870;1,104;-370;578;-0;0;-242;2,414;-77;1,134;0;1,294;-0
Jan 5, 2019;7:00 PM;10,790;1,459;-0;4,000;-95;5;-673;1,009;-378;591;-0;0;-410;2,458;-5;1,533;0;1,296;-0
Jan 5, 2019;8:00 PM;11,981;1,310;-12;4,160;-11;208;-428;1,195;-349;573;-0;0;-52;2,710;-6;1,378;0;1,305;-0
Jan 5, 2019;9:00 PM;11,665;1,177;-0;4,322;-32;12;-220;1,061;-354;538;-0;2;-0;2,563;-5;1,553;0;1,048;-0
Jan 5, 2019;10:00 PM;11,043;1,123;-0;4,103;-56;128;-12;872;-450;600;-0;2;-0;2,333;-7;1,338;0;1,069;-0
Jan 5, 2019;11:00 PM;11,050;1,083;-0;3,994;-65;1,316;-0;512;-722;576;-0;62;-0;2,021;-140;1,361;0;1,052;-0
Jan 6, 2019;12:00 AM;13,374;1,823;-0;5,055;-142;2,049;-0;239;-1,034;552;-0;4;-0;2,192;-127;1,987;0;776;-0
Jan 6, 2019;1:00 AM;14,152;1,930;-0;5,442;-21;2,114;-0;173;-1,143;525;-0;300;-0;2,454;-140;1,863;0;655;-0
Jan 6, 2019;2:00 AM;13,514;1,864;-0;5,443;-17;2,093;-0;91;-1,259;492;-0;39;-0;2,432;-64;1,782;0;618;-0
Jan 6, 2019;3:00 AM;11,980;1,799;-0;4,936;0;1,976;-0;52;-1,412;393;-0;3;-0;2,431;-44;1,312;0;534;-0
Jan 6, 2019;4:00 AM;9,586;1,686;-0;3,869;0;2,094;-0;10;-1,431;323;-0;323;-0;1,896;-213;566;-5;468;-0
Jan 6, 2019;5:00 AM;11,040;1,633;-0;4,142;-1;2,063;-0;54;-1,233;343;-0;366;-0;2,302;-18;824;0;565;-0
Jan 6, 2019;6:00 AM;11,725;1,934;-0;4,453;-4;1,592;-0;121;-991;335;-0;119;-0;2,523;-1;922;0;722;-0
Jan 6, 2019;7:00 AM;12,143;2,056;-0;4,810;-45;1,118;-0;312;-1,023;428;-0;6;-0;2,322;-7;1,401;0;765;-0
Jan 6, 2019;8:00 AM;10,852;1,575;-23;4,936;-52;168;-116;442;-926;469;-0;3;-0;2,281;-16;1,456;0;655;-0
Jan 6, 2019;9:00 AM;9,370;1,855;-264;4,607;-55;0;-1,686;683;-722;503;-0;0;-459;2,612;0;1,491;0;805;-0
Jan 6, 2019;10:00 AM;8,199;1,917;-251;4,242;-72;0;-1,936;603;-844;505;-0;0;-598;2,463;0;1,393;0;777;-0
Jan 6, 2019;11:00 AM;7,752;2,235;-292;4,321;-97;0;-1,915;433;-1,065;562;-0;0;-609;2,096;-1;1,477;0;607;-0
Jan 6, 2019;12:00 PM;8,411;2,492;-468;4,546;-192;0;-1,895;384;-1,174;617;-0;0;-610;2,167;-46;2,061;0;529;-0
Jan 6, 2019;1:00 PM;8,768;2,356;-492;4,682;-126;0;-1,855;465;-1,119;608;-0;0;-610;2,220;-115;2,087;0;667;-0
Jan 6, 2019;2:00 PM;8,990;2,016;-652;4,926;-27;0;-1,881;501;-1,048;552;-0;0;-109;2,468;-17;1,504;0;757;-0
Jan 6, 2019;3:00 PM;10,036;2,036;-312;5,044;-14;0;-1,689;564;-952;543;-0;3;-0;2,564;-1;1,412;0;838;-0
Jan 6, 2019;4:00 PM;9,816;2,012;-15;4,617;0;0;-1,641;683;-827;523;-0;0;-267;2,681;0;939;0;1,111;-0
Jan 6, 2019;5:00 PM;9,576;2,433;-7;4,461;-82;0;-1,615;660;-1,011;621;-0;0;-463;2,353;-6;1,294;0;938;-0
Jan 6, 2019;6:00 PM;9,899;2,554;-0;4,490;-165;0;-1,717;680;-1,206;732;-0;0;-602;2,184;-37;2,168;0;818;-0
Jan 6, 2019;7:00 PM;11,192;2,914;-0;4,637;-241;0;-1,757;717;-1,163;678;-0;0;-610;2,214;-36;2,887;0;952;-0
Jan 6, 2019;8:00 PM;11,070;2,735;-0;5,045;-201;0;-1,767;634;-1,248;606;-0;0;-610;2,305;-144;2,944;0;771;-0
Jan 6, 2019;9:00 PM;10,663;2,057;-0;5,388;-42;32;-1,002;519;-1,299;516;-0;0;-610;2,310;-185;2,318;0;661;-0
Jan 6, 2019;10:00 PM;10,020;1,979;-0;5,071;-85;24;-1,123;554;-1,271;518;-0;0;-610;2,210;-198;2,275;0;676;-0
Jan 6, 2019;11:00 PM;10,687;2,412;-0;5,078;-93;27;-1,065;580;-1,159;519;-0;0;-609;2,211;-373;2,396;0;763;-0
Jan 7, 2019;12:00 AM;10,247;2,676;-0;4,075;-109;435;-128;303;-1,093;484;-0;0;-110;1,863;-399;1,635;0;615;-0
Jan 7, 2019;1:00 AM;11,728;2,404;-0;4,407;-33;995;-0;405;-926;427;-0;3;-0;2,032;-159;1,406;0;767;-0
Jan 7, 2019;2:00 AM;12,248;2,654;-0;4,538;-10;1,262;-0;334;-1,014;469;-0;3;-0;2,085;-184;1,405;0;706;-0
Jan 7, 2019;3:00 AM;11,345;2,820;-0;3,904;0;1,658;-0;299;-1,074;460;-0;3;-0;2,005;-234;823;0;681;-0
Jan 7, 2019;4:00 AM;11,718;2,830;-0;4,133;0;1,112;-0;506;-990;415;-0;267;-0;1,985;-169;791;0;838;-0
Jan 7, 2019;5:00 AM;11,774;1,979;-0;4,677;0;380;-140;981;-602;368;-0;297;-0;2,244;-45;636;-37;1,036;-0
Jan 7, 2019;6:00 AM;8,407;1,264;-114;3,585;-5;7;-1,216;1,353;-283;565;-0;0;-164;2,437;0;117;-210;1,071;-0
Jan 7, 2019;7:00 AM;6,421;1,792;-319;2,377;-189;22;-1,003;1,251;-271;657;-0;0;-309;1,507;-28;163;-104;875;-0
Jan 7, 2019;8:00 AM;4,911;2,115;-341;1,563;-349;6;-905;1,109;-538;683;-0;0;-29;740;-144;487;-121;635;-0
Jan 7, 2019;9:00 AM;4,414;1,984;-392;1,372;-291;0;-897;1,155;-441;670;-0;0;-190;819;-150;327;-306;754;-0
Jan 7, 2019;10:00 AM;4,374;1,826;-427;1,195;-239;1;-783;1,216;-342;699;-0;0;-12;805;-153;207;-407;788;-0
Jan 7, 2019;11:00 AM;5,494;1,892;-103;1,400;-216;2;-829;1,333;-360;732;-0;0;-243;920;-118;267;-127;944;-0
Jan 7, 2019;12:00 PM;6,047;1,672;-21;1,198;-150;135;-323;1,459;-289;691;-0;0;-168;1,057;-47;110;-191;914;-0
Jan 7, 2019;1:00 PM;6,707;1,506;-26;1,709;-9;142;-332;1,622;-264;740;-0;0;-250;1,181;-10;0;-334;1,032;-0
Jan 7, 2019;2:00 PM;9,383;1,520;-0;3,000;0;155;-303;1,880;-181;758;-0;0;-241;2,074;0;31;-311;1,001;-0
Jan 7, 2019;3:00 PM;9,286;1,461;-1;2,866;0;141;-348;2,019;-124;712;-0;0;-105;1,953;0;35;-413;1,090;-0
Jan 7, 2019;4:00 PM;9,248;1,450;-0;2,766;0;165;-242;2,112;-30;674;-0;0;-460;1,995;0;44;-504;1,278;-0
Jan 7, 2019;5:00 PM;9,824;1,622;-0;2,608;-1;56;-274;1,990;-46;749;-0;0;-315;1,874;0;481;-162;1,242;-0
Jan 7, 2019;6:00 PM;11,200;1,834;-0;2,290;-29;701;-77;1,911;-69;716;-0;30;-0;2,084;-50;671;-47;1,235;-0
Jan 7, 2019;7:00 PM;11,939;2,014;-0;2,396;-18;1,185;-0;1,799;-48;631;-0;74;-0;2,251;-69;536;-71;1,259;-0
Jan 7, 2019;8:00 PM;12,655;2,067;-0;3,223;-15;1,008;-0;1,768;-68;577;-0;74;-0;2,351;-13;506;-99;1,276;-0
Jan 7, 2019;9:00 PM;13,243;1,759;-0;3,931;0;1,200;-0;1,637;-141;524;-0;74;-0;2,813;-3;589;-244;1,104;-0
Jan 7, 2019;10:00 PM;12,378;1,377;-0;3,988;0;1,205;-0;1,459;-208;476;-0;74;-0;2,942;-2;310;-360;1,117;-0
Jan 7, 2019;11:00 PM;12,802;1,394;-0;4,691;0;996;-0;1,408;-176;420;-0;74;-0;3,229;-1;210;-618;1,175;-0
Jan 8, 2019;12:00 AM;13,002;1,960;-0;4,122;0;963;-0;1,754;-159;391;-0;75;-0;2,942;-4;281;-533;1,210;-0
Jan 8, 2019;1:00 AM;13,460;1,978;-0;4,189;0;1,185;-0;1,539;-143;368;-0;74;-0;3,231;-7;393;-411;1,064;-0
Jan 8, 2019;2:00 AM;13,095;1,974;-0;4,312;0;930;-0;1,460;-176;361;-0;75;-0;3,189;-17;465;-487;1,009;-0
Jan 8, 2019;3:00 AM;13,259;1,910;-0;4,276;0;911;-0;1,537;-150;349;-0;67;-0;3,289;-1;505;-530;1,096;-0
Jan 8, 2019;4:00 AM;13,183;1,863;-0;4,328;0;752;-0;1,635;-107;357;-0;61;-0;3,366;0;351;-579;1,156;-0
Jan 8, 2019;5:00 AM;13,472;1,808;-0;4,435;0;1,011;-0;1,620;-142;400;-0;61;-0;3,384;0;259;-515;1,151;-0
Jan 8, 2019;6:00 AM;12,520;1,276;-0;4,404;-1;907;-0;1,528;-130;417;-0;61;-0;3,056;0;92;-320;1,230;-0
Jan 8, 2019;7:00 AM;11,586;1,528;-0;3,341;-20;841;-0;1,590;-97;549;-0;61;-0;2,415;0;185;-53;1,246;-0
Jan 8, 2019;8:00 AM;11,218;1,621;-0;3,276;-35;925;-0;1,478;-129;571;-0;61;-0;2,005;0;351;-27;1,121;-0
Jan 8, 2019;9:00 AM;11,091;1,906;-0;2,898;0;921;-0;1,624;-113;545;-0;61;-0;2,019;-12;268;-181;1,155;-0
Jan 8, 2019;10:00 AM;11,281;1,985;-0;2,952;0;1,124;-0;1,624;-117;534;-0;61;-0;1,996;-65;265;-218;1,140;-0
Jan 8, 2019;11:00 AM;10,952;1,957;-0;2,900;0;1,300;-0;1,436;-138;533;-0;61;-0;1,939;-61;142;-175;1,058;-0
Jan 8, 2019;12:00 PM;11,216;1,976;-0;2,973;0;1,068;-0;1,649;-58;520;-0;61;-0;2,141;-26;73;-204;1,043;-0
