Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Aug 18, 2019;12:15 PM;-;498;2,738;4,320;-
Aug 18, 2019;12:30 PM;-;501;2,805;4,403;-
Aug 18, 2019;12:45 PM;-;504;2,870;4,466;-
Aug 18, 2019;1:00 PM;66,006;505;2,939;4,511;33,625
Aug 18, 2019;1:15 PM;-;506;3,013;4,542;-
Aug 18, 2019;1:30 PM;-;508;3,087;4,555;-
Aug 18, 2019;1:45 PM;-;509;3,160;4,547;-
Aug 18, 2019;2:00 PM;65,653;513;3,234;4,522;32,652
Aug 18, 2019;2:15 PM;-;528;3,267;4,484;-
Aug 18, 2019;2:30 PM;-;543;3,298;4,408;-
Aug 18, 2019;2:45 PM;-;557;3,334;4,314;-
Aug 18, 2019;3:00 PM;64,254;572;3,366;4,215;32,197
Aug 18, 2019;3:15 PM;-;587;3,392;4,100;-
Aug 18, 2019;3:30 PM;-;602;3,420;3,955;-
Aug 18, 2019;3:45 PM;-;618;3,448;3,783;-
Aug 18, 2019;4:00 PM;61,183;632;3,474;3,599;31,544
Aug 18, 2019;4:15 PM;-;654;3,474;3,394;-
Aug 18, 2019;4:30 PM;-;676;3,475;3,167;-
Aug 18, 2019;4:45 PM;-;696;3,475;2,926;-
Aug 18, 2019;5:00 PM;57,067;718;3,470;2,668;31,607
Aug 18, 2019;5:15 PM;-;719;3,415;2,402;-
Aug 18, 2019;5:30 PM;-;721;3,355;2,129;-
Aug 18, 2019;5:45 PM;-;723;3,293;1,849;-
Aug 18, 2019;6:00 PM;52,832;721;3,231;1,576;32,769
Aug 18, 2019;6:15 PM;-;722;3,146;1,314;-
Aug 18, 2019;6:30 PM;-;722;3,058;1,059;-
Aug 18, 2019;6:45 PM;-;723;2,970;823;-
Aug 18, 2019;7:00 PM;47,862;724;2,884;606;32,296
Aug 18, 2019;7:15 PM;-;732;2,824;412;-
Aug 18, 2019;7:30 PM;-;741;2,767;266;-
Aug 18, 2019;7:45 PM;-;749;2,709;154;-
Aug 18, 2019;8:00 PM;45,766;760;2,648;78;32,450
Aug 18, 2019;8:15 PM;-;771;2,565;34;-
Aug 18, 2019;8:30 PM;-;782;2,482;3;-
Aug 18, 2019;8:45 PM;-;794;2,400;0;-
Aug 18, 2019;9:00 PM;45,228;805;2,316;0;32,946
Aug 18, 2019;9:15 PM;-;822;2,265;0;-
Aug 18, 2019;9:30 PM;-;837;2,216;0;-
Aug 18, 2019;9:45 PM;-;853;2,169;0;-
Aug 18, 2019;10:00 PM;44,382;866;2,110;0;32,611
Aug 18, 2019;10:15 PM;-;880;2,074;0;-
Aug 18, 2019;10:30 PM;-;893;2,039;0;-
Aug 18, 2019;10:45 PM;-;907;2,004;0;-
Aug 18, 2019;11:00 PM;43,513;920;1,972;0;31,918
Aug 18, 2019;11:15 PM;-;932;1,965;0;-
Aug 18, 2019;11:30 PM;-;943;1,958;0;-
Aug 18, 2019;11:45 PM;-;954;1,949;0;-
Aug 19, 2019;12:00 AM;40,866;851;1,954;0;29,703
Aug 19, 2019;12:15 AM;-;860;1,932;0;-
Aug 19, 2019;12:30 AM;-;871;1,914;0;-
Aug 19, 2019;12:45 AM;-;881;1,901;0;-
Aug 19, 2019;1:00 AM;39,541;892;1,891;0;28,266
Aug 19, 2019;1:15 AM;-;901;1,906;0;-
Aug 19, 2019;1:30 AM;-;909;1,922;0;-
Aug 19, 2019;1:45 AM;-;918;1,938;0;-
Aug 19, 2019;2:00 AM;39,488;925;1,959;0;27,830
Aug 19, 2019;2:15 AM;-;926;1,978;0;-
Aug 19, 2019;2:30 AM;-;928;1,997;0;-
Aug 19, 2019;2:45 AM;-;928;2,018;0;-
Aug 19, 2019;3:00 AM;40,318;925;2,021;0;28,415
Aug 19, 2019;3:15 AM;-;918;2,047;0;-
Aug 19, 2019;3:30 AM;-;912;2,075;0;-
Aug 19, 2019;3:45 AM;-;905;2,101;0;-
Aug 19, 2019;4:00 AM;41,301;901;2,124;0;29,180
Aug 19, 2019;4:15 AM;-;895;2,134;0;-
Aug 19, 2019;4:30 AM;-;888;2,144;0;-
Aug 19, 2019;4:45 AM;-;882;2,154;0;-
Aug 19, 2019;5:00 AM;44,349;874;2,166;0;32,116
Aug 19, 2019;5:15 AM;-;871;2,181;0;-
Aug 19, 2019;5:30 AM;-;867;2,197;0;-
Aug 19, 2019;5:45 AM;-;866;2,212;0;-
Aug 19, 2019;6:00 AM;49,853;854;2,248;7;37,067
Aug 19, 2019;6:15 AM;-;858;2,266;33;-
Aug 19, 2019;6:30 AM;-;862;2,282;72;-
Aug 19, 2019;6:45 AM;-;866;2,299;141;-
Aug 19, 2019;7:00 AM;55,635;870;2,313;245;40,839
Aug 19, 2019;7:15 AM;-;880;2,323;390;-
Aug 19, 2019;7:30 AM;-;891;2,334;557;-
Aug 19, 2019;7:45 AM;-;901;2,347;746;-
Aug 19, 2019;8:00 AM;62,704;912;2,358;955;44,174
Aug 19, 2019;8:15 AM;-;925;2,397;1,183;-
Aug 19, 2019;8:30 AM;-;913;2,412;1,427;-
Aug 19, 2019;8:45 AM;-;923;2,450;1,676;-
Aug 19, 2019;9:00 AM;69,650;932;2,525;1,936;46,207
Aug 19, 2019;9:15 AM;-;940;2,564;2,201;-
Aug 19, 2019;9:30 AM;-;946;2,601;2,468;-
Aug 19, 2019;9:45 AM;-;955;2,640;2,737;-
Aug 19, 2019;10:00 AM;75,918;958;2,673;3,000;47,612
Aug 19, 2019;10:15 AM;-;964;2,724;3,250;-
Aug 19, 2019;10:30 AM;-;969;2,776;3,485;-
Aug 19, 2019;10:45 AM;-;974;2,830;3,704;-
Aug 19, 2019;11:00 AM;81,439;980;2,883;3,913;48,741
Aug 19, 2019;11:15 AM;-;984;2,958;4,112;-
Aug 19, 2019;11:30 AM;-;989;3,035;4,291;-
Aug 19, 2019;11:45 AM;-;994;3,113;4,449;-
Aug 19, 2019;12:00 PM;84,496;998;3,188;4,587;48,484
Aug 19, 2019;12:15 PM;-;1,000;3,250;4,701;-
Aug 19, 2019;12:30 PM;-;1,001;3,312;4,778;-
Aug 19, 2019;12:45 PM;-;1,003;3,373;4,822;-
Aug 19, 2019;1:00 PM;84,726;1,004;3,429;4,852;47,269
Aug 19, 2019;1:15 PM;-;1,005;3,474;4,871;-
Aug 19, 2019;1:30 PM;-;1,004;3,520;4,873;-
Aug 19, 2019;1:45 PM;-;1,005;3,565;4,855;-
Aug 19, 2019;2:00 PM;83,708;1,005;3,611;4,814;46,485
Aug 19, 2019;2:15 PM;-;1,002;3,605;4,757;-
Aug 19, 2019;2:30 PM;-;999;3,598;4,675;-
Aug 19, 2019;2:45 PM;-;995;3,593;4,570;-
Aug 19, 2019;3:00 PM;80,315;993;3,588;4,455;45,218
Aug 19, 2019;3:15 PM;-;991;3,564;4,322;-
Aug 19, 2019;3:30 PM;-;989;3,539;4,166;-
Aug 19, 2019;3:45 PM;-;988;3,514;3,990;-
Aug 19, 2019;4:00 PM;75,677;986;3,487;3,797;44,264
Aug 19, 2019;4:15 PM;-;984;3,436;3,586;-
Aug 19, 2019;4:30 PM;-;985;3,383;3,353;-
Aug 19, 2019;4:45 PM;-;982;3,329;3,107;-
Aug 19, 2019;5:00 PM;71,006;976;3,274;2,847;45,101
Aug 19, 2019;5:15 PM;-;962;3,149;2,576;-
Aug 19, 2019;5:30 PM;-;947;3,026;2,292;-
Aug 19, 2019;5:45 PM;-;942;2,911;2,005;-
Aug 19, 2019;6:00 PM;62,368;924;2,780;1,711;43,449
Aug 19, 2019;6:15 PM;-;905;2,625;1,428;-
Aug 19, 2019;6:30 PM;-;881;2,464;1,151;-
Aug 19, 2019;6:45 PM;-;857;2,301;894;-
Aug 19, 2019;7:00 PM;56,991;832;2,150;657;44,462
Aug 19, 2019;7:15 PM;-;807;2,011;453;-
Aug 19, 2019;7:30 PM;-;784;1,873;300;-
Aug 19, 2019;7:45 PM;-;758;1,732;174;-
Aug 19, 2019;8:00 PM;53,264;731;1,597;90;44,346
Aug 19, 2019;8:15 PM;-;705;1,535;40;-
Aug 19, 2019;8:30 PM;-;680;1,473;3;-
Aug 19, 2019;8:45 PM;-;654;1,412;0;-
Aug 19, 2019;9:00 PM;51,262;629;1,353;0;43,626
Aug 19, 2019;9:15 PM;-;614;1,319;0;-
Aug 19, 2019;9:30 PM;-;598;1,286;0;-
Aug 19, 2019;9:45 PM;-;583;1,255;0;-
Aug 19, 2019;10:00 PM;48,203;569;1,220;0;41,157
Aug 19, 2019;10:15 PM;-;562;1,210;0;-
Aug 19, 2019;10:30 PM;-;556;1,197;0;-
Aug 19, 2019;10:45 PM;-;550;1,184;0;-
Aug 19, 2019;11:00 PM;45,899;544;1,171;0;39,001
Aug 19, 2019;11:15 PM;-;548;1,173;0;-
Aug 19, 2019;11:30 PM;-;550;1,178;0;-
Aug 19, 2019;11:45 PM;-;553;1,181;0;-
Aug 20, 2019;12:00 AM;43,873;438;1,193;0;37,253
Aug 20, 2019;12:15 AM;-;437;1,211;0;-
Aug 20, 2019;12:30 AM;-;436;1,227;0;-
Aug 20, 2019;12:45 AM;-;435;1,244;0;-
Aug 20, 2019;1:00 AM;42,165;435;1,259;0;35,267
Aug 20, 2019;1:15 AM;-;438;1,277;0;-
Aug 20, 2019;1:30 AM;-;442;1,293;0;-
Aug 20, 2019;1:45 AM;-;444;1,311;0;-
Aug 20, 2019;2:00 AM;41,700;449;1,336;0;34,405
Aug 20, 2019;2:15 AM;-;457;1,354;0;-
Aug 20, 2019;2:30 AM;-;464;1,373;0;-
Aug 20, 2019;2:45 AM;-;474;1,390;0;-
Aug 20, 2019;3:00 AM;42,332;481;1,410;0;34,813
Aug 20, 2019;3:15 AM;-;479;1,405;0;-
Aug 20, 2019;3:30 AM;-;477;1,399;0;-
Aug 20, 2019;3:45 AM;-;475;1,394;0;-
Aug 20, 2019;4:00 AM;43,852;474;1,388;0;36,522
Aug 20, 2019;4:15 AM;-;469;1,373;0;-
Aug 20, 2019;4:30 AM;-;465;1,358;0;-
Aug 20, 2019;4:45 AM;-;460;1,344;0;-
Aug 20, 2019;5:00 AM;47,709;455;1,329;0;40,720
Aug 20, 2019;5:15 AM;-;447;1,312;0;-
Aug 20, 2019;5:30 AM;-;439;1,296;0;-
Aug 20, 2019;5:45 AM;-;432;1,280;0;-
Aug 20, 2019;6:00 AM;51,252;427;1,268;8;44,261
Aug 20, 2019;6:15 AM;-;427;1,254;42;-
Aug 20, 2019;6:30 AM;-;426;1,240;87;-
Aug 20, 2019;6:45 AM;-;425;1,227;162;-
Aug 20, 2019;7:00 AM;56,554;423;1,212;273;48,118
Aug 20, 2019;7:15 AM;-;424;1,173;424;-
Aug 20, 2019;7:30 AM;-;425;1,134;612;-
Aug 20, 2019;7:45 AM;-;426;1,102;809;-
Aug 20, 2019;8:00 AM;61,513;428;1,068;1,019;50,439
Aug 20, 2019;8:15 AM;-;429;1,015;1,234;-
Aug 20, 2019;8:30 AM;-;430;965;1,458;-
Aug 20, 2019;8:45 AM;-;429;919;1,681;-
Aug 20, 2019;9:00 AM;64,922;432;878;1,902;50,938
Aug 20, 2019;9:15 AM;-;438;859;2,110;-
Aug 20, 2019;9:30 AM;-;445;839;2,307;-
Aug 20, 2019;9:45 AM;-;452;824;2,500;-
Aug 20, 2019;10:00 AM;68,568;458;809;2,674;51,913
Aug 20, 2019;10:15 AM;-;468;803;2,828;-
Aug 20, 2019;10:30 AM;-;476;800;2,968;-
Aug 20, 2019;10:45 AM;-;485;793;3,096;-
Aug 20, 2019;11:00 AM;70,449;493;790;3,210;51,925
Aug 20, 2019;11:15 AM;-;497;796;3,305;-
Aug 20, 2019;11:30 AM;-;501;804;3,380;-
Aug 20, 2019;11:45 AM;-;504;811;3,433;-
Aug 20, 2019;12:00 PM;70,845;508;819;3,468;51,608
Aug 20, 2019;12:15 PM;-;510;829;3,484;-
Aug 20, 2019;12:30 PM;-;513;837;3,471;-
Aug 20, 2019;12:45 PM;-;516;846;3,438;-
Aug 20, 2019;1:00 PM;69,288;517;853;3,392;50,627
Aug 20, 2019;1:15 PM;-;513;851;3,339;-
Aug 20, 2019;1:30 PM;-;510;848;3,278;-
Aug 20, 2019;1:45 PM;-;508;844;3,208;-
Aug 20, 2019;2:00 PM;66,774;503;842;3,125;49,516
Aug 20, 2019;2:15 PM;-;496;845;3,039;-
Aug 20, 2019;2:30 PM;-;488;847;2,928;-
Aug 20, 2019;2:45 PM;-;481;850;2,815;-
Aug 20, 2019;3:00 PM;63,865;475;851;2,693;48,604
Aug 20, 2019;3:15 PM;-;470;854;2,566;-
Aug 20, 2019;3:30 PM;-;464;858;2,425;-
Aug 20, 2019;3:45 PM;-;459;864;2,284;-
Aug 20, 2019;4:00 PM;60,897;454;869;2,140;47,887
Aug 20, 2019;4:15 PM;-;451;880;1,995;-
Aug 20, 2019;4:30 PM;-;447;895;1,844;-
Aug 20, 2019;4:45 PM;-;444;904;1,689;-
Aug 20, 2019;5:00 PM;58,925;468;884;1,530;48,422
Aug 20, 2019;5:15 PM;-;460;881;1,369;-
Aug 20, 2019;5:30 PM;-;454;877;1,209;-
Aug 20, 2019;5:45 PM;-;447;873;1,054;-
Aug 20, 2019;6:00 PM;58,089;441;867;901;50,138
Aug 20, 2019;6:15 PM;-;435;862;759;-
Aug 20, 2019;6:30 PM;-;431;857;625;-
Aug 20, 2019;6:45 PM;-;426;849;501;-
Aug 20, 2019;7:00 PM;55,572;421;843;382;49,719
Aug 20, 2019;7:15 PM;-;415;827;267;-
Aug 20, 2019;7:30 PM;-;409;812;178;-
Aug 20, 2019;7:45 PM;-;402;795;103;-
Aug 20, 2019;8:00 PM;54,020;396;781;51;49,320
Aug 20, 2019;8:15 PM;-;394;769;24;-
Aug 20, 2019;8:30 PM;-;392;757;2;-
Aug 20, 2019;8:45 PM;-;390;745;0;-
Aug 20, 2019;9:00 PM;53,040;386;737;0;48,580
Aug 20, 2019;9:15 PM;-;382;736;0;-
Aug 20, 2019;9:30 PM;-;376;736;0;-
Aug 20, 2019;9:45 PM;-;371;736;0;-
Aug 20, 2019;10:00 PM;49,100;365;734;0;44,727
Aug 20, 2019;10:15 PM;-;366;730;0;-
Aug 20, 2019;10:30 PM;-;366;726;0;-
Aug 20, 2019;10:45 PM;-;369;720;0;-
Aug 20, 2019;11:00 PM;46,917;369;718;0;42,595
Aug 20, 2019;11:15 PM;-;369;713;0;-
Aug 20, 2019;11:30 PM;-;369;710;0;-
Aug 20, 2019;11:45 PM;-;368;706;0;-
Aug 21, 2019;12:00 AM;44,175;437;801;0;39,227
Aug 21, 2019;12:15 AM;-;437;801;0;-
Aug 21, 2019;12:30 AM;-;435;802;0;-
Aug 21, 2019;12:45 AM;-;434;802;0;-
Aug 21, 2019;1:00 AM;41,597;434;801;0;36,574
Aug 21, 2019;1:15 AM;-;433;816;0;-
Aug 21, 2019;1:30 AM;-;432;831;0;-
Aug 21, 2019;1:45 AM;-;431;846;0;-
Aug 21, 2019;2:00 AM;40,668;429;867;0;35,499
Aug 21, 2019;2:15 AM;-;421;872;0;-
Aug 21, 2019;2:30 AM;-;414;877;0;-
Aug 21, 2019;2:45 AM;-;406;884;0;-
Aug 21, 2019;3:00 AM;40,530;397;892;0;35,445
Aug 21, 2019;3:15 AM;-;379;898;0;-
Aug 21, 2019;3:30 AM;-;362;904;0;-
Aug 21, 2019;3:45 AM;-;346;909;0;-
Aug 21, 2019;4:00 AM;42,100;330;915;0;37,115
Aug 21, 2019;4:15 AM;-;318;928;0;-
Aug 21, 2019;4:30 AM;-;307;940;0;-
Aug 21, 2019;4:45 AM;-;296;952;0;-
Aug 21, 2019;5:00 AM;44,551;283;965;0;39,686
Aug 21, 2019;5:15 AM;-;267;960;0;-
Aug 21, 2019;5:30 AM;-;251;955;0;-
Aug 21, 2019;5:45 AM;-;235;950;0;-
Aug 21, 2019;6:00 AM;48,116;220;944;6;43,227
Aug 21, 2019;6:15 AM;-;203;944;44;-
Aug 21, 2019;6:30 AM;-;188;943;95;-
Aug 21, 2019;6:45 AM;-;173;942;188;-
Aug 21, 2019;7:00 AM;55,755;160;935;347;48,721
Aug 21, 2019;7:15 AM;-;149;897;575;-
Aug 21, 2019;7:30 AM;-;139;857;857;-
Aug 21, 2019;7:45 AM;-;128;818;1,172;-
Aug 21, 2019;8:00 AM;62,960;119;775;1,513;51,453
Aug 21, 2019;8:15 AM;-;115;717;1,876;-
Aug 21, 2019;8:30 AM;-;111;658;2,262;-
Aug 21, 2019;8:45 AM;-;107;600;2,657;-
Aug 21, 2019;9:00 AM;69,724;104;537;3,055;52,715
Aug 21, 2019;9:15 AM;-;105;523;3,450;-
Aug 21, 2019;9:30 AM;-;105;510;3,829;-
Aug 21, 2019;9:45 AM;-;106;499;4,188;-
Aug 21, 2019;10:00 AM;75,223;107;488;4,522;53,034
Aug 21, 2019;10:15 AM;-;108;483;4,833;-
Aug 21, 2019;10:30 AM;-;107;479;5,115;-
Aug 21, 2019;10:45 AM;-;107;475;5,367;-
Aug 21, 2019;11:00 AM;79,267;107;471;5,592;53,533
Aug 21, 2019;11:15 AM;-;107;474;5,789;-
Aug 21, 2019;11:30 AM;-;108;477;5,947;-
Aug 21, 2019;11:45 AM;-;109;479;6,077;-
Aug 21, 2019;12:00 PM;80,804;110;482;6,177;53,380
Aug 21, 2019;12:15 PM;-;113;485;6,248;-
Aug 21, 2019;12:30 PM;-;115;489;6,291;-
Aug 21, 2019;12:45 PM;-;118;491;6,306;-
Aug 21, 2019;1:00 PM;80,125;122;493;6,298;52,705
Aug 21, 2019;1:15 PM;-;127;494;6,267;-
Aug 21, 2019;1:30 PM;-;131;495;6,216;-
Aug 21, 2019;1:45 PM;-;137;496;6,147;-
Aug 21, 2019;2:00 PM;77,099;141;495;6,053;51,228
Aug 21, 2019;2:15 PM;-;144;482;5,935;-
Aug 21, 2019;2:30 PM;-;146;469;5,786;-
Aug 21, 2019;2:45 PM;-;150;456;5,614;-
Aug 21, 2019;3:00 PM;72,759;152;444;5,426;50,033
Aug 21, 2019;3:15 PM;-;152;431;5,221;-
Aug 21, 2019;3:30 PM;-;152;417;5,004;-
Aug 21, 2019;3:45 PM;-;153;404;4,772;-
Aug 21, 2019;4:00 PM;67,871;153;390;4,520;49,386
Aug 21, 2019;4:15 PM;-;151;375;4,256;-
Aug 21, 2019;4:30 PM;-;151;359;3,970;-
Aug 21, 2019;4:45 PM;-;150;343;3,670;-
Aug 21, 2019;5:00 PM;62,297;149;327;3,355;49,138
Aug 21, 2019;5:15 PM;-;149;315;3,012;-
Aug 21, 2019;5:30 PM;-;150;301;2,659;-
Aug 21, 2019;5:45 PM;-;151;288;2,303;-
Aug 21, 2019;6:00 PM;58,686;162;275;1,949;51,204
Aug 21, 2019;6:15 PM;-;162;267;1,604;-
Aug 21, 2019;6:30 PM;-;162;261;1,267;-
Aug 21, 2019;6:45 PM;-;162;252;962;-
Aug 21, 2019;7:00 PM;54,249;162;246;685;50,992
Aug 21, 2019;7:15 PM;-;162;253;452;-
Aug 21, 2019;7:30 PM;-;163;259;289;-
Aug 21, 2019;7:45 PM;-;164;266;159;-
Aug 21, 2019;8:00 PM;52,299;163;275;74;50,345
Aug 21, 2019;8:15 PM;-;163;292;30;-
Aug 21, 2019;8:30 PM;-;163;307;2;-
Aug 21, 2019;8:45 PM;-;164;323;0;-
Aug 21, 2019;9:00 PM;51,163;165;340;0;49,021
Aug 21, 2019;9:15 PM;-;169;356;0;-
Aug 21, 2019;9:30 PM;-;173;372;0;-
Aug 21, 2019;9:45 PM;-;177;389;0;-
Aug 21, 2019;10:00 PM;48,137;181;412;0;45,606
Aug 21, 2019;10:15 PM;-;189;431;0;-
Aug 21, 2019;10:30 PM;-;197;449;0;-
Aug 21, 2019;10:45 PM;-;205;468;0;-
Aug 21, 2019;11:00 PM;45,554;213;487;0;42,576
Aug 21, 2019;11:15 PM;-;223;507;0;-
Aug 21, 2019;11:30 PM;-;232;527;0;-
Aug 21, 2019;11:45 PM;-;241;548;0;-
Aug 22, 2019;12:00 AM;43,249;246;739;0;38,991
Aug 22, 2019;12:15 AM;-;258;781;0;-
Aug 22, 2019;12:30 AM;-;270;823;0;-
Aug 22, 2019;12:45 AM;-;282;860;0;-
Aug 22, 2019;1:00 AM;42,965;295;895;0;37,896
Aug 22, 2019;1:15 AM;-;309;933;0;-
Aug 22, 2019;1:30 AM;-;323;970;0;-
Aug 22, 2019;1:45 AM;-;337;1,006;0;-
Aug 22, 2019;2:00 AM;41,571;350;1,049;0;35,733
Aug 22, 2019;2:15 AM;-;363;1,079;0;-
Aug 22, 2019;2:30 AM;-;377;1,107;0;-
Aug 22, 2019;2:45 AM;-;389;1,126;0;-
Aug 22, 2019;3:00 AM;41,839;403;1,158;0;35,371
Aug 22, 2019;3:15 AM;-;415;1,185;0;-
Aug 22, 2019;3:30 AM;-;429;1,210;0;-
Aug 22, 2019;3:45 AM;-;444;1,225;0;-
Aug 22, 2019;4:00 AM;42,614;456;1,243;0;35,575
Aug 22, 2019;4:15 AM;-;468;1,271;0;-
Aug 22, 2019;4:30 AM;-;480;1,301;0;-
Aug 22, 2019;4:45 AM;-;492;1,328;0;-
Aug 22, 2019;5:00 AM;46,438;505;1,354;0;38,847
Aug 22, 2019;5:15 AM;-;517;1,369;0;-
Aug 22, 2019;5:30 AM;-;529;1,384;0;-
Aug 22, 2019;5:45 AM;-;540;1,395;0;-
Aug 22, 2019;6:00 AM;50,977;549;1,407;6;42,748
Aug 22, 2019;6:15 AM;-;553;1,418;43;-
Aug 22, 2019;6:30 AM;-;556;1,426;94;-
Aug 22, 2019;6:45 AM;-;559;1,430;190;-
Aug 22, 2019;7:00 AM;58,306;562;1,428;362;47,221
Aug 22, 2019;7:15 AM;-;568;1,411;628;-
Aug 22, 2019;7:30 AM;-;572;1,393;950;-
Aug 22, 2019;7:45 AM;-;579;1,333;1,300;-
Aug 22, 2019;8:00 AM;66,000;582;1,264;1,672;50,222
Aug 22, 2019;8:15 AM;-;585;1,137;2,070;-
Aug 22, 2019;8:30 AM;-;587;1,016;2,485;-
Aug 22, 2019;8:45 AM;-;591;884;2,906;-
Aug 22, 2019;9:00 AM;71,903;594;763;3,324;51,003
Aug 22, 2019;9:15 AM;-;598;694;3,760;-
Aug 22, 2019;9:30 AM;-;599;627;4,186;-
Aug 22, 2019;9:45 AM;-;602;590;4,565;-
Aug 22, 2019;10:00 AM;78,224;604;557;4,917;52,001
Aug 22, 2019;10:15 AM;-;601;565;5,246;-
Aug 22, 2019;10:30 AM;-;598;572;5,546;-
Aug 22, 2019;10:45 AM;-;596;601;5,821;-
Aug 22, 2019;11:00 AM;83,284;593;630;6,070;52,823
Aug 22, 2019;11:15 AM;-;587;661;6,284;-
Aug 22, 2019;11:30 AM;-;582;693;6,465;-
Aug 22, 2019;11:45 AM;-;576;704;6,617;-
Aug 22, 2019;12:00 PM;84,770;572;715;6,750;52,045
Aug 22, 2019;12:15 PM;-;573;723;6,854;-
Aug 22, 2019;12:30 PM;-;573;730;6,936;-
Aug 22, 2019;12:45 PM;-;573;739;6,989;-
Aug 22, 2019;1:00 PM;84,720;573;748;7,022;51,429
Aug 22, 2019;1:15 PM;-;572;752;7,026;-
Aug 22, 2019;1:30 PM;-;571;757;7,001;-
Aug 22, 2019;1:45 PM;-;570;753;6,948;-
Aug 22, 2019;2:00 PM;81,910;569;747;6,871;49,962
Aug 22, 2019;2:15 PM;-;569;741;6,769;-
Aug 22, 2019;2:30 PM;-;569;736;6,625;-
Aug 22, 2019;2:45 PM;-;569;729;6,455;-
Aug 22, 2019;3:00 PM;77,284;568;722;6,266;48,563
Aug 22, 2019;3:15 PM;-;569;706;6,049;-
Aug 22, 2019;3:30 PM;-;567;692;5,802;-
Aug 22, 2019;3:45 PM;-;566;676;5,539;-
Aug 22, 2019;4:00 PM;72,302;567;660;5,253;48,526
Aug 22, 2019;4:15 PM;-;569;632;4,941;-
Aug 22, 2019;4:30 PM;-;572;606;4,596;-
Aug 22, 2019;4:45 PM;-;574;576;4,233;-
Aug 22, 2019;5:00 PM;65,831;575;551;3,851;48,563
Aug 22, 2019;5:15 PM;-;574;531;3,443;-
Aug 22, 2019;5:30 PM;-;573;509;3,014;-
Aug 22, 2019;5:45 PM;-;573;487;2,588;-
Aug 22, 2019;6:00 PM;60,014;572;466;2,166;49,596
Aug 22, 2019;6:15 PM;-;568;461;1,759;-
Aug 22, 2019;6:30 PM;-;566;455;1,370;-
Aug 22, 2019;6:45 PM;-;564;446;1,025;-
Aug 22, 2019;7:00 PM;55,127;559;441;720;49,373
Aug 22, 2019;7:15 PM;-;551;467;464;-
Aug 22, 2019;7:30 PM;-;543;495;296;-
Aug 22, 2019;7:45 PM;-;536;518;165;-
Aug 22, 2019;8:00 PM;53,161;527;543;76;48,605
Aug 22, 2019;8:15 PM;-;515;582;34;-
Aug 22, 2019;8:30 PM;-;502;623;1;-
Aug 22, 2019;8:45 PM;-;491;663;0;-
Aug 22, 2019;9:00 PM;52,436;479;703;0;47,539
Aug 22, 2019;9:15 PM;-;471;740;0;-
Aug 22, 2019;9:30 PM;-;462;778;0;-
Aug 22, 2019;9:45 PM;-;455;811;0;-
Aug 22, 2019;10:00 PM;49,190;447;863;0;43,806
Aug 22, 2019;10:15 PM;-;445;889;0;-
Aug 22, 2019;10:30 PM;-;443;918;0;-
Aug 22, 2019;10:45 PM;-;441;938;0;-
Aug 22, 2019;11:00 PM;47,507;443;954;0;41,925
Aug 22, 2019;11:15 PM;-;451;946;0;-
Aug 22, 2019;11:30 PM;-;459;937;0;-
Aug 22, 2019;11:45 PM;-;468;926;0;-
Aug 23, 2019;12:00 AM;44,408;664;1,046;0;37,533
Aug 23, 2019;12:15 AM;-;672;1,044;0;-
Aug 23, 2019;12:30 AM;-;682;1,042;0;-
Aug 23, 2019;12:45 AM;-;691;1,034;0;-
Aug 23, 2019;1:00 AM;42,340;698;1,029;0;35,455
Aug 23, 2019;1:15 AM;-;703;1,023;0;-
Aug 23, 2019;1:30 AM;-;709;1,015;0;-
Aug 23, 2019;1:45 AM;-;714;996;0;-
Aug 23, 2019;2:00 AM;41,432;719;984;0;34,785
Aug 23, 2019;2:15 AM;-;716;958;0;-
Aug 23, 2019;2:30 AM;-;715;932;0;-
Aug 23, 2019;2:45 AM;-;713;911;0;-
Aug 23, 2019;3:00 AM;41,189;711;883;0;34,920
Aug 23, 2019;3:15 AM;-;706;870;0;-
Aug 23, 2019;3:30 AM;-;700;857;0;-
Aug 23, 2019;3:45 AM;-;695;848;0;-
Aug 23, 2019;4:00 AM;42,376;689;841;0;36,339
Aug 23, 2019;4:15 AM;-;682;835;0;-
Aug 23, 2019;4:30 AM;-;675;828;0;-
Aug 23, 2019;4:45 AM;-;668;821;0;-
Aug 23, 2019;5:00 AM;45,826;658;816;0;40,031
Aug 23, 2019;5:15 AM;-;642;815;0;-
Aug 23, 2019;5:30 AM;-;626;813;0;-
Aug 23, 2019;5:45 AM;-;609;817;0;-
Aug 23, 2019;6:00 AM;49,103;594;814;4;43,276
Aug 23, 2019;6:15 AM;-;580;807;41;-
Aug 23, 2019;6:30 AM;-;564;799;91;-
Aug 23, 2019;6:45 AM;-;550;793;191;-
Aug 23, 2019;7:00 AM;56,212;534;784;378;47,962
Aug 23, 2019;7:15 AM;-;507;743;649;-
Aug 23, 2019;7:30 AM;-;490;713;968;-
Aug 23, 2019;7:45 AM;-;473;689;1,325;-
Aug 23, 2019;8:00 AM;63,701;456;660;1,707;50,408
Aug 23, 2019;8:15 AM;-;441;596;2,111;-
Aug 23, 2019;8:30 AM;-;426;533;2,533;-
Aug 23, 2019;8:45 AM;-;411;458;2,962;-
