Date;Time of day;Total[MWh];Wind offshore[MWh];Wind onshore[MWh];Photovoltaics[MWh];Other[MWh]
Jan 1, 2019;12:00 AM;57,054;1,260.5;4,556;0;33,105.25
Jan 1, 2019;12:15 AM;-;1,265.25;4,663;0;-
Jan 1, 2019;12:30 AM;-;1,269.75;4,773.75;0;-
Jan 1, 2019;12:45 AM;-;1,273.5;4,887;0;-
Jan 1, 2019;1:00 AM;57,400;1,278;4,999.75;0;31,731.25
Jan 1, 2019;1:15 AM;-;1,253.75;5,101.5;0;-
Jan 1, 2019;1:30 AM;-;1,254.75;5,207.75;0;-
Jan 1, 2019;1:45 AM;-;1,255.75;5,317.5;0;-
Jan 1, 2019;2:00 AM;57,275;1,256.25;5,423;0;29,891
Jan 1, 2019;2:15 AM;-;1,256.75;5,532.25;0;-
Jan 1, 2019;2:30 AM;-;1,257.25;5,643.75;0;-
Jan 1, 2019;2:45 AM;-;1,258.25;5,756.5;0;-
Jan 1, 2019;3:00 AM;58,024;1,258.25;5,869.75;0;29,013.75
Jan 1, 2019;3:15 AM;-;1,257.5;5,979.25;0;-
Jan 1, 2019;3:30 AM;-;1,231.5;6,038.25;0;-
Jan 1, 2019;3:45 AM;-;1,230.5;6,145.25;0;-
Jan 1, 2019;4:00 AM;59,301;1,229.5;6,248.25;0;28,941.75
Jan 1, 2019;4:15 AM;-;1,227.75;6,328.25;0;-
Jan 1, 2019;4:30 AM;-;1,226.25;6,409.25;0;-
Jan 1, 2019;4:45 AM;-;1,223.75;6,466.25;0;-
Jan 1, 2019;5:00 AM;59,895;1,221.75;6,522.75;0;28,485.75
Jan 1, 2019;5:15 AM;-;1,221.5;6,596.25;0;-
Jan 1, 2019;5:30 AM;-;1,220.5;6,673;0;-
Jan 1, 2019;5:45 AM;-;1,219;6,734.5;0;-
Jan 1, 2019;6:00 AM;61,103;1,218.25;6,917.75;0;28,168.25
Jan 1, 2019;6:15 AM;-;1,218.5;6,983.75;0;-
Jan 1, 2019;6:30 AM;-;1,219.75;7,046.5;0;-
Jan 1, 2019;6:45 AM;-;1,219.75;7,110.5;0;-
Jan 1, 2019;7:00 AM;62,545;1,221.5;7,169.5;0;28,806.75
Jan 1, 2019;7:15 AM;-;1,223;7,196.5;0;-
Jan 1, 2019;7:30 AM;-;1,224;7,224;0;-
Jan 1, 2019;7:45 AM;-;1,224.75;7,255;0;-
Jan 1, 2019;8:00 AM;64,231;1,225.25;7,271.25;1.5;29,977
Jan 1, 2019;8:15 AM;-;1,226.25;7,300.25;9;-
Jan 1, 2019;8:30 AM;-;1,227.75;7,329.75;21;-
Jan 1, 2019;8:45 AM;-;1,228.5;7,365.75;47.75;-
Jan 1, 2019;9:00 AM;67,016;1,230;7,401;86.5;31,584.25
Jan 1, 2019;9:15 AM;-;1,230.25;7,442.25;134.25;-
Jan 1, 2019;9:30 AM;-;1,230.75;7,484.25;189;-
Jan 1, 2019;9:45 AM;-;1,231.5;7,526.5;245.5;-
Jan 1, 2019;10:00 AM;70,886;1,232.25;7,568;297.75;34,040.25
Jan 1, 2019;10:15 AM;-;1,231.5;7,596.5;343.75;-
Jan 1, 2019;10:30 AM;-;1,230.5;7,625.75;389.5;-
Jan 1, 2019;10:45 AM;-;1,229.25;7,671.25;429.75;-
Jan 1, 2019;11:00 AM;73,525;1,227.5;7,713;466.25;35,540
Jan 1, 2019;11:15 AM;-;1,224.5;7,749.75;497.75;-
Jan 1, 2019;11:30 AM;-;1,221;7,786.75;522.75;-
Jan 1, 2019;11:45 AM;-;1,214;7,821.25;540.5;-
Jan 1, 2019;12:00 PM;73,603;1,205.5;7,859.25;553.5;35,175
Jan 1, 2019;12:15 PM;-;1,134.25;7,877.5;558.5;-
Jan 1, 2019;12:30 PM;-;1,124.5;7,925.25;556;-
Jan 1, 2019;12:45 PM;-;1,117;7,972.25;544.5;-
Jan 1, 2019;1:00 PM;72,551;1,109;8,018.25;527.25;33,874.5
Jan 1, 2019;1:15 PM;-;1,105.75;8,065.75;501.5;-
Jan 1, 2019;1:30 PM;-;1,102.75;8,111.5;464;-
Jan 1, 2019;1:45 PM;-;1,099.25;8,148.5;423;-
Jan 1, 2019;2:00 PM;70,371;1,097;8,187.25;378;31,781.5
Jan 1, 2019;2:15 PM;-;1,096.25;8,234;326.5;-
Jan 1, 2019;2:30 PM;-;1,096.75;8,279.75;268.75;-
Jan 1, 2019;2:45 PM;-;1,096.75;8,317.5;211;-
Jan 1, 2019;3:00 PM;71,041;1,096.5;8,354.25;157.25;32,592.5
Jan 1, 2019;3:15 PM;-;1,093.25;8,395.25;106.75;-
Jan 1, 2019;3:30 PM;-;1,102.25;8,454.75;67;-
Jan 1, 2019;3:45 PM;-;1,096.75;8,488.25;36.25;-
Jan 1, 2019;4:00 PM;73,089;1,091.25;8,522.75;13.75;34,356.75
Jan 1, 2019;4:15 PM;-;1,086;8,569.75;4.5;-
Jan 1, 2019;4:30 PM;-;1,081.5;8,622.5;0.75;-
Jan 1, 2019;4:45 PM;-;1,076;8,663.25;0.25;-
Jan 1, 2019;5:00 PM;76,198;1,069;8,702.5;0;36,907.25
Jan 1, 2019;5:15 PM;-;1,061.25;8,743.5;0;-
Jan 1, 2019;5:30 PM;-;1,054.75;8,783;0;-
Jan 1, 2019;5:45 PM;-;1,039.75;8,837;0;-
Jan 1, 2019;6:00 PM;76,738;1,030.25;8,881;0;36,874.25
Jan 1, 2019;6:15 PM;-;1,024.5;8,922.5;0;-
Jan 1, 2019;6:30 PM;-;1,018.75;8,966;0;-
Jan 1, 2019;6:45 PM;-;1,012.75;9,008;0;-
Jan 1, 2019;7:00 PM;76,180;1,007.75;9,048.5;0;35,901.75
Jan 1, 2019;7:15 PM;-;1,003;9,065.25;0;-
Jan 1, 2019;7:30 PM;-;1,003.25;9,071.25;0;-
Jan 1, 2019;7:45 PM;-;996.5;9,082.75;0;-
Jan 1, 2019;8:00 PM;73,873;990;9,092;0;33,518.5
Jan 1, 2019;8:15 PM;-;984.25;9,098.25;0;-
Jan 1, 2019;8:30 PM;-;978.75;9,110.25;0;-
Jan 1, 2019;8:45 PM;-;971.75;9,129.25;0;-
Jan 1, 2019;9:00 PM;72,937;966.75;9,143.5;0;32,512.75
Jan 1, 2019;9:15 PM;-;966;9,139;0;-
Jan 1, 2019;9:30 PM;-;965;9,135.25;0;-
Jan 1, 2019;9:45 PM;-;961.75;9,147;0;-
Jan 1, 2019;10:00 PM;72,054;972.75;9,013.5;0;32,226
Jan 1, 2019;10:15 PM;-;977.5;8,989.25;0;-
Jan 1, 2019;10:30 PM;-;982.75;8,961.75;0;-
Jan 1, 2019;10:45 PM;-;988.5;8,942;0;-
Jan 1, 2019;11:00 PM;70,739;992.5;8,915.5;0;31,211
Jan 1, 2019;11:15 PM;-;998.5;8,894;0;-
Jan 1, 2019;11:30 PM;-;1,004;8,870.25;0;-
Jan 1, 2019;11:45 PM;-;1,005.75;8,847.5;0;-
Jan 2, 2019;12:00 AM;67,088;1,037.5;8,576.5;0;28,710
Jan 2, 2019;12:15 AM;-;1,043.25;8,555.25;0;-
Jan 2, 2019;12:30 AM;-;1,049.25;8,532.75;0;-
Jan 2, 2019;12:45 AM;-;1,055.75;8,527.75;0;-
Jan 2, 2019;1:00 AM;65,481;1,063;8,518.25;0;27,234.25
Jan 2, 2019;1:15 AM;-;1,069.25;8,498.5;0;-
Jan 2, 2019;1:30 AM;-;1,076;8,479.75;0;-
Jan 2, 2019;1:45 AM;-;1,081.5;8,460.5;0;-
Jan 2, 2019;2:00 AM;65,490;1,088.25;8,461.5;0;27,423
Jan 2, 2019;2:15 AM;-;1,097.75;8,430.25;0;-
Jan 2, 2019;2:30 AM;-;1,106.75;8,400.75;0;-
Jan 2, 2019;2:45 AM;-;1,115.5;8,366.25;0;-
Jan 2, 2019;3:00 AM;65,013;1,126.25;8,330;0;27,387
Jan 2, 2019;3:15 AM;-;1,135.75;8,287;0;-
Jan 2, 2019;3:30 AM;-;1,146;8,245;0;-
Jan 2, 2019;3:45 AM;-;1,155.75;8,200.25;0;-
Jan 2, 2019;4:00 AM;65,100;1,164.5;8,158;0;27,992.5
Jan 2, 2019;4:15 AM;-;1,173;8,122.75;0;-
Jan 2, 2019;4:30 AM;-;1,182.25;8,085.25;0;-
Jan 2, 2019;4:45 AM;-;1,191.25;8,030.5;0;-
Jan 2, 2019;5:00 AM;67,338;1,198.25;7,974.5;0;30,765.5
Jan 2, 2019;5:15 AM;-;1,203;7,956;0;-
Jan 2, 2019;5:30 AM;-;1,208.25;7,937.5;0;-
Jan 2, 2019;5:45 AM;-;1,212.5;7,882.5;0;-
Jan 2, 2019;6:00 AM;71,889;1,217;7,968.25;0;35,409.25
Jan 2, 2019;6:15 AM;-;1,219;7,924;0;-
Jan 2, 2019;6:30 AM;-;1,221.25;7,878.25;0;-
Jan 2, 2019;6:45 AM;-;1,223.25;7,828.75;0;-
Jan 2, 2019;7:00 AM;76,382;1,224.25;7,776.5;0;40,846.5
Jan 2, 2019;7:15 AM;-;1,222;7,700;0;-
Jan 2, 2019;7:30 AM;-;1,220.25;7,622.25;0;-
Jan 2, 2019;7:45 AM;-;1,218.25;7,552;0;-
Jan 2, 2019;8:00 AM;78,875;1,215.75;7,451.5;1.5;44,542.5
Jan 2, 2019;8:15 AM;-;1,221.25;7,370.75;10.5;-
Jan 2, 2019;8:30 AM;-;1,217.25;7,290.75;38;-
Jan 2, 2019;8:45 AM;-;1,214.25;7,211.5;89.5;-
Jan 2, 2019;9:00 AM;80,205;1,209.75;7,138.25;172;45,618
Jan 2, 2019;9:15 AM;-;1,201.5;7,075.25;293.5;-
Jan 2, 2019;9:30 AM;-;1,232;7,015.5;443.75;-
Jan 2, 2019;9:45 AM;-;1,233.5;6,981.5;590.5;-
Jan 2, 2019;10:00 AM;82,867;1,223.5;6,939.75;748;46,314.5
Jan 2, 2019;10:15 AM;-;1,208.25;6,931;907.75;-
Jan 2, 2019;10:30 AM;-;1,194;6,922.75;1,070;-
Jan 2, 2019;10:45 AM;-;1,199;7,000;1,208.5;-
Jan 2, 2019;11:00 AM;84,819;1,229.5;7,008.25;1,332.5;46,240
Jan 2, 2019;11:15 AM;-;1,201.25;6,996.5;1,433.75;-
Jan 2, 2019;11:30 AM;-;1,174.25;6,988.5;1,516.5;-
Jan 2, 2019;11:45 AM;-;1,146.5;6,978.25;1,573.25;-
Jan 2, 2019;12:00 PM;85,339;1,118;6,963.5;1,611;46,822.75
Jan 2, 2019;12:15 PM;-;1,091.75;6,942.5;1,634;-
Jan 2, 2019;12:30 PM;-;1,066.5;6,918.25;1,634.75;-
Jan 2, 2019;12:45 PM;-;1,039.5;6,888.75;1,607.75;-
Jan 2, 2019;1:00 PM;83,967;1,014.5;6,854;1,555;47,476.25
Jan 2, 2019;1:15 PM;-;998.5;6,761.75;1,480.75;-
Jan 2, 2019;1:30 PM;-;981.25;6,664.75;1,382;-
Jan 2, 2019;1:45 PM;-;964.75;6,564.25;1,269.25;-
Jan 2, 2019;2:00 PM;80,270;949.25;6,458.25;1,140;47,966.25
Jan 2, 2019;2:15 PM;-;936.5;6,308;1,002.25;-
Jan 2, 2019;2:30 PM;-;922;6,156.5;845.25;-
Jan 2, 2019;2:45 PM;-;909;5,987.5;689.25;-
Jan 2, 2019;3:00 PM;74,701;897.25;5,814;529;47,643.5
Jan 2, 2019;3:15 PM;-;887.5;5,650.5;367.5;-
Jan 2, 2019;3:30 PM;-;879.25;5,485;226.5;-
Jan 2, 2019;3:45 PM;-;871;5,331.5;118.5;-
Jan 2, 2019;4:00 PM;72,823;864.75;5,180;45.5;49,218
Jan 2, 2019;4:15 PM;-;863.5;5,075;13.25;-
Jan 2, 2019;4:30 PM;-;861;4,968.5;3;-
Jan 2, 2019;4:45 PM;-;859;4,870.75;0.75;-
Jan 2, 2019;5:00 PM;72,879;858.5;4,774.75;0;50,818.75
Jan 2, 2019;5:15 PM;-;858;4,695;0;-
Jan 2, 2019;5:30 PM;-;856.5;4,617;0;-
Jan 2, 2019;5:45 PM;-;855;4,545.5;0;-
Jan 2, 2019;6:00 PM;72,115;853.5;4,475.75;0;51,209.5
Jan 2, 2019;6:15 PM;-;852.25;4,406.75;0;-
Jan 2, 2019;6:30 PM;-;849.5;4,340.5;0;-
Jan 2, 2019;6:45 PM;-;848.25;4,279;0;-
Jan 2, 2019;7:00 PM;71,329;847;4,215.75;0;51,569.75
Jan 2, 2019;7:15 PM;-;846.25;4,133.5;0;-
Jan 2, 2019;7:30 PM;-;845.5;4,050;0;-
Jan 2, 2019;7:45 PM;-;844.25;3,977;0;-
Jan 2, 2019;8:00 PM;68,002;844.5;3,902.25;0;49,473
Jan 2, 2019;8:15 PM;-;845.5;3,824.5;0;-
Jan 2, 2019;8:30 PM;-;846.5;3,744.5;0;-
Jan 2, 2019;8:45 PM;-;847.5;3,673.75;0;-
Jan 2, 2019;9:00 PM;64,716;848.25;3,606.75;0;47,307.25
Jan 2, 2019;9:15 PM;-;853.25;3,534.25;0;-
Jan 2, 2019;9:30 PM;-;857.75;3,459;0;-
Jan 2, 2019;9:45 PM;-;860.25;3,389.25;0;-
Jan 2, 2019;10:00 PM;63,104;863.5;3,300.25;0;46,673
Jan 2, 2019;10:15 PM;-;870.25;3,257;0;-
Jan 2, 2019;10:30 PM;-;877;3,212;0;-
Jan 2, 2019;10:45 PM;-;882.75;3,168.25;0;-
Jan 2, 2019;11:00 PM;60,607;891;3,124.75;0;44,624.25
Jan 2, 2019;11:15 PM;-;898.5;3,104.5;0;-
Jan 2, 2019;11:30 PM;-;905.5;3,083.75;0;-
Jan 2, 2019;11:45 PM;-;912.75;3,062;0;-
Jan 3, 2019;12:00 AM;59,002;956;2,885.75;0;43,666
Jan 3, 2019;12:15 AM;-;964.5;2,871.25;0;-
Jan 3, 2019;12:30 AM;-;974.25;2,856.25;0;-
Jan 3, 2019;12:45 AM;-;984.75;2,843.25;0;-
Jan 3, 2019;1:00 AM;58,568;992.5;2,834;0;43,289.5
Jan 3, 2019;1:15 AM;-;993.25;2,829;0;-
Jan 3, 2019;1:30 AM;-;994.5;2,822.75;0;-
Jan 3, 2019;1:45 AM;-;996;2,816.5;0;-
Jan 3, 2019;2:00 AM;57,531;998;2,808.5;0;42,305.25
Jan 3, 2019;2:15 AM;-;997.25;2,809;0;-
Jan 3, 2019;2:30 AM;-;996.25;2,810.25;0;-
Jan 3, 2019;2:45 AM;-;995.25;2,811.25;0;-
Jan 3, 2019;3:00 AM;56,702;994;2,811.75;0;41,325
Jan 3, 2019;3:15 AM;-;997;2,834;0;-
Jan 3, 2019;3:30 AM;-;999.75;2,856.25;0;-
Jan 3, 2019;3:45 AM;-;1,002.75;2,881.5;0;-
Jan 3, 2019;4:00 AM;57,684;1,004;2,907.25;0;41,930.25
Jan 3, 2019;4:15 AM;-;1,004;2,925.75;0;-
Jan 3, 2019;4:30 AM;-;1,001.75;2,946.25;0;-
Jan 3, 2019;4:45 AM;-;999.5;2,965.25;0;-
Jan 3, 2019;5:00 AM;61,464;998.5;2,980.75;0;45,487
Jan 3, 2019;5:15 AM;-;1,000.25;2,989;0;-
Jan 3, 2019;5:30 AM;-;1,001.5;2,996.75;0;-
Jan 3, 2019;5:45 AM;-;1,002.75;3,007.5;0;-
Jan 3, 2019;6:00 AM;67,891;1,003;3,037;0;51,699.25
Jan 3, 2019;6:15 AM;-;997.75;3,048.25;0;-
Jan 3, 2019;6:30 AM;-;991.5;3,059;0;-
Jan 3, 2019;6:45 AM;-;986.25;3,069;0;-
Jan 3, 2019;7:00 AM;71,408;980;3,079.75;0;55,276
Jan 3, 2019;7:15 AM;-;971.5;3,070.75;0;-
Jan 3, 2019;7:30 AM;-;960.25;3,064.25;0;-
Jan 3, 2019;7:45 AM;-;949.75;3,055.75;0;-
Jan 3, 2019;8:00 AM;75,346;938;3,048;2;59,341
Jan 3, 2019;8:15 AM;-;929.75;3,034.75;15.75;-
Jan 3, 2019;8:30 AM;-;920;3,023.25;51;-
Jan 3, 2019;8:45 AM;-;911.75;3,009;121.75;-
Jan 3, 2019;9:00 AM;75,852;902.25;2,993;217.25;58,869
Jan 3, 2019;9:15 AM;-;883.5;2,972.5;336;-
Jan 3, 2019;9:30 AM;-;866;2,951;472.75;-
Jan 3, 2019;9:45 AM;-;848.75;2,928.75;611.25;-
Jan 3, 2019;10:00 AM;77,867;829.75;2,903.5;744.5;59,829.25
Jan 3, 2019;10:15 AM;-;806.75;2,840.75;860.75;-
Jan 3, 2019;10:30 AM;-;784.5;2,775.75;963.25;-
Jan 3, 2019;10:45 AM;-;763.25;2,715;1,050;-
Jan 3, 2019;11:00 AM;79,073;742.5;2,656.25;1,123;61,080
Jan 3, 2019;11:15 AM;-;721.25;2,614.5;1,181;-
Jan 3, 2019;11:30 AM;-;699.5;2,573.5;1,222.5;-
Jan 3, 2019;11:45 AM;-;678;2,535;1,246;-
Jan 3, 2019;12:00 PM;78,806;657.5;2,497.25;1,254.25;61,546.25
Jan 3, 2019;12:15 PM;-;636.25;2,471.75;1,247.5;-
Jan 3, 2019;12:30 PM;-;614.25;2,449.25;1,224.5;-
Jan 3, 2019;12:45 PM;-;592.5;2,426.5;1,188.25;-
Jan 3, 2019;1:00 PM;77,226;571.75;2,401.5;1,136.5;61,464
Jan 3, 2019;1:15 PM;-;558.5;2,378;1,071;-
Jan 3, 2019;1:30 PM;-;546;2,352.25;990.5;-
Jan 3, 2019;1:45 PM;-;532.5;2,322.75;900.75;-
Jan 3, 2019;2:00 PM;74,072;521.25;2,292;800.5;60,508.5
Jan 3, 2019;2:15 PM;-;514.25;2,262.75;692.75;-
Jan 3, 2019;2:30 PM;-;506.25;2,232.5;577;-
Jan 3, 2019;2:45 PM;-;500.5;2,202.5;461.25;-
Jan 3, 2019;3:00 PM;71,410;496;2,177;346;59,917.25
Jan 3, 2019;3:15 PM;-;492.75;2,176.5;240.5;-
Jan 3, 2019;3:30 PM;-;492;2,173.25;151;-
Jan 3, 2019;3:45 PM;-;491.75;2,175.25;80.75;-
Jan 3, 2019;4:00 PM;71,721;490.5;2,181.25;32.25;60,841
Jan 3, 2019;4:15 PM;-;493.5;2,204.75;8.75;-
Jan 3, 2019;4:30 PM;-;494.25;2,229.5;1.5;-
Jan 3, 2019;4:45 PM;-;497.25;2,246.25;0.25;-
Jan 3, 2019;5:00 PM;72,981;500.25;2,266.5;0;61,749.25
Jan 3, 2019;5:15 PM;-;506;2,289.5;0;-
Jan 3, 2019;5:30 PM;-;512.75;2,310.75;0;-
Jan 3, 2019;5:45 PM;-;519.5;2,326.5;0;-
Jan 3, 2019;6:00 PM;73,171;524.75;2,341.5;0;61,638.75
Jan 3, 2019;6:15 PM;-;526.75;2,351;0;-
Jan 3, 2019;6:30 PM;-;530;2,358.25;0;-
Jan 3, 2019;6:45 PM;-;532.75;2,367.25;0;-
Jan 3, 2019;7:00 PM;73,205;534.5;2,375;0;61,680
Jan 3, 2019;7:15 PM;-;537;2,355;0;-
Jan 3, 2019;7:30 PM;-;539.25;2,333.5;0;-
Jan 3, 2019;7:45 PM;-;541.5;2,309.25;0;-
Jan 3, 2019;8:00 PM;71,407;542.75;2,282.25;0;60,276.5
Jan 3, 2019;8:15 PM;-;546.25;2,251.75;0;-
Jan 3, 2019;8:30 PM;-;550.75;2,218;0;-
Jan 3, 2019;8:45 PM;-;554.25;2,184.5;0;-
Jan 3, 2019;9:00 PM;68,439;557.25;2,152;0;57,838.75
Jan 3, 2019;9:15 PM;-;558.5;2,112.5;0;-
Jan 3, 2019;9:30 PM;-;559;2,072;0;-
Jan 3, 2019;9:45 PM;-;558.75;2,030.25;0;-
Jan 3, 2019;10:00 PM;65,670;559;1,982.25;0;55,601.25
Jan 3, 2019;10:15 PM;-;562.75;1,963.75;0;-
Jan 3, 2019;10:30 PM;-;564.25;1,945.5;0;-
Jan 3, 2019;10:45 PM;-;568;1,923.25;0;-
Jan 3, 2019;11:00 PM;61,468;570;1,904;0;51,584
Jan 3, 2019;11:15 PM;-;575.25;1,897;0;-
Jan 3, 2019;11:30 PM;-;580;1,889;0;-
Jan 3, 2019;11:45 PM;-;585.25;1,883.5;0;-
Jan 4, 2019;12:00 AM;58,630;495.5;1,721;0;49,618.25
Jan 4, 2019;12:15 AM;-;511.5;1,730;0;-
Jan 4, 2019;12:30 AM;-;529.25;1,735.5;0;-
Jan 4, 2019;12:45 AM;-;545.25;1,743.75;0;-
Jan 4, 2019;1:00 AM;58,000;564.25;1,749.25;0;48,349.75
Jan 4, 2019;1:15 AM;-;597.25;1,785.25;0;-
Jan 4, 2019;1:30 AM;-;631.5;1,818;0;-
Jan 4, 2019;1:45 AM;-;666.75;1,838;0;-
Jan 4, 2019;2:00 AM;58,174;703;1,877.25;0;47,235.25
Jan 4, 2019;2:15 AM;-;740;1,947.25;0;-
Jan 4, 2019;2:30 AM;-;776.5;2,015.75;0;-
Jan 4, 2019;2:45 AM;-;805.75;2,073.25;0;-
Jan 4, 2019;3:00 AM;60,025;839;2,140;0;47,413.25
Jan 4, 2019;3:15 AM;-;875.25;2,220.25;0;-
Jan 4, 2019;3:30 AM;-;911.25;2,301.5;0;-
Jan 4, 2019;3:45 AM;-;950.25;2,374.25;0;-
Jan 4, 2019;4:00 AM;62,019;988.25;2,448.25;0;47,560
Jan 4, 2019;4:15 AM;-;1,018;2,538;0;-
Jan 4, 2019;4:30 AM;-;1,048;2,628;0;-
Jan 4, 2019;4:45 AM;-;1,077.5;2,713;0;-
Jan 4, 2019;5:00 AM;64,901;1,104.5;2,791.25;0;48,667.25
Jan 4, 2019;5:15 AM;-;1,115.75;2,892;0;-
Jan 4, 2019;5:30 AM;-;1,128.25;2,990;0;-
Jan 4, 2019;5:45 AM;-;1,138;3,074;0;-
Jan 4, 2019;6:00 AM;68,794;1,147.75;3,202;0;50,832.75
Jan 4, 2019;6:15 AM;-;1,161.5;3,300.5;0;-
Jan 4, 2019;6:30 AM;-;1,128.5;3,396;0;-
Jan 4, 2019;6:45 AM;-;1,136.25;3,488.75;0;-
Jan 4, 2019;7:00 AM;71,937;1,133;3,547.25;0;52,694
Jan 4, 2019;7:15 AM;-;1,135.5;3,634.75;0;-
Jan 4, 2019;7:30 AM;-;1,137.5;3,721.5;0;-
Jan 4, 2019;7:45 AM;-;1,140.25;3,793.25;0;-
Jan 4, 2019;8:00 AM;76,409;1,144;3,862.25;1.5;55,873.5
Jan 4, 2019;8:15 AM;-;1,146;3,930.25;9.75;-
Jan 4, 2019;8:30 AM;-;1,148.5;3,995.5;27.5;-
Jan 4, 2019;8:45 AM;-;1,149.25;4,062.25;58.75;-
Jan 4, 2019;9:00 AM;78,059;1,151;4,127.25;98.5;55,875.25
Jan 4, 2019;9:15 AM;-;1,150;4,187.25;146;-
Jan 4, 2019;9:30 AM;-;1,148;4,250.5;198.5;-
Jan 4, 2019;9:45 AM;-;1,147.25;4,325.25;254.25;-
Jan 4, 2019;10:00 AM;79,023;1,147.75;4,399.25;304.25;55,005
Jan 4, 2019;10:15 AM;-;1,145.25;4,461.5;346.25;-
Jan 4, 2019;10:30 AM;-;1,143.5;4,523.75;387.75;-
Jan 4, 2019;10:45 AM;-;1,141.5;4,596.5;420.75;-
Jan 4, 2019;11:00 AM;79,682;1,141;4,667.75;448.25;54,171.75
Jan 4, 2019;11:15 AM;-;1,139;4,735;468.75;-
Jan 4, 2019;11:30 AM;-;1,136.75;4,803.5;483;-
Jan 4, 2019;11:45 AM;-;1,134.5;4,862.25;490.5;-
Jan 4, 2019;12:00 PM;80,711;1,131.5;4,922;492.5;54,178.75
Jan 4, 2019;12:15 PM;-;1,130;4,991.75;488.5;-
Jan 4, 2019;12:30 PM;-;1,129.25;5,058.75;479.25;-
Jan 4, 2019;12:45 PM;-;1,127.5;5,117.25;464;-
Jan 4, 2019;1:00 PM;80,736;1,126.5;5,173.75;443.25;53,790
Jan 4, 2019;1:15 PM;-;1,125.5;5,200.25;417.5;-
Jan 4, 2019;1:30 PM;-;1,124.5;5,225.25;385.75;-
Jan 4, 2019;1:45 PM;-;1,125;5,249;349.75;-
Jan 4, 2019;2:00 PM;79,774;1,125;5,272.5;311.25;53,060.75
Jan 4, 2019;2:15 PM;-;1,125.75;5,294.25;269.25;-
Jan 4, 2019;2:30 PM;-;1,126.25;5,318;224.75;-
Jan 4, 2019;2:45 PM;-;1,127.5;5,338;180.75;-
Jan 4, 2019;3:00 PM;78,776;1,128;5,357;138.25;52,413.25
Jan 4, 2019;3:15 PM;-;1,124.75;5,374;98.75;-
Jan 4, 2019;3:30 PM;-;1,121.75;5,391.75;66;-
Jan 4, 2019;3:45 PM;-;1,120;5,404.25;38.25;-
Jan 4, 2019;4:00 PM;78,566;1,119.25;5,418.25;18.5;52,382
Jan 4, 2019;4:15 PM;-;1,123;5,415.25;6.75;-
Jan 4, 2019;4:30 PM;-;1,126.5;5,413.5;1.25;-
Jan 4, 2019;4:45 PM;-;1,130.75;5,410.75;0.25;-
Jan 4, 2019;5:00 PM;81,104;1,135.25;5,408.25;0;54,913.75
Jan 4, 2019;5:15 PM;-;1,139.25;5,407.75;0;-
Jan 4, 2019;5:30 PM;-;1,143.75;5,404.75;0;-
Jan 4, 2019;5:45 PM;-;1,149;5,402.25;0;-
Jan 4, 2019;6:00 PM;79,269;1,153.5;5,401.25;0;53,015
Jan 4, 2019;6:15 PM;-;1,156.75;5,403;0;-
Jan 4, 2019;6:30 PM;-;1,160;5,405.75;0;-
Jan 4, 2019;6:45 PM;-;1,163.25;5,410.5;0;-
Jan 4, 2019;7:00 PM;79,161;1,166.25;5,413.25;0;52,745.25
Jan 4, 2019;7:15 PM;-;1,172.5;5,431.25;0;-
Jan 4, 2019;7:30 PM;-;1,177;5,451;0;-
Jan 4, 2019;7:45 PM;-;1,142.5;5,462;0;-
Jan 4, 2019;8:00 PM;76,884;1,147.75;5,482.75;0;50,186.5
Jan 4, 2019;8:15 PM;-;1,152.25;5,506.75;0;-
Jan 4, 2019;8:30 PM;-;1,156.25;5,532.25;0;-
Jan 4, 2019;8:45 PM;-;1,160.5;5,559;0;-
Jan 4, 2019;9:00 PM;73,570;1,165.5;5,583.75;0;46,410
Jan 4, 2019;9:15 PM;-;1,169.75;5,606.5;0;-
Jan 4, 2019;9:30 PM;-;1,174.5;5,629.5;0;-
Jan 4, 2019;9:45 PM;-;1,179.25;5,651.25;0;-
Jan 4, 2019;10:00 PM;71,330;1,183.25;5,557.25;0;44,181.25
Jan 4, 2019;10:15 PM;-;1,184.5;5,587;0;-
Jan 4, 2019;10:30 PM;-;1,184.5;5,618;0;-
Jan 4, 2019;10:45 PM;-;1,184.75;5,649.5;0;-
Jan 4, 2019;11:00 PM;69,845;1,185.25;5,682.25;0;42,197
Jan 4, 2019;11:15 PM;-;1,184.25;5,717.25;0;-
Jan 4, 2019;11:30 PM;-;1,182.5;5,751.5;0;-
Jan 4, 2019;11:45 PM;-;1,161.75;5,783.25;0;-
Jan 5, 2019;12:00 AM;66,511;1,024.75;5,874;0;38,652
Jan 5, 2019;12:15 AM;-;1,021.25;5,921.75;0;-
Jan 5, 2019;12:30 AM;-;1,018.25;5,969.25;0;-
Jan 5, 2019;12:45 AM;-;1,015;6,014.75;0;-
Jan 5, 2019;1:00 AM;66,149;1,011;6,064;0;37,486
Jan 5, 2019;1:15 AM;-;1,006;6,126.75;0;-
Jan 5, 2019;1:30 AM;-;1,001;6,192.5;0;-
Jan 5, 2019;1:45 AM;-;996.5;6,265.25;0;-
Jan 5, 2019;2:00 AM;66,526;992;6,321;0;36,933.75
Jan 5, 2019;2:15 AM;-;990.75;6,377.75;0;-
Jan 5, 2019;2:30 AM;-;989.25;6,435.25;0;-
Jan 5, 2019;2:45 AM;-;987.75;6,498.5;0;-
