Date;Time of day;Scheduled commercial net export[MWh];Netherlands (export)[MWh];Netherlands (import)[MWh];Switzerland (export)[MWh];Switzerland (import)[MWh];Denmark (export)[MWh];Denmark (import)[MWh];Czech Republic (export)[MWh];Czech Republic (import)[MWh];Luxembourg (export)[MWh];Luxembourg (import)[MWh];Sweden (export)[MWh];Sweden (import)[MWh];Austria (export)[MWh];Austria (import)[MWh];France (export)[MWh];France (import)[MWh];Poland (export)[MWh];Poland (import)[MWh]
Jan 1, 2019;12:00 AM;9,678;1,354;-0;800;-0;196;-1,156;839;-1,276;418;-12;0;-0;4,940;-61;3,860;-0;0;-224
Jan 1, 2019;1:00 AM;10,022;1,158;-0;801;-1;9;-827;957;-714;398;-16;0;-0;5,073;-60;3,244;-0;0;-0
Jan 1, 2019;2:00 AM;11,211;1,176;-0;800;-0;600;-417;910;-200;379;-19;76;-0;4,284;-20;3,642;-0;0;-0
Jan 1, 2019;3:00 AM;11,404;1,428;-0;800;-0;673;-367;1,211;-111;373;-23;67;-0;4,273;-3;3,083;-0;0;-0
Jan 1, 2019;4:00 AM;12,342;1,492;-0;800;-0;689;-277;1,137;-0;370;-27;67;-0;4,961;-0;3,130;-0;0;-0
Jan 1, 2019;5:00 AM;12,910;862;-0;800;-0;949;-273;1,100;-0;376;-15;67;-0;4,984;-0;4,060;-0;0;-0
Jan 1, 2019;6:00 AM;13,946;844;-0;800;-0;1,811;-370;1,000;-0;350;-14;67;-0;4,819;-2;4,641;-0;0;-0
Jan 1, 2019;7:00 AM;14,597;296;-0;800;-0;1,752;-249;800;-0;361;-12;67;-0;4,751;-0;6,031;-0;0;-0
Jan 1, 2019;8:00 AM;14,182;520;-0;800;-0;1,020;-143;800;-30;372;-13;67;-0;4,676;-1;6,114;-0;0;-0
Jan 1, 2019;9:00 AM;13,430;272;-0;800;-0;1,277;-221;600;-30;384;-33;67;-0;5,170;-0;5,144;-0;0;-0
Jan 1, 2019;10:00 AM;13,809;585;-0;800;-0;1,211;-254;600;-30;393;-30;67;-0;5,513;-0;4,954;-0;0;-0
Jan 1, 2019;11:00 AM;13,935;522;-0;800;-0;884;-207;900;-30;400;-23;67;-0;5,590;-0;5,032;-0;0;-0
Jan 1, 2019;12:00 PM;13,379;646;-0;800;-0;958;-438;800;-5;407;-31;67;-0;5,506;-12;4,681;-0;0;-0
Jan 1, 2019;1:00 PM;14,214;1,096;-0;800;-0;1,355;-166;1,000;-5;394;-31;67;-0;5,126;-0;4,578;-0;0;-0
Jan 1, 2019;2:00 PM;15,129;1,596;-0;800;-0;1,659;-179;900;-5;380;-33;67;-0;4,930;-1;5,015;-0;0;-0
Jan 1, 2019;3:00 PM;15,877;1,510;-0;800;-0;1,928;-278;1,278;-5;376;-32;67;-0;4,813;-11;5,431;-0;0;-0
Jan 1, 2019;4:00 PM;15,828;1,274;-0;800;-0;1,800;-292;1,500;-60;387;-34;67;-0;4,807;-16;5,595;-0;0;-0
Jan 1, 2019;5:00 PM;14,830;1,375;-0;800;-0;1,808;-192;1,402;-50;428;-40;67;-0;4,354;-33;4,911;-0;0;-0
Jan 1, 2019;6:00 PM;13,875;1,916;-0;800;-0;1,786;-260;1,200;-0;441;-47;67;-0;4,381;-16;3,607;-0;0;-0
Jan 1, 2019;7:00 PM;13,421;1,948;-0;800;-0;1,914;-366;900;-0;432;-52;67;-0;4,296;-3;3,485;-0;0;-0
Jan 1, 2019;8:00 PM;13,553;1,894;-0;800;-0;1,853;-440;900;-10;419;-53;67;-0;4,090;-0;4,033;-0;0;-0
Jan 1, 2019;9:00 PM;13,426;1,896;-0;800;-0;2,212;-127;900;-10;404;-54;67;-0;4,304;-206;3,240;-0;0;-0
Jan 1, 2019;10:00 PM;12,115;1,480;-0;800;-0;1,013;-255;900;-50;453;-51;67;-0;4,299;-0;3,459;-0;0;-0
Jan 1, 2019;11:00 PM;12,443;1,364;-0;800;-0;1,806;-298;1,000;-10;441;-57;67;-0;3,917;-0;3,413;-0;0;-0
Jan 2, 2019;12:00 AM;11,300;754;-0;800;-0;2,036;-425;1,674;-885;399;-24;76;-0;3,519;-82;3,458;-0;0;-0
Jan 2, 2019;1:00 AM;11,830;728;-0;800;-0;2,152;-346;1,872;-717;386;-24;67;-0;3,493;-149;3,568;-0;0;-0
Jan 2, 2019;2:00 AM;12,314;920;-0;800;-0;2,224;-412;2,280;-680;377;-24;67;-0;3,510;-68;3,320;-0;0;-0
Jan 2, 2019;3:00 AM;12,403;870;-0;800;-0;2,316;-231;2,246;-914;374;-23;67;-0;3,512;-54;3,440;-0;0;-0
Jan 2, 2019;4:00 AM;11,897;808;-0;800;-0;2,235;-150;1,931;-1,091;380;-22;67;-0;3,486;-4;3,457;-0;0;-0
Jan 2, 2019;5:00 AM;12,148;634;-0;800;-0;2,153;-185;1,804;-800;401;-21;67;-0;3,474;-1;3,822;-0;0;-0
Jan 2, 2019;6:00 AM;11,743;709;-0;800;-0;1,680;-406;1,767;-720;408;-47;67;-0;3,920;-86;3,433;-0;218;-0
Jan 2, 2019;7:00 AM;11,346;1,286;-0;800;-0;1,717;-96;1,233;-720;463;-45;67;-0;3,743;-97;2,876;-10;429;-300
Jan 2, 2019;8:00 AM;10,497;1,312;-0;800;-0;1,855;-49;1,264;-785;497;-44;67;-0;2,516;-134;3,013;-0;285;-100
Jan 2, 2019;9:00 AM;10,094;1,461;-0;800;-0;1,838;-156;975;-1,070;507;-46;0;-0;2,841;-153;3,027;-0;170;-100
Jan 2, 2019;10:00 AM;10,612;1,333;-0;800;-0;2,134;-157;905;-1,035;513;-42;67;-0;3,083;-183;2,794;-0;500;-100
Jan 2, 2019;11:00 AM;11,017;1,362;-0;800;-0;2,100;-14;999;-1,153;523;-45;67;-0;3,244;-33;2,807;-0;500;-140
Jan 2, 2019;12:00 PM;11,164;1,380;-0;800;-0;2,100;-1;1,023;-858;508;-46;67;-0;3,350;-31;2,471;-0;506;-105
Jan 2, 2019;1:00 PM;11,216;1,445;-0;800;-0;2,100;-6;903;-772;501;-43;67;-0;2,967;-20;2,885;-0;489;-100
Jan 2, 2019;2:00 PM;10,109;1,459;-0;801;-1;1,737;-12;625;-847;499;-34;67;-0;2,934;-102;3,046;-0;350;-413
Jan 2, 2019;3:00 PM;6,929;693;-0;800;-0;983;-411;1,410;-1,770;496;-26;0;-106;2,560;-23;3,492;-918;100;-351
Jan 2, 2019;4:00 PM;7,732;875;-0;800;-4;2,193;-1,478;671;-1,055;503;-21;0;-0;2,697;-10;3,334;-275;16;-514
Jan 2, 2019;5:00 PM;5,310;1,474;-0;851;-51;1,202;-1,498;529;-1,315;537;-21;0;-436;2,573;-15;1,825;-0;86;-431
Jan 2, 2019;6:00 PM;4,930;604;-0;850;-50;1,486;-1,765;319;-1,638;543;-19;0;-615;2,384;-14;3,802;-362;86;-681
Jan 2, 2019;7:00 PM;5,030;92;-0;800;-0;1,641;-1,818;320;-1,648;530;-22;0;-615;2,112;-5;4,962;-800;85;-604
Jan 2, 2019;8:00 PM;6,282;301;-0;800;-0;1,402;-1,959;952;-1,201;503;-15;0;-615;1,926;-9;5,058;-170;0;-691
Jan 2, 2019;9:00 PM;5,305;1,407;-0;800;-0;962;-1,878;692;-1,241;465;-18;0;-615;2,008;-20;3,900;-352;0;-805
Jan 2, 2019;10:00 PM;6,579;180;-0;802;-2;1,359;-1,865;555;-1,500;494;-18;0;-615;2,041;-11;6,167;-93;0;-915
Jan 2, 2019;11:00 PM;7,621;484;-0;801;-1;1,286;-321;555;-1,580;469;-15;0;-0;1,802;-0;5,481;-325;0;-1,015
Jan 3, 2019;12:00 AM;8,716;1,322;-0;1,200;-0;1,777;-350;398;-2,273;437;-13;262;-0;2,240;-0;5,010;-469;0;-825
Jan 3, 2019;1:00 AM;8,713;156;-0;1,194;-0;2,116;-471;411;-2,336;417;-16;285;-0;1,330;-0;6,854;-452;100;-875
Jan 3, 2019;2:00 AM;8,775;172;-0;1,200;-10;2,185;-299;498;-2,320;404;-16;297;-0;987;-0;6,781;-329;100;-875
Jan 3, 2019;3:00 AM;8,005;2,381;-309;1,200;-116;2,129;-29;479;-2,293;400;-14;309;-0;651;-0;3,937;-6;100;-814
Jan 3, 2019;4:00 AM;7,839;2,294;-225;1,200;-96;2,279;-222;479;-1,962;408;-16;297;-0;939;-0;3,309;-50;0;-795
Jan 3, 2019;5:00 AM;10,210;2,758;-2;1,216;-31;2,126;-448;451;-1,812;434;-14;303;-0;1,701;-0;4,519;-100;0;-891
Jan 3, 2019;6:00 AM;11,016;2,245;-0;1,210;-10;2,000;-460;984;-1,360;432;-13;0;-0;1,613;-43;5,337;-70;0;-849
Jan 3, 2019;7:00 AM;8,110;1,416;-0;1,300;-100;1,015;-157;943;-1,660;479;-10;0;-0;1,192;-1;4,188;-0;0;-495
Jan 3, 2019;8:00 AM;9,747;2,842;-0;1,300;-100;572;-1,214;763;-1,407;514;-10;0;-560;1,130;-0;5,972;-0;0;-55
Jan 3, 2019;9:00 AM;8,960;1,723;-0;1,200;-0;814;-1,667;896;-1,565;528;-10;0;-0;2,636;-0;4,487;-0;0;-82
Jan 3, 2019;10:00 AM;8,946;11;-0;1,200;-0;660;-1,089;1,107;-1,510;534;-12;0;-0;2,646;-0;5,524;-0;0;-125
Jan 3, 2019;11:00 AM;8,469;0;-0;1,400;-10;187;-2,117;1,027;-1,445;539;-11;0;-194;1,910;-0;7,322;-0;0;-139
Jan 3, 2019;12:00 PM;6,879;751;-114;1,400;-212;31;-1,966;1,434;-1,510;540;-11;0;-80;2,000;-964;5,392;-0;300;-112
Jan 3, 2019;1:00 PM;5,348;155;-51;1,450;-322;17;-1,952;1,367;-1,450;521;-15;0;-615;1,596;-1,219;6,440;-688;250;-136
Jan 3, 2019;2:00 PM;4,621;341;-306;1,479;-176;12;-1,927;1,327;-1,450;514;-15;0;-615;1,541;-200;5,472;-1,292;25;-109
Jan 3, 2019;3:00 PM;3,568;828;-276;1,400;-117;5;-1,900;1,294;-1,779;512;-17;0;-333;803;-16;3,820;-931;275;-0
Jan 3, 2019;4:00 PM;4,738;1,860;-10;1,825;-25;129;-1,900;1,469;-2,154;517;-15;0;-61;631;-93;2,250;-85;400;-0
Jan 3, 2019;5:00 PM;3,874;1,502;-0;1,798;-25;323;-2,053;1,369;-2,380;554;-15;0;-0;1;-22;2,700;-278;400;-0
Jan 3, 2019;6:00 PM;4,869;296;-0;1,829;-29;111;-1,966;1,176;-2,455;562;-15;0;-515;740;-0;4,830;-23;328;-0
Jan 3, 2019;7:00 PM;5,078;1,491;-0;1,821;-25;1;-1,846;1,279;-2,410;540;-15;0;-615;629;-0;4,828;-950;350;-0
Jan 3, 2019;8:00 PM;7,833;2,135;-0;1,798;-0;0;-1,865;1,130;-1,985;508;-15;0;-615;1,214;-0;5,506;-125;168;-21
Jan 3, 2019;9:00 PM;8,703;2,374;-0;1,766;-25;0;-1,865;1,091;-1,822;471;-16;0;-615;1,771;-0;5,748;-197;300;-278
Jan 3, 2019;10:00 PM;7,857;2,390;-0;1,799;-6;0;-1,865;525;-2,082;507;-11;0;-600;1,782;-24;6,389;-302;250;-895
Jan 3, 2019;11:00 PM;7,363;2,250;-101;1,799;-0;0;-1,895;589;-2,070;482;-13;0;-0;1,350;-0;5,417;-0;250;-695
Jan 4, 2019;12:00 AM;7,106;2,160;-0;1,400;-0;24;-1,879;381;-1,455;457;-14;0;-272;1,571;-26;5,966;-633;100;-674
Jan 4, 2019;1:00 AM;8,617;2,164;-108;1,400;-0;541;-783;542;-1,571;431;-14;0;-0;1,251;-0;5,998;-575;111;-770
Jan 4, 2019;2:00 AM;9,175;398;-67;1,400;-0;431;-763;536;-1,251;416;-13;0;-0;1,311;-56;7,552;-0;100;-819
Jan 4, 2019;3:00 AM;10,093;96;-18;1,400;-0;631;-653;581;-1,060;412;-12;0;-0;1,319;-42;8,536;-497;100;-700
Jan 4, 2019;4:00 AM;10,558;1,755;-12;1,382;-484;868;-668;477;-705;421;-12;0;-0;2,174;-162;6,138;-479;200;-335
Jan 4, 2019;5:00 AM;12,290;2,178;-119;1,200;-480;1,337;-153;418;-705;446;-13;76;-0;1,965;-0;6,500;-550;300;-110
Jan 4, 2019;6:00 AM;11,134;1,107;-0;1,200;-0;150;-145;1,154;-410;446;-10;16;-0;2,432;-0;5,069;-300;425;-0
Jan 4, 2019;7:00 AM;9,997;1,021;-40;1,200;-0;321;-1,750;1,489;-410;493;-10;0;-58;2,601;-0;4,744;-0;396;-0
Jan 4, 2019;8:00 AM;9,167;0;-4;800;-0;362;-1,706;1,425;-317;528;-12;0;-387;2,951;-0;5,182;-0;345;-0
Jan 4, 2019;9:00 AM;9,109;615;-0;800;-0;131;-1,561;1,455;-252;537;-9;0;-394;3,189;-0;4,253;-0;345;-0
Jan 4, 2019;10:00 AM;8,747;13;-0;800;-0;94;-1,520;1,624;-383;544;-7;0;-338;3,333;-25;4,236;-0;376;-0
Jan 4, 2019;11:00 AM;9,398;0;-0;800;-0;1;-1,486;1,590;-271;551;-8;0;-0;3,514;-106;4,403;-0;410;-0
Jan 4, 2019;12:00 PM;9,954;1,299;-0;800;-0;227;-699;1,590;-0;557;-9;0;-0;3,514;-0;2,265;-0;410;-0
Jan 4, 2019;1:00 PM;11,193;837;-0;800;-0;547;-815;1,580;-0;543;-11;0;-0;3,680;-0;3,612;-0;420;-0
Jan 4, 2019;2:00 PM;12,249;340;-0;800;-0;1,175;-543;1,318;-0;534;-15;0;-0;4,144;-0;4,114;-0;382;-0
Jan 4, 2019;3:00 PM;11,582;248;-0;800;-0;418;-880;1,550;-0;528;-22;60;-0;4,185;-7;4,352;-0;350;-0
Jan 4, 2019;4:00 PM;10,498;199;-0;800;-0;20;-1,486;1,590;-0;538;-29;0;-240;4,471;-8;4,233;-0;410;-0
Jan 4, 2019;5:00 PM;9,549;362;-0;795;-2;0;-1,485;1,400;-0;566;-28;0;-615;4,737;-26;3,445;-0;400;-0
Jan 4, 2019;6:00 PM;9,195;554;-0;800;-0;20;-1,485;1,454;-300;563;-29;0;-615;4,527;-213;3,473;-0;446;-0
Jan 4, 2019;7:00 PM;8,858;814;-0;800;-0;10;-1,126;1,564;-449;543;-25;0;-266;4,228;-182;3,507;-1,000;440;-0
Jan 4, 2019;8:00 PM;12,401;1,315;-0;800;-0;1,373;-305;1,275;-15;511;-24;76;-0;4,007;-52;3,000;-0;440;-0
Jan 4, 2019;9:00 PM;12,243;1,243;-0;800;-0;1,478;-578;1,231;-191;472;-22;76;-0;3,603;-189;3,935;-0;385;-0
Jan 4, 2019;10:00 PM;11,876;1,298;-0;800;-0;1,066;-1,010;1,416;-464;516;-24;76;-0;4,511;-0;3,341;-0;350;-0
Jan 4, 2019;11:00 PM;11,045;1,288;-0;800;-0;618;-436;1,102;-327;492;-25;76;-0;4,524;-489;3,052;-0;370;-0
Jan 5, 2019;12:00 AM;12,006;1,198;-0;801;-1;1,229;-163;957;-542;465;-25;62;-0;4,095;-11;3,793;-0;148;-0
Jan 5, 2019;1:00 AM;12,663;1,280;-0;800;-0;1,236;-258;1,485;-120;444;-22;62;-0;3,987;-29;3,748;-0;143;-93
Jan 5, 2019;2:00 AM;13,101;1,236;-0;800;-0;1,301;-255;1,600;-0;427;-21;62;-0;3,577;-1;4,450;-0;0;-75
Jan 5, 2019;3:00 AM;13,463;1,226;-0;800;-0;1,386;-150;1,667;-0;424;-22;62;-0;3,480;-8;4,605;-0;133;-140
Jan 5, 2019;4:00 AM;13,534;1,242;-0;800;-0;1,699;-455;1,800;-0;422;-24;62;-0;3,630;-2;4,360;-0;0;-0
Jan 5, 2019;5:00 AM;14,635;1,736;-0;800;-0;1,611;-412;1,900;-0;430;-26;62;-0;3,301;-1;5,234;-0;0;-0
Jan 5, 2019;6:00 AM;15,909;1,993;-0;800;-0;2,134;-328;1,982;-0;400;-33;62;-0;3,190;-1;5,692;-0;18;-0
Jan 5, 2019;7:00 AM;14,762;1,562;-0;800;-0;2,100;-0;1,308;-68;423;-38;62;-0;3,529;-10;4,899;-0;195;-0
Jan 5, 2019;8:00 AM;14,154;980;-0;801;-1;2,137;-52;1,504;-92;446;-45;62;-0;3,764;-7;4,324;-0;333;-0
Jan 5, 2019;9:00 AM;14,410;11;-0;801;-1;2,100;-70;1,449;-0;463;-49;102;-0;3,921;-3;5,235;-0;451;-0
Jan 5, 2019;10:00 AM;14,149;1,263;-0;801;-1;2,100;-447;1,484;-0;494;-53;204;-0;4,206;-5;3,712;-0;416;-25
Jan 5, 2019;11:00 AM;13,639;848;-0;800;-0;2,100;-677;1,400;-0;506;-55;86;-0;4,024;-1;4,108;-0;500;-0
Jan 5, 2019;12:00 PM;12,803;409;-0;800;-0;1,473;-914;1,745;-88;512;-54;0;-0;3,909;-0;4,523;-0;500;-12
Jan 5, 2019;1:00 PM;12,272;63;-0;800;-0;907;-863;1,645;-83;493;-53;0;-0;3,827;-0;5,452;-400;500;-16
Jan 5, 2019;2:00 PM;12,446;279;-0;800;-0;422;-517;1,796;-90;481;-54;0;-0;3,703;-0;5,151;-0;500;-25
Jan 5, 2019;3:00 PM;11,633;285;-0;799;-1;155;-1,486;1,856;-206;467;-52;0;-0;3,699;-0;5,617;-0;500;-0
Jan 5, 2019;4:00 PM;11,375;977;-28;801;-1;100;-1,497;1,848;-220;477;-49;0;-241;3,895;-0;4,843;-0;470;-0
Jan 5, 2019;5:00 PM;9,734;1,276;-0;801;-1;15;-1,485;1,558;-121;516;-47;0;-154;3,851;-0;3,220;-0;405;-100
Jan 5, 2019;6:00 PM;9,128;686;-0;801;-1;5;-1,489;1,198;-384;519;-43;0;-249;3,634;-0;4,385;-0;246;-180
Jan 5, 2019;7:00 PM;10,140;190;-0;801;-1;333;-1,497;1,209;-250;503;-40;0;-425;3,261;-1;5,982;-0;225;-150
Jan 5, 2019;8:00 PM;11,121;1,055;-26;800;-0;873;-1,562;1,344;-306;480;-38;0;-0;3,473;-0;4,832;-0;288;-92
Jan 5, 2019;9:00 PM;10,621;941;-67;801;-1;862;-1,406;1,218;-574;451;-33;0;-0;3,052;-0;5,092;-0;385;-100
Jan 5, 2019;10:00 PM;10,518;824;-0;800;-0;1,402;-1,306;1,075;-658;493;-35;0;-0;3,338;-0;4,670;-0;115;-200
Jan 5, 2019;11:00 PM;10,402;0;-0;800;-0;1,312;-0;1,170;-1,104;472;-37;63;-0;2,405;-1;5,546;-0;141;-365
Jan 6, 2019;12:00 AM;13,049;1,914;-6;1,200;-0;2,073;-24;649;-1,519;447;-32;0;-0;2,434;-0;6,128;-0;200;-415
Jan 6, 2019;1:00 AM;13,911;2,174;-0;1,200;-0;2,100;-1;436;-1,529;425;-31;349;-0;2,606;-0;6,584;-0;200;-602
Jan 6, 2019;2:00 AM;13,190;2,189;-0;1,200;-300;2,100;-0;327;-1,415;411;-34;0;-0;2,660;-0;6,420;-0;200;-568
Jan 6, 2019;3:00 AM;11,446;2,108;-0;1,200;-409;2,117;-149;442;-1,695;405;-37;0;-0;2,448;-0;5,888;-500;200;-572
Jan 6, 2019;4:00 AM;9,143;1,746;-0;1,200;-800;2,100;-0;427;-1,482;403;-32;379;-0;1,984;-0;3,644;-22;198;-602
Jan 6, 2019;5:00 AM;10,995;2,032;-0;1,400;-809;2,171;-71;352;-1,610;407;-31;389;-0;2,756;-3;4,439;-148;198;-477
Jan 6, 2019;6:00 AM;11,685;2,452;-0;1,340;-809;1,702;-47;708;-1,660;365;-26;97;-0;2,893;-0;5,241;-393;150;-328
Jan 6, 2019;7:00 AM;12,295;2,680;-0;1,400;-801;1,233;-90;600;-1,346;384;-23;0;-0;2,687;-0;6,238;-634;150;-183
Jan 6, 2019;8:00 AM;10,618;1,988;-3;1,400;-800;525;-462;575;-1,271;403;-24;0;-0;2,835;-41;6,188;-397;200;-498
Jan 6, 2019;9:00 AM;8,950;1,998;-0;1,800;-800;259;-2,052;1,032;-1,217;421;-23;0;-560;3,318;-0;5,872;-698;200;-600
Jan 6, 2019;10:00 AM;7,879;2,011;-0;1,801;-801;152;-2,087;659;-1,222;451;-18;0;-615;3,225;-0;5,620;-1,134;200;-363
Jan 6, 2019;11:00 AM;7,641;1,982;-0;1,812;-32;0;-1,905;685;-1,456;477;-13;0;-615;2,770;-0;4,859;-718;200;-405
Jan 6, 2019;12:00 PM;8,534;2,425;-0;1,805;-18;10;-1,905;549;-1,482;480;-11;0;-615;2,676;-15;5,325;-515;300;-475
Jan 6, 2019;1:00 PM;8,631;2,534;-15;1,875;-75;88;-1,993;962;-1,404;460;-13;0;-615;2,308;-0;5,611;-847;0;-245
Jan 6, 2019;2:00 PM;9,167;2,647;-514;1,800;-0;192;-2,087;643;-1,382;447;-9;0;-0;2,713;-0;4,871;-196;300;-258
Jan 6, 2019;3:00 PM;10,314;2,480;-185;1,800;-0;280;-1,950;737;-1,202;439;-7;0;-0;2,854;-0;5,124;-98;300;-258
Jan 6, 2019;4:00 PM;9,947;2,462;-153;1,646;-130;320;-1,962;1,093;-1,097;451;-6;0;-300;3,252;-0;4,298;-227;400;-100
Jan 6, 2019;5:00 PM;9,625;2,557;-0;1,610;-180;259;-1,875;972;-1,565;494;-5;0;-479;3,284;-0;4,949;-288;200;-308
Jan 6, 2019;6:00 PM;10,055;2,777;-0;1,574;-89;156;-1,879;477;-1,583;500;-6;0;-615;2,782;-0;6,213;-70;251;-433
Jan 6, 2019;7:00 PM;11,465;3,119;-8;1,800;-0;111;-1,865;860;-1,639;490;-6;0;-615;2,675;-0;6,819;-156;0;-120
Jan 6, 2019;8:00 PM;11,196;2,866;-0;1,832;-32;81;-1,855;712;-1,562;478;-6;0;-615;2,836;-0;6,924;-93;75;-445
Jan 6, 2019;9:00 PM;10,320;2,357;-21;1,901;-101;447;-1,799;372;-1,327;450;-7;0;-615;2,869;-0;6,133;-83;300;-556
Jan 6, 2019;10:00 PM;9,698;2,096;-93;1,850;-60;95;-1,630;497;-1,257;495;-6;0;-615;2,757;-2;6,025;-121;300;-633
Jan 6, 2019;11:00 PM;10,537;265;-208;1,800;-800;382;-1,810;803;-1,212;469;-7;0;-615;2,359;-59;9,763;-458;300;-435
Jan 7, 2019;12:00 AM;10,816;2,581;-14;1,800;-0;602;-256;559;-1,219;460;-8;0;-0;2,387;-94;4,116;-2;200;-296
Jan 7, 2019;1:00 AM;11,722;2,082;-23;1,800;-0;1,265;-238;670;-1,196;445;-8;0;-0;2,554;-2;4,629;-190;200;-266
Jan 7, 2019;2:00 AM;12,198;2,517;-0;1,800;-0;1,481;-211;361;-1,256;434;-9;0;-0;2,028;-0;5,659;-500;200;-306
Jan 7, 2019;3:00 AM;11,532;2,748;-0;1,400;-0;1,808;-90;338;-1,214;433;-10;0;-0;1,840;-9;4,519;-75;200;-356
Jan 7, 2019;4:00 AM;11,694;2,575;-2;1,400;-19;1,135;-25;557;-982;441;-11;307;-0;1,665;-20;4,754;-150;500;-431
Jan 7, 2019;5:00 AM;11,538;1,742;-0;1,474;-75;684;-407;1,026;-912;472;-10;307;-0;3,114;-88;4,347;-301;500;-335
Jan 7, 2019;6:00 AM;8,362;656;-10;1,416;-89;9;-1,262;1,401;-1,212;504;-9;0;-260;4,676;-391;3,030;-155;130;-72
Jan 7, 2019;7:00 AM;6,672;1,773;-0;1,012;-403;11;-1,485;956;-989;585;-6;0;-315;2,964;-1;2,670;-100;0;-0
Jan 7, 2019;8:00 AM;5,527;2,075;-0;1,008;-382;51;-1,536;765;-1,125;628;-7;0;-0;1,409;-0;2,880;-259;20;-0
Jan 7, 2019;9:00 AM;4,890;2,083;-0;1,155;-360;0;-1,485;929;-1,073;634;-3;0;-209;1,586;-11;2,684;-1,195;155;-0
Jan 7, 2019;10:00 AM;4,878;1,721;-405;1,187;-282;93;-1,490;946;-1,067;641;-3;0;-0;1,751;-21;2,584;-892;115;-0
Jan 7, 2019;11:00 AM;5,554;1,634;-159;1,908;-734;92;-1,507;1,003;-1,143;660;-4;0;-271;2,027;-5;2,909;-1,126;270;-0
Jan 7, 2019;12:00 PM;5,502;12;-0;1,843;-690;164;-1,511;1,301;-960;646;-7;0;-166;2,699;-0;3,035;-1,169;305;-0
Jan 7, 2019;1:00 PM;6,480;31;-67;1,408;-915;169;-1,511;1,584;-1,060;634;-6;0;-257;3,616;-0;3,339;-775;290;-0
Jan 7, 2019;2:00 PM;9,456;2,026;-6;1,431;-636;143;-1,485;1,655;-1,090;625;-10;0;-244;4,697;-119;2,545;-431;355;-0
Jan 7, 2019;3:00 PM;9,460;2,135;-56;1,182;-23;54;-896;1,435;-500;609;-13;0;-100;4,780;-119;809;-202;365;-0
Jan 7, 2019;4:00 PM;8,992;2,071;-377;788;-367;100;-488;1,825;-561;609;-16;0;-519;4,481;-247;3,216;-1,898;375;-0
Jan 7, 2019;5:00 PM;11,088;452;-0;788;-365;49;-246;1,205;-200;641;-23;0;-302;4,357;-140;4,820;-343;395;-0
Jan 7, 2019;6:00 PM;11,906;1,092;-435;800;-0;1,651;-846;1,589;-394;653;-31;76;-0;4,643;-3;2,721;-0;390;-0
Jan 7, 2019;7:00 PM;12,516;1,337;-412;798;-0;1,560;-242;1,330;-200;632;-42;76;-0;4,655;-0;2,554;-0;470;-0
Jan 7, 2019;8:00 PM;12,807;1,439;-124;794;-0;1,362;-364;1,291;-200;583;-46;76;-0;4,552;-8;3,043;-0;409;-0
Jan 7, 2019;9:00 PM;13,974;29;-0;799;-0;1,501;-16;1,117;-200;532;-50;76;-0;4,381;-0;5,422;-0;383;-0
Jan 7, 2019;10:00 PM;12,951;1,188;-0;800;-0;1,500;-0;548;-200;555;-55;76;-0;4,524;-6;3,769;-0;252;-0
Jan 7, 2019;11:00 PM;13,195;1,342;-0;800;-0;1,500;-182;984;-200;520;-59;76;-0;5,193;-0;3,205;-0;16;-0
Jan 8, 2019;12:00 AM;12,469;1,535;-0;800;-0;950;-209;1,600;-0;485;-59;76;-0;4,794;-29;2,526;-0;0;-0
Jan 8, 2019;1:00 AM;13,262;102;-0;800;-0;936;-101;1,400;-0;462;-60;76;-0;4,710;-0;4,937;-0;0;-0
Jan 8, 2019;2:00 AM;12,497;954;-0;800;-0;1,067;-288;1,200;-0;448;-59;76;-0;4,290;-0;4,009;-0;0;-0
Jan 8, 2019;3:00 AM;13,337;376;-0;800;-0;1,114;-223;1,400;-0;446;-59;76;-0;4,355;-0;5,052;-0;0;-0
Jan 8, 2019;4:00 AM;13,167;530;-0;800;-0;1,370;-404;1,700;-0;452;-58;62;-0;4,181;-0;4,586;-52;0;-0
Jan 8, 2019;5:00 AM;13,561;126;-0;800;-0;1,349;-112;800;-0;478;-57;62;-0;5,241;-0;4,928;-54;0;-0
Jan 8, 2019;6:00 AM;12,213;11;-0;800;-124;1,444;-555;555;-0;504;-54;62;-0;4,950;-63;4,638;-0;45;-0
Jan 8, 2019;7:00 AM;11,255;1,097;-0;794;-0;1,345;-500;571;-0;585;-55;62;-0;4,260;-1;3,068;-0;29;-0
Jan 8, 2019;8:00 AM;11,101;166;-0;800;-0;1,336;-386;565;-135;622;-55;62;-0;4,216;-0;3,875;-0;35;-0
Jan 8, 2019;9:00 AM;10,823;1,189;-0;800;-0;1,322;-535;566;-55;625;-57;62;-0;4,157;-0;2,715;-0;34;-0
Jan 8, 2019;10:00 AM;10,926;1,137;-0;800;-0;1,457;-463;565;-75;632;-59;62;-0;4,228;-0;2,607;-0;35;-0
Jan 8, 2019;11:00 AM;10,653;1,132;-0;800;-0;1,529;-404;545;-500;644;-61;62;-0;4,241;-0;2,610;-0;55;-0
Jan 8, 2019;12:00 PM;10,991;1,279;-0;800;-0;1,387;-400;575;-0;631;-62;62;-0;4,213;-0;2,481;-0;25;-0
