Date;Time of day;Physical net export[MWh];Netherlands (export)[MWh];Netherlands (import)[MWh];Switzerland (export)[MWh];Switzerland (import)[MWh];Denmark (export)[MWh];Denmark (import)[MWh];Czech Republic (export)[MWh];Czech Republic (import)[MWh];Luxembourg (export)[MWh];Luxembourg (import)[MWh];Sweden (export)[MWh];Sweden (import)[MWh];Austria (export)[MWh];Austria (import)[MWh];France (export)[MWh];France (import)[MWh];Poland (export)[MWh];Poland (import)[MWh]
Apr 20, 2017;11:00 PM;-;2,871;-0;839;-0;0;-1,507;1,135;-1,186;-;-;0;-467;1,462;-0;108;-0;539;-105
Apr 21, 2017;12:00 AM;-;2,659;-0;1,058;-0;0;-1,559;1,415;-1,075;-;-;0;-401;2,158;-0;0;-207;749;-110
Apr 21, 2017;1:00 AM;-;2,332;-0;1,339;-0;0;-1,571;1,638;-1,037;-;-;0;-400;2,524;-0;0;-547;807;-118
Apr 21, 2017;2:00 AM;-;2,132;-0;1,506;-0;0;-1,542;1,670;-940;-;-;0;-413;2,604;-0;0;-494;716;-129
Apr 21, 2017;3:00 AM;-;2,267;-0;1,600;-0;0;-1,529;1,505;-928;-;-;0;-413;2,481;-0;0;-626;620;-140
Apr 21, 2017;4:00 AM;-;2,232;-0;1,621;-0;0;-1,507;1,785;-954;-;-;0;-439;2,854;-0;0;-809;792;-134
Apr 21, 2017;5:00 AM;-;1,959;-0;1,581;-0;0;-1,573;1,812;-964;-;-;0;-475;2,747;-0;0;-795;800;-132
Apr 21, 2017;6:00 AM;-;1,728;-0;1,623;-0;0;-1,612;1,702;-982;-;-;0;-548;2,029;-0;0;-509;643;-133
Apr 21, 2017;7:00 AM;-;1,844;-0;1,202;-0;31;-1,573;1,674;-811;-;-;0;-568;1,618;-0;0;-546;698;-132
Apr 21, 2017;8:00 AM;-;2,422;-0;526;-0;59;-1,435;1,426;-814;-;-;0;-503;1,630;-0;0;-84;585;-117
Apr 21, 2017;9:00 AM;-;2,552;-0;486;-0;92;-1,182;1,532;-701;-;-;0;-502;2,518;-0;112;-0;681;-114
Apr 21, 2017;10:00 AM;-;2,513;-0;479;-0;127;-980;1,678;-669;-;-;0;-467;3,130;-0;169;-0;727;-96
Apr 21, 2017;11:00 AM;-;2,232;-0;664;-0;168;-647;1,713;-605;-;-;0;-401;3,326;-0;49;-0;711;-82
Apr 21, 2017;12:00 PM;-;2,233;-0;441;-0;221;-104;1,927;-608;-;-;0;-278;3,498;-0;151;-0;563;-0
Apr 21, 2017;1:00 PM;-;2,047;-0;1,012;-0;1,265;-0;1,875;-613;-;-;0;-70;3,711;-0;0;-235;766;-82
Apr 21, 2017;2:00 PM;-;1,800;-0;1,424;-0;1,514;-0;1,797;-563;-;-;0;-94;3,985;-0;0;-730;756;-90
Apr 21, 2017;3:00 PM;-;1,731;-0;1,746;-0;730;-0;1,866;-602;-;-;0;-106;4,201;-0;0;-1,074;823;-109
Apr 21, 2017;4:00 PM;-;1,584;-0;1,566;-0;348;-3;2,055;-632;-;-;0;-106;3,906;-0;0;-1,144;599;-0
Apr 21, 2017;5:00 PM;-;1,703;-0;1,678;-0;565;-175;2,011;-726;-;-;0;-137;3,304;-0;0;-1,180;790;-132
Apr 21, 2017;6:00 PM;-;1,913;-0;1,190;-0;422;-569;2,054;-831;-;-;0;-202;2,814;-0;0;-1,042;783;-167
Apr 21, 2017;7:00 PM;-;2,132;-0;974;-0;793;-585;2,190;-909;-;-;0;-269;2,402;-0;0;-987;823;-165
Apr 21, 2017;8:00 PM;-;2,040;-0;752;-0;801;-579;2,212;-865;-;-;0;-242;2,301;-0;0;-767;823;-179
Apr 21, 2017;9:00 PM;-;2,142;-0;826;-0;800;-342;2,142;-894;-;-;0;-209;2,586;-0;0;-631;805;-160
Apr 21, 2017;10:00 PM;-;2,143;-0;862;-0;798;-577;2,108;-938;-;-;0;-146;2,986;-0;0;-684;805;-154
Apr 21, 2017;11:00 PM;-;1,957;-0;939;-0;792;-530;2,085;-848;-;-;0;-102;2,934;-0;0;-551;754;-157
Apr 22, 2017;12:00 AM;-;1,588;-0;1,144;-0;799;-584;2,206;-846;-;-;53;-0;3,209;-0;0;-579;852;-152
Apr 22, 2017;1:00 AM;-;1,299;-0;1,623;-0;789;-585;2,089;-891;-;-;0;-136;3,267;-0;0;-537;862;-148
Apr 22, 2017;2:00 AM;-;1,096;-0;1,792;-0;712;-585;2,097;-803;-;-;0;-150;3,332;-0;0;-438;773;-156
Apr 22, 2017;3:00 AM;-;976;-0;1,884;-0;830;-584;2,034;-791;-;-;0;-125;3,351;-0;0;-396;692;-149
Apr 22, 2017;4:00 AM;-;870;-0;1,996;-0;763;-526;1,949;-786;-;-;0;-97;3,310;-0;0;-436;712;-157
Apr 22, 2017;5:00 AM;-;1,009;-0;1,862;-0;517;-443;1,872;-783;-;-;0;-97;3,254;-0;0;-411;692;-143
Apr 22, 2017;6:00 AM;-;1,192;-0;1,773;-0;487;-262;1,826;-731;-;-;0;-0;3,297;-0;0;-352;703;-144
Apr 22, 2017;7:00 AM;-;1,379;-0;1,648;-0;423;-27;1,730;-711;-;-;2;-0;3,029;-0;59;-0;533;-0
Apr 22, 2017;8:00 AM;-;1,409;-0;1,322;-0;538;-0;2,021;-798;-;-;2;-0;3,038;-0;677;-0;798;-148
Apr 22, 2017;9:00 AM;-;1,780;-0;1,321;-0;1,308;-0;2,066;-797;-;-;67;-0;3,187;-0;1,099;-0;710;-134
Apr 22, 2017;10:00 AM;-;1,867;-0;889;-0;2,038;-0;1,972;-747;-;-;66;-0;2,866;-0;1,282;-0;667;-133
Apr 22, 2017;11:00 AM;-;1,867;-0;428;-0;1,449;-0;1,966;-722;-;-;66;-0;2,662;-0;893;-0;681;-143
Apr 22, 2017;12:00 PM;-;1,832;-0;361;-0;1,088;-0;1,775;-719;-;-;66;-0;2,423;-0;782;-0;653;-122
Apr 22, 2017;1:00 PM;-;1,793;-0;407;-0;1,598;-0;1,995;-705;-;-;66;-0;2,848;-0;679;-0;660;-104
Apr 22, 2017;2:00 PM;-;1,662;-0;480;-0;1,827;-0;2,052;-698;-;-;66;-0;2,947;-0;557;-0;647;-117
Apr 22, 2017;3:00 PM;-;1,333;-0;639;-0;1,672;-0;1,998;-697;-;-;66;-0;2,924;-0;812;-0;607;-131
Apr 22, 2017;4:00 PM;-;1,698;-0;656;-0;1,723;-0;1,986;-723;-;-;66;-0;2,699;-0;436;-0;620;-120
Apr 22, 2017;5:00 PM;-;1,579;-0;956;-0;1,302;-0;1,906;-806;-;-;2;-0;2,492;-0;283;-0;651;-128
Apr 22, 2017;6:00 PM;-;1,364;-0;1,567;-0;456;-29;1,813;-781;-;-;2;-0;2,513;-0;562;-0;462;-0
Apr 22, 2017;7:00 PM;-;1,321;-0;1,300;-0;300;-474;1,993;-829;-;-;1;-0;2,657;-0;446;-0;738;-152
Apr 22, 2017;8:00 PM;-;1,559;-0;1,415;-0;284;-419;2,160;-842;-;-;2;-0;2,887;-0;425;-0;814;-127
Apr 22, 2017;9:00 PM;-;1,413;-0;1,556;-0;250;-94;1,845;-752;-;-;2;-0;2,781;-0;441;-0;682;-110
Apr 22, 2017;10:00 PM;-;1,616;-0;1,465;-0;308;-5;1,748;-747;-;-;2;-0;2,741;-0;788;-0;559;-0
Apr 22, 2017;11:00 PM;-;1,658;-0;1,463;-0;617;-0;1,673;-747;-;-;2;-0;2,652;-0;1,080;-0;609;-81
Apr 23, 2017;12:00 AM;-;1,470;-0;1,122;-0;856;-0;1,599;-789;-;-;76;-0;2,736;-0;862;-0;661;-41
Apr 23, 2017;1:00 AM;-;1,427;-0;1,586;-0;785;-1;1,476;-894;-;-;77;-0;2,846;-0;1,164;-0;641;-79
Apr 23, 2017;2:00 AM;-;1,336;-0;1,832;-0;830;-0;1,361;-820;-;-;77;-0;2,895;-0;1,056;-0;656;-89
Apr 23, 2017;3:00 AM;-;1,274;-0;1,666;-0;977;-0;1,354;-793;-;-;76;-0;2,987;-0;925;-0;635;-82
Apr 23, 2017;4:00 AM;-;1,947;-0;1,329;-0;1,007;-0;1,131;-862;-;-;76;-0;2,738;-0;853;-0;523;-71
Apr 23, 2017;5:00 AM;-;2,049;-0;1,076;-0;1,135;-0;1,074;-890;-;-;76;-0;2,410;-0;1,165;-0;425;-65
Apr 23, 2017;6:00 AM;-;2,275;-0;1,066;-0;1,622;-0;1,171;-825;-;-;76;-0;2,556;-0;1,086;-0;480;-62
Apr 23, 2017;7:00 AM;-;1,852;-0;1,132;-0;1,766;-0;1,189;-682;-;-;76;-0;2,726;-0;1,019;-0;552;-54
Apr 23, 2017;8:00 AM;-;1,874;-0;1,013;-0;1,453;-0;1,001;-622;-;-;76;-0;2,578;-0;1,170;-0;520;-60
Apr 23, 2017;9:00 AM;-;1,635;-0;814;-0;1,547;-0;983;-554;-;-;76;-0;2,741;-0;1,081;-0;518;-90
Apr 23, 2017;10:00 AM;-;1,520;-0;545;-0;1,807;-0;1,090;-429;-;-;76;-0;2,593;-0;835;-0;519;-100
Apr 23, 2017;11:00 AM;-;1,595;-0;433;-0;1,547;-0;1,620;-469;-;-;77;-0;2,781;-0;584;-0;611;-132
Apr 23, 2017;12:00 PM;-;1,745;-0;267;-0;1,357;-0;1,525;-459;-;-;76;-0;2,574;-0;893;-0;616;-121
Apr 23, 2017;1:00 PM;-;1,695;-0;274;-0;1,497;-0;1,968;-502;-;-;76;-0;2,857;-0;514;-0;713;-124
Apr 23, 2017;2:00 PM;-;1,872;-0;258;-0;1,600;-0;2,081;-504;-;-;76;-0;3,170;-0;855;-0;704;-126
Apr 23, 2017;3:00 PM;-;1,794;-0;319;-0;1,966;-0;2,163;-509;-;-;76;-0;3,169;-0;739;-0;731;-115
Apr 23, 2017;4:00 PM;-;2,130;-0;336;-0;1,742;-0;2,040;-514;-;-;67;-0;3,188;-0;255;-0;720;-124
Apr 23, 2017;5:00 PM;-;2,269;-0;610;-0;1,421;-0;1,820;-587;-;-;66;-0;3,102;-0;0;-367;716;-123
Apr 23, 2017;6:00 PM;-;2,012;-0;969;-0;1,035;-1;1,966;-642;-;-;66;-0;2,942;-0;0;-515;785;-135
Apr 23, 2017;7:00 PM;-;1,784;-0;843;-0;29;-513;1,738;-677;-;-;0;-245;2,457;-0;0;-306;440;-0
Apr 23, 2017;8:00 PM;-;1,606;-0;1,071;-0;0;-1,342;1,755;-637;-;-;0;-445;2,143;-0;0;-179;647;-159
Apr 23, 2017;9:00 PM;-;1,688;-0;607;-0;0;-1,454;1,425;-719;-;-;0;-570;1,779;-0;0;-309;525;-132
Apr 23, 2017;10:00 PM;-;1,828;-0;769;-0;0;-1,525;1,322;-907;-;-;0;-609;1,583;-0;320;-0;357;-120
Apr 23, 2017;11:00 PM;-;1,504;-0;1,087;-0;0;-1,484;1,478;-874;-;-;0;-365;2,057;-0;657;-0;595;-128
Apr 24, 2017;12:00 AM;-;2,096;-0;894;-0;0;-1,271;1,288;-1,059;-;-;0;-29;2,341;-0;706;-0;814;-124
Apr 24, 2017;1:00 AM;-;2,017;-0;1,302;-0;0;-445;1,245;-1,008;-;-;2;-0;2,539;-0;642;-0;940;-0
Apr 24, 2017;2:00 AM;-;1,753;-0;1,499;-0;5;-454;1,173;-1,002;-;-;2;-0;2,578;-0;559;-0;1,063;-106
Apr 24, 2017;3:00 AM;-;1,727;-0;1,366;-0;212;-81;1,066;-995;-;-;1;-0;2,578;-0;231;-0;1,021;-95
Apr 24, 2017;4:00 AM;-;2,006;-0;1,135;-0;435;-10;1,171;-900;-;-;1;-0;2,525;-0;0;-110;1,128;-0
Apr 24, 2017;5:00 AM;-;1,399;-0;1,019;-0;51;-466;1,427;-860;-;-;0;-153;2,475;-0;219;-0;1,277;-128
Apr 24, 2017;6:00 AM;-;408;-0;567;-0;17;-600;1,512;-720;-;-;0;-369;1,510;-0;0;-182;1,223;-139
Apr 24, 2017;7:00 AM;-;858;-0;63;-0;354;-512;1,575;-608;-;-;0;-34;1,150;-0;77;-0;1,145;-133
Apr 24, 2017;8:00 AM;-;1,688;-0;162;-75;299;-181;1,737;-654;-;-;3;-0;1,598;-0;93;-0;1,229;-0
Apr 24, 2017;9:00 AM;-;2,421;-0;222;-9;806;-0;1,608;-540;-;-;76;-0;2,204;-0;440;-0;1,233;-104
Apr 24, 2017;10:00 AM;-;2,562;-0;140;-94;1,517;-0;1,562;-483;-;-;72;-0;2,694;-0;391;-0;1,163;-123
Apr 24, 2017;11:00 AM;-;2,538;-0;52;-207;1,917;-0;1,530;-463;-;-;66;-0;2,742;-0;374;-0;1,150;-112
Apr 24, 2017;12:00 PM;-;2,346;-0;127;-297;2,079;-0;1,669;-439;-;-;66;-0;2,813;-0;318;-0;1,226;-78
Apr 24, 2017;1:00 PM;-;2,284;-0;213;-133;1,996;-0;1,657;-465;-;-;66;-0;3,049;-0;256;-0;1,292;-69
Apr 24, 2017;2:00 PM;-;2,107;-0;413;-7;1,997;-0;1,562;-400;-;-;66;-0;3,123;-0;145;-0;1,183;-65
Apr 24, 2017;3:00 PM;-;2,236;-0;531;-0;411;-26;1,488;-494;-;-;66;-0;2,940;-0;81;-0;1,213;-67
Apr 24, 2017;4:00 PM;-;2,590;-0;215;-15;656;-2;1,432;-518;-;-;66;-0;2,678;-0;0;-131;1,090;-0
Apr 24, 2017;5:00 PM;-;2,613;-0;399;-0;9;-400;1,581;-588;-;-;2;-0;2,624;-0;0;-654;1,308;-81
Apr 24, 2017;6:00 PM;-;2,353;-0;501;-0;0;-1,469;1,276;-656;-;-;0;-459;1,724;-0;0;-600;1,078;-154
Apr 24, 2017;7:00 PM;-;1,835;-0;120;-347;0;-1,700;888;-702;-;-;0;-590;655;-0;0;-1,069;894;-143
Apr 24, 2017;8:00 PM;-;1,300;-0;12;-414;0;-1,778;751;-652;-;-;0;-609;472;-0;0;-1,835;929;-147
Apr 24, 2017;9:00 PM;-;1,821;-0;98;-333;0;-1,793;455;-790;-;-;0;-609;205;-0;0;-1,437;634;-88
Apr 24, 2017;10:00 PM;-;1,681;-0;198;-8;0;-1,817;461;-905;-;-;0;-609;747;-0;0;-1,216;488;-44
Apr 24, 2017;11:00 PM;-;1,018;-0;830;-0;0;-1,815;616;-877;-;-;0;-609;1,405;-0;0;-647;638;-29
Apr 25, 2017;12:00 AM;-;1,469;-0;734;-0;0;-1,769;396;-1,057;-;-;0;-608;1,518;-0;0;-791;554;-22
Apr 25, 2017;1:00 AM;-;1,106;-0;982;-0;0;-1,744;511;-891;-;-;0;-608;1,777;-0;0;-1,028;735;-33
Apr 25, 2017;2:00 AM;-;835;-0;1,052;-0;0;-1,703;648;-846;-;-;0;-609;2,061;-0;0;-457;901;-40
Apr 25, 2017;3:00 AM;-;642;-0;946;-0;73;-1,052;721;-808;-;-;0;-609;2,048;-0;0;-1,105;1,083;-0
Apr 25, 2017;4:00 AM;-;715;-0;788;-0;286;-1,117;754;-768;-;-;0;-609;1,957;-0;0;-1,364;1,191;-19
Apr 25, 2017;5:00 AM;-;268;-0;338;-29;575;-965;691;-825;-;-;0;-483;1,896;-0;0;-1,447;1,032;-21
Apr 25, 2017;6:00 AM;-;0;-325;389;-0;465;-1,220;995;-646;-;-;0;-115;1,737;-0;0;-995;1,188;-14
Apr 25, 2017;7:00 AM;-;395;-0;0;-548;498;-1,176;558;-683;-;-;2;-0;1,120;-0;0;-591;995;-18
Apr 25, 2017;8:00 AM;-;1,840;-0;8;-489;499;-1,067;524;-676;-;-;2;-0;1,028;-0;205;-0;1,139;-8
Apr 25, 2017;9:00 AM;-;2,081;-0;2;-385;127;-991;677;-647;-;-;2;-0;1,201;-0;480;-0;1,265;-0
Apr 25, 2017;10:00 AM;-;1,971;-0;124;-123;98;-797;809;-555;-;-;2;-0;1,666;-0;680;-0;1,209;-1
Apr 25, 2017;11:00 AM;-;2,376;-0;315;-0;451;-763;833;-521;-;-;2;-0;2,088;-0;1,059;-0;1,204;-4
Apr 25, 2017;12:00 PM;-;2,420;-0;214;-17;416;-127;998;-266;-;-;2;-0;2,133;-0;1,119;-0;1,233;-1
Apr 25, 2017;1:00 PM;-;2,133;-0;194;-0;387;-12;1,161;-209;-;-;2;-0;2,212;-0;879;-0;1,291;-3
Apr 25, 2017;2:00 PM;-;1,966;-0;271;-0;840;-0;1,199;-295;-;-;2;-0;2,205;-0;819;-0;1,361;-56
Apr 25, 2017;3:00 PM;-;2,043;-0;371;-0;477;-67;1,388;-325;-;-;2;-0;1,733;-0;708;-0;1,469;-98
Apr 25, 2017;4:00 PM;-;1,780;-0;639;-0;78;-518;1,383;-499;-;-;2;-0;1,392;-0;748;-0;1,464;-0
Apr 25, 2017;5:00 PM;-;1,859;-0;765;-0;42;-1,095;1,310;-775;-;-;2;-0;1,210;-0;417;-0;1,307;-78
Apr 25, 2017;6:00 PM;-;1,470;-0;622;-0;0;-1,676;1,034;-865;-;-;0;-312;1,075;-0;369;-0;1,359;-64
Apr 25, 2017;7:00 PM;-;1,181;-0;368;-0;0;-1,651;766;-910;-;-;0;-525;922;-0;257;-0;1,179;-64
Apr 25, 2017;8:00 PM;-;971;-0;607;-0;0;-1,766;553;-1,000;-;-;0;-213;749;-0;0;-115;1,016;-80
Apr 25, 2017;9:00 PM;-;1,549;-0;613;-0;0;-1,806;304;-1,181;-;-;0;-561;779;-0;180;-0;825;-85
Apr 25, 2017;10:00 PM;-;1,775;-0;730;-0;0;-1,641;319;-1,249;-;-;0;-312;1,009;-0;451;-0;544;-94
Apr 25, 2017;11:00 PM;-;2,093;-0;904;-0;0;-1,414;325;-1,202;-;-;0;-380;1,521;-0;654;-0;679;-97
Apr 26, 2017;12:00 AM;-;1,405;-0;1,077;-0;69;-975;360;-1,090;-;-;0;-37;1,765;-0;31;-0;701;-0
Apr 26, 2017;1:00 AM;-;1,586;-0;1,123;-0;0;-1,668;331;-1,037;-;-;0;-66;1,800;-0;0;-291;806;-110
Apr 26, 2017;2:00 AM;-;1,479;-0;1,315;-0;0;-1,658;338;-954;-;-;0;-323;1,900;-0;0;-528;868;-112
Apr 26, 2017;3:00 AM;-;1,188;-0;1,175;-0;0;-1,367;222;-941;-;-;0;-28;1,565;-0;0;-1,168;773;-98
Apr 26, 2017;4:00 AM;-;1,287;-0;1,036;-0;0;-1,417;256;-984;-;-;2;-0;1,644;-0;0;-1,140;768;-100
Apr 26, 2017;5:00 AM;-;714;-0;1,444;-0;0;-1,195;267;-1,064;-;-;2;-0;1,724;-0;0;-939;604;-88
Apr 26, 2017;6:00 AM;-;531;-0;1,180;-0;0;-1,545;494;-799;-;-;2;-0;1,512;-0;0;-1,027;859;-89
Apr 26, 2017;7:00 AM;-;1,446;-0;467;-0;0;-1,438;206;-1,053;-;-;0;-121;437;-0;0;-824;899;-62
Apr 26, 2017;8:00 AM;-;1,835;-0;619;-0;0;-1,418;274;-1,157;-;-;0;-58;311;-0;0;-304;919;-30
Apr 26, 2017;9:00 AM;-;1,892;-0;704;-0;0;-1,236;331;-1,196;-;-;2;-0;436;-0;76;-0;1,002;-37
Apr 26, 2017;10:00 AM;-;1,810;-0;952;-0;0;-1,427;526;-1,137;-;-;0;-69;981;-0;0;-101;1,200;-36
Apr 26, 2017;11:00 AM;-;1,438;-0;1,433;-0;0;-1,184;593;-1,039;-;-;2;-0;1,420;-0;0;-331;1,260;-46
Apr 26, 2017;12:00 PM;-;1,396;-0;1,295;-0;0;-1,282;780;-803;-;-;2;-0;1,824;-0;0;-170;1,116;-50
Apr 26, 2017;1:00 PM;-;1,230;-0;1,462;-0;8;-947;946;-574;-;-;2;-0;2,077;-0;0;-468;1,208;-58
Apr 26, 2017;2:00 PM;-;1,143;-0;1,717;-0;43;-981;962;-589;-;-;2;-0;2,286;-0;0;-724;1,300;-68
Apr 26, 2017;3:00 PM;-;792;-0;2,054;-0;8;-1,055;1,084;-650;-;-;2;-0;2,341;-0;0;-1,142;1,262;-66
Apr 26, 2017;4:00 PM;-;702;-0;2,095;-0;15;-1,118;1,033;-690;-;-;2;-0;2,427;-0;0;-1,446;1,183;-77
Apr 26, 2017;5:00 PM;-;1,260;-0;1,946;-0;0;-1,469;779;-850;-;-;0;-393;2,007;-0;0;-1,169;1,123;-82
Apr 26, 2017;6:00 PM;-;1,101;-0;1,394;-0;0;-1,461;451;-997;-;-;0;-603;902;-0;0;-1,105;980;-78
Apr 26, 2017;7:00 PM;-;1,153;-0;881;-0;0;-1,463;287;-1,057;-;-;0;-609;430;-0;0;-1,118;872;-74
Apr 26, 2017;8:00 PM;-;1,019;-0;1,019;-0;0;-1,598;303;-1,062;-;-;0;-609;586;-0;0;-1,098;843;-75
Apr 26, 2017;9:00 PM;-;1,424;-0;1,103;-0;0;-1,752;105;-1,230;-;-;0;-608;774;-0;0;-805;580;-76
Apr 26, 2017;10:00 PM;-;1,809;-0;1,262;-0;0;-1,824;258;-1,120;-;-;0;-608;1,281;-0;0;-318;592;-73
Apr 26, 2017;11:00 PM;-;2,433;-0;1,263;-0;0;-1,856;286;-997;-;-;0;-97;1,149;-0;88;-0;589;-67
Apr 27, 2017;12:00 AM;-;1,837;-0;1,569;-0;0;-1,762;269;-1,045;-;-;0;-462;1,504;-0;0;-243;737;-59
Apr 27, 2017;1:00 AM;-;1,689;-0;2,048;-0;0;-1,785;397;-892;-;-;0;-608;1,833;-0;0;-259;807;-57
Apr 27, 2017;2:00 AM;-;1,737;-0;1,882;-0;0;-1,768;328;-936;-;-;0;-466;1,676;-0;0;-304;741;-58
Apr 27, 2017;3:00 AM;-;1,488;-0;1,793;-0;0;-1,785;290;-946;-;-;0;-381;1,698;-0;0;-701;740;-63
Apr 27, 2017;4:00 AM;-;1,450;-0;1,643;-0;0;-1,761;168;-990;-;-;0;-119;1,402;-0;0;-720;687;-65
Apr 27, 2017;5:00 AM;-;1,144;-0;1,706;-0;0;-1,515;118;-1,072;-;-;0;-0;1,466;-0;0;-467;627;-52
Apr 27, 2017;6:00 AM;-;0;-91;1,381;-0;0;-1,748;328;-907;-;-;2;-0;1,469;-0;0;-690;978;-45
Apr 27, 2017;7:00 AM;-;346;-0;873;-0;3;-1,192;185;-991;-;-;2;-0;554;-0;0;-30;926;-0
Apr 27, 2017;8:00 AM;-;757;-0;1,145;-0;117;-911;189;-1,110;-;-;2;-0;427;-0;107;-0;888;-3
Apr 27, 2017;9:00 AM;-;823;-0;1,267;-0;148;-358;402;-999;-;-;2;-0;1,155;-0;46;-0;1,146;-0
Apr 27, 2017;10:00 AM;-;701;-0;1,442;-0;209;-329;604;-877;-;-;2;-0;1,581;-0;0;-57;1,350;-0
Apr 27, 2017;11:00 AM;-;516;-0;1,656;-0;211;-374;755;-784;-;-;2;-0;2,274;-0;0;-138;1,295;-0
Apr 27, 2017;12:00 PM;-;389;-0;1,582;-0;569;-240;825;-487;-;-;208;-0;2,373;-0;0;-126;1,261;-0
Apr 27, 2017;1:00 PM;-;301;-0;1,802;-0;523;-315;819;-503;-;-;396;-0;2,488;-0;0;-253;1,277;-0
Apr 27, 2017;2:00 PM;-;116;-0;2,017;-0;676;-263;774;-573;-;-;569;-0;2,484;-0;0;-563;1,353;-0
Apr 27, 2017;3:00 PM;-;33;-0;2,184;-0;569;-483;822;-502;-;-;506;-0;2,500;-0;0;-849;1,351;-0
Apr 27, 2017;4:00 PM;-;0;-5;2,202;-0;429;-156;797;-528;-;-;198;-0;2,315;-0;0;-820;1,269;-0
Apr 27, 2017;5:00 PM;-;160;-0;1,881;-0;26;-1,029;705;-665;-;-;9;-0;2,104;-0;0;-710;1,234;-5
Apr 27, 2017;6:00 PM;-;392;-0;1,617;-0;0;-1,564;665;-819;-;-;0;-55;1,745;-0;0;-427;1,177;-28
Apr 27, 2017;7:00 PM;-;628;-0;1,551;-0;0;-1,277;473;-881;-;-;0;-373;1,321;-0;0;-203;1,096;-42
Apr 27, 2017;8:00 PM;-;412;-0;1,238;-0;0;-1,337;477;-785;-;-;0;-598;1,378;-0;0;-363;1,128;-51
Apr 27, 2017;9:00 PM;-;875;-0;1,207;-0;0;-1,744;157;-1,091;-;-;0;-594;1,212;-0;0;-75;807;-49
Apr 27, 2017;10:00 PM;-;1,555;-0;999;-0;155;-1,241;20;-1,253;-;-;0;-92;749;-0;276;-0;496;-0
Apr 27, 2017;11:00 PM;-;1,748;-0;1,103;-0;6;-1,264;17;-1,150;-;-;0;-146;792;-0;303;-0;549;-0
Apr 28, 2017;12:00 AM;-;2,540;-0;1,694;-0;0;-1,317;2;-1,319;-;-;0;-4;1,153;-0;297;-0;515;-39
Apr 28, 2017;1:00 AM;-;2,608;-0;2,188;-0;0;-1,323;1;-1,298;-;-;0;-128;1,311;-0;287;-0;432;-40
Apr 28, 2017;2:00 AM;-;2,480;-0;2,199;-0;0;-1,314;0;-1,412;-;-;0;-132;1,313;-0;211;-0;372;-42
Apr 28, 2017;3:00 AM;-;2,549;-0;2,056;-0;0;-1,342;0;-1,458;-;-;0;-92;1,327;-0;0;-26;373;-43
Apr 28, 2017;4:00 AM;-;2,297;-0;1,954;-0;0;-1,369;0;-1,792;-;-;0;-0;939;-0;0;-171;263;-45
Apr 28, 2017;5:00 AM;-;2,035;-0;2,330;-0;0;-1,432;0;-1,536;-;-;0;-471;1,310;-0;0;-51;310;-50
Apr 28, 2017;6:00 AM;-;1,300;-0;1,540;-0;0;-1,765;14;-1,155;-;-;0;-608;1,042;-0;0;-328;469;-50
Apr 28, 2017;7:00 AM;-;1,548;-0;746;-0;0;-1,744;23;-1,027;-;-;0;-609;143;-0;0;-95;736;-36
Apr 28, 2017;8:00 AM;-;2,018;-0;957;-0;0;-1,754;177;-854;-;-;0;-608;304;-0;55;-0;979;-9
Apr 28, 2017;9:00 AM;-;2,234;-0;812;-0;0;-1,739;287;-796;-;-;0;-609;655;-0;112;-0;1,116;-0
Apr 28, 2017;10:00 AM;-;2,310;-0;1,069;-0;0;-1,741;359;-752;-;-;0;-478;1,132;-0;102;-0;1,024;-0
Apr 28, 2017;11:00 AM;-;2,098;-0;1,269;-0;0;-1,738;515;-577;-;-;0;-533;1,711;-0;0;-10;1,034;-12
Apr 28, 2017;12:00 PM;-;2,123;-0;1,483;-0;0;-1,749;543;-541;-;-;0;-447;1,527;-0;138;-0;1,050;-14
Apr 28, 2017;1:00 PM;-;1,971;-0;1,391;-0;0;-1,672;556;-545;-;-;0;-554;1,495;-0;0;-577;1,083;-40
Apr 28, 2017;2:00 PM;-;1,956;-0;2,270;-0;0;-1,724;556;-410;-;-;0;-464;1,915;-0;0;-445;1,062;-30
Apr 28, 2017;3:00 PM;-;1,885;-0;2,741;-0;0;-1,717;547;-412;-;-;0;-529;2,141;-0;0;-358;1,112;-26
Apr 28, 2017;4:00 PM;-;1,622;-0;2,651;-0;0;-1,686;447;-545;-;-;0;-426;1,820;-0;0;-586;1,028;-7
Apr 28, 2017;5:00 PM;-;1,380;-0;2,363;-0;0;-1,731;483;-659;-;-;0;-602;1,510;-0;0;-777;1,039;-16
Apr 28, 2017;6:00 PM;-;1,331;-0;1,916;-0;0;-1,797;192;-966;-;-;0;-609;929;-0;0;-432;722;-41
Apr 28, 2017;7:00 PM;-;1,611;-0;1,711;-0;0;-1,835;54;-1,036;-;-;0;-609;717;-0;0;-40;626;-60
Apr 28, 2017;8:00 PM;-;1,187;-0;1,555;-0;0;-1,806;17;-1,034;-;-;0;-609;665;-0;0;-161;622;-64
Apr 28, 2017;9:00 PM;-;1,618;-0;1,311;-0;0;-1,717;3;-1,357;-;-;0;-609;583;-0;0;-86;491;-64
Apr 28, 2017;10:00 PM;-;2,225;-0;846;-0;0;-1,805;0;-1,654;-;-;0;-549;556;-0;221;-0;338;-58
Apr 28, 2017;11:00 PM;-;2,256;-0;710;-0;0;-1,597;0;-1,867;-;-;0;-177;417;-0;224;-0;290;-51
