Date;Time of day;Physical net export[MWh];Netherlands (export)[MWh];Netherlands (import)[MWh];Switzerland (export)[MWh];Switzerland (import)[MWh];Denmark (export)[MWh];Denmark (import)[MWh];Czech Republic (export)[MWh];Czech Republic (import)[MWh];Luxembourg (export)[MWh];Luxembourg (import)[MWh];Sweden (export)[MWh];Sweden (import)[MWh];Austria (export)[MWh];Austria (import)[MWh];France (export)[MWh];France (import)[MWh];Poland (export)[MWh];Poland (import)[MWh]
Jan 1, 2017;11:00 PM;-;1,573;-0;2,744;-0;41;-668;473;-1,564;-;-;0;-312;1,438;-0;2,072;-0;604;-49
Jan 2, 2017;12:00 AM;-;1,480;-0;2,106;-0;39;-644;560;-1,471;-;-;0;-82;1,564;-0;586;-0;554;-31
Jan 2, 2017;1:00 AM;-;1,579;-0;2,515;-0;188;-584;707;-1,334;-;-;2;-0;2,004;-0;175;-0;649;-27
Jan 2, 2017;2:00 AM;-;1,668;-0;2,613;-0;249;-432;724;-1,325;-;-;2;-0;2,234;-0;167;-0;700;-18
Jan 2, 2017;3:00 AM;-;1,514;-0;2,751;-0;169;-157;677;-1,333;-;-;2;-0;2,359;-0;0;-173;712;-22
Jan 2, 2017;4:00 AM;-;1,399;-0;2,842;-0;736;-549;794;-1,306;-;-;2;-0;2,350;-0;0;-218;785;-33
Jan 2, 2017;5:00 AM;-;1,477;-0;2,880;-0;81;-623;964;-1,175;-;-;0;-152;2,287;-0;0;-92;958;-53
Jan 2, 2017;6:00 AM;-;618;-0;2,657;-0;48;-711;1,028;-1,083;-;-;0;-294;1,872;-0;128;-0;1,105;-50
Jan 2, 2017;7:00 AM;-;323;-0;2,315;-0;69;-704;1,011;-1,114;-;-;0;-405;1,457;-0;725;-0;1,052;-48
Jan 2, 2017;8:00 AM;-;852;-0;2,086;-0;82;-684;817;-1,261;-;-;0;-497;959;-0;1,032;-0;1,133;-43
Jan 2, 2017;9:00 AM;-;1,097;-0;2,268;-0;77;-665;798;-1,286;-;-;0;-605;1,026;-0;1,285;-0;729;-37
Jan 2, 2017;10:00 AM;-;1,391;-0;2,043;-0;63;-688;756;-1,257;-;-;0;-608;481;-0;1,410;-0;668;-58
Jan 2, 2017;11:00 AM;-;1,266;-0;1,775;-0;40;-655;679;-1,231;-;-;0;-608;226;-0;1,342;-0;629;-72
Jan 2, 2017;12:00 PM;-;1,357;-0;1,773;-0;50;-634;770;-1,008;-;-;0;-608;160;-0;1,522;-0;960;-79
Jan 2, 2017;1:00 PM;-;1,369;-0;1,371;-0;75;-671;780;-1,050;-;-;0;-578;0;-113;1,207;-0;979;-68
Jan 2, 2017;2:00 PM;-;1,529;-0;1,731;-0;85;-686;751;-1,160;-;-;0;-543;0;-135;1,239;-0;797;-68
Jan 2, 2017;3:00 PM;-;1,461;-0;2,171;-0;80;-671;841;-1,157;-;-;0;-515;31;-8;958;-0;937;-59
Jan 2, 2017;4:00 PM;-;1,521;-0;2,342;-0;72;-668;908;-1,117;-;-;0;-499;277;-0;880;-0;962;-67
Jan 2, 2017;5:00 PM;-;1,680;-0;1,641;-0;80;-670;831;-1,220;-;-;0;-554;0;-327;560;-0;923;-72
Jan 2, 2017;6:00 PM;-;2,031;-0;1,479;-0;102;-697;781;-1,378;-;-;0;-566;0;-285;1,094;-0;867;-84
Jan 2, 2017;7:00 PM;-;1,916;-0;1,808;-0;357;-588;724;-1,387;-;-;0;-566;302;-0;1,237;-0;863;-85
Jan 2, 2017;8:00 PM;-;1,925;-0;2,263;-0;397;-585;862;-1,348;-;-;0;-554;948;-0;1,238;-0;907;-79
Jan 2, 2017;9:00 PM;-;2,205;-0;2,701;-0;433;-585;841;-1,393;-;-;0;-528;1,090;-0;1,441;-0;758;-58
Jan 2, 2017;10:00 PM;-;1,925;-0;2,848;-0;398;-585;694;-1,542;-;-;0;-371;1,214;-0;1,584;-0;636;-39
Jan 2, 2017;11:00 PM;-;1,831;-0;2,457;-0;389;-585;581;-1,634;-;-;0;-180;1,173;-0;1,700;-0;602;-27
Jan 3, 2017;12:00 AM;-;1,927;-0;2,332;-0;396;-585;463;-1,566;-;-;0;-5;1,058;-0;1,153;-0;450;-27
Jan 3, 2017;1:00 AM;-;1,982;-0;2,543;-0;382;-583;486;-1,507;-;-;2;-0;1,059;-0;1,212;-0;403;-16
Jan 3, 2017;2:00 AM;-;1,793;-0;2,767;-0;394;-490;514;-1,461;-;-;2;-0;1,376;-0;1,141;-0;455;-1
Jan 3, 2017;3:00 AM;-;2,014;-0;3,150;-0;386;-582;566;-1,482;-;-;2;-0;1,481;-0;1,344;-0;516;-12
Jan 3, 2017;4:00 AM;-;1,604;-0;3,053;-0;395;-585;694;-1,351;-;-;2;-0;1,791;-0;752;-0;696;-32
Jan 3, 2017;5:00 AM;-;1,200;-0;2,762;-0;272;-584;960;-1,146;-;-;2;-0;1,859;-0;278;-0;927;-73
Jan 3, 2017;6:00 AM;-;978;-0;2,594;-0;285;-547;1,082;-1,014;-;-;2;-0;1,566;-0;795;-0;980;-84
Jan 3, 2017;7:00 AM;-;1,186;-0;1,933;-0;321;-584;1,248;-928;-;-;0;-89;1,227;-0;1,273;-0;634;-100
Jan 3, 2017;8:00 AM;-;1,517;-0;1,675;-0;508;-585;1,170;-901;-;-;0;-62;907;-0;1,334;-0;674;-106
Jan 3, 2017;9:00 AM;-;2,241;-0;1,550;-0;488;-585;1,128;-955;-;-;2;-0;861;-0;1,441;-0;557;-113
Jan 3, 2017;10:00 AM;-;2,205;-0;1,510;-0;485;-585;1,230;-911;-;-;2;-0;1,312;-0;1,182;-0;656;-117
Jan 3, 2017;11:00 AM;-;2,280;-0;1,334;-0;338;-585;1,254;-893;-;-;2;-0;1,021;-0;1,079;-0;670;-115
Jan 3, 2017;12:00 PM;-;2,198;-0;1,281;-0;397;-585;1,338;-698;-;-;2;-0;975;-0;1,068;-0;991;-128
Jan 3, 2017;1:00 PM;-;2,199;-0;1,258;-0;403;-585;1,232;-797;-;-;2;-0;830;-0;1,081;-0;989;-128
Jan 3, 2017;2:00 PM;-;1,967;-0;1,369;-0;776;-585;1,141;-814;-;-;2;-0;970;-0;876;-0;1,177;-131
Jan 3, 2017;3:00 PM;-;1,973;-0;1,368;-0;644;-585;1,258;-717;-;-;2;-0;1,049;-0;765;-0;1,276;-130
Jan 3, 2017;4:00 PM;-;1,485;-0;1,354;-0;793;-585;1,274;-639;-;-;2;-0;1,015;-0;460;-0;1,338;-124
Jan 3, 2017;5:00 PM;-;1,875;-0;1,059;-0;788;-585;1,183;-702;-;-;2;-0;952;-0;815;-0;1,207;-123
Jan 3, 2017;6:00 PM;-;1,974;-0;845;-0;777;-585;1,235;-667;-;-;2;-0;1,130;-0;947;-0;1,298;-124
Jan 3, 2017;7:00 PM;-;2,143;-0;1,013;-0;801;-585;1,269;-702;-;-;2;-0;1,216;-0;918;-0;1,346;-127
Jan 3, 2017;8:00 PM;-;1,996;-0;1,594;-0;796;-559;1,310;-723;-;-;1;-0;1,509;-0;707;-0;1,483;-130
Jan 3, 2017;9:00 PM;-;1,754;-0;1,624;-0;926;-33;1,177;-799;-;-;67;-0;1,748;-0;720;-0;1,138;-0
Jan 3, 2017;10:00 PM;-;1,740;-0;1,829;-0;795;-276;1,332;-754;-;-;65;-0;1,843;-0;541;-0;1,457;-105
Jan 3, 2017;11:00 PM;-;1,773;-0;1,576;-0;780;-341;1,471;-763;-;-;65;-0;2,166;-0;546;-0;1,467;-112
Jan 4, 2017;12:00 AM;-;1,635;-0;2,022;-0;592;-578;1,770;-501;-;-;65;-0;2,332;-0;376;-0;1,475;-127
Jan 4, 2017;1:00 AM;-;1,467;-0;2,349;-0;653;-559;1,685;-487;-;-;65;-0;2,523;-0;291;-0;1,435;-132
Jan 4, 2017;2:00 AM;-;1,186;-0;2,467;-0;720;-344;1,763;-439;-;-;65;-0;2,735;-0;0;-119;1,461;-133
Jan 4, 2017;3:00 AM;-;948;-0;2,801;-0;870;-406;1,769;-449;-;-;65;-0;2,914;-0;0;-698;1,378;-132
Jan 4, 2017;4:00 AM;-;1,316;-0;2,697;-0;667;-328;1,387;-535;-;-;65;-0;2,797;-0;0;-767;1,073;-121
Jan 4, 2017;5:00 AM;-;1,521;-0;2,226;-0;719;-185;1,437;-531;-;-;64;-0;2,568;-0;0;-387;1,105;-117
Jan 4, 2017;6:00 AM;-;1,183;-0;2,369;-0;743;-374;1,891;-446;-;-;65;-0;2,789;-0;2;-0;1,217;-136
Jan 4, 2017;7:00 AM;-;1,148;-0;1,768;-0;686;-504;1,959;-397;-;-;2;-0;2,362;-0;499;-0;1,221;-134
Jan 4, 2017;8:00 AM;-;1,801;-0;1,630;-0;649;-292;1,473;-503;-;-;2;-0;1,840;-0;618;-0;863;-107
Jan 4, 2017;9:00 AM;-;1,706;-0;1,433;-0;496;-577;1,477;-513;-;-;2;-0;1,795;-0;648;-0;968;-107
Jan 4, 2017;10:00 AM;-;1,821;-0;1,415;-0;487;-585;1,484;-501;-;-;2;-0;1,487;-0;647;-0;1,080;-114
Jan 4, 2017;11:00 AM;-;1,957;-0;1,271;-0;482;-585;1,455;-558;-;-;2;-0;1,382;-0;622;-0;1,080;-106
Jan 4, 2017;12:00 PM;-;2,040;-0;1,109;-0;487;-585;1,442;-574;-;-;2;-0;1,335;-0;566;-0;1,054;-119
Jan 4, 2017;1:00 PM;-;1,902;-0;1,279;-0;500;-585;1,362;-616;-;-;2;-0;1,352;-0;559;-0;969;-118
Jan 4, 2017;2:00 PM;-;1,949;-0;1,548;-0;566;-585;1,294;-593;-;-;0;-66;1,558;-0;378;-0;924;-102
Jan 4, 2017;3:00 PM;-;2,028;-0;1,621;-0;515;-585;1,212;-667;-;-;0;-105;1,545;-0;238;-0;841;-112
Jan 4, 2017;4:00 PM;-;1,778;-0;1,754;-0;458;-585;1,185;-616;-;-;0;-147;1,613;-0;78;-0;741;-115
Jan 4, 2017;5:00 PM;-;2,208;-0;1,393;-0;490;-585;954;-797;-;-;0;-265;847;-0;410;-0;515;-94
Jan 4, 2017;6:00 PM;-;2,333;-0;1,110;-0;343;-585;886;-925;-;-;0;-290;649;-0;913;-0;537;-87
Jan 4, 2017;7:00 PM;-;1,769;-0;1,076;-0;300;-583;872;-1,018;-;-;0;-301;655;-0;950;-0;517;-111
Jan 4, 2017;8:00 PM;-;2,178;-0;1,220;-0;305;-511;1,004;-1,009;-;-;0;-273;1,222;-0;731;-0;573;-117
Jan 4, 2017;9:00 PM;-;2,094;-0;1,713;-0;303;-583;971;-1,205;-;-;0;-273;1,581;-0;501;-0;531;-103
Jan 4, 2017;10:00 PM;-;2,052;-0;1,749;-0;386;-585;987;-1,259;-;-;0;-299;1,559;-0;450;-0;626;-70
Jan 4, 2017;11:00 PM;-;2,148;-0;2,415;-0;355;-585;844;-1,453;-;-;0;-316;1,935;-0;1,166;-0;554;-65
Jan 5, 2017;12:00 AM;-;2,008;-0;3,349;-0;294;-585;1,007;-1,155;-;-;0;-22;2,359;-0;1,719;-0;736;-76
Jan 5, 2017;1:00 AM;-;2,078;-0;3,523;-0;289;-585;944;-1,137;-;-;2;-0;2,459;-0;1,821;-0;668;-65
Jan 5, 2017;2:00 AM;-;1,219;-0;2,897;-0;213;-585;923;-1,074;-;-;0;-88;2,528;-0;113;-0;716;-69
Jan 5, 2017;3:00 AM;-;1,116;-0;3,012;-0;188;-585;881;-1,133;-;-;0;-135;2,596;-0;0;-77;687;-73
Jan 5, 2017;4:00 AM;-;1,569;-0;3,754;-0;70;-665;959;-1,166;-;-;0;-160;2,659;-0;1,208;-0;708;-88
Jan 5, 2017;5:00 AM;-;1,418;-0;3,966;-0;66;-634;985;-1,198;-;-;0;-194;2,645;-0;1,251;-0;822;-104
Jan 5, 2017;6:00 AM;-;1,495;-0;3,600;-0;62;-554;1,106;-964;-;-;0;-275;2,157;-0;1,570;-0;1,016;-97
Jan 5, 2017;7:00 AM;-;1,772;-0;2,337;-0;128;-693;935;-1,152;-;-;0;-377;1,232;-0;1,602;-0;894;-97
Jan 5, 2017;8:00 AM;-;2,103;-0;2,189;-0;135;-672;775;-1,336;-;-;0;-518;584;-0;1,539;-0;792;-109
Jan 5, 2017;9:00 AM;-;2,473;-0;1,878;-0;123;-506;807;-1,267;-;-;0;-551;740;-0;1,220;-0;733;-100
Jan 5, 2017;10:00 AM;-;2,484;-0;1,936;-0;116;-375;829;-1,245;-;-;0;-582;1,075;-0;1,052;-0;754;-109
Jan 5, 2017;11:00 AM;-;2,773;-0;1,782;-0;112;-505;894;-1,231;-;-;0;-608;974;-0;1,030;-0;817;-108
Jan 5, 2017;12:00 PM;-;2,410;-0;2,085;-0;118;-319;930;-1,045;-;-;0;-609;1,041;-0;991;-0;652;-0
Jan 5, 2017;1:00 PM;-;2,333;-0;2,104;-0;274;-101;868;-978;-;-;0;-609;982;-0;843;-0;544;-0
Jan 5, 2017;2:00 PM;-;2,159;-0;2,206;-0;120;-508;853;-983;-;-;0;-609;926;-0;703;-0;719;-50
Jan 5, 2017;3:00 PM;-;1,607;-0;2,089;-0;99;-271;845;-1,004;-;-;0;-319;714;-0;881;-0;742;-0
Jan 5, 2017;4:00 PM;-;1,400;-0;1,864;-0;450;-52;739;-1,120;-;-;42;-0;131;-0;817;-0;719;-13
Jan 5, 2017;5:00 PM;-;2,228;-0;991;-0;390;-19;398;-1,351;-;-;61;-0;0;-573;762;-0;395;-19
Jan 5, 2017;6:00 PM;-;2,210;-0;1,061;-0;28;-227;291;-1,448;-;-;0;-143;0;-685;1,634;-0;291;-0
Jan 5, 2017;7:00 PM;-;2,240;-0;1,451;-0;41;-611;438;-1,364;-;-;0;-554;0;-338;1,541;-0;484;-40
Jan 5, 2017;8:00 PM;-;2,347;-0;2,240;-0;43;-632;361;-1,544;-;-;0;-608;24;-82;2,001;-0;241;-44
Jan 5, 2017;9:00 PM;-;1,463;-0;2,490;-0;38;-624;497;-1,425;-;-;0;-482;979;-0;1,102;-0;255;-36
Jan 5, 2017;10:00 PM;-;1,601;-0;2,915;-0;10;-839;467;-1,539;-;-;0;-604;1,033;-0;1,827;-0;168;-29
Jan 5, 2017;11:00 PM;-;1,101;-0;2,374;-0;51;-541;502;-1,530;-;-;0;-608;1,299;-0;712;-0;162;-6
Jan 6, 2017;12:00 AM;-;1,486;-0;2,782;-0;0;-1,907;374;-1,735;-;-;0;-609;1,171;-0;1,708;-0;149;-18
Jan 6, 2017;1:00 AM;-;1,202;-0;2,947;-0;0;-1,959;418;-1,515;-;-;0;-594;1,145;-0;1,930;-0;270;-19
Jan 6, 2017;2:00 AM;-;824;-0;3,447;-0;0;-1,913;185;-1,468;-;-;0;-92;1,230;-0;2,002;-0;209;-13
Jan 6, 2017;3:00 AM;-;408;-0;3,503;-0;0;-1,892;177;-1,489;-;-;3;-0;1,452;-0;1,638;-0;206;-18
Jan 6, 2017;4:00 AM;-;628;-0;3,663;-0;0;-1,865;122;-1,533;-;-;3;-0;1,398;-0;1,774;-0;104;-23
Jan 6, 2017;5:00 AM;-;976;-0;3,835;-0;0;-1,667;263;-1,507;-;-;3;-0;1,543;-0;2,325;-0;184;-0
Jan 6, 2017;6:00 AM;-;1,499;-0;3,471;-0;0;-1,425;372;-1,218;-;-;0;-498;1,144;-0;2,573;-0;495;-8
Jan 6, 2017;7:00 AM;-;1,797;-0;2,471;-0;0;-780;137;-1,181;-;-;0;-568;738;-0;2,293;-0;306;-10
Jan 6, 2017;8:00 AM;-;2,206;-0;2,120;-0;0;-573;0;-1,464;-;-;0;-483;309;-0;2,312;-0;79;-58
Jan 6, 2017;9:00 AM;-;2,456;-0;2,320;-0;10;-623;109;-1,271;-;-;0;-604;257;-0;2,301;-0;75;-80
Jan 6, 2017;10:00 AM;-;2,413;-0;2,525;-0;40;-548;189;-1,129;-;-;0;-608;644;-0;2,122;-0;178;-43
Jan 6, 2017;11:00 AM;-;2,380;-0;2,642;-0;57;-563;224;-1,147;-;-;0;-594;1,113;-0;1,960;-0;224;-39
Jan 6, 2017;12:00 PM;-;2,538;-0;2,698;-0;66;-650;320;-1,105;-;-;0;-608;1,295;-0;2,023;-0;228;-40
Jan 6, 2017;1:00 PM;-;2,504;-0;3,050;-0;62;-659;373;-1,078;-;-;0;-608;1,557;-0;2,084;-0;270;-44
Jan 6, 2017;2:00 PM;-;2,463;-0;3,159;-0;66;-650;397;-1,007;-;-;0;-609;1,767;-0;1,927;-0;264;-47
Jan 6, 2017;3:00 PM;-;2,159;-0;3,131;-0;60;-643;399;-1,005;-;-;0;-609;1,566;-0;1,845;-0;265;-49
Jan 6, 2017;4:00 PM;-;2,198;-0;2,950;-0;70;-658;409;-1,054;-;-;0;-577;951;-0;1,644;-0;381;-54
Jan 6, 2017;5:00 PM;-;2,760;-0;2,395;-0;72;-660;302;-1,309;-;-;0;-608;8;-20;1,971;-0;272;-54
Jan 6, 2017;6:00 PM;-;2,249;-0;2,031;-0;59;-642;425;-1,352;-;-;0;-608;412;-0;1,736;-0;350;-50
Jan 6, 2017;7:00 PM;-;1,936;-0;2,094;-0;69;-651;617;-1,064;-;-;0;-609;939;-0;1,508;-0;517;-56
Jan 6, 2017;8:00 PM;-;1,190;-0;2,288;-0;361;-585;817;-903;-;-;0;-609;1,581;-0;827;-0;642;-58
Jan 6, 2017;9:00 PM;-;1,355;-0;2,393;-0;396;-585;728;-1,099;-;-;0;-532;1,547;-0;580;-0;519;-55
Jan 6, 2017;10:00 PM;-;1,533;-0;2,294;-0;391;-585;706;-1,320;-;-;0;-521;1,501;-0;671;-0;365;-57
Jan 6, 2017;11:00 PM;-;1,268;-0;2,238;-0;402;-585;708;-1,447;-;-;0;-460;1,840;-0;333;-0;475;-63
Jan 7, 2017;12:00 AM;-;2,512;-0;2,633;-0;500;-585;562;-1,640;-;-;0;-433;1,949;-0;1,556;-0;455;-67
Jan 7, 2017;1:00 AM;-;2,590;-0;2,637;-0;492;-585;455;-1,768;-;-;0;-362;1,851;-0;1,839;-0;425;-65
Jan 7, 2017;2:00 AM;-;2,451;-0;3,020;-0;496;-585;621;-1,539;-;-;0;-290;2,042;-0;1,667;-0;608;-61
Jan 7, 2017;3:00 AM;-;2,469;-0;3,433;-0;501;-585;771;-1,401;-;-;0;-238;2,444;-0;1,631;-0;738;-61
Jan 7, 2017;4:00 AM;-;2,555;-0;3,483;-0;591;-585;584;-1,267;-;-;0;-186;2,110;-0;1,542;-0;650;-76
Jan 7, 2017;5:00 AM;-;2,551;-0;3,387;-0;597;-585;674;-1,173;-;-;0;-128;2,158;-0;1,585;-0;725;-75
Jan 7, 2017;6:00 AM;-;2,207;-0;3,059;-0;599;-585;820;-967;-;-;0;-105;2,179;-0;1,267;-0;1,131;-78
Jan 7, 2017;7:00 AM;-;2,676;-0;3,113;-0;598;-585;943;-1,125;-;-;0;-105;2,246;-0;2,335;-0;1,088;-65
Jan 7, 2017;8:00 AM;-;2,803;-0;3,112;-0;595;-585;974;-1,088;-;-;0;-133;2,214;-0;2,473;-0;898;-73
Jan 7, 2017;9:00 AM;-;2,726;-0;2,704;-0;595;-585;830;-1,113;-;-;0;-203;1,832;-0;2,310;-0;709;-88
Jan 7, 2017;10:00 AM;-;2,980;-0;2,385;-0;604;-585;755;-1,137;-;-;0;-234;1,603;-0;2,069;-0;659;-91
Jan 7, 2017;11:00 AM;-;3,069;-0;2,436;-0;588;-585;665;-1,158;-;-;0;-288;1,445;-0;2,239;-0;586;-92
Jan 7, 2017;12:00 PM;-;2,988;-0;2,549;-0;589;-585;764;-1,139;-;-;0;-314;1,313;-0;2,362;-0;530;-84
Jan 7, 2017;1:00 PM;-;2,972;-0;2,619;-0;395;-585;811;-1,094;-;-;0;-329;1,469;-0;2,212;-0;603;-90
Jan 7, 2017;2:00 PM;-;2,992;-0;3,154;-0;390;-585;868;-1,032;-;-;0;-422;1,793;-0;2,512;-0;662;-67
Jan 7, 2017;3:00 PM;-;2,819;-0;3,421;-0;395;-585;974;-921;-;-;0;-488;1,776;-0;2,399;-0;811;-59
Jan 7, 2017;4:00 PM;-;2,348;-0;3,521;-0;390;-585;1,018;-853;-;-;0;-530;1,779;-0;1,958;-0;1,000;-53
Jan 7, 2017;5:00 PM;-;2,752;-0;2,573;-0;300;-585;775;-1,046;-;-;0;-582;472;-0;2,341;-0;748;-31
Jan 7, 2017;6:00 PM;-;2,906;-0;2,239;-0;295;-585;707;-1,121;-;-;0;-543;429;-0;2,409;-0;603;-13
Jan 7, 2017;7:00 PM;-;2,793;-0;2,301;-0;299;-585;837;-977;-;-;0;-509;899;-0;2,432;-0;709;-24
Jan 7, 2017;8:00 PM;-;2,874;-0;2,630;-0;336;-585;949;-904;-;-;0;-444;1,598;-0;2,596;-0;681;-32
Jan 7, 2017;9:00 PM;-;2,645;-0;2,958;-0;295;-585;846;-1,024;-;-;0;-499;1,980;-0;2,227;-0;565;-38
Jan 7, 2017;10:00 PM;-;2,636;-0;3,106;-0;299;-585;832;-1,213;-;-;0;-500;2,002;-0;2,407;-0;544;-38
Jan 7, 2017;11:00 PM;-;2,873;-0;2,934;-0;289;-585;793;-1,324;-;-;0;-461;2,036;-0;2,210;-0;588;-41
Jan 8, 2017;12:00 AM;-;2,945;-0;3,200;-0;292;-585;975;-1,059;-;-;0;-555;2,444;-0;1,781;-0;928;-42
Jan 8, 2017;1:00 AM;-;3,032;-0;3,336;-0;69;-656;1,065;-949;-;-;0;-577;2,791;-0;1,897;-0;1,041;-45
Jan 8, 2017;2:00 AM;-;2,760;-0;3,533;-0;78;-666;1,137;-892;-;-;0;-609;2,807;-0;1,856;-0;1,094;-45
Jan 8, 2017;3:00 AM;-;2,574;-0;4,170;-0;58;-768;1,112;-886;-;-;0;-609;3,156;-0;1,910;-0;1,054;-38
Jan 8, 2017;4:00 AM;-;2,054;-0;4,227;-0;32;-943;953;-773;-;-;0;-609;3,196;-0;1,453;-0;1,062;-45
Jan 8, 2017;5:00 AM;-;1,985;-0;4,150;-0;78;-671;884;-880;-;-;0;-609;3,186;-0;1,300;-0;1,035;-48
Jan 8, 2017;6:00 AM;-;2,012;-0;4,351;-0;76;-665;967;-822;-;-;0;-609;3,437;-0;1,272;-0;1,190;-45
Jan 8, 2017;7:00 AM;-;2,044;-0;4,186;-0;80;-666;1,178;-768;-;-;0;-609;3,433;-0;1,434;-0;1,136;-46
Jan 8, 2017;8:00 AM;-;1,755;-0;4,194;-0;72;-649;1,294;-567;-;-;0;-609;3,412;-0;1,472;-0;1,147;-47
Jan 8, 2017;9:00 AM;-;1,808;-0;3,472;-0;57;-656;1,137;-645;-;-;0;-609;2,164;-0;1,664;-0;923;-49
Jan 8, 2017;10:00 AM;-;1,326;-0;2,990;-0;3;-1,181;1,087;-692;-;-;0;-609;1,829;-0;1,942;-0;829;-55
Jan 8, 2017;11:00 AM;-;1,776;-0;2,699;-0;47;-651;869;-746;-;-;0;-609;1,274;-0;1,811;-0;655;-57
Jan 8, 2017;12:00 PM;-;1,849;-0;2,094;-0;50;-636;759;-837;-;-;0;-609;865;-0;1,487;-0;552;-52
Jan 8, 2017;1:00 PM;-;2,114;-0;2,425;-0;52;-643;816;-848;-;-;0;-609;1,146;-0;1,588;-0;572;-48
Jan 8, 2017;2:00 PM;-;2,082;-0;2,807;-0;49;-642;836;-859;-;-;0;-609;1,487;-0;1,690;-0;598;-46
Jan 8, 2017;3:00 PM;-;1,942;-0;3,098;-0;47;-634;894;-770;-;-;0;-609;1,578;-0;1,430;-0;684;-45
Jan 8, 2017;4:00 PM;-;1,395;-0;3,043;-0;43;-630;935;-643;-;-;0;-608;1,437;-0;668;-0;1,040;-51
Jan 8, 2017;5:00 PM;-;2,100;-0;2,458;-0;30;-618;667;-883;-;-;0;-608;476;-0;478;-0;838;-55
Jan 8, 2017;6:00 PM;-;2,166;-0;1,922;-0;24;-609;578;-900;-;-;0;-608;55;-0;1,371;-0;781;-57
Jan 8, 2017;7:00 PM;-;2,167;-0;1,872;-0;30;-598;630;-946;-;-;0;-608;303;-0;1,341;-0;798;-56
