Date;Time of day;Physical net export[MWh];Netherlands (export)[MWh];Netherlands (import)[MWh];Switzerland (export)[MWh];Switzerland (import)[MWh];Denmark (export)[MWh];Denmark (import)[MWh];Czech Republic (export)[MWh];Czech Republic (import)[MWh];Luxembourg (export)[MWh];Luxembourg (import)[MWh];Sweden (export)[MWh];Sweden (import)[MWh];Austria (export)[MWh];Austria (import)[MWh];France (export)[MWh];France (import)[MWh];Poland (export)[MWh];Poland (import)[MWh]
Jan 2, 2015;8:00 AM;-;1,991;-0;-;-;-;-;1,302;-608;-;-;-;-;3,131;-0;0;-1,667;-;-
Jan 2, 2015;9:00 AM;-;2,456;-0;-;-;-;-;1,439;-598;-;-;-;-;3,138;-0;0;-1,662;-;-
Jan 2, 2015;10:00 AM;-;2,548;-0;-;-;-;-;1,549;-602;-;-;-;-;3,057;-0;0;-1,502;-;-
Jan 2, 2015;11:00 AM;-;2,596;-0;-;-;-;-;1,582;-616;-;-;-;-;2,940;-0;0;-1,524;-;-
Jan 2, 2015;12:00 PM;-;2,470;-0;-;-;-;-;1,673;-614;-;-;-;-;2,907;-0;0;-1,425;-;-
Jan 2, 2015;1:00 PM;-;2,230;-0;-;-;-;-;1,725;-626;-;-;-;-;2,905;-0;0;-1,378;-;-
Jan 2, 2015;2:00 PM;-;2,196;-0;-;-;-;-;1,726;-627;-;-;-;-;2,937;-0;0;-1,382;-;-
Jan 2, 2015;3:00 PM;-;2,546;-0;-;-;-;-;1,686;-588;-;-;-;-;2,805;-0;0;-1,409;-;-
Jan 2, 2015;4:00 PM;-;2,513;-0;-;-;-;-;1,812;-572;-;-;-;-;2,516;-0;0;-1,641;-;-
Jan 2, 2015;5:00 PM;-;2,347;-0;-;-;-;-;1,562;-591;-;-;-;-;2,080;-0;0;-1,569;-;-
Jan 2, 2015;6:00 PM;-;2,110;-0;-;-;-;-;1,353;-668;-;-;-;-;2,112;-0;0;-1,299;-;-
Jan 2, 2015;7:00 PM;-;1,770;-0;-;-;-;-;1,267;-658;-;-;-;-;2,410;-0;0;-1,188;-;-
Jan 2, 2015;8:00 PM;-;1,163;-0;-;-;-;-;1,360;-690;-;-;-;-;2,911;-0;0;-1,568;-;-
Jan 2, 2015;9:00 PM;-;1,188;-0;-;-;-;-;1,227;-730;-;-;-;-;2,763;-0;0;-1,827;-;-
Jan 2, 2015;10:00 PM;-;1,273;-0;-;-;-;-;1,190;-789;-;-;-;-;2,805;-0;0;-1,754;-;-
Jan 2, 2015;11:00 PM;-;1,385;-0;-;-;-;-;1,138;-826;-;-;-;-;2,915;-0;0;-1,581;-;-
Jan 3, 2015;12:00 AM;-;1,444;-0;-;-;-;-;1,142;-777;-;-;-;-;2,939;-0;0;-1,287;-;-
Jan 3, 2015;1:00 AM;-;1,344;-0;-;-;-;-;1,466;-681;-;-;-;-;3,206;-0;0;-1,283;-;-
Jan 3, 2015;2:00 AM;-;1,041;-0;-;-;-;-;1,360;-628;-;-;-;-;3,335;-0;0;-1,304;-;-
Jan 3, 2015;3:00 AM;-;1,007;-0;-;-;-;-;1,171;-567;-;-;-;-;3,250;-0;0;-1,219;-;-
Jan 3, 2015;4:00 AM;-;1,089;-0;-;-;-;-;1,114;-549;-;-;-;-;3,193;-0;0;-1,414;-;-
Jan 3, 2015;5:00 AM;-;1,291;-0;-;-;-;-;949;-573;-;-;-;-;3,257;-0;0;-1,451;-;-
Jan 3, 2015;6:00 AM;-;1,226;-0;-;-;-;-;1,029;-635;-;-;-;-;3,295;-0;0;-1,391;-;-
Jan 3, 2015;7:00 AM;-;1,083;-0;-;-;-;-;1,100;-731;-;-;-;-;3,038;-0;0;-1,342;-;-
Jan 3, 2015;8:00 AM;-;1,451;-0;-;-;-;-;1,004;-770;-;-;-;-;2,968;-0;0;-1,590;-;-
Jan 3, 2015;9:00 AM;-;1,725;-0;-;-;-;-;1,148;-704;-;-;-;-;3,072;-0;0;-1,817;-;-
Jan 3, 2015;10:00 AM;-;2,257;-0;-;-;-;-;1,281;-681;-;-;-;-;2,914;-0;0;-1,780;-;-
Jan 3, 2015;11:00 AM;-;2,616;-0;-;-;-;-;1,266;-646;-;-;-;-;2,112;-0;0;-1,915;-;-
Jan 3, 2015;12:00 PM;-;2,709;-0;-;-;-;-;1,471;-587;-;-;-;-;2,117;-0;0;-1,909;-;-
Jan 3, 2015;1:00 PM;-;2,623;-0;-;-;-;-;1,459;-603;-;-;-;-;2,223;-0;0;-2,150;-;-
Jan 3, 2015;2:00 PM;-;2,499;-0;-;-;-;-;1,272;-599;-;-;-;-;2,090;-0;0;-2,253;-;-
Jan 3, 2015;3:00 PM;-;2,515;-0;-;-;-;-;1,276;-580;-;-;-;-;2,134;-0;0;-2,528;-;-
Jan 3, 2015;4:00 PM;-;2,531;-0;-;-;-;-;1,277;-642;-;-;-;-;1,807;-0;0;-2,702;-;-
Jan 3, 2015;5:00 PM;-;2,361;-0;-;-;-;-;939;-743;-;-;-;-;1,285;-0;0;-3,087;-;-
Jan 3, 2015;6:00 PM;-;2,198;-0;-;-;-;-;883;-767;-;-;-;-;1,195;-0;0;-2,898;-;-
Jan 3, 2015;7:00 PM;-;2,011;-0;-;-;-;-;827;-767;-;-;-;-;1,549;-0;0;-2,353;-;-
Jan 3, 2015;8:00 PM;-;2,078;-0;-;-;-;-;1,152;-625;-;-;-;-;2,043;-0;0;-2,252;-;-
Jan 3, 2015;9:00 PM;-;1,990;-0;-;-;-;-;1,226;-619;-;-;-;-;2,353;-0;0;-2,461;-;-
Jan 3, 2015;10:00 PM;-;2,033;-0;-;-;-;-;1,311;-645;-;-;-;-;2,169;-0;0;-2,244;-;-
Jan 3, 2015;11:00 PM;-;2,051;-0;-;-;-;-;1,302;-690;-;-;-;-;2,513;-0;0;-1,756;-;-
Jan 4, 2015;12:00 AM;-;1,844;-0;-;-;-;-;873;-642;-;-;-;-;2,642;-0;0;-1,413;1,386;-0
Jan 4, 2015;1:00 AM;-;2,085;-0;-;-;-;-;786;-640;-;-;-;-;2,603;-0;0;-1,150;1,366;-0
Jan 4, 2015;2:00 AM;-;2,220;-0;-;-;-;-;709;-637;-;-;-;-;2,480;-0;0;-1,249;1,284;-0
Jan 4, 2015;3:00 AM;-;2,627;-0;-;-;-;-;508;-583;-;-;-;-;2,354;-0;0;-1,097;1,213;-0
Jan 4, 2015;4:00 AM;-;2,584;-0;-;-;-;-;541;-575;-;-;-;-;2,472;-0;0;-1,082;1,240;-0
Jan 4, 2015;5:00 AM;-;2,501;-0;-;-;-;-;486;-590;-;-;-;-;2,388;-0;0;-1,119;1,216;-0
Jan 4, 2015;6:00 AM;-;2,594;-0;-;-;-;-;598;-578;-;-;-;-;2,346;-0;0;-1,134;1,279;-0
Jan 4, 2015;7:00 AM;-;2,807;-0;-;-;-;-;680;-613;-;-;-;-;2,333;-0;0;-1,307;1,223;-0
Jan 4, 2015;8:00 AM;-;2,657;-0;-;-;-;-;764;-603;-;-;-;-;2,415;-0;0;-1,474;1,260;-0
Jan 4, 2015;9:00 AM;-;2,443;-0;-;-;-;-;905;-584;-;-;-;-;2,579;-0;0;-1,423;1,317;-0
Jan 4, 2015;10:00 AM;-;2,468;-0;-;-;-;-;1,038;-573;-;-;-;-;2,478;-0;0;-1,407;1,425;-0
Jan 4, 2015;11:00 AM;-;2,732;-0;-;-;-;-;1,048;-563;-;-;-;-;2,353;-0;0;-1,413;1,371;-0
Jan 4, 2015;12:00 PM;-;2,544;-0;-;-;-;-;785;-580;-;-;-;-;2,109;-0;0;-1,274;1,265;-0
Jan 4, 2015;1:00 PM;-;2,761;-0;-;-;-;-;972;-561;-;-;-;-;2,160;-0;0;-1,542;1,262;-0
Jan 4, 2015;2:00 PM;-;2,801;-0;-;-;-;-;862;-529;-;-;-;-;2,272;-0;0;-1,849;1,232;-0
Jan 4, 2015;3:00 PM;-;2,697;-0;-;-;-;-;906;-506;-;-;-;-;2,346;-0;0;-1,892;1,237;-0
Jan 4, 2015;4:00 PM;-;2,394;-0;-;-;-;-;822;-498;-;-;-;-;2,083;-0;0;-2,114;1,138;-0
Jan 4, 2015;5:00 PM;-;2,309;-0;-;-;-;-;136;-727;-;-;-;-;1,305;-0;0;-2,194;892;-0
Jan 4, 2015;6:00 PM;-;2,373;-0;-;-;-;-;96;-785;-;-;-;-;1,016;-0;0;-1,679;863;-0
Jan 4, 2015;7:00 PM;-;2,680;-0;-;-;-;-;134;-807;-;-;-;-;1,014;-0;0;-1,417;926;-0
Jan 4, 2015;8:00 PM;-;2,414;-0;-;-;-;-;99;-815;-;-;-;-;1,335;-0;0;-1,359;784;-0
Jan 4, 2015;9:00 PM;-;2,241;-0;-;-;-;-;0;-1,074;-;-;-;-;1,469;-0;0;-1,448;691;-0
Jan 4, 2015;10:00 PM;-;2,319;-0;-;-;-;-;0;-1,035;-;-;-;-;1,468;-0;0;-1,306;815;-0
Jan 4, 2015;11:00 PM;-;2,478;-0;-;-;-;-;0;-1,123;-;-;-;-;1,277;-0;0;-924;861;-0
Jan 5, 2015;12:00 AM;-;3,205;-0;-;-;-;-;319;-828;-;-;250;-0;1,747;-0;0;-617;981;-0
Jan 5, 2015;1:00 AM;-;3,178;-0;-;-;-;-;312;-807;-;-;250;-0;2,007;-0;0;-676;1,005;-0
Jan 5, 2015;2:00 AM;-;3,354;-0;-;-;-;-;303;-808;-;-;225;-0;1,860;-0;0;-788;1,107;-0
Jan 5, 2015;3:00 AM;-;3,711;-0;-;-;-;-;14;-807;-;-;225;-0;1,904;-0;0;-986;936;-0
Jan 5, 2015;4:00 AM;-;3,821;-0;-;-;-;-;54;-828;-;-;201;-0;2,024;-0;0;-996;1,021;-0
Jan 5, 2015;5:00 AM;-;3,099;-0;-;-;-;-;413;-817;-;-;201;-0;2,250;-0;0;-699;1,312;-0
Jan 5, 2015;6:00 AM;-;2,979;-0;-;-;-;-;351;-793;-;-;225;-0;1,566;-0;0;-552;1,180;-0
Jan 5, 2015;7:00 AM;-;3,209;-0;-;-;-;-;477;-824;-;-;0;-39;1,600;-0;0;-447;1,067;-0
Jan 5, 2015;8:00 AM;-;2,969;-0;-;-;-;-;503;-912;-;-;0;-60;1,700;-0;0;-262;1,181;-0
Jan 5, 2015;9:00 AM;-;2,842;-0;-;-;-;-;218;-1,001;-;-;2;-0;1,426;-0;0;-180;913;-0
Jan 5, 2015;10:00 AM;-;2,970;-0;-;-;-;-;184;-1,016;-;-;2;-0;1,612;-0;0;-59;848;-0
Jan 5, 2015;11:00 AM;-;2,975;-0;-;-;-;-;126;-984;-;-;2;-0;1,790;-0;151;-0;691;-0
Jan 5, 2015;12:00 PM;-;2,821;-0;-;-;-;-;140;-833;-;-;2;-0;1,968;-0;160;-0;699;-0
Jan 5, 2015;1:00 PM;-;2,638;-0;-;-;-;-;151;-755;-;-;2;-0;2,021;-0;0;-53;848;-0
Jan 5, 2015;2:00 PM;-;2,789;-0;-;-;-;-;7;-867;-;-;2;-0;1,988;-0;0;-294;689;-0
Jan 5, 2015;3:00 PM;-;2,625;-0;-;-;-;-;18;-826;-;-;2;-0;1,992;-0;0;-609;832;-0
Jan 5, 2015;4:00 PM;-;2,612;-0;-;-;-;-;0;-1,310;-;-;2;-0;1,046;-0;0;-664;618;-0
Jan 5, 2015;5:00 PM;-;2,218;-0;-;-;-;-;0;-1,616;-;-;2;-0;607;-0;0;-1,261;429;-12
Jan 5, 2015;6:00 PM;-;2,301;-0;-;-;-;-;0;-1,756;-;-;2;-0;785;-0;0;-200;447;-0
Jan 5, 2015;7:00 PM;-;2,108;-0;-;-;-;-;0;-1,696;-;-;2;-0;910;-0;0;-24;409;-4
Jan 5, 2015;8:00 PM;-;2,175;-0;-;-;-;-;0;-1,660;-;-;2;-0;1,344;-0;0;-144;482;-0
Jan 5, 2015;9:00 PM;-;2,428;-0;-;-;-;-;0;-1,444;-;-;0;-362;1,597;-0;0;-224;551;-0
Jan 5, 2015;10:00 PM;-;2,591;-0;-;-;-;-;0;-1,409;-;-;0;-375;1,759;-0;0;-50;765;-0
Jan 5, 2015;11:00 PM;-;2,713;-0;-;-;-;-;0;-1,352;-;-;0;-37;1,811;-0;0;-14;857;-0
Jan 6, 2015;12:00 AM;-;2,907;-0;-;-;12;-709;0;-1,435;-;-;2;-0;1,649;-0;0;-164;668;-0
Jan 6, 2015;1:00 AM;-;2,958;-0;-;-;0;-1,177;0;-1,337;-;-;0;-315;1,772;-0;0;-237;804;-0
Jan 6, 2015;2:00 AM;-;2,952;-0;-;-;0;-1,232;0;-1,246;-;-;0;-327;1,723;-0;0;-81;756;-0
Jan 6, 2015;3:00 AM;-;2,866;-0;-;-;0;-1,131;0;-1,368;-;-;0;-364;1,670;-0;0;-296;702;-0
Jan 6, 2015;4:00 AM;-;2,805;-0;-;-;0;-1,095;0;-1,631;-;-;0;-364;1,619;-0;0;-288;600;-0
Jan 6, 2015;5:00 AM;-;2,777;-0;-;-;0;-819;0;-1,534;-;-;0;-31;1,853;-0;0;-133;537;-0
Jan 6, 2015;6:00 AM;-;2,660;-0;-;-;13;-728;0;-1,330;-;-;3;-0;1,842;-0;128;-0;553;-0
Jan 6, 2015;7:00 AM;-;2,986;-0;-;-;12;-901;0;-1,404;-;-;0;-436;1,487;-0;664;-0;419;-3
Jan 6, 2015;8:00 AM;-;3,097;-0;-;-;28;-897;0;-1,264;-;-;0;-585;1,465;-0;845;-0;452;-2
Jan 6, 2015;9:00 AM;-;3,179;-0;-;-;39;-626;0;-1,260;-;-;0;-574;1,458;-0;1,046;-0;268;-0
Jan 6, 2015;10:00 AM;-;3,538;-0;-;-;125;-296;0;-1,047;-;-;0;-556;1,864;-0;975;-0;405;-0
Jan 6, 2015;11:00 AM;-;3,741;-0;-;-;412;-296;0;-1,055;-;-;0;-390;1,896;-0;1,108;-0;402;-0
Jan 6, 2015;12:00 PM;-;3,347;-0;-;-;69;-290;0;-799;-;-;0;-34;2,015;-0;1,075;-0;611;-0
Jan 6, 2015;1:00 PM;-;3,443;-0;-;-;330;-283;0;-746;-;-;2;-0;2,076;-0;849;-0;620;-0
Jan 6, 2015;2:00 PM;-;3,346;-0;-;-;199;-301;3;-555;-;-;0;-205;2,082;-0;585;-0;745;-0
Jan 6, 2015;3:00 PM;-;3,396;-0;-;-;35;-528;93;-647;-;-;0;-499;1,990;-0;69;-0;780;-0
Jan 6, 2015;4:00 PM;-;3,363;-0;-;-;50;-301;349;-797;-;-;0;-559;1,680;-0;43;-0;931;-0
Jan 6, 2015;5:00 PM;-;3,538;-0;-;-;72;-463;125;-977;-;-;0;-608;946;-0;126;-0;767;-0
Jan 6, 2015;6:00 PM;-;3,189;-0;-;-;40;-565;78;-1,119;-;-;0;-609;735;-0;403;-0;669;-0
Jan 6, 2015;7:00 PM;-;2,784;-0;-;-;24;-728;253;-1,053;-;-;0;-609;1,681;-0;307;-0;909;-0
Jan 6, 2015;8:00 PM;-;2,771;-0;-;-;33;-681;597;-818;-;-;0;-534;2,230;-0;0;-145;1,178;-0
Jan 6, 2015;9:00 PM;-;2,379;-0;-;-;25;-678;535;-853;-;-;0;-74;2,289;-0;0;-357;1,205;-0
Jan 6, 2015;10:00 PM;-;2,659;-0;-;-;170;-272;521;-986;-;-;2;-0;2,123;-0;0;-256;1,209;-0
Jan 6, 2015;11:00 PM;-;2,812;-0;-;-;1,049;-0;468;-1,048;-;-;1;-0;2,402;-0;0;-365;1,221;-0
Jan 7, 2015;12:00 AM;-;2,831;-0;-;-;853;-0;337;-1,052;-;-;444;-0;2,447;-0;0;-96;968;-0
Jan 7, 2015;1:00 AM;-;2,720;-0;-;-;868;-0;450;-920;-;-;564;-0;2,708;-0;0;-43;1,047;-0
Jan 7, 2015;2:00 AM;-;2,868;-0;-;-;774;-0;282;-919;-;-;595;-0;2,679;-0;74;-0;950;-0
Jan 7, 2015;3:00 AM;-;2,839;-0;-;-;816;-0;200;-948;-;-;596;-0;2,616;-0;0;-73;1,016;-0
Jan 7, 2015;4:00 AM;-;2,844;-0;-;-;637;-30;274;-844;-;-;458;-0;2,279;-0;0;-422;1,019;-0
Jan 7, 2015;5:00 AM;-;2,497;-0;-;-;135;-317;646;-876;-;-;504;-0;2,588;-0;0;-380;1,321;-0
Jan 7, 2015;6:00 AM;-;2,514;-0;-;-;22;-726;802;-863;-;-;69;-0;2,355;-0;0;-426;1,233;-0
Jan 7, 2015;7:00 AM;-;2,713;-0;-;-;8;-1,284;667;-899;-;-;0;-471;1,625;-0;0;-132;969;-0
Jan 7, 2015;8:00 AM;-;2,707;-0;-;-;14;-1,296;742;-992;-;-;0;-607;1,416;-0;0;-92;920;-0
Jan 7, 2015;9:00 AM;-;2,995;-0;-;-;9;-1,318;588;-1,084;-;-;0;-608;1,173;-0;0;-83;773;-0
Jan 7, 2015;10:00 AM;-;3,258;-0;-;-;16;-1,334;507;-1,042;-;-;0;-608;1,302;-0;0;-252;781;-0
Jan 7, 2015;11:00 AM;-;3,110;-0;-;-;12;-1,470;674;-1,042;-;-;0;-597;1,383;-0;0;-383;783;-0
Jan 7, 2015;12:00 PM;-;3,031;-0;-;-;23;-1,337;843;-941;-;-;0;-554;1,418;-0;0;-431;922;-0
Jan 7, 2015;1:00 PM;-;2,937;-0;-;-;93;-992;1,040;-858;-;-;0;-608;1,713;-0;0;-487;1,092;-0
Jan 7, 2015;2:00 PM;-;2,726;-0;-;-;77;-934;1,102;-787;-;-;0;-608;1,887;-0;0;-633;1,152;-0
Jan 7, 2015;3:00 PM;-;2,141;-0;-;-;77;-555;973;-628;-;-;0;-608;1,852;-0;0;-1,150;1,181;-0
Jan 7, 2015;4:00 PM;-;2,052;-0;-;-;73;-784;1,011;-525;-;-;0;-608;1,827;-0;0;-1,320;1,499;-0
Jan 7, 2015;5:00 PM;-;2,242;-0;-;-;112;-592;1,004;-742;-;-;0;-521;1,503;-0;0;-1,193;1,387;-0
Jan 7, 2015;6:00 PM;-;2,005;-0;-;-;113;-671;984;-784;-;-;0;-607;1,669;-0;0;-579;1,456;-0
Jan 7, 2015;7:00 PM;-;1,691;-0;-;-;88;-650;1,075;-725;-;-;0;-446;1,887;-0;0;-488;1,779;-0
Jan 7, 2015;8:00 PM;-;2,473;-0;-;-;118;-214;1,150;-739;-;-;0;-224;2,642;-0;0;-834;1,808;-0
Jan 7, 2015;9:00 PM;-;2,247;-0;-;-;560;-186;1,167;-752;-;-;56;-0;2,671;-0;0;-1,172;1,700;-0
Jan 7, 2015;10:00 PM;-;1,825;-0;-;-;699;-164;1,145;-849;-;-;77;-0;2,680;-0;0;-1,280;1,737;-0
Jan 7, 2015;11:00 PM;-;1,995;-0;-;-;987;-0;1,162;-812;-;-;77;-0;2,841;-0;0;-1,177;1,789;-0
Jan 8, 2015;12:00 AM;-;1,623;-0;-;-;826;-2;1,211;-783;-;-;77;-0;3,042;-0;0;-1,317;1,904;-0
Jan 8, 2015;1:00 AM;-;1,513;-0;-;-;756;-33;1,076;-537;-;-;77;-0;3,252;-0;0;-1,316;1,765;-0
Jan 8, 2015;2:00 AM;-;1,617;-0;-;-;862;-170;1,081;-513;-;-;77;-0;3,591;-0;0;-1,346;1,754;-0
Jan 8, 2015;3:00 AM;-;1,548;-0;-;-;900;-180;1,035;-519;-;-;77;-0;3,516;-0;0;-1,815;1,740;-0
Jan 8, 2015;4:00 AM;-;1,706;-0;-;-;923;-28;1,084;-458;-;-;77;-0;3,545;-0;0;-1,987;1,770;-0
Jan 8, 2015;5:00 AM;-;1,179;-0;-;-;908;-33;1,231;-527;-;-;77;-0;3,439;-0;0;-1,860;1,788;-0
Jan 8, 2015;6:00 AM;-;1,079;-0;-;-;475;-194;1,433;-532;-;-;2;-0;3,095;-0;0;-1,711;1,740;-0
Jan 8, 2015;7:00 AM;-;1,205;-0;-;-;258;-892;1,424;-479;-;-;2;-0;2,542;-0;0;-1,789;1,699;-0
Jan 8, 2015;8:00 AM;-;1,161;-0;-;-;273;-918;1,379;-445;-;-;2;-0;2,568;-0;0;-1,750;1,624;-0
Jan 8, 2015;9:00 AM;-;1,569;-0;-;-;279;-901;1,410;-427;-;-;2;-0;2,761;-0;0;-1,880;1,605;-0
Jan 8, 2015;10:00 AM;-;1,888;-0;-;-;307;-837;1,431;-389;-;-;2;-0;2,694;-0;0;-2,210;1,541;-0
Jan 8, 2015;11:00 AM;-;2,189;-0;-;-;304;-927;1,224;-391;-;-;0;-107;2,282;-0;0;-2,314;1,445;-0
Jan 8, 2015;12:00 PM;-;2,220;-0;-;-;303;-972;1,350;-369;-;-;0;-170;2,427;-0;0;-2,381;1,573;-0
Jan 8, 2015;1:00 PM;-;2,338;-0;-;-;322;-891;1,252;-381;-;-;0;-255;2,527;-0;0;-2,403;1,505;-0
Jan 8, 2015;2:00 PM;-;2,271;-0;-;-;327;-892;1,290;-370;-;-;0;-416;2,648;-0;0;-2,264;1,553;-0
Jan 8, 2015;3:00 PM;-;2,214;-0;-;-;310;-921;1,235;-375;-;-;0;-561;2,226;-0;0;-2,554;1,568;-0
Jan 8, 2015;4:00 PM;-;2,101;-0;-;-;286;-909;1,425;-356;-;-;0;-552;2,511;-0;0;-2,446;1,723;-0
Jan 8, 2015;5:00 PM;-;2,171;-0;-;-;280;-908;1,440;-318;-;-;0;-503;2,381;-0;0;-2,183;1,754;-0
Jan 8, 2015;6:00 PM;-;2,288;-0;-;-;280;-901;1,467;-407;-;-;0;-353;2,081;-0;0;-1,597;1,740;-0
Jan 8, 2015;7:00 PM;-;1,950;-0;-;-;306;-824;1,495;-420;-;-;0;-183;2,196;-0;0;-1,477;1,645;-0
Jan 8, 2015;8:00 PM;-;1,762;-0;-;-;304;-625;1,676;-431;-;-;0;-5;2,584;-0;0;-1,757;1,698;-0
Jan 8, 2015;9:00 PM;-;1,752;-0;-;-;328;-183;1,311;-467;-;-;2;-0;2,451;-0;0;-1,999;1,603;-0
Jan 8, 2015;10:00 PM;-;1,352;-0;-;-;366;-181;1,288;-552;-;-;76;-0;2,505;-0;0;-1,777;1,614;-0
Jan 8, 2015;11:00 PM;-;1,463;-0;-;-;348;-181;1,325;-587;-;-;77;-0;2,924;-0;0;-1,590;1,804;-0
Jan 9, 2015;12:00 AM;-;2,407;-0;-;-;1,073;-82;1,658;-467;-;-;77;-0;3,062;-0;0;-2,434;1,899;-0
Jan 9, 2015;1:00 AM;-;2,274;-0;-;-;1,507;-0;1,566;-382;-;-;77;-0;3,140;-0;0;-2,355;1,794;-0
Jan 9, 2015;2:00 AM;-;2,279;-0;-;-;1,613;-0;1,464;-324;-;-;77;-0;3,091;-0;0;-2,420;1,615;-0
Jan 9, 2015;3:00 AM;-;2,450;-0;-;-;1,539;-0;1,371;-395;-;-;77;-0;2,993;-0;0;-2,522;1,582;-0
Jan 9, 2015;4:00 AM;-;2,508;-0;-;-;1,571;-0;1,377;-409;-;-;77;-0;2,981;-0;0;-2,467;1,569;-0
Jan 9, 2015;5:00 AM;-;2,268;-0;-;-;1,568;-0;1,479;-424;-;-;77;-0;2,976;-0;0;-2,232;1,790;-0
