,ypred_gpr,ypred_gpr_hiwind,ypred_gpr_lowwind,ypred_xgb_lowwind,ypred_xgb,ypred_xgb_hiwind
2019-01-02 15:00:00,0.7775311874923123,0.7862236851295994,0.7705948228886049,0.9517282247543335,0.9636372923851013,0.9517282247543335
2019-01-02 16:00:00,0.8708816995268888,0.8740137546941695,0.8696369807938469,0.9286482334136963,0.9362916946411133,0.9286482334136963
2019-01-02 17:00:00,0.9661037435966275,0.963954187093892,0.9695812767246144,1.240513801574707,1.2681584358215332,1.240513801574707
2019-01-02 18:00:00,0.9972307342096337,0.9897474993086003,1.0063978384992647,1.7138477563858032,1.5429050922393799,1.7138477563858032
2019-01-02 19:00:00,0.9829375386701432,0.9758439050128358,0.9913095421238955,1.1157358884811401,1.1183593273162842,1.1157358884811401
2019-01-02 20:00:00,0.9280403998570681,0.9235173477657076,0.9336059253091912,1.066165804862976,1.0301238298416138,1.066165804862976
2019-01-02 21:00:00,0.8688753369457691,0.866247786352822,0.8718113780919317,0.8875703811645508,0.9619998931884766,0.8875703811645508
2019-01-02 22:00:00,0.8817834207069823,0.877219813553832,0.8863534976339467,0.9016154408454895,1.0086584091186523,0.9016154408454895
2019-01-02 23:00:00,0.8204544455778845,0.8153427100604196,0.8253560376427591,0.9042237401008606,0.9117925763130188,0.9042237401008606
2019-01-03 00:00:00,0.8124194798509112,0.8058041475904426,0.8189717900948209,0.7033946514129639,0.6628455519676208,0.7033946514129639
2019-01-03 01:00:00,0.7970070521250754,0.7922830699312255,0.8016377557078191,0.8122069835662842,0.6683264970779419,0.8122069835662842
2019-01-03 02:00:00,0.7956296775898608,0.7916199431301425,0.7995222463518911,0.7688067555427551,0.5133181214332581,0.7688067555427551
2019-01-03 03:00:00,0.7805598321635331,0.7764048251899281,0.7846917824104783,0.6330813765525818,0.5447980761528015,0.6330813765525818
2019-01-03 04:00:00,0.7768497717911999,0.7739800629053311,0.7797265264300777,0.43253976106643677,0.5104944705963135,0.43253976106643677
2019-01-03 05:00:00,0.8149196720025376,0.8135863895681321,0.8164270391532407,0.6764496564865112,0.6231192350387573,0.6764496564865112
2019-01-03 06:00:00,0.9479569673769407,0.9518958391604493,0.9446903538803624,0.8672662377357483,0.8760654926300049,0.8672662377357483
2019-01-03 07:00:00,1.0713967906923711,1.0732613790058168,1.071070179035703,1.4195146560668945,1.3956782817840576,1.4195146560668945
2019-01-03 08:00:00,1.177941339291725,1.1771466068541607,1.180015700036499,1.6136878728866577,1.362457036972046,1.6136878728866577
2019-01-03 09:00:00,1.1711980322405655,1.1673573186209976,1.176179849374022,1.5228708982467651,1.3419368267059326,1.5228708982467651
2019-01-03 10:00:00,1.2081609993297984,1.2029719117477709,1.2140886791582497,1.3278433084487915,1.327524185180664,1.3278433084487915
2019-01-03 11:00:00,1.2556316256939195,1.250011590596854,1.2616868628016136,1.3916504383087158,1.4486525058746338,1.3916504383087158
2019-01-03 12:00:00,1.2432510179995402,1.2390497499927202,1.2477036707346494,1.4073424339294434,1.4278874397277832,1.4073424339294434
2019-01-03 13:00:00,1.2190165570373588,1.2154614889145217,1.2227358630601315,1.299417495727539,1.3079335689544678,1.299417495727539
2019-01-03 14:00:00,1.19644312165497,1.193365040230829,1.199658773426503,1.3874926567077637,1.3828141689300537,1.3874926567077637
2019-01-03 15:00:00,1.2072712996782151,1.2042366456607314,1.21044925704453,1.2905871868133545,1.2916982173919678,1.2905871868133545
2019-01-03 16:00:00,1.2552130705113949,1.250277535186686,1.2603468301057084,0.9800096750259399,0.98147052526474,0.9800096750259399
2019-01-03 17:00:00,1.3442534852561696,1.3379710286242346,1.3507026496161303,1.6576379537582397,1.6535227298736572,1.6576379537582397
2019-01-03 18:00:00,1.3501390375136915,1.3403095711928072,1.360233588386012,1.7369437217712402,1.742882251739502,1.7369437217712402
2019-01-03 19:00:00,1.2590487217081854,1.2508581991966514,1.2674905753285446,1.322024941444397,1.3712823390960693,1.322024941444397
2019-01-03 20:00:00,1.1699432904477538,1.1639707018802192,1.17616936435516,1.0662914514541626,1.0597009658813477,1.0662914514541626
2019-01-03 21:00:00,1.0709096893467076,1.0683831607032293,1.0735237169971537,1.0796289443969727,1.1208797693252563,1.0796289443969727
2019-01-03 22:00:00,1.0366651091456809,1.034413908292315,1.0389233679391636,1.1793957948684692,1.2038583755493164,1.1793957948684692
2019-01-03 23:00:00,0.9519780252442839,0.9502093892074589,0.9536959411906456,0.8913210034370422,0.9470527172088623,0.8913210034370422
2019-01-04 00:00:00,0.9279257674814994,0.9247403214106075,0.931089127069985,0.7266383767127991,0.8555505871772766,0.7266383767127991
2019-01-04 01:00:00,0.9001179398920864,0.8978335740725099,0.9023678798272154,0.8746117353439331,0.8996696472167969,0.8746117353439331
2019-01-04 02:00:00,0.882169654321077,0.880019166010741,0.884252580912225,0.8886979818344116,0.8265280723571777,0.8886979818344116
2019-01-04 03:00:00,0.857563210833451,0.8547004857581494,0.8603998432088478,0.7736155986785889,0.8261368870735168,0.7736155986785889
2019-01-04 04:00:00,0.8475389852147374,0.8455219698797927,0.8495480131925077,0.8666849136352539,0.7829321622848511,0.8666849136352539
2019-01-04 05:00:00,0.8545869618035842,0.853646993552584,0.8556881706565028,0.7691942453384399,0.7339834570884705,0.7691942453384399
2019-01-04 06:00:00,0.9215465696820211,0.9261110951946201,0.9177517304064947,0.7269368767738342,0.9222455620765686,0.7269368767738342
2019-01-04 07:00:00,1.0662321880318264,1.0721769006341875,1.0624045550464098,1.3600316047668457,1.3606749773025513,1.3600316047668457
2019-01-04 08:00:00,1.096188623592195,1.1002312281607565,1.0941561868763845,1.2061501741409302,1.1893255710601807,1.2061501741409302
2019-01-04 09:00:00,1.0814130499143373,1.0832054991423428,1.0817975214923257,1.4312353134155273,1.3658854961395264,1.4312353134155273
2019-01-04 10:00:00,1.0431497788248425,1.0448504613356024,1.0436397188131568,1.1275701522827148,1.1265259981155396,1.1275701522827148
2019-01-04 11:00:00,1.0444143944698268,1.0452605001827624,1.0457471608299915,1.130849003791809,1.1302541494369507,1.130849003791809
2019-01-04 12:00:00,1.0164502701366804,1.0184874571102653,1.0161953804770691,1.0546120405197144,1.064368486404419,1.0546120405197144
2019-01-04 13:00:00,0.9829713306457272,0.9863442281326549,0.9812971276624469,1.1806440353393555,1.1804943084716797,1.1806440353393555
2019-01-04 14:00:00,1.000471898574368,1.0046844184226495,0.9977852719031239,1.0783021450042725,1.0878764390945435,1.0783021450042725
2019-01-04 15:00:00,1.0133541553097607,1.0176908105737243,1.0104900666092522,1.0325326919555664,1.0334875583648682,1.0325326919555664
2019-01-04 16:00:00,1.0096845590452186,1.0119168687403393,1.009348444475507,1.2718374729156494,1.2712242603302002,1.2718374729156494
2019-01-04 17:00:00,1.0595681148846567,1.0568673678331224,1.063732592093955,1.1555370092391968,1.2258970737457275,1.1555370092391968
2019-01-04 18:00:00,1.0190837199925449,1.013433473582284,1.0270189025671081,1.0629456043243408,1.1941382884979248,1.0629456043243408
2019-01-04 19:00:00,0.9619417287580458,0.957715478121977,0.9681454554444545,1.1955630779266357,1.0202536582946777,1.1955630779266357
2019-01-04 20:00:00,0.9049540066863222,0.9043583586479614,0.9073292713004015,1.0501940250396729,1.052478313446045,1.0501940250396729
2019-01-04 21:00:00,0.8359719504294143,0.8340261186389055,0.8383786009741594,0.9338183403015137,0.9637513160705566,0.9338183403015137
2019-01-04 22:00:00,0.8107994983612345,0.8030424813790059,0.8185182631037856,1.0369960069656372,1.1305917501449585,1.0369960069656372
2019-01-04 23:00:00,0.7008593188157637,0.6877318779314483,0.7135153537217189,0.5768418312072754,0.5355805158615112,0.5768418312072754
2019-01-05 00:00:00,0.6462982368632075,0.6323142351460492,0.660371339615216,0.360628604888916,0.38425344228744507,0.360628604888916
2019-01-05 01:00:00,0.5933172031681232,0.5805481002466487,0.6060597383561455,0.42205989360809326,0.3435356616973877,0.42205989360809326
2019-01-05 02:00:00,0.5557257846545849,0.541926971792716,0.5695332411971703,0.35189536213874817,0.2680990695953369,0.35189536213874817
2019-01-05 03:00:00,0.527410952970931,0.5158882103018446,0.5394628924900977,0.005058705806732178,0.010647505521774292,0.005058705806732178
2019-01-05 04:00:00,0.5314344317908211,0.523045673483771,0.540325582085302,0.11239904165267944,0.15664106607437134,0.11239904165267944
2019-01-05 05:00:00,0.5767864279746803,0.573520137137731,0.5807641753858818,0.3558533191680908,0.25826990604400635,0.3558533191680908
2019-01-05 06:00:00,0.5917882135785175,0.604868448566575,0.5806839928864715,0.44712162017822266,0.32825684547424316,0.44712162017822266
2019-01-05 07:00:00,0.6852926998000517,0.7138668974883859,0.6609428510215598,0.7445311546325684,0.6450545191764832,0.7445311546325684
2019-01-05 08:00:00,0.7310786792197036,0.751495761184544,0.7141695639781331,0.8190613985061646,0.8308488726615906,0.8190613985061646
2019-01-05 09:00:00,0.801595584904524,0.8153384942992912,0.7912583361851507,0.9081275463104248,0.9421270489692688,0.9081275463104248
2019-01-05 10:00:00,0.872439949463757,0.8804920528106228,0.8672983633589519,0.9967650771141052,0.9961952567100525,0.9967650771141052
2019-01-05 11:00:00,0.9110142261684726,0.9138726003542943,0.9106378546124225,0.9600910544395447,1.0501585006713867,0.9600910544395447
2019-01-05 12:00:00,0.91512924755997,0.9165692219842192,0.9154203842495625,0.9737558364868164,1.0733487606048584,0.9737558364868164
2019-01-05 13:00:00,0.9059802901697389,0.9076584546482416,0.9058064825351893,0.973943829536438,1.0054166316986084,0.973943829536438
2019-01-05 14:00:00,0.8981812412642093,0.900737902331338,0.8969370347661374,1.1703262329101562,1.1043789386749268,1.1703262329101562
2019-01-05 15:00:00,0.9252396854623021,0.9271358905762157,0.9245376052012716,0.9501851797103882,1.0940814018249512,0.9501851797103882
2019-01-05 16:00:00,0.9535595512729221,0.952215167249979,0.9562458475171982,1.0083189010620117,1.1521930694580078,1.0083189010620117
2019-01-05 17:00:00,1.057280965282386,1.052380930035117,1.0631304394847605,1.2393559217453003,1.2081342935562134,1.2393559217453003
2019-01-05 18:00:00,1.0408762647265233,1.0319755208653536,1.051134912489839,1.3244259357452393,1.4703037738800049,1.3244259357452393
2019-01-05 19:00:00,1.0072630621245904,0.9995665273943812,1.0160688263224953,1.2292884588241577,1.1654140949249268,1.2292884588241577
2019-01-05 20:00:00,0.9378137435214278,0.9332146884008576,0.9434534709608956,1.0184941291809082,0.9814841747283936,1.0184941291809082
2019-01-05 21:00:00,0.8732530773589656,0.8706459130208853,0.8761891509459311,0.8624112606048584,0.930288553237915,0.8624112606048584
2019-01-05 22:00:00,0.866531636331303,0.8616388339454644,0.8714281091890308,0.771318256855011,0.972200870513916,0.771318256855011
2019-01-05 23:00:00,0.7999786429103692,0.7939182315820204,0.8057811915870103,0.9200752973556519,0.8557091951370239,0.9200752973556519
2019-01-06 00:00:00,0.783915403367133,0.7766013291264955,0.7911604836589574,0.6032460331916809,0.5909700393676758,0.6032460331916809
2019-01-06 01:00:00,0.7753276699722228,0.7703121930684792,0.7802494117072021,0.8909822702407837,0.6708988547325134,0.8909822702407837
2019-01-06 02:00:00,0.7808649495579332,0.7768094077863372,0.7848129942374784,0.9556070566177368,0.8680702447891235,0.9556070566177368
2019-01-06 03:00:00,0.7626030816494644,0.7586468084741516,0.7665456082374368,0.8398802280426025,0.8181862235069275,0.8398802280426025
2019-01-06 04:00:00,0.7553337365758926,0.7527110751106297,0.7579739945514375,0.8999326229095459,0.9008972644805908,0.8999326229095459
2019-01-06 05:00:00,0.7735085906838309,0.7717503385197999,0.775388118646467,0.8597071766853333,0.8085265159606934,0.8597071766853333
2019-01-06 06:00:00,0.7736621306172753,0.7733510874291569,0.7743289723581385,0.7141237258911133,0.8421735763549805,0.7141237258911133
2019-01-06 07:00:00,0.8559421049932665,0.8528525015044272,0.8596087182822858,0.9185236692428589,1.3422503471374512,0.9185236692428589
2019-01-06 08:00:00,0.9213462679808944,0.9177087189315646,0.9254313409098462,1.020401954650879,1.0241005420684814,1.020401954650879
2019-01-06 09:00:00,0.9902259475659423,0.9853941149729137,0.9953835513280556,1.026092290878296,1.0263893604278564,1.026092290878296
2019-01-06 10:00:00,1.0381209954210704,1.0333770357479308,1.0431072716470118,0.953490138053894,0.9342237114906311,0.953490138053894
2019-01-06 11:00:00,1.1084061021425446,1.1037508595017123,1.1132332226864325,1.2545037269592285,1.1631052494049072,1.2545037269592285
2019-01-06 12:00:00,1.1142659697655057,1.1106974405753707,1.1179689356942852,1.1676441431045532,1.2131035327911377,1.1676441431045532
2019-01-06 13:00:00,1.0717616747156686,1.0685542166981001,1.0751114442463034,1.3239445686340332,1.1554697751998901,1.3239445686340332
2019-01-06 14:00:00,1.05174921334747,1.0490425693445333,1.0545998642090944,1.2741897106170654,1.0735082626342773,1.2741897106170654
2019-01-06 15:00:00,1.088130756368768,1.085411593199046,1.091004747797531,1.1847167015075684,1.1107995510101318,1.1847167015075684
2019-01-06 16:00:00,1.1195410421778407,1.115146363993028,1.1241406497102107,1.4851715564727783,1.4870564937591553,1.4851715564727783
2019-01-06 17:00:00,1.2539630945807172,1.2483783019631312,1.259719050556642,1.331054925918579,1.328441858291626,1.331054925918579
2019-01-06 18:00:00,1.2729791729479367,1.2637234454048705,1.2825196666525955,1.351414680480957,1.4787884950637817,1.351414680480957
2019-01-06 19:00:00,1.2017061112354859,1.1936458512794486,1.2100576541001147,1.375783920288086,1.2366271018981934,1.375783920288086
2019-01-06 20:00:00,1.0917812135298923,1.0861021150156753,1.097738983279862,1.1349289417266846,1.1223485469818115,1.1349289417266846
2019-01-06 21:00:00,0.9921818796244085,0.9896880159767534,0.9947875619373312,0.8701963424682617,0.9319949746131897,0.8701963424682617
2019-01-06 22:00:00,0.9718246847922505,0.9690636052169662,0.9745957479957851,1.1163465976715088,1.1525542736053467,1.1163465976715088
2019-01-06 23:00:00,0.9165077695160118,0.9138727972785172,0.919051515972,1.057358741760254,0.9277725219726562,1.057358741760254
2019-01-07 00:00:00,0.9034963328317316,0.8991094315479407,0.9078462533523876,0.8661831021308899,0.8783448338508606,0.8661831021308899
2019-01-07 01:00:00,0.8929710124375724,0.8902768656594893,0.895617645369122,0.9039053916931152,0.9129601120948792,0.9039053916931152
2019-01-07 02:00:00,0.8875315957524192,0.8854170660032117,0.8895775089793474,0.8738454580307007,0.8315128087997437,0.8738454580307007
2019-01-07 03:00:00,0.8693706236333989,0.866975461071205,0.8717475146878823,0.835587203502655,0.8209256529808044,0.835587203502655
2019-01-07 04:00:00,0.8860624010316377,0.8847718227721558,0.887353634261667,0.7998784780502319,0.821216344833374,0.7998784780502319
2019-01-07 05:00:00,0.9247930139571705,0.9242415449437099,0.92543829342085,0.9115692377090454,0.8067330121994019,0.9115692377090454
2019-01-07 06:00:00,1.0708068313568135,1.072745731066942,1.0691858855830514,0.9433837532997131,0.9430755972862244,0.9433837532997131
2019-01-07 07:00:00,1.337495084326672,1.3347617954018098,1.340722544285754,1.400566816329956,1.297844409942627,1.400566816329956
2019-01-07 08:00:00,1.412777079190051,1.4087247516692534,1.4171694224899576,2.1612164974212646,2.21872878074646,2.1612164974212646
2019-01-07 09:00:00,1.39469639862391,1.389362537162424,1.4003170297617533,1.9547191858291626,1.639215111732483,1.9547191858291626
2019-01-07 10:00:00,1.3824169920043654,1.3769629396625775,1.388146329983295,1.8491055965423584,1.8509743213653564,1.8491055965423584
2019-01-07 11:00:00,1.3673547105494528,1.3615356420824356,1.3735221792820562,1.795556664466858,1.797005534172058,1.795556664466858
2019-01-07 12:00:00,1.2933295586361082,1.2885038679144423,1.2985752096691454,1.5521020889282227,1.5455092191696167,1.5521020889282227
2019-01-07 13:00:00,1.2665938065734517,1.2620387826855133,1.2716303586798126,1.4929581880569458,1.4929581880569458,1.4929581880569458
2019-01-07 14:00:00,1.2707268853976181,1.2665427444396653,1.2754615353535832,1.5331354141235352,1.5442484617233276,1.5331354141235352
2019-01-07 15:00:00,1.2108516883302216,1.2081363620301813,1.2143101905939808,1.4204765558242798,1.4224214553833008,1.4204765558242798
2019-01-07 16:00:00,1.1581081809773546,1.154348548887551,1.1630834384677597,1.387606143951416,1.3835296630859375,1.387606143951416
2019-01-07 17:00:00,1.199847430847993,1.1931138236306191,1.207708312820801,1.3697130680084229,1.3703891038894653,1.3697130680084229
2019-01-07 18:00:00,1.1110543262345347,1.103079326269604,1.1212997944048673,1.3629536628723145,0.8149772882461548,1.3629536628723145
2019-01-07 19:00:00,0.9795617508635471,0.9774947852924003,0.9839689394876995,1.0653629302978516,1.082015037536621,1.0653629302978516
2019-01-07 20:00:00,0.852104850947334,0.8582985353764682,0.8481234420591164,0.7917269468307495,0.797164797782898,0.7917269468307495
2019-01-07 21:00:00,0.7645570968708412,0.7637560346451392,0.7657672016840184,0.3730127215385437,0.7732185125350952,0.3730127215385437
2019-01-07 22:00:00,0.6995622135080153,0.6885532213321012,0.7107292453384183,0.5485761165618896,0.48976433277130127,0.5485761165618896
2019-01-07 23:00:00,0.5840631662903758,0.5652533411495894,0.602950226527185,0.2837337255477905,0.38238731026649475,0.2837337255477905
2019-01-08 00:00:00,0.5440659608086128,0.5269768608124364,0.5619805220033205,0.31419312953948975,-0.08633118867874146,0.31419312953948975
2019-01-08 01:00:00,0.49458531586083865,0.47865992284541214,0.5111728120252954,0.344546914100647,-0.09992969036102295,0.344546914100647
2019-01-08 02:00:00,0.44645568742021824,0.4295419225878826,0.464198095348916,0.025957942008972168,-0.09967637062072754,0.025957942008972168
2019-01-08 03:00:00,0.44564978999983557,0.43310634633499967,0.4595269169607531,0.28488218784332275,-0.10184991359710693,0.28488218784332275
2019-01-08 04:00:00,0.47044999995409964,0.46156208924297937,0.4803876325209656,0.2079092562198639,-0.13150709867477417,0.2079092562198639
2019-01-08 05:00:00,0.5486087652346568,0.5459738250675787,0.5522515779238943,0.4335028827190399,0.3642169237136841,0.4335028827190399
2019-01-08 06:00:00,0.6627058930678942,0.6818922868748815,0.6451410698647692,0.24350550770759583,0.6661893129348755,0.24350550770759583
2019-01-08 07:00:00,0.8503460827875572,0.8953311331549869,0.8087540704632372,0.8076004981994629,1.2018566131591797,0.8076004981994629
2019-01-08 08:00:00,0.8641690903916792,0.9015516030683677,0.8295005794174511,1.2150373458862305,1.2222338914871216,1.2150373458862305
2019-01-08 09:00:00,0.8362508255679751,0.8713842341414506,0.8041215852249621,0.5905830264091492,0.5633304715156555,0.5905830264091492
2019-01-08 10:00:00,0.8238742384065414,0.8547263118592529,0.79595491089985,0.47229719161987305,0.7897268533706665,0.47229719161987305
2019-01-08 11:00:00,0.798037904661062,0.8232039463716085,0.7760690237666766,0.5137776732444763,0.833253026008606,0.5137776732444763
2019-01-08 12:00:00,0.775112524818357,0.7962841596508712,0.756154830083884,0.5060147047042847,0.5814002752304077,0.5060147047042847
2019-01-08 13:00:00,0.7661924241252309,0.7885658014370498,0.7457929563076449,0.4702420234680176,0.8848870992660522,0.4702420234680176
2019-01-08 14:00:00,0.7787574846473025,0.8028951082829523,0.7560482576106721,0.5084146857261658,0.8298502564430237,0.5084146857261658
2019-01-08 15:00:00,0.8091853815556886,0.8318848785338332,0.7877217341999896,0.5763575434684753,0.7943642139434814,0.5763575434684753
2019-01-08 16:00:00,0.8213660417953631,0.8426635582206241,0.8019498545618308,0.5496158599853516,0.8950444459915161,0.5496158599853516
2019-01-08 17:00:00,0.8817847397404475,0.8924698682754244,0.8724975510765761,1.0585274696350098,1.0593016147613525,1.0585274696350098
2019-01-08 18:00:00,0.865230285007659,0.876548278811683,0.8567021832388972,0.8674724102020264,0.8384726047515869,0.8674724102020264
2019-01-08 19:00:00,0.8300687493871028,0.8401086165034048,0.8224909791294728,0.7582880854606628,0.9132585525512695,0.7582880854606628
2019-01-08 20:00:00,0.7665286067731136,0.7795906552805456,0.7555734153314634,0.5897583365440369,0.681979238986969,0.5897583365440369
2019-01-08 21:00:00,0.7097378591574002,0.709609561597748,0.7103026954103935,0.4828930199146271,0.3563477098941803,0.4828930199146271
2019-01-08 22:00:00,0.6751233694464264,0.6634024658343463,0.6871742143522507,0.5139108300209045,0.3944787383079529,0.5139108300209045
2019-01-08 23:00:00,0.5581756936730277,0.5386988313990126,0.5779400701673627,-0.2445712685585022,-0.09064298868179321,-0.2445712685585022
2019-01-09 00:00:00,0.5512290823779008,0.534107129978771,0.5692106229009584,0.30182746052742004,-0.09504640102386475,0.30182746052742004
2019-01-09 01:00:00,0.5141144401709086,0.4984979977675017,0.5302516777916879,0.2991035580635071,-0.10204917192459106,0.2991035580635071
2019-01-09 02:00:00,0.4809053912767025,0.464593396496925,0.4977709028334911,0.29230552911758423,-0.15229719877243042,0.29230552911758423
2019-01-09 03:00:00,0.4798094201390344,0.46749380667390383,0.493116880633785,0.32395848631858826,-0.22723275423049927,0.32395848631858826
2019-01-09 04:00:00,0.5133692644319189,0.5047351489371376,0.5227305816673652,0.3040897250175476,0.29938119649887085,0.3040897250175476
2019-01-09 05:00:00,0.6135520293320618,0.6110296420951344,0.616746745639151,0.30562832951545715,0.2646520137786865,0.30562832951545715
2019-01-09 06:00:00,0.7585808129088273,0.7745559476994275,0.7440450052477707,0.6411435008049011,0.7030450105667114,0.6411435008049011
2019-01-09 07:00:00,0.9556637539910356,0.9887519338673045,0.9262613297222341,1.2185149192810059,1.0960701704025269,1.2185149192810059
2019-01-09 08:00:00,0.9947022995362275,1.0195417446910398,0.9729912494779169,1.3116631507873535,1.0585955381393433,1.3116631507873535
2019-01-09 09:00:00,0.9768247093046971,0.9967400323280374,0.9603470808972134,1.1862107515335083,1.1669327020645142,1.1862107515335083
2019-01-09 10:00:00,0.9668425624613273,0.9828782497753441,0.9540449970698102,1.2258813381195068,1.173799991607666,1.2258813381195068
2019-01-09 11:00:00,0.966681862159075,0.978659393630706,0.9577931825780222,1.203265905380249,1.204087495803833,1.203265905380249
2019-01-09 12:00:00,0.9519702358022832,0.9616444578807831,0.9445125432819553,1.1492910385131836,1.149327039718628,1.1492910385131836
2019-01-09 13:00:00,0.937660943119316,0.9479073473637442,0.9294200728116884,1.158451795578003,1.1465375423431396,1.158451795578003
2019-01-09 14:00:00,0.9268133225198452,0.9385541421279353,0.91684119928257,1.1966458559036255,1.2119033336639404,1.1966458559036255
2019-01-09 15:00:00,0.9505422105391026,0.9614606679246265,0.9412965767274409,1.226618766784668,1.2255606651306152,1.226618766784668
