Total[MWh],Residual load[MWh],Datetime,Weekday,Weekclass,Year,Month,Hour,Grouped_daytype
45707.0,0.0,2016-08-03 05:00:00,Wed,3.0,2016,08,05,Tuesday-Thursday
52111.0,0.0,2016-08-03 06:00:00,Wed,3.0,2016,08,06,Tuesday-Thursday
58214.0,0.0,2016-08-03 07:00:00,Wed,3.0,2016,08,07,Tuesday-Thursday
61967.0,0.0,2016-08-03 08:00:00,Wed,3.0,2016,08,08,Tuesday-Thursday
63543.0,0.0,2016-08-03 09:00:00,Wed,3.0,2016,08,09,Tuesday-Thursday
65636.0,0.0,2016-08-03 10:00:00,Wed,3.0,2016,08,10,Tuesday-Thursday
67302.0,0.0,2016-08-03 11:00:00,Wed,3.0,2016,08,11,Tuesday-Thursday
67172.0,0.0,2016-08-03 12:00:00,Wed,3.0,2016,08,12,Tuesday-Thursday
66641.0,0.0,2016-08-03 13:00:00,Wed,3.0,2016,08,13,Tuesday-Thursday
65418.0,0.0,2016-08-03 14:00:00,Wed,3.0,2016,08,14,Tuesday-Thursday
63719.0,0.0,2016-08-03 15:00:00,Wed,3.0,2016,08,15,Tuesday-Thursday
62548.0,0.0,2016-08-03 16:00:00,Wed,3.0,2016,08,16,Tuesday-Thursday
61848.0,0.0,2016-08-03 17:00:00,Wed,3.0,2016,08,17,Tuesday-Thursday
61129.0,0.0,2016-08-03 18:00:00,Wed,3.0,2016,08,18,Tuesday-Thursday
60044.0,0.0,2016-08-03 19:00:00,Wed,3.0,2016,08,19,Tuesday-Thursday
57495.0,0.0,2016-08-03 20:00:00,Wed,3.0,2016,08,20,Tuesday-Thursday
56021.0,0.0,2016-08-03 21:00:00,Wed,3.0,2016,08,21,Tuesday-Thursday
52358.0,0.0,2016-08-03 22:00:00,Wed,3.0,2016,08,22,Tuesday-Thursday
48276.0,0.0,2016-08-03 23:00:00,Wed,3.0,2016,08,23,Tuesday-Thursday
45058.0,0.0,2016-08-04 00:00:00,Thu,4.0,2016,08,00,Tuesday-Thursday
43306.0,0.0,2016-08-04 01:00:00,Thu,4.0,2016,08,01,Tuesday-Thursday
42346.0,0.0,2016-08-04 02:00:00,Thu,4.0,2016,08,02,Tuesday-Thursday
42605.0,0.0,2016-08-04 03:00:00,Thu,4.0,2016,08,03,Tuesday-Thursday
43446.0,0.0,2016-08-04 04:00:00,Thu,4.0,2016,08,04,Tuesday-Thursday
46107.0,0.0,2016-08-04 05:00:00,Thu,4.0,2016,08,05,Tuesday-Thursday
52500.0,0.0,2016-08-04 06:00:00,Thu,4.0,2016,08,06,Tuesday-Thursday
58630.0,0.0,2016-08-04 07:00:00,Thu,4.0,2016,08,07,Tuesday-Thursday
62216.0,0.0,2016-08-04 08:00:00,Thu,4.0,2016,08,08,Tuesday-Thursday
63631.0,0.0,2016-08-04 09:00:00,Thu,4.0,2016,08,09,Tuesday-Thursday
65683.0,0.0,2016-08-04 10:00:00,Thu,4.0,2016,08,10,Tuesday-Thursday
67786.0,0.0,2016-08-04 11:00:00,Thu,4.0,2016,08,11,Tuesday-Thursday
67268.0,0.0,2016-08-04 12:00:00,Thu,4.0,2016,08,12,Tuesday-Thursday
66173.0,0.0,2016-08-04 13:00:00,Thu,4.0,2016,08,13,Tuesday-Thursday
64699.0,0.0,2016-08-04 14:00:00,Thu,4.0,2016,08,14,Tuesday-Thursday
63806.0,0.0,2016-08-04 15:00:00,Thu,4.0,2016,08,15,Tuesday-Thursday
61945.0,0.0,2016-08-04 16:00:00,Thu,4.0,2016,08,16,Tuesday-Thursday
61288.0,0.0,2016-08-04 17:00:00,Thu,4.0,2016,08,17,Tuesday-Thursday
60108.0,0.0,2016-08-04 18:00:00,Thu,4.0,2016,08,18,Tuesday-Thursday
59012.0,0.0,2016-08-04 19:00:00,Thu,4.0,2016,08,19,Tuesday-Thursday
56672.0,0.0,2016-08-04 20:00:00,Thu,4.0,2016,08,20,Tuesday-Thursday
54863.0,0.0,2016-08-04 21:00:00,Thu,4.0,2016,08,21,Tuesday-Thursday
51484.0,0.0,2016-08-04 22:00:00,Thu,4.0,2016,08,22,Tuesday-Thursday
47612.0,0.0,2016-08-04 23:00:00,Thu,4.0,2016,08,23,Tuesday-Thursday
44812.0,0.0,2016-08-05 00:00:00,Fri,5.0,2016,08,00,Friday
42778.0,0.0,2016-08-05 01:00:00,Fri,5.0,2016,08,01,Friday
41730.0,0.0,2016-08-05 02:00:00,Fri,5.0,2016,08,02,Friday
41692.0,0.0,2016-08-05 03:00:00,Fri,5.0,2016,08,03,Friday
42648.0,0.0,2016-08-05 04:00:00,Fri,5.0,2016,08,04,Friday
45512.0,0.0,2016-08-05 05:00:00,Fri,5.0,2016,08,05,Friday
51828.0,0.0,2016-08-05 06:00:00,Fri,5.0,2016,08,06,Friday
57825.0,0.0,2016-08-05 07:00:00,Fri,5.0,2016,08,07,Friday
61274.0,0.0,2016-08-05 08:00:00,Fri,5.0,2016,08,08,Friday
62600.0,0.0,2016-08-05 09:00:00,Fri,5.0,2016,08,09,Friday
63869.0,0.0,2016-08-05 10:00:00,Fri,5.0,2016,08,10,Friday
65200.0,0.0,2016-08-05 11:00:00,Fri,5.0,2016,08,11,Friday
64141.0,0.0,2016-08-05 12:00:00,Fri,5.0,2016,08,12,Friday
62417.0,0.0,2016-08-05 13:00:00,Fri,5.0,2016,08,13,Friday
60749.0,0.0,2016-08-05 14:00:00,Fri,5.0,2016,08,14,Friday
59388.0,0.0,2016-08-05 15:00:00,Fri,5.0,2016,08,15,Friday
58822.0,0.0,2016-08-05 16:00:00,Fri,5.0,2016,08,16,Friday
58644.0,0.0,2016-08-05 17:00:00,Fri,5.0,2016,08,17,Friday
57803.0,0.0,2016-08-05 18:00:00,Fri,5.0,2016,08,18,Friday
56314.0,0.0,2016-08-05 19:00:00,Fri,5.0,2016,08,19,Friday
53397.0,0.0,2016-08-05 20:00:00,Fri,5.0,2016,08,20,Friday
52020.0,0.0,2016-08-05 21:00:00,Fri,5.0,2016,08,21,Friday
48969.0,0.0,2016-08-05 22:00:00,Fri,5.0,2016,08,22,Friday
45181.0,0.0,2016-08-05 23:00:00,Fri,5.0,2016,08,23,Friday
42114.0,0.0,2016-08-06 00:00:00,Sat,6.0,2016,08,00,Saturday
40366.0,0.0,2016-08-06 01:00:00,Sat,6.0,2016,08,01,Saturday
39041.0,0.0,2016-08-06 02:00:00,Sat,6.0,2016,08,02,Saturday
38478.0,0.0,2016-08-06 03:00:00,Sat,6.0,2016,08,03,Saturday
38614.0,0.0,2016-08-06 04:00:00,Sat,6.0,2016,08,04,Saturday
39041.0,0.0,2016-08-06 05:00:00,Sat,6.0,2016,08,05,Saturday
40545.0,0.0,2016-08-06 06:00:00,Sat,6.0,2016,08,06,Saturday
44099.0,0.0,2016-08-06 07:00:00,Sat,6.0,2016,08,07,Saturday
47970.0,0.0,2016-08-06 08:00:00,Sat,6.0,2016,08,08,Saturday
51015.0,0.0,2016-08-06 09:00:00,Sat,6.0,2016,08,09,Saturday
52907.0,0.0,2016-08-06 10:00:00,Sat,6.0,2016,08,10,Saturday
53890.0,0.0,2016-08-06 11:00:00,Sat,6.0,2016,08,11,Saturday
52873.0,0.0,2016-08-06 12:00:00,Sat,6.0,2016,08,12,Saturday
51074.0,0.0,2016-08-06 13:00:00,Sat,6.0,2016,08,13,Saturday
48919.0,0.0,2016-08-06 14:00:00,Sat,6.0,2016,08,14,Saturday
48491.0,0.0,2016-08-06 15:00:00,Sat,6.0,2016,08,15,Saturday
48056.0,0.0,2016-08-06 16:00:00,Sat,6.0,2016,08,16,Saturday
48632.0,0.0,2016-08-06 17:00:00,Sat,6.0,2016,08,17,Saturday
48410.0,0.0,2016-08-06 18:00:00,Sat,6.0,2016,08,18,Saturday
47827.0,0.0,2016-08-06 19:00:00,Sat,6.0,2016,08,19,Saturday
45844.0,0.0,2016-08-06 20:00:00,Sat,6.0,2016,08,20,Saturday
45082.0,0.0,2016-08-06 21:00:00,Sat,6.0,2016,08,21,Saturday
43313.0,0.0,2016-08-06 22:00:00,Sat,6.0,2016,08,22,Saturday
40327.0,0.0,2016-08-06 23:00:00,Sat,6.0,2016,08,23,Saturday
37822.0,0.0,2016-08-07 00:00:00,Sun,0.0,2016,08,00,Sunday
35802.0,0.0,2016-08-07 01:00:00,Sun,0.0,2016,08,01,Sunday
34829.0,0.0,2016-08-07 02:00:00,Sun,0.0,2016,08,02,Sunday
34458.0,0.0,2016-08-07 03:00:00,Sun,0.0,2016,08,03,Sunday
34557.0,0.0,2016-08-07 04:00:00,Sun,0.0,2016,08,04,Sunday
34723.0,0.0,2016-08-07 05:00:00,Sun,0.0,2016,08,05,Sunday
35133.0,0.0,2016-08-07 06:00:00,Sun,0.0,2016,08,06,Sunday
37422.0,0.0,2016-08-07 07:00:00,Sun,0.0,2016,08,07,Sunday
40638.0,0.0,2016-08-07 08:00:00,Sun,0.0,2016,08,08,Sunday
43996.0,0.0,2016-08-07 09:00:00,Sun,0.0,2016,08,09,Sunday
46368.0,0.0,2016-08-07 10:00:00,Sun,0.0,2016,08,10,Sunday
47976.0,0.0,2016-08-07 11:00:00,Sun,0.0,2016,08,11,Sunday
47256.0,0.0,2016-08-07 12:00:00,Sun,0.0,2016,08,12,Sunday
45541.0,0.0,2016-08-07 13:00:00,Sun,0.0,2016,08,13,Sunday
44313.0,0.0,2016-08-07 14:00:00,Sun,0.0,2016,08,14,Sunday
43548.0,0.0,2016-08-07 15:00:00,Sun,0.0,2016,08,15,Sunday
43499.0,0.0,2016-08-07 16:00:00,Sun,0.0,2016,08,16,Sunday
44505.0,0.0,2016-08-07 17:00:00,Sun,0.0,2016,08,17,Sunday
46009.0,0.0,2016-08-07 18:00:00,Sun,0.0,2016,08,18,Sunday
46134.0,0.0,2016-08-07 19:00:00,Sun,0.0,2016,08,19,Sunday
45696.0,0.0,2016-08-07 20:00:00,Sun,0.0,2016,08,20,Sunday
46375.0,0.0,2016-08-07 21:00:00,Sun,0.0,2016,08,21,Sunday
45226.0,0.0,2016-08-07 22:00:00,Sun,0.0,2016,08,22,Sunday
42237.0,0.0,2016-08-07 23:00:00,Sun,0.0,2016,08,23,Sunday
39874.0,0.0,2016-08-08 00:00:00,Mon,1.0,2016,08,00,Monday
38378.0,0.0,2016-08-08 01:00:00,Mon,1.0,2016,08,01,Monday
37848.0,0.0,2016-08-08 02:00:00,Mon,1.0,2016,08,02,Monday
37761.0,0.0,2016-08-08 03:00:00,Mon,1.0,2016,08,03,Monday
39074.0,0.0,2016-08-08 04:00:00,Mon,1.0,2016,08,04,Monday
42959.0,0.0,2016-08-08 05:00:00,Mon,1.0,2016,08,05,Monday
50330.0,0.0,2016-08-08 06:00:00,Mon,1.0,2016,08,06,Monday
56920.0,0.0,2016-08-08 07:00:00,Mon,1.0,2016,08,07,Monday
60886.0,0.0,2016-08-08 08:00:00,Mon,1.0,2016,08,08,Monday
63087.0,0.0,2016-08-08 09:00:00,Mon,1.0,2016,08,09,Monday
65099.0,0.0,2016-08-08 10:00:00,Mon,1.0,2016,08,10,Monday
67418.0,0.0,2016-08-08 11:00:00,Mon,1.0,2016,08,11,Monday
67044.0,0.0,2016-08-08 12:00:00,Mon,1.0,2016,08,12,Monday
66244.0,0.0,2016-08-08 13:00:00,Mon,1.0,2016,08,13,Monday
64580.0,0.0,2016-08-08 14:00:00,Mon,1.0,2016,08,14,Monday
63264.0,0.0,2016-08-08 15:00:00,Mon,1.0,2016,08,15,Monday
61921.0,0.0,2016-08-08 16:00:00,Mon,1.0,2016,08,16,Monday
60937.0,0.0,2016-08-08 17:00:00,Mon,1.0,2016,08,17,Monday
59685.0,0.0,2016-08-08 18:00:00,Mon,1.0,2016,08,18,Monday
58406.0,0.0,2016-08-08 19:00:00,Mon,1.0,2016,08,19,Monday
55762.0,0.0,2016-08-08 20:00:00,Mon,1.0,2016,08,20,Monday
54292.0,0.0,2016-08-08 21:00:00,Mon,1.0,2016,08,21,Monday
50839.0,0.0,2016-08-08 22:00:00,Mon,1.0,2016,08,22,Monday
46573.0,0.0,2016-08-08 23:00:00,Mon,1.0,2016,08,23,Monday
44048.0,0.0,2016-08-09 00:00:00,Tue,2.0,2016,08,00,Tuesday-Thursday
42413.0,0.0,2016-08-09 01:00:00,Tue,2.0,2016,08,01,Tuesday-Thursday
41430.0,0.0,2016-08-09 02:00:00,Tue,2.0,2016,08,02,Tuesday-Thursday
41289.0,0.0,2016-08-09 03:00:00,Tue,2.0,2016,08,03,Tuesday-Thursday
42136.0,0.0,2016-08-09 04:00:00,Tue,2.0,2016,08,04,Tuesday-Thursday
45453.0,0.0,2016-08-09 05:00:00,Tue,2.0,2016,08,05,Tuesday-Thursday
51803.0,0.0,2016-08-09 06:00:00,Tue,2.0,2016,08,06,Tuesday-Thursday
57862.0,0.0,2016-08-09 07:00:00,Tue,2.0,2016,08,07,Tuesday-Thursday
61009.0,0.0,2016-08-09 08:00:00,Tue,2.0,2016,08,08,Tuesday-Thursday
62057.0,0.0,2016-08-09 09:00:00,Tue,2.0,2016,08,09,Tuesday-Thursday
63759.0,0.0,2016-08-09 10:00:00,Tue,2.0,2016,08,10,Tuesday-Thursday
65155.0,0.0,2016-08-09 11:00:00,Tue,2.0,2016,08,11,Tuesday-Thursday
64490.0,0.0,2016-08-09 12:00:00,Tue,2.0,2016,08,12,Tuesday-Thursday
64080.0,0.0,2016-08-09 13:00:00,Tue,2.0,2016,08,13,Tuesday-Thursday
63119.0,0.0,2016-08-09 14:00:00,Tue,2.0,2016,08,14,Tuesday-Thursday
62034.0,0.0,2016-08-09 15:00:00,Tue,2.0,2016,08,15,Tuesday-Thursday
60837.0,0.0,2016-08-09 16:00:00,Tue,2.0,2016,08,16,Tuesday-Thursday
60117.0,0.0,2016-08-09 17:00:00,Tue,2.0,2016,08,17,Tuesday-Thursday
59221.0,0.0,2016-08-09 18:00:00,Tue,2.0,2016,08,18,Tuesday-Thursday
58172.0,0.0,2016-08-09 19:00:00,Tue,2.0,2016,08,19,Tuesday-Thursday
55900.0,0.0,2016-08-09 20:00:00,Tue,2.0,2016,08,20,Tuesday-Thursday
54364.0,0.0,2016-08-09 21:00:00,Tue,2.0,2016,08,21,Tuesday-Thursday
50611.0,0.0,2016-08-09 22:00:00,Tue,2.0,2016,08,22,Tuesday-Thursday
46596.0,0.0,2016-08-09 23:00:00,Tue,2.0,2016,08,23,Tuesday-Thursday
43741.0,0.0,2016-08-10 00:00:00,Wed,3.0,2016,08,00,Tuesday-Thursday
42156.0,0.0,2016-08-10 01:00:00,Wed,3.0,2016,08,01,Tuesday-Thursday
41298.0,0.0,2016-08-10 02:00:00,Wed,3.0,2016,08,02,Tuesday-Thursday
41415.0,0.0,2016-08-10 03:00:00,Wed,3.0,2016,08,03,Tuesday-Thursday
42427.0,0.0,2016-08-10 04:00:00,Wed,3.0,2016,08,04,Tuesday-Thursday
45629.0,0.0,2016-08-10 05:00:00,Wed,3.0,2016,08,05,Tuesday-Thursday
52313.0,0.0,2016-08-10 06:00:00,Wed,3.0,2016,08,06,Tuesday-Thursday
58029.0,0.0,2016-08-10 07:00:00,Wed,3.0,2016,08,07,Tuesday-Thursday
60987.0,0.0,2016-08-10 08:00:00,Wed,3.0,2016,08,08,Tuesday-Thursday
62133.0,0.0,2016-08-10 09:00:00,Wed,3.0,2016,08,09,Tuesday-Thursday
63707.0,0.0,2016-08-10 10:00:00,Wed,3.0,2016,08,10,Tuesday-Thursday
65634.0,0.0,2016-08-10 11:00:00,Wed,3.0,2016,08,11,Tuesday-Thursday
64996.0,0.0,2016-08-10 12:00:00,Wed,3.0,2016,08,12,Tuesday-Thursday
64183.0,0.0,2016-08-10 13:00:00,Wed,3.0,2016,08,13,Tuesday-Thursday
62100.0,0.0,2016-08-10 14:00:00,Wed,3.0,2016,08,14,Tuesday-Thursday
60424.0,0.0,2016-08-10 15:00:00,Wed,3.0,2016,08,15,Tuesday-Thursday
59639.0,0.0,2016-08-10 16:00:00,Wed,3.0,2016,08,16,Tuesday-Thursday
59495.0,0.0,2016-08-10 17:00:00,Wed,3.0,2016,08,17,Tuesday-Thursday
58704.0,0.0,2016-08-10 18:00:00,Wed,3.0,2016,08,18,Tuesday-Thursday
57963.0,0.0,2016-08-10 19:00:00,Wed,3.0,2016,08,19,Tuesday-Thursday
55681.0,0.0,2016-08-10 20:00:00,Wed,3.0,2016,08,20,Tuesday-Thursday
54245.0,0.0,2016-08-10 21:00:00,Wed,3.0,2016,08,21,Tuesday-Thursday
50523.0,0.0,2016-08-10 22:00:00,Wed,3.0,2016,08,22,Tuesday-Thursday
46361.0,0.0,2016-08-10 23:00:00,Wed,3.0,2016,08,23,Tuesday-Thursday
43501.0,0.0,2016-08-11 00:00:00,Thu,4.0,2016,08,00,Tuesday-Thursday
41779.0,0.0,2016-08-11 01:00:00,Thu,4.0,2016,08,01,Tuesday-Thursday
40937.0,0.0,2016-08-11 02:00:00,Thu,4.0,2016,08,02,Tuesday-Thursday
41021.0,0.0,2016-08-11 03:00:00,Thu,4.0,2016,08,03,Tuesday-Thursday
42139.0,0.0,2016-08-11 04:00:00,Thu,4.0,2016,08,04,Tuesday-Thursday
45039.0,0.0,2016-08-11 05:00:00,Thu,4.0,2016,08,05,Tuesday-Thursday
51235.0,0.0,2016-08-11 06:00:00,Thu,4.0,2016,08,06,Tuesday-Thursday
56882.0,0.0,2016-08-11 07:00:00,Thu,4.0,2016,08,07,Tuesday-Thursday
59733.0,0.0,2016-08-11 08:00:00,Thu,4.0,2016,08,08,Tuesday-Thursday
61133.0,0.0,2016-08-11 09:00:00,Thu,4.0,2016,08,09,Tuesday-Thursday
63482.0,0.0,2016-08-11 10:00:00,Thu,4.0,2016,08,10,Tuesday-Thursday
65201.0,0.0,2016-08-11 11:00:00,Thu,4.0,2016,08,11,Tuesday-Thursday
64209.0,0.0,2016-08-11 12:00:00,Thu,4.0,2016,08,12,Tuesday-Thursday
63261.0,0.0,2016-08-11 13:00:00,Thu,4.0,2016,08,13,Tuesday-Thursday
62078.0,0.0,2016-08-11 14:00:00,Thu,4.0,2016,08,14,Tuesday-Thursday
60992.0,0.0,2016-08-11 15:00:00,Thu,4.0,2016,08,15,Tuesday-Thursday
59701.0,0.0,2016-08-11 16:00:00,Thu,4.0,2016,08,16,Tuesday-Thursday
59825.0,0.0,2016-08-11 17:00:00,Thu,4.0,2016,08,17,Tuesday-Thursday
59282.0,0.0,2016-08-11 18:00:00,Thu,4.0,2016,08,18,Tuesday-Thursday
58498.0,0.0,2016-08-11 19:00:00,Thu,4.0,2016,08,19,Tuesday-Thursday
56664.0,0.0,2016-08-11 20:00:00,Thu,4.0,2016,08,20,Tuesday-Thursday
54505.0,0.0,2016-08-11 21:00:00,Thu,4.0,2016,08,21,Tuesday-Thursday
50546.0,0.0,2016-08-11 22:00:00,Thu,4.0,2016,08,22,Tuesday-Thursday
46589.0,0.0,2016-08-11 23:00:00,Thu,4.0,2016,08,23,Tuesday-Thursday
43841.0,0.0,2016-08-12 00:00:00,Fri,5.0,2016,08,00,Friday
42030.0,0.0,2016-08-12 01:00:00,Fri,5.0,2016,08,01,Friday
40868.0,0.0,2016-08-12 02:00:00,Fri,5.0,2016,08,02,Friday
41211.0,0.0,2016-08-12 03:00:00,Fri,5.0,2016,08,03,Friday
42051.0,0.0,2016-08-12 04:00:00,Fri,5.0,2016,08,04,Friday
45495.0,0.0,2016-08-12 05:00:00,Fri,5.0,2016,08,05,Friday
51826.0,0.0,2016-08-12 06:00:00,Fri,5.0,2016,08,06,Friday
57457.0,0.0,2016-08-12 07:00:00,Fri,5.0,2016,08,07,Friday
61255.0,0.0,2016-08-12 08:00:00,Fri,5.0,2016,08,08,Friday
62588.0,0.0,2016-08-12 09:00:00,Fri,5.0,2016,08,09,Friday
64250.0,0.0,2016-08-12 10:00:00,Fri,5.0,2016,08,10,Friday
65552.0,0.0,2016-08-12 11:00:00,Fri,5.0,2016,08,11,Friday
64336.0,0.0,2016-08-12 12:00:00,Fri,5.0,2016,08,12,Friday
62537.0,0.0,2016-08-12 13:00:00,Fri,5.0,2016,08,13,Friday
61360.0,0.0,2016-08-12 14:00:00,Fri,5.0,2016,08,14,Friday
60421.0,0.0,2016-08-12 15:00:00,Fri,5.0,2016,08,15,Friday
59497.0,0.0,2016-08-12 16:00:00,Fri,5.0,2016,08,16,Friday
59181.0,0.0,2016-08-12 17:00:00,Fri,5.0,2016,08,17,Friday
58346.0,0.0,2016-08-12 18:00:00,Fri,5.0,2016,08,18,Friday
57145.0,0.0,2016-08-12 19:00:00,Fri,5.0,2016,08,19,Friday
54767.0,0.0,2016-08-12 20:00:00,Fri,5.0,2016,08,20,Friday
53064.0,0.0,2016-08-12 21:00:00,Fri,5.0,2016,08,21,Friday
49521.0,0.0,2016-08-12 22:00:00,Fri,5.0,2016,08,22,Friday
45627.0,0.0,2016-08-12 23:00:00,Fri,5.0,2016,08,23,Friday
42647.0,0.0,2016-08-13 00:00:00,Sat,6.0,2016,08,00,Saturday
40806.0,0.0,2016-08-13 01:00:00,Sat,6.0,2016,08,01,Saturday
39693.0,0.0,2016-08-13 02:00:00,Sat,6.0,2016,08,02,Saturday
39179.0,0.0,2016-08-13 03:00:00,Sat,6.0,2016,08,03,Saturday
39057.0,0.0,2016-08-13 04:00:00,Sat,6.0,2016,08,04,Saturday
39758.0,0.0,2016-08-13 05:00:00,Sat,6.0,2016,08,05,Saturday
41059.0,0.0,2016-08-13 06:00:00,Sat,6.0,2016,08,06,Saturday
44754.0,0.0,2016-08-13 07:00:00,Sat,6.0,2016,08,07,Saturday
48978.0,0.0,2016-08-13 08:00:00,Sat,6.0,2016,08,08,Saturday
51945.0,0.0,2016-08-13 09:00:00,Sat,6.0,2016,08,09,Saturday
54287.0,0.0,2016-08-13 10:00:00,Sat,6.0,2016,08,10,Saturday
55631.0,0.0,2016-08-13 11:00:00,Sat,6.0,2016,08,11,Saturday
54314.0,0.0,2016-08-13 12:00:00,Sat,6.0,2016,08,12,Saturday
52410.0,0.0,2016-08-13 13:00:00,Sat,6.0,2016,08,13,Saturday
51037.0,0.0,2016-08-13 14:00:00,Sat,6.0,2016,08,14,Saturday
49946.0,0.0,2016-08-13 15:00:00,Sat,6.0,2016,08,15,Saturday
49349.0,0.0,2016-08-13 16:00:00,Sat,6.0,2016,08,16,Saturday
49491.0,0.0,2016-08-13 17:00:00,Sat,6.0,2016,08,17,Saturday
49376.0,0.0,2016-08-13 18:00:00,Sat,6.0,2016,08,18,Saturday
48421.0,0.0,2016-08-13 19:00:00,Sat,6.0,2016,08,19,Saturday
46469.0,0.0,2016-08-13 20:00:00,Sat,6.0,2016,08,20,Saturday
46475.0,0.0,2016-08-13 21:00:00,Sat,6.0,2016,08,21,Saturday
43993.0,0.0,2016-08-13 22:00:00,Sat,6.0,2016,08,22,Saturday
40949.0,0.0,2016-08-13 23:00:00,Sat,6.0,2016,08,23,Saturday
38783.0,0.0,2016-08-14 00:00:00,Sun,0.0,2016,08,00,Sunday
36838.0,0.0,2016-08-14 01:00:00,Sun,0.0,2016,08,01,Sunday
35608.0,0.0,2016-08-14 02:00:00,Sun,0.0,2016,08,02,Sunday
35214.0,0.0,2016-08-14 03:00:00,Sun,0.0,2016,08,03,Sunday
35017.0,0.0,2016-08-14 04:00:00,Sun,0.0,2016,08,04,Sunday
35361.0,0.0,2016-08-14 05:00:00,Sun,0.0,2016,08,05,Sunday
35492.0,0.0,2016-08-14 06:00:00,Sun,0.0,2016,08,06,Sunday
37517.0,0.0,2016-08-14 07:00:00,Sun,0.0,2016,08,07,Sunday
40676.0,0.0,2016-08-14 08:00:00,Sun,0.0,2016,08,08,Sunday
44092.0,0.0,2016-08-14 09:00:00,Sun,0.0,2016,08,09,Sunday
46476.0,0.0,2016-08-14 10:00:00,Sun,0.0,2016,08,10,Sunday
48683.0,0.0,2016-08-14 11:00:00,Sun,0.0,2016,08,11,Sunday
48552.0,0.0,2016-08-14 12:00:00,Sun,0.0,2016,08,12,Sunday
46301.0,0.0,2016-08-14 13:00:00,Sun,0.0,2016,08,13,Sunday
44885.0,0.0,2016-08-14 14:00:00,Sun,0.0,2016,08,14,Sunday
43870.0,0.0,2016-08-14 15:00:00,Sun,0.0,2016,08,15,Sunday
43328.0,0.0,2016-08-14 16:00:00,Sun,0.0,2016,08,16,Sunday
44412.0,0.0,2016-08-14 17:00:00,Sun,0.0,2016,08,17,Sunday
45693.0,0.0,2016-08-14 18:00:00,Sun,0.0,2016,08,18,Sunday
45625.0,0.0,2016-08-14 19:00:00,Sun,0.0,2016,08,19,Sunday
45230.0,0.0,2016-08-14 20:00:00,Sun,0.0,2016,08,20,Sunday
45944.0,0.0,2016-08-14 21:00:00,Sun,0.0,2016,08,21,Sunday
44600.0,0.0,2016-08-14 22:00:00,Sun,0.0,2016,08,22,Sunday
41209.0,0.0,2016-08-14 23:00:00,Sun,0.0,2016,08,23,Sunday
39045.0,0.0,2016-08-15 00:00:00,Mon,1.0,2016,08,00,Monday
37360.0,0.0,2016-08-15 01:00:00,Mon,1.0,2016,08,01,Monday
36571.0,0.0,2016-08-15 02:00:00,Mon,1.0,2016,08,02,Monday
36813.0,0.0,2016-08-15 03:00:00,Mon,1.0,2016,08,03,Monday
37994.0,0.0,2016-08-15 04:00:00,Mon,1.0,2016,08,04,Monday
41489.0,0.0,2016-08-15 05:00:00,Mon,1.0,2016,08,05,Monday
47733.0,0.0,2016-08-15 06:00:00,Mon,1.0,2016,08,06,Monday
53553.0,0.0,2016-08-15 07:00:00,Mon,1.0,2016,08,07,Monday
57377.0,0.0,2016-08-15 08:00:00,Mon,1.0,2016,08,08,Monday
59205.0,0.0,2016-08-15 09:00:00,Mon,1.0,2016,08,09,Monday
61049.0,0.0,2016-08-15 10:00:00,Mon,1.0,2016,08,10,Monday
62772.0,0.0,2016-08-15 11:00:00,Mon,1.0,2016,08,11,Monday
62637.0,0.0,2016-08-15 12:00:00,Mon,1.0,2016,08,12,Monday
61765.0,0.0,2016-08-15 13:00:00,Mon,1.0,2016,08,13,Monday
60913.0,0.0,2016-08-15 14:00:00,Mon,1.0,2016,08,14,Monday
59540.0,0.0,2016-08-15 15:00:00,Mon,1.0,2016,08,15,Monday
57665.0,0.0,2016-08-15 16:00:00,Mon,1.0,2016,08,16,Monday
57263.0,0.0,2016-08-15 17:00:00,Mon,1.0,2016,08,17,Monday
57211.0,0.0,2016-08-15 18:00:00,Mon,1.0,2016,08,18,Monday
56429.0,0.0,2016-08-15 19:00:00,Mon,1.0,2016,08,19,Monday
54470.0,0.0,2016-08-15 20:00:00,Mon,1.0,2016,08,20,Monday
53507.0,0.0,2016-08-15 21:00:00,Mon,1.0,2016,08,21,Monday
50063.0,0.0,2016-08-15 22:00:00,Mon,1.0,2016,08,22,Monday
45854.0,0.0,2016-08-15 23:00:00,Mon,1.0,2016,08,23,Monday
42744.0,0.0,2016-08-16 00:00:00,Tue,2.0,2016,08,00,Tuesday-Thursday
41182.0,0.0,2016-08-16 01:00:00,Tue,2.0,2016,08,01,Tuesday-Thursday
40261.0,0.0,2016-08-16 02:00:00,Tue,2.0,2016,08,02,Tuesday-Thursday
40408.0,0.0,2016-08-16 03:00:00,Tue,2.0,2016,08,03,Tuesday-Thursday
41767.0,0.0,2016-08-16 04:00:00,Tue,2.0,2016,08,04,Tuesday-Thursday
44861.0,0.0,2016-08-16 05:00:00,Tue,2.0,2016,08,05,Tuesday-Thursday
51227.0,0.0,2016-08-16 06:00:00,Tue,2.0,2016,08,06,Tuesday-Thursday
56987.0,0.0,2016-08-16 07:00:00,Tue,2.0,2016,08,07,Tuesday-Thursday
60739.0,0.0,2016-08-16 08:00:00,Tue,2.0,2016,08,08,Tuesday-Thursday
