Total[MWh],Residual load[MWh],Datetime,Weekday,Weekclass,Year,Month,Hour,Grouped_daytype
42097.0,0.0,2015-01-01 00:00:00,Thu,7.0,2015,01,00,Holiday
40665.25,0.0,2015-01-01 01:00:00,Thu,7.0,2015,01,01,Holiday
39509.75,0.0,2015-01-01 02:00:00,Thu,7.0,2015,01,02,Holiday
38537.25,0.0,2015-01-01 03:00:00,Thu,7.0,2015,01,03,Holiday
38153.0,0.0,2015-01-01 04:00:00,Thu,7.0,2015,01,04,Holiday
37927.0,0.0,2015-01-01 05:00:00,Thu,7.0,2015,01,05,Holiday
37921.0,0.0,2015-01-01 06:00:00,Thu,7.0,2015,01,06,Holiday
39143.5,0.0,2015-01-01 07:00:00,Thu,7.0,2015,01,07,Holiday
39891.5,0.0,2015-01-01 08:00:00,Thu,7.0,2015,01,08,Holiday
41618.0,0.0,2015-01-01 09:00:00,Thu,7.0,2015,01,09,Holiday
43857.75,0.0,2015-01-01 10:00:00,Thu,7.0,2015,01,10,Holiday
46208.0,0.0,2015-01-01 11:00:00,Thu,7.0,2015,01,11,Holiday
47555.75,0.0,2015-01-01 12:00:00,Thu,7.0,2015,01,12,Holiday
46673.75,0.0,2015-01-01 13:00:00,Thu,7.0,2015,01,13,Holiday
45922.5,0.0,2015-01-01 14:00:00,Thu,7.0,2015,01,14,Holiday
46347.25,0.0,2015-01-01 15:00:00,Thu,7.0,2015,01,15,Holiday
48230.0,0.0,2015-01-01 16:00:00,Thu,7.0,2015,01,16,Holiday
51633.5,0.0,2015-01-01 17:00:00,Thu,7.0,2015,01,17,Holiday
51307.0,0.0,2015-01-01 18:00:00,Thu,7.0,2015,01,18,Holiday
50137.75,0.0,2015-01-01 19:00:00,Thu,7.0,2015,01,19,Holiday
47092.0,0.0,2015-01-01 20:00:00,Thu,7.0,2015,01,20,Holiday
45182.0,0.0,2015-01-01 21:00:00,Thu,7.0,2015,01,21,Holiday
49364.75,0.0,2015-01-01 22:00:00,Thu,7.0,2015,01,22,Holiday
46468.25,0.0,2015-01-01 23:00:00,Thu,7.0,2015,01,23,Holiday
43253.25,0.0,2015-01-02 00:00:00,Fri,7.0,2015,01,00,Holiday
41608.25,0.0,2015-01-02 01:00:00,Fri,7.0,2015,01,01,Holiday
40839.0,0.0,2015-01-02 02:00:00,Fri,7.0,2015,01,02,Holiday
40576.75,0.0,2015-01-02 03:00:00,Fri,7.0,2015,01,03,Holiday
41364.25,0.0,2015-01-02 04:00:00,Fri,7.0,2015,01,04,Holiday
43445.0,0.0,2015-01-02 05:00:00,Fri,7.0,2015,01,05,Holiday
46679.25,0.0,2015-01-02 06:00:00,Fri,7.0,2015,01,06,Holiday
51275.0,0.0,2015-01-02 07:00:00,Fri,7.0,2015,01,07,Holiday
55305.0,0.0,2015-01-02 08:00:00,Fri,7.0,2015,01,08,Holiday
57513.0,0.0,2015-01-02 09:00:00,Fri,7.0,2015,01,09,Holiday
59351.0,0.0,2015-01-02 10:00:00,Fri,7.0,2015,01,10,Holiday
60450.75,0.0,2015-01-02 11:00:00,Fri,7.0,2015,01,11,Holiday
60104.5,0.0,2015-01-02 12:00:00,Fri,7.0,2015,01,12,Holiday
59567.75,0.0,2015-01-02 13:00:00,Fri,7.0,2015,01,13,Holiday
58560.75,0.0,2015-01-02 14:00:00,Fri,7.0,2015,01,14,Holiday
58012.0,0.0,2015-01-02 15:00:00,Fri,7.0,2015,01,15,Holiday
59286.75,0.0,2015-01-02 16:00:00,Fri,7.0,2015,01,16,Holiday
62207.75,0.0,2015-01-02 17:00:00,Fri,7.0,2015,01,17,Holiday
62007.25,0.0,2015-01-02 18:00:00,Fri,7.0,2015,01,18,Holiday
59408.25,0.0,2015-01-02 19:00:00,Fri,7.0,2015,01,19,Holiday
55694.5,0.0,2015-01-02 20:00:00,Fri,7.0,2015,01,20,Holiday
53446.25,0.0,2015-01-02 21:00:00,Fri,7.0,2015,01,21,Holiday
51544.0,0.0,2015-01-02 22:00:00,Fri,7.0,2015,01,22,Holiday
46400.25,0.0,2015-01-02 23:00:00,Fri,7.0,2015,01,23,Holiday
41443.75,0.0,2015-01-03 00:00:00,Sat,7.0,2015,01,00,Holiday
39215.75,0.0,2015-01-03 01:00:00,Sat,7.0,2015,01,01,Holiday
37572.75,0.0,2015-01-03 02:00:00,Sat,7.0,2015,01,02,Holiday
36665.5,0.0,2015-01-03 03:00:00,Sat,7.0,2015,01,03,Holiday
36917.5,0.0,2015-01-03 04:00:00,Sat,7.0,2015,01,04,Holiday
37443.25,0.0,2015-01-03 05:00:00,Sat,7.0,2015,01,05,Holiday
38926.5,0.0,2015-01-03 06:00:00,Sat,7.0,2015,01,06,Holiday
41790.0,0.0,2015-01-03 07:00:00,Sat,7.0,2015,01,07,Holiday
44871.25,0.0,2015-01-03 08:00:00,Sat,7.0,2015,01,08,Holiday
48258.25,0.0,2015-01-03 09:00:00,Sat,7.0,2015,01,09,Holiday
50221.25,0.0,2015-01-03 10:00:00,Sat,7.0,2015,01,10,Holiday
52667.75,0.0,2015-01-03 11:00:00,Sat,7.0,2015,01,11,Holiday
53328.0,0.0,2015-01-03 12:00:00,Sat,7.0,2015,01,12,Holiday
52905.5,0.0,2015-01-03 13:00:00,Sat,7.0,2015,01,13,Holiday
51660.25,0.0,2015-01-03 14:00:00,Sat,7.0,2015,01,14,Holiday
51104.0,0.0,2015-01-03 15:00:00,Sat,7.0,2015,01,15,Holiday
53047.25,0.0,2015-01-03 16:00:00,Sat,7.0,2015,01,16,Holiday
56013.75,0.0,2015-01-03 17:00:00,Sat,7.0,2015,01,17,Holiday
55925.75,0.0,2015-01-03 18:00:00,Sat,7.0,2015,01,18,Holiday
53864.75,0.0,2015-01-03 19:00:00,Sat,7.0,2015,01,19,Holiday
49932.0,0.0,2015-01-03 20:00:00,Sat,7.0,2015,01,20,Holiday
48014.25,0.0,2015-01-03 21:00:00,Sat,7.0,2015,01,21,Holiday
47602.0,0.0,2015-01-03 22:00:00,Sat,7.0,2015,01,22,Holiday
45491.75,0.0,2015-01-03 23:00:00,Sat,7.0,2015,01,23,Holiday
42859.0,0.0,2015-01-04 00:00:00,Sun,7.0,2015,01,00,Holiday
38999.25,0.0,2015-01-04 01:00:00,Sun,7.0,2015,01,01,Holiday
37129.75,0.0,2015-01-04 02:00:00,Sun,7.0,2015,01,02,Holiday
36367.5,0.0,2015-01-04 03:00:00,Sun,7.0,2015,01,03,Holiday
36485.5,0.0,2015-01-04 04:00:00,Sun,7.0,2015,01,04,Holiday
35879.0,0.0,2015-01-04 05:00:00,Sun,7.0,2015,01,05,Holiday
35062.0,0.0,2015-01-04 06:00:00,Sun,7.0,2015,01,06,Holiday
37629.25,0.0,2015-01-04 07:00:00,Sun,7.0,2015,01,07,Holiday
40607.75,0.0,2015-01-04 08:00:00,Sun,7.0,2015,01,08,Holiday
43522.25,0.0,2015-01-04 09:00:00,Sun,7.0,2015,01,09,Holiday
46571.0,0.0,2015-01-04 10:00:00,Sun,7.0,2015,01,10,Holiday
50261.75,0.0,2015-01-04 11:00:00,Sun,7.0,2015,01,11,Holiday
50389.0,0.0,2015-01-04 12:00:00,Sun,7.0,2015,01,12,Holiday
48319.0,0.0,2015-01-04 13:00:00,Sun,7.0,2015,01,13,Holiday
47173.75,0.0,2015-01-04 14:00:00,Sun,7.0,2015,01,14,Holiday
47092.5,0.0,2015-01-04 15:00:00,Sun,7.0,2015,01,15,Holiday
49109.75,0.0,2015-01-04 16:00:00,Sun,7.0,2015,01,16,Holiday
52675.75,0.0,2015-01-04 17:00:00,Sun,7.0,2015,01,17,Holiday
53325.75,0.0,2015-01-04 18:00:00,Sun,7.0,2015,01,18,Holiday
51742.75,0.0,2015-01-04 19:00:00,Sun,7.0,2015,01,19,Holiday
49435.25,0.0,2015-01-04 20:00:00,Sun,7.0,2015,01,20,Holiday
48114.0,0.0,2015-01-04 21:00:00,Sun,7.0,2015,01,21,Holiday
48242.5,0.0,2015-01-04 22:00:00,Sun,7.0,2015,01,22,Holiday
45460.0,0.0,2015-01-04 23:00:00,Sun,7.0,2015,01,23,Holiday
41878.0,0.0,2015-01-05 00:00:00,Mon,7.0,2015,01,00,Holiday
39950.75,0.0,2015-01-05 01:00:00,Mon,7.0,2015,01,01,Holiday
38841.25,0.0,2015-01-05 02:00:00,Mon,7.0,2015,01,02,Holiday
38771.75,0.0,2015-01-05 03:00:00,Mon,7.0,2015,01,03,Holiday
39928.5,0.0,2015-01-05 04:00:00,Mon,7.0,2015,01,04,Holiday
43623.5,0.0,2015-01-05 05:00:00,Mon,7.0,2015,01,05,Holiday
49623.5,0.0,2015-01-05 06:00:00,Mon,7.0,2015,01,06,Holiday
55406.25,0.0,2015-01-05 07:00:00,Mon,7.0,2015,01,07,Holiday
59000.5,0.0,2015-01-05 08:00:00,Mon,7.0,2015,01,08,Holiday
60326.25,0.0,2015-01-05 09:00:00,Mon,7.0,2015,01,09,Holiday
61101.25,0.0,2015-01-05 10:00:00,Mon,7.0,2015,01,10,Holiday
62022.5,0.0,2015-01-05 11:00:00,Mon,7.0,2015,01,11,Holiday
62199.0,0.0,2015-01-05 12:00:00,Mon,7.0,2015,01,12,Holiday
61552.0,0.0,2015-01-05 13:00:00,Mon,7.0,2015,01,13,Holiday
60713.25,0.0,2015-01-05 14:00:00,Mon,7.0,2015,01,14,Holiday
60059.0,0.0,2015-01-05 15:00:00,Mon,7.0,2015,01,15,Holiday
60715.5,0.0,2015-01-05 16:00:00,Mon,7.0,2015,01,16,Holiday
64298.25,0.0,2015-01-05 17:00:00,Mon,7.0,2015,01,17,Holiday
64003.0,0.0,2015-01-05 18:00:00,Mon,7.0,2015,01,18,Holiday
62400.25,0.0,2015-01-05 19:00:00,Mon,7.0,2015,01,19,Holiday
58231.5,0.0,2015-01-05 20:00:00,Mon,7.0,2015,01,20,Holiday
55508.0,0.0,2015-01-05 21:00:00,Mon,7.0,2015,01,21,Holiday
54178.5,0.0,2015-01-05 22:00:00,Mon,7.0,2015,01,22,Holiday
50027.5,0.0,2015-01-05 23:00:00,Mon,7.0,2015,01,23,Holiday
46821.75,0.0,2015-01-06 00:00:00,Tue,7.0,2015,01,00,Holiday
44574.75,0.0,2015-01-06 01:00:00,Tue,7.0,2015,01,01,Holiday
43518.5,0.0,2015-01-06 02:00:00,Tue,7.0,2015,01,02,Holiday
43582.25,0.0,2015-01-06 03:00:00,Tue,7.0,2015,01,03,Holiday
44122.25,0.0,2015-01-06 04:00:00,Tue,7.0,2015,01,04,Holiday
45607.25,0.0,2015-01-06 05:00:00,Tue,7.0,2015,01,05,Holiday
49799.5,0.0,2015-01-06 06:00:00,Tue,7.0,2015,01,06,Holiday
54889.0,0.0,2015-01-06 07:00:00,Tue,7.0,2015,01,07,Holiday
57149.5,0.0,2015-01-06 08:00:00,Tue,7.0,2015,01,08,Holiday
58347.75,0.0,2015-01-06 09:00:00,Tue,7.0,2015,01,09,Holiday
59850.25,0.0,2015-01-06 10:00:00,Tue,7.0,2015,01,10,Holiday
60874.5,0.0,2015-01-06 11:00:00,Tue,7.0,2015,01,11,Holiday
60611.5,0.0,2015-01-06 12:00:00,Tue,7.0,2015,01,12,Holiday
59724.0,0.0,2015-01-06 13:00:00,Tue,7.0,2015,01,13,Holiday
58413.5,0.0,2015-01-06 14:00:00,Tue,7.0,2015,01,14,Holiday
58117.25,0.0,2015-01-06 15:00:00,Tue,7.0,2015,01,15,Holiday
59392.75,0.0,2015-01-06 16:00:00,Tue,7.0,2015,01,16,Holiday
63384.0,0.0,2015-01-06 17:00:00,Tue,7.0,2015,01,17,Holiday
63643.5,0.0,2015-01-06 18:00:00,Tue,7.0,2015,01,18,Holiday
62651.75,0.0,2015-01-06 19:00:00,Tue,7.0,2015,01,19,Holiday
59076.5,0.0,2015-01-06 20:00:00,Tue,7.0,2015,01,20,Holiday
56321.75,0.0,2015-01-06 21:00:00,Tue,7.0,2015,01,21,Holiday
54393.5,0.0,2015-01-06 22:00:00,Tue,7.0,2015,01,22,Holiday
50180.0,0.0,2015-01-06 23:00:00,Tue,7.0,2015,01,23,Holiday
46415.75,0.0,2015-01-07 00:00:00,Wed,7.0,2015,01,00,Holiday
44132.0,0.0,2015-01-07 01:00:00,Wed,7.0,2015,01,01,Holiday
43289.75,0.0,2015-01-07 02:00:00,Wed,7.0,2015,01,02,Holiday
43507.5,0.0,2015-01-07 03:00:00,Wed,7.0,2015,01,03,Holiday
44236.75,0.0,2015-01-07 04:00:00,Wed,7.0,2015,01,04,Holiday
47373.25,0.0,2015-01-07 05:00:00,Wed,7.0,2015,01,05,Holiday
55609.75,0.0,2015-01-07 06:00:00,Wed,7.0,2015,01,06,Holiday
62327.75,0.0,2015-01-07 07:00:00,Wed,7.0,2015,01,07,Holiday
64977.75,0.0,2015-01-07 08:00:00,Wed,7.0,2015,01,08,Holiday
65571.5,0.0,2015-01-07 09:00:00,Wed,7.0,2015,01,09,Holiday
66809.5,0.0,2015-01-07 10:00:00,Wed,7.0,2015,01,10,Holiday
67493.25,0.0,2015-01-07 11:00:00,Wed,7.0,2015,01,11,Holiday
67195.25,0.0,2015-01-07 12:00:00,Wed,7.0,2015,01,12,Holiday
66553.75,0.0,2015-01-07 13:00:00,Wed,7.0,2015,01,13,Holiday
65302.25,0.0,2015-01-07 14:00:00,Wed,7.0,2015,01,14,Holiday
64682.0,0.0,2015-01-07 15:00:00,Wed,7.0,2015,01,15,Holiday
65305.0,0.0,2015-01-07 16:00:00,Wed,7.0,2015,01,16,Holiday
68539.25,0.0,2015-01-07 17:00:00,Wed,7.0,2015,01,17,Holiday
68348.5,0.0,2015-01-07 18:00:00,Wed,7.0,2015,01,18,Holiday
66643.0,0.0,2015-01-07 19:00:00,Wed,7.0,2015,01,19,Holiday
63117.5,0.0,2015-01-07 20:00:00,Wed,7.0,2015,01,20,Holiday
60308.5,0.0,2015-01-07 21:00:00,Wed,7.0,2015,01,21,Holiday
58367.0,0.0,2015-01-07 22:00:00,Wed,7.0,2015,01,22,Holiday
54068.5,0.0,2015-01-07 23:00:00,Wed,7.0,2015,01,23,Holiday
50526.25,0.0,2015-01-08 00:00:00,Thu,7.0,2015,01,00,Holiday
48193.25,0.0,2015-01-08 01:00:00,Thu,7.0,2015,01,01,Holiday
47376.0,0.0,2015-01-08 02:00:00,Thu,7.0,2015,01,02,Holiday
47374.5,0.0,2015-01-08 03:00:00,Thu,7.0,2015,01,03,Holiday
48350.75,0.0,2015-01-08 04:00:00,Thu,7.0,2015,01,04,Holiday
50888.0,0.0,2015-01-08 05:00:00,Thu,7.0,2015,01,05,Holiday
58294.75,0.0,2015-01-08 06:00:00,Thu,7.0,2015,01,06,Holiday
65504.0,0.0,2015-01-08 07:00:00,Thu,7.0,2015,01,07,Holiday
68495.5,0.0,2015-01-08 08:00:00,Thu,7.0,2015,01,08,Holiday
68715.75,0.0,2015-01-08 09:00:00,Thu,7.0,2015,01,09,Holiday
69317.0,0.0,2015-01-08 10:00:00,Thu,7.0,2015,01,10,Holiday
70214.25,0.0,2015-01-08 11:00:00,Thu,7.0,2015,01,11,Holiday
69133.5,0.0,2015-01-08 12:00:00,Thu,7.0,2015,01,12,Holiday
67936.25,0.0,2015-01-08 13:00:00,Thu,7.0,2015,01,13,Holiday
66639.5,0.0,2015-01-08 14:00:00,Thu,7.0,2015,01,14,Holiday
66640.0,0.0,2015-01-08 15:00:00,Thu,7.0,2015,01,15,Holiday
66966.25,0.0,2015-01-08 16:00:00,Thu,7.0,2015,01,16,Holiday
69119.25,0.0,2015-01-08 17:00:00,Thu,7.0,2015,01,17,Holiday
68203.5,0.0,2015-01-08 18:00:00,Thu,7.0,2015,01,18,Holiday
66653.75,0.0,2015-01-08 19:00:00,Thu,7.0,2015,01,19,Holiday
62678.25,0.0,2015-01-08 20:00:00,Thu,7.0,2015,01,20,Holiday
59299.5,0.0,2015-01-08 21:00:00,Thu,7.0,2015,01,21,Holiday
57798.5,0.0,2015-01-08 22:00:00,Thu,7.0,2015,01,22,Holiday
53177.0,0.0,2015-01-08 23:00:00,Thu,7.0,2015,01,23,Holiday
48681.0,0.0,2015-01-09 00:00:00,Fri,7.0,2015,01,00,Holiday
46476.75,0.0,2015-01-09 01:00:00,Fri,7.0,2015,01,01,Holiday
45143.25,0.0,2015-01-09 02:00:00,Fri,7.0,2015,01,02,Holiday
45578.25,0.0,2015-01-09 03:00:00,Fri,7.0,2015,01,03,Holiday
46997.0,0.0,2015-01-09 04:00:00,Fri,7.0,2015,01,04,Holiday
50849.5,0.0,2015-01-09 05:00:00,Fri,7.0,2015,01,05,Holiday
58594.25,0.0,2015-01-09 06:00:00,Fri,7.0,2015,01,06,Holiday
66132.5,0.0,2015-01-09 07:00:00,Fri,7.0,2015,01,07,Holiday
69857.0,0.0,2015-01-09 08:00:00,Fri,7.0,2015,01,08,Holiday
70365.5,0.0,2015-01-09 09:00:00,Fri,7.0,2015,01,09,Holiday
71224.0,0.0,2015-01-09 10:00:00,Fri,7.0,2015,01,10,Holiday
71492.0,0.0,2015-01-09 11:00:00,Fri,7.0,2015,01,11,Holiday
70468.75,0.0,2015-01-09 12:00:00,Fri,7.0,2015,01,12,Holiday
69271.25,0.0,2015-01-09 13:00:00,Fri,7.0,2015,01,13,Holiday
67917.75,0.0,2015-01-09 14:00:00,Fri,7.0,2015,01,14,Holiday
67570.0,0.0,2015-01-09 15:00:00,Fri,7.0,2015,01,15,Holiday
68830.25,0.0,2015-01-09 16:00:00,Fri,7.0,2015,01,16,Holiday
71338.25,0.0,2015-01-09 17:00:00,Fri,7.0,2015,01,17,Holiday
70458.0,0.0,2015-01-09 18:00:00,Fri,7.0,2015,01,18,Holiday
67255.0,0.0,2015-01-09 19:00:00,Fri,7.0,2015,01,19,Holiday
62952.5,0.0,2015-01-09 20:00:00,Fri,7.0,2015,01,20,Holiday
59499.0,0.0,2015-01-09 21:00:00,Fri,7.0,2015,01,21,Holiday
55725.5,0.0,2015-01-09 22:00:00,Fri,7.0,2015,01,22,Holiday
51943.0,0.0,2015-01-09 23:00:00,Fri,7.0,2015,01,23,Holiday
47751.5,0.0,2015-01-10 00:00:00,Sat,7.0,2015,01,00,Holiday
46171.0,0.0,2015-01-10 01:00:00,Sat,7.0,2015,01,01,Holiday
44622.0,0.0,2015-01-10 02:00:00,Sat,7.0,2015,01,02,Holiday
44254.5,0.0,2015-01-10 03:00:00,Sat,7.0,2015,01,03,Holiday
44399.25,0.0,2015-01-10 04:00:00,Sat,7.0,2015,01,04,Holiday
44393.25,0.0,2015-01-10 05:00:00,Sat,7.0,2015,01,05,Holiday
45500.5,0.0,2015-01-10 06:00:00,Sat,7.0,2015,01,06,Holiday
49037.25,0.0,2015-01-10 07:00:00,Sat,7.0,2015,01,07,Holiday
53447.0,0.0,2015-01-10 08:00:00,Sat,7.0,2015,01,08,Holiday
56847.75,0.0,2015-01-10 09:00:00,Sat,7.0,2015,01,09,Holiday
58286.25,0.0,2015-01-10 10:00:00,Sat,7.0,2015,01,10,Holiday
59968.5,0.0,2015-01-10 11:00:00,Sat,7.0,2015,01,11,Holiday
60354.75,0.0,2015-01-10 12:00:00,Sat,7.0,2015,01,12,Holiday
58690.5,0.0,2015-01-10 13:00:00,Sat,7.0,2015,01,13,Holiday
57123.5,0.0,2015-01-10 14:00:00,Sat,7.0,2015,01,14,Holiday
55596.25,0.0,2015-01-10 15:00:00,Sat,7.0,2015,01,15,Holiday
56866.0,0.0,2015-01-10 16:00:00,Sat,7.0,2015,01,16,Holiday
60660.25,0.0,2015-01-10 17:00:00,Sat,7.0,2015,01,17,Holiday
60838.25,0.0,2015-01-10 18:00:00,Sat,7.0,2015,01,18,Holiday
58431.75,0.0,2015-01-10 19:00:00,Sat,7.0,2015,01,19,Holiday
54422.5,0.0,2015-01-10 20:00:00,Sat,7.0,2015,01,20,Holiday
52178.5,0.0,2015-01-10 21:00:00,Sat,7.0,2015,01,21,Holiday
51568.25,0.0,2015-01-10 22:00:00,Sat,7.0,2015,01,22,Holiday
48369.0,0.0,2015-01-10 23:00:00,Sat,7.0,2015,01,23,Holiday
44559.5,0.0,2015-01-11 00:00:00,Sun,7.0,2015,01,00,Holiday
42037.0,0.0,2015-01-11 01:00:00,Sun,7.0,2015,01,01,Holiday
40722.0,0.0,2015-01-11 02:00:00,Sun,7.0,2015,01,02,Holiday
40223.0,0.0,2015-01-11 03:00:00,Sun,7.0,2015,01,03,Holiday
40556.25,0.0,2015-01-11 04:00:00,Sun,7.0,2015,01,04,Holiday
40160.0,0.0,2015-01-11 05:00:00,Sun,7.0,2015,01,05,Holiday
39316.25,0.0,2015-01-11 06:00:00,Sun,7.0,2015,01,06,Holiday
41115.75,0.0,2015-01-11 07:00:00,Sun,7.0,2015,01,07,Holiday
44545.75,0.0,2015-01-11 08:00:00,Sun,7.0,2015,01,08,Holiday
47989.5,0.0,2015-01-11 09:00:00,Sun,7.0,2015,01,09,Holiday
51722.0,0.0,2015-01-11 10:00:00,Sun,7.0,2015,01,10,Holiday
54898.75,0.0,2015-01-11 11:00:00,Sun,7.0,2015,01,11,Holiday
55157.25,0.0,2015-01-11 12:00:00,Sun,7.0,2015,01,12,Holiday
53545.25,0.0,2015-01-11 13:00:00,Sun,7.0,2015,01,13,Holiday
52584.0,0.0,2015-01-11 14:00:00,Sun,7.0,2015,01,14,Holiday
52180.75,0.0,2015-01-11 15:00:00,Sun,7.0,2015,01,15,Holiday
53381.75,0.0,2015-01-11 16:00:00,Sun,7.0,2015,01,16,Holiday
58217.75,0.0,2015-01-11 17:00:00,Sun,7.0,2015,01,17,Holiday
59248.75,0.0,2015-01-11 18:00:00,Sun,7.0,2015,01,18,Holiday
57556.5,0.0,2015-01-11 19:00:00,Sun,7.0,2015,01,19,Holiday
54337.5,0.0,2015-01-11 20:00:00,Sun,7.0,2015,01,20,Holiday
52475.0,0.0,2015-01-11 21:00:00,Sun,7.0,2015,01,21,Holiday
53008.75,0.0,2015-01-11 22:00:00,Sun,7.0,2015,01,22,Holiday
49464.25,0.0,2015-01-11 23:00:00,Sun,7.0,2015,01,23,Holiday
46324.0,0.0,2015-01-12 00:00:00,Mon,7.0,2015,01,00,Holiday
44505.5,0.0,2015-01-12 01:00:00,Mon,7.0,2015,01,01,Holiday
43870.25,0.0,2015-01-12 02:00:00,Mon,7.0,2015,01,02,Holiday
43792.5,0.0,2015-01-12 03:00:00,Mon,7.0,2015,01,03,Holiday
45262.0,0.0,2015-01-12 04:00:00,Mon,7.0,2015,01,04,Holiday
49645.5,0.0,2015-01-12 05:00:00,Mon,7.0,2015,01,05,Holiday
58843.0,0.0,2015-01-12 06:00:00,Mon,7.0,2015,01,06,Holiday
66966.0,0.0,2015-01-12 07:00:00,Mon,7.0,2015,01,07,Holiday
70189.5,0.0,2015-01-12 08:00:00,Mon,7.0,2015,01,08,Holiday
70007.0,0.0,2015-01-12 09:00:00,Mon,7.0,2015,01,09,Holiday
71740.5,0.0,2015-01-12 10:00:00,Mon,7.0,2015,01,10,Holiday
73242.5,0.0,2015-01-12 11:00:00,Mon,7.0,2015,01,11,Holiday
72822.75,0.0,2015-01-12 12:00:00,Mon,7.0,2015,01,12,Holiday
72198.75,0.0,2015-01-12 13:00:00,Mon,7.0,2015,01,13,Holiday
71189.25,0.0,2015-01-12 14:00:00,Mon,7.0,2015,01,14,Holiday
70038.25,0.0,2015-01-12 15:00:00,Mon,7.0,2015,01,15,Holiday
70279.25,0.0,2015-01-12 16:00:00,Mon,7.0,2015,01,16,Holiday
72125.25,0.0,2015-01-12 17:00:00,Mon,7.0,2015,01,17,Holiday
72069.5,0.0,2015-01-12 18:00:00,Mon,7.0,2015,01,18,Holiday
70228.5,0.0,2015-01-12 19:00:00,Mon,7.0,2015,01,19,Holiday
65705.5,0.0,2015-01-12 20:00:00,Mon,7.0,2015,01,20,Holiday
62549.0,0.0,2015-01-12 21:00:00,Mon,7.0,2015,01,21,Holiday
59502.0,0.0,2015-01-12 22:00:00,Mon,7.0,2015,01,22,Holiday
54210.75,0.0,2015-01-12 23:00:00,Mon,7.0,2015,01,23,Holiday
49978.75,0.0,2015-01-13 00:00:00,Tue,7.0,2015,01,00,Holiday
47776.75,0.0,2015-01-13 01:00:00,Tue,7.0,2015,01,01,Holiday
46721.5,0.0,2015-01-13 02:00:00,Tue,7.0,2015,01,02,Holiday
46690.5,0.0,2015-01-13 03:00:00,Tue,7.0,2015,01,03,Holiday
48905.25,0.0,2015-01-13 04:00:00,Tue,7.0,2015,01,04,Holiday
52462.0,0.0,2015-01-13 05:00:00,Tue,7.0,2015,01,05,Holiday
59379.0,0.0,2015-01-13 06:00:00,Tue,7.0,2015,01,06,Holiday
66891.5,0.0,2015-01-13 07:00:00,Tue,7.0,2015,01,07,Holiday
68869.75,0.0,2015-01-13 08:00:00,Tue,7.0,2015,01,08,Holiday
68399.75,0.0,2015-01-13 09:00:00,Tue,7.0,2015,01,09,Holiday
68338.5,0.0,2015-01-13 10:00:00,Tue,7.0,2015,01,10,Holiday
68752.0,0.0,2015-01-13 11:00:00,Tue,7.0,2015,01,11,Holiday
68186.5,0.0,2015-01-13 12:00:00,Tue,7.0,2015,01,12,Holiday
67441.75,0.0,2015-01-13 13:00:00,Tue,7.0,2015,01,13,Holiday
65405.75,0.0,2015-01-13 14:00:00,Tue,7.0,2015,01,14,Holiday
65423.75,0.0,2015-01-13 15:00:00,Tue,7.0,2015,01,15,Holiday
65910.25,0.0,2015-01-13 16:00:00,Tue,7.0,2015,01,16,Holiday
69273.25,0.0,2015-01-13 17:00:00,Tue,7.0,2015,01,17,Holiday
68701.75,0.0,2015-01-13 18:00:00,Tue,7.0,2015,01,18,Holiday
66050.75,0.0,2015-01-13 19:00:00,Tue,7.0,2015,01,19,Holiday
61526.25,0.0,2015-01-13 20:00:00,Tue,7.0,2015,01,20,Holiday
58663.5,0.0,2015-01-13 21:00:00,Tue,7.0,2015,01,21,Holiday
56607.5,0.0,2015-01-13 22:00:00,Tue,7.0,2015,01,22,Holiday
52388.75,0.0,2015-01-13 23:00:00,Tue,7.0,2015,01,23,Holiday
47894.0,0.0,2015-01-14 00:00:00,Wed,7.0,2015,01,00,Holiday
45224.0,0.0,2015-01-14 01:00:00,Wed,7.0,2015,01,01,Holiday
43702.5,0.0,2015-01-14 02:00:00,Wed,7.0,2015,01,02,Holiday
44226.75,0.0,2015-01-14 03:00:00,Wed,7.0,2015,01,03,Holiday
45963.25,0.0,2015-01-14 04:00:00,Wed,7.0,2015,01,04,Holiday
50021.5,0.0,2015-01-14 05:00:00,Wed,7.0,2015,01,05,Holiday
58196.5,0.0,2015-01-14 06:00:00,Wed,7.0,2015,01,06,Holiday
66118.25,0.0,2015-01-14 07:00:00,Wed,7.0,2015,01,07,Holiday
68911.0,0.0,2015-01-14 08:00:00,Wed,7.0,2015,01,08,Holiday
68256.25,0.0,2015-01-14 09:00:00,Wed,7.0,2015,01,09,Holiday
69625.75,0.0,2015-01-14 10:00:00,Wed,7.0,2015,01,10,Holiday
69925.75,0.0,2015-01-14 11:00:00,Wed,7.0,2015,01,11,Holiday
68688.5,0.0,2015-01-14 12:00:00,Wed,7.0,2015,01,12,Holiday
67968.75,0.0,2015-01-14 13:00:00,Wed,7.0,2015,01,13,Holiday
66643.75,0.0,2015-01-14 14:00:00,Wed,7.0,2015,01,14,Holiday
65780.0,0.0,2015-01-14 15:00:00,Wed,7.0,2015,01,15,Holiday
66111.25,0.0,2015-01-14 16:00:00,Wed,7.0,2015,01,16,Holiday
69174.0,0.0,2015-01-14 17:00:00,Wed,7.0,2015,01,17,Holiday
67966.0,0.0,2015-01-14 18:00:00,Wed,7.0,2015,01,18,Holiday
66531.75,0.0,2015-01-14 19:00:00,Wed,7.0,2015,01,19,Holiday
