Date;Time of day;Scheduled commercial net export[MWh];Netherlands (export)[MWh];Netherlands (import)[MWh];Switzerland (export)[MWh];Switzerland (import)[MWh];Denmark (export)[MWh];Denmark (import)[MWh];Czech Republic (export)[MWh];Czech Republic (import)[MWh];Luxembourg (export)[MWh];Luxembourg (import)[MWh];Sweden (export)[MWh];Sweden (import)[MWh];Austria (export)[MWh];Austria (import)[MWh];France (export)[MWh];France (import)[MWh];Poland (export)[MWh];Poland (import)[MWh]
Apr 9, 2017;12:00 AM;1,862;2,062;-10;1,076;-363;0;-1,775;343;-2,213;443;-5;0;-615;2,986;-959;1,365;-48;0;-425
Apr 9, 2017;1:00 AM;1,609;1,597;-10;896;-103;4;-1,775;293;-2,311;417;-5;0;-615;2,930;-1,086;2,180;-432;0;-371
Apr 9, 2017;2:00 AM;1,625;1,629;-10;954;-319;54;-1,795;273;-2,328;408;-7;0;-615;3,043;-1,208;2,461;-570;0;-345
Apr 9, 2017;3:00 AM;493;2,070;-35;1,018;-217;149;-1,785;293;-2,302;401;-6;0;-615;3,119;-1,270;726;-684;0;-369
Apr 9, 2017;4:00 AM;275;2,549;-10;1,015;-690;94;-1,785;293;-2,274;400;-5;0;-615;3,325;-1,465;705;-852;0;-410
Apr 9, 2017;5:00 AM;-505;2,445;-10;739;-1,122;342;-1,785;313;-2,335;401;-3;0;-615;3,443;-1,475;518;-961;0;-400
Apr 9, 2017;6:00 AM;102;2,319;-10;640;-1,148;0;-1,795;273;-2,251;371;-4;0;-615;3,500;-1,598;1,033;-263;0;-350
Apr 9, 2017;7:00 AM;136;2,345;-10;730;-1,244;0;-1,785;243;-2,065;367;-4;0;-615;3,749;-892;480;-1,163;0;-0
Apr 9, 2017;8:00 AM;1,695;2,414;-23;884;-1,425;189;-1,775;438;-1,824;385;-3;0;-615;3,992;-337;190;-1,008;213;-0
Apr 9, 2017;9:00 AM;4,916;2,938;-83;1,027;-1,791;391;-1,412;603;-1,783;407;-2;0;-606;4,326;-285;1,404;-413;195;-0
Apr 9, 2017;10:00 AM;7,219;3,311;-10;1,229;-1,145;374;-403;670;-1,776;420;-2;0;-0;4,822;-292;675;-839;185;-0
Apr 9, 2017;11:00 AM;11,140;3,455;-10;1,146;-961;1,330;-0;713;-1,776;433;-3;0;-0;5,931;-293;1,710;-675;160;-20
Apr 9, 2017;12:00 PM;12,129;3,279;-10;1,203;-559;1,638;-246;1,193;-1,820;440;-2;511;-0;5,841;-427;1,869;-966;185;-0
Apr 9, 2017;1:00 PM;11,734;3,131;-177;1,159;-484;2,100;-0;1,319;-1,676;410;-1;431;-0;5,415;-387;874;-555;175;-0
Apr 9, 2017;2:00 PM;11,075;3,247;-10;1,169;-412;2,100;-0;1,245;-1,676;400;-1;432;-0;5,638;-391;216;-1,087;205;-0
Apr 9, 2017;3:00 PM;10,504;3,181;-111;894;-820;2,100;-0;1,384;-1,728;387;-1;457;-0;5,549;-376;242;-789;135;-0
Apr 9, 2017;4:00 PM;7,533;2,715;-89;674;-1,572;1,713;-0;1,276;-1,583;390;-1;429;-0;5,494;-449;156;-1,785;165;-0
Apr 9, 2017;5:00 PM;4,568;3,963;-261;591;-1,069;786;-0;502;-1,935;407;-1;0;-60;4,628;-382;193;-2,939;145;-0
Apr 9, 2017;6:00 PM;1,126;1,479;-168;1,164;-1,061;56;-1,374;453;-1,689;430;-2;0;-615;4,113;-684;665;-1,761;195;-75
Apr 9, 2017;7:00 PM;553;1,269;-10;916;-405;0;-1,785;378;-2,013;448;-3;0;-615;4,222;-908;424;-1,260;50;-155
Apr 9, 2017;8:00 PM;2,202;1,999;-10;1,482;-553;0;-1,785;393;-1,822;465;-5;0;-615;4,135;-1,213;215;-360;0;-124
Apr 9, 2017;9:00 PM;4,116;2,301;-10;1,539;-531;0;-1,725;167;-2,018;462;-7;0;-562;4,020;-292;1,383;-217;0;-394
Apr 9, 2017;10:00 PM;4,684;587;-10;1,492;-66;0;-1,495;220;-2,274;488;-8;0;-361;4,147;-342;3,659;-888;200;-665
Apr 9, 2017;11:00 PM;6,525;3,031;-10;1,435;-77;0;-875;740;-2,044;458;-10;0;-348;5,109;-432;142;-35;70;-629
Apr 10, 2017;12:00 AM;6,261;175;-60;1,454;-62;153;-585;238;-1,766;422;-14;0;-282;4,333;-585;3,585;-445;0;-300
Apr 10, 2017;1:00 AM;8,481;611;-10;1,460;-140;605;-0;545;-1,458;397;-17;0;-0;5,396;-731;2,467;-434;0;-210
Apr 10, 2017;2:00 AM;9,280;709;-68;1,372;-172;1,220;-0;487;-1,376;397;-21;0;-0;5,344;-534;2,665;-743;0;-0
Apr 10, 2017;3:00 AM;8,593;1,127;-75;1,215;-283;1,413;-0;559;-1,357;400;-24;77;-0;5,445;-503;1,275;-676;0;-0
Apr 10, 2017;4:00 AM;8,408;1,369;-62;1,181;-97;1,111;-40;559;-1,263;412;-28;77;-0;5,483;-658;569;-205;0;-0
Apr 10, 2017;5:00 AM;7,094;671;-84;1,201;-10;309;-825;504;-1,526;445;-31;0;-218;5,580;-518;2,904;-958;0;-350
Apr 10, 2017;6:00 AM;5,934;249;-182;1,326;-160;0;-815;789;-1,636;471;-33;0;-525;5,783;-875;2,882;-273;0;-1,067
Apr 10, 2017;7:00 AM;4,701;422;-187;1,521;-326;0;-1,035;716;-1,523;514;-29;0;-612;5,636;-1,439;1,958;-0;60;-975
Apr 10, 2017;8:00 AM;6,498;1,223;-206;1,286;-86;0;-705;701;-1,432;561;-27;0;-580;5,395;-724;1,008;-0;134;-50
Apr 10, 2017;9:00 AM;7,869;837;-17;1,210;-10;0;-505;663;-1,466;578;-17;0;-530;6,238;-533;1,301;-0;120;-0
Apr 10, 2017;10:00 AM;8,720;631;-17;1,210;-10;0;-285;704;-1,297;575;-12;0;-508;6,635;-683;1,662;-0;115;-0
Apr 10, 2017;11:00 AM;9,165;1,281;-10;1,210;-10;0;-285;657;-1,181;581;-11;0;-80;6,649;-757;956;-0;165;-0
Apr 10, 2017;12:00 PM;10,910;353;-17;1,209;-9;1,296;-554;971;-1,373;565;-15;77;-0;7,269;-804;1,792;-0;150;-0
Apr 10, 2017;1:00 PM;11,405;417;-17;1,209;-9;1,343;-600;1,363;-1,426;553;-13;77;-0;7,382;-864;1,830;-0;160;-0
Apr 10, 2017;2:00 PM;11,437;1,237;-17;1,210;-10;1,318;-613;1,455;-1,234;549;-15;77;-0;7,448;-973;845;-0;160;-0
Apr 10, 2017;3:00 PM;11,740;1,295;-17;1,209;-9;1,079;-375;1,451;-1,166;538;-19;77;-0;7,631;-927;788;-0;185;-0
Apr 10, 2017;4:00 PM;11,449;1,355;-17;1,209;-9;1,097;-353;1,004;-1,411;526;-17;77;-0;7,847;-777;728;-0;190;-0
Apr 10, 2017;5:00 PM;9,504;1,307;-17;1,209;-31;0;-152;1,143;-1,207;526;-16;0;-0;6,668;-735;663;-29;175;-0
Apr 10, 2017;6:00 PM;7,011;1,269;-17;809;-9;0;-585;869;-1,301;541;-16;0;-139;5,921;-626;422;-0;20;-147
Apr 10, 2017;7:00 PM;6,224;1,151;-17;1,208;-9;0;-585;777;-1,498;541;-12;0;-233;5,362;-807;429;-16;0;-67
Apr 10, 2017;8:00 PM;5,763;1,410;-17;1,448;-480;0;-585;917;-1,451;545;-14;0;-288;5,402;-1,050;702;-751;25;-50
Apr 10, 2017;9:00 PM;5,251;661;-17;1,209;-9;0;-585;575;-1,808;517;-17;0;-221;5,028;-830;1,235;-36;0;-451
Apr 10, 2017;10:00 PM;5,982;125;-10;1,209;-120;0;-585;426;-1,526;529;-16;0;-147;5,146;-462;2,122;-44;0;-665
Apr 10, 2017;11:00 PM;6,665;2,739;-11;1,209;-11;0;-585;364;-1,548;493;-17;0;-0;6,154;-1,499;0;-13;0;-610
Apr 11, 2017;12:00 AM;6,381;1,299;-138;1,209;-13;0;-725;876;-1,278;451;-18;0;-0;4,569;-517;966;-0;0;-300
Apr 11, 2017;1:00 AM;7,246;1,421;-10;1,209;-12;0;-755;848;-1,012;433;-15;0;-0;4,910;-723;1,212;-45;0;-215
Apr 11, 2017;2:00 AM;6,927;489;-10;1,209;-9;0;-705;635;-997;428;-10;0;-0;4,266;-440;2,286;-0;0;-215
Apr 11, 2017;3:00 AM;5,840;573;-10;1,209;-184;0;-715;504;-819;427;-8;0;-0;3,937;-432;1,869;-228;0;-283
Apr 11, 2017;4:00 AM;5,123;865;-10;1,209;-276;0;-725;816;-1,031;425;-6;0;-0;3,859;-634;1,718;-572;0;-515
Apr 11, 2017;5:00 AM;4,919;337;-10;1,209;-23;0;-775;507;-1,436;460;-5;0;-0;4,089;-963;2,104;-85;0;-490
Apr 11, 2017;6:00 AM;3,310;479;-17;1,209;-16;57;-815;512;-1,487;479;-6;0;-204;4,842;-1,229;249;-103;0;-640
Apr 11, 2017;7:00 AM;3,412;1,283;-17;1,288;-93;0;-805;565;-1,122;523;-3;0;-375;4,804;-2,182;624;-353;0;-725
Apr 11, 2017;8:00 AM;4,102;1,191;-17;1,545;-345;0;-525;552;-1,122;561;-5;0;-367;4,312;-1,615;742;-0;0;-805
Apr 11, 2017;9:00 AM;5,841;1,233;-17;1,218;-21;0;-445;725;-1,112;572;-4;0;-268;4,686;-1,366;928;-0;50;-338
Apr 11, 2017;10:00 AM;7,045;1,190;-17;1,209;-9;0;-285;925;-1,124;577;-2;0;-221;4,641;-410;591;-0;55;-75
Apr 11, 2017;11:00 AM;8,009;911;-10;1,209;-9;213;-335;955;-1,222;590;-3;0;-212;5,207;-329;950;-0;144;-50
Apr 11, 2017;12:00 PM;8,338;871;-17;1,209;-9;38;-425;1,070;-1,048;571;-1;0;-233;5,293;-437;1,352;-0;177;-73
Apr 11, 2017;1:00 PM;8,107;715;-17;1,209;-9;110;-615;1,149;-1,041;557;-1;0;-252;5,295;-657;1,567;-0;170;-73
Apr 11, 2017;2:00 PM;8,332;207;-47;1,209;-9;470;-775;916;-1,017;553;-1;0;-283;5,148;-541;2,390;-0;162;-50
Apr 11, 2017;3:00 PM;7,117;625;-17;1,209;-9;26;-785;976;-1,024;540;-1;0;-315;5,006;-605;1,558;-98;152;-121
Apr 11, 2017;4:00 PM;5,964;1,390;-17;1,209;-9;118;-1,125;841;-1,171;533;-2;0;-353;5,166;-451;242;-114;87;-380
Apr 11, 2017;5:00 PM;4,089;1,203;-17;1,336;-233;0;-1,355;595;-973;537;-2;0;-292;4,976;-601;406;-1,022;0;-469
Apr 11, 2017;6:00 PM;1,455;635;-17;1,141;-376;0;-1,545;355;-1,314;553;-3;0;-347;4,386;-1,125;683;-1,166;0;-405
Apr 11, 2017;7:00 PM;-547;293;-17;1,376;-1,255;0;-1,415;505;-1,162;557;-3;0;-477;4,343;-2,318;509;-1,103;0;-380
Apr 11, 2017;8:00 PM;266;625;-17;983;-960;0;-1,245;746;-1,251;550;-3;0;-510;4,594;-2,337;175;-806;0;-278
Apr 11, 2017;9:00 PM;1,364;893;-17;1,461;-903;0;-1,105;309;-1,320;518;-4;0;-393;4,162;-1,739;515;-663;0;-350
Apr 11, 2017;10:00 PM;4,247;919;-10;1,409;-9;0;-825;312;-1,330;534;-3;0;-313;4,787;-905;603;-92;0;-830
Apr 11, 2017;11:00 PM;5,813;1,990;-60;1,409;-9;0;-675;385;-1,396;498;-4;0;-157;5,067;-650;316;-76;0;-825
Apr 12, 2017;12:00 AM;7,191;2,197;-10;1,213;-13;110;-548;287;-1,207;442;-6;0;-0;5,100;-742;372;-4;0;-0
Apr 12, 2017;1:00 AM;8,290;2,349;-10;1,202;-56;118;-25;511;-757;421;-9;0;-0;4,961;-635;246;-26;0;-0
Apr 12, 2017;2:00 AM;8,393;1,161;-10;1,204;-29;181;-199;786;-935;408;-9;77;-0;6,197;-955;1,016;-500;0;-0
Apr 12, 2017;3:00 AM;7,624;1,351;-10;809;-9;581;-25;681;-936;400;-12;77;-0;6,329;-1,245;783;-1,150;0;-0
Apr 12, 2017;4:00 AM;7,516;1,346;-60;809;-14;735;-25;788;-946;395;-16;77;-0;6,163;-921;765;-1,580;0;-0
Apr 12, 2017;5:00 AM;8,499;1,235;-10;809;-21;844;-68;367;-770;424;-20;77;-0;5,432;-529;872;-123;0;-20
Apr 12, 2017;6:00 AM;6,130;252;-229;802;-40;0;-585;534;-722;449;-24;0;-151;5,925;-416;634;-200;20;-119
Apr 12, 2017;7:00 AM;6,477;1,061;-67;809;-9;0;-585;577;-966;494;-26;0;-238;5,707;-832;777;-0;20;-245
Apr 12, 2017;8:00 AM;6,744;1,065;-17;809;-9;0;-0;570;-1,202;534;-29;0;-254;5,270;-781;1,018;-0;20;-250
Apr 12, 2017;9:00 AM;8,250;1,061;-17;809;-9;0;-0;737;-1,279;542;-29;0;-211;6,324;-779;1,022;-0;109;-30
Apr 12, 2017;10:00 AM;9,936;1,151;-17;809;-9;382;-50;722;-777;548;-20;0;-70;6,782;-580;931;-0;134;-0
Apr 12, 2017;11:00 AM;10,910;1,195;-10;809;-9;1,500;-505;940;-982;563;-19;59;-0;7,062;-721;888;-0;140;-0
Apr 12, 2017;12:00 PM;12,428;1,213;-17;809;-33;1,500;-0;1,477;-777;546;-18;77;-0;7,282;-632;871;-0;130;-0
Apr 12, 2017;1:00 PM;13,329;1,273;-17;809;-9;1,829;-0;1,364;-741;526;-24;77;-0;7,781;-481;808;-0;134;-0
Apr 12, 2017;2:00 PM;12,773;1,325;-17;809;-9;2,100;-0;1,271;-746;522;-26;77;-0;7,206;-417;758;-250;170;-0
Apr 12, 2017;3:00 PM;12,889;1,423;-17;809;-9;2,100;-0;1,294;-747;508;-31;77;-0;7,694;-651;659;-350;130;-0
Apr 12, 2017;4:00 PM;11,697;1,419;-17;809;-9;2,100;-0;911;-788;510;-36;77;-0;7,199;-531;655;-732;130;-0
Apr 12, 2017;5:00 PM;10,498;1,193;-17;808;-9;1,513;-0;945;-754;518;-36;75;-0;6,803;-563;0;-78;100;-0
Apr 12, 2017;6:00 PM;8,043;1,285;-17;809;-9;585;-585;810;-767;528;-37;0;-386;6,199;-543;205;-104;90;-20
Apr 12, 2017;7:00 PM;6,894;1,150;-17;809;-67;0;-585;608;-913;524;-36;0;-466;5,887;-552;643;-101;30;-20
Apr 12, 2017;8:00 PM;7,147;573;-17;809;-9;0;-585;647;-935;520;-34;0;-539;5,515;-502;1,691;-67;80;-0
Apr 12, 2017;9:00 PM;5,920;1,331;-17;809;-9;27;-585;350;-888;499;-30;0;-478;5,073;-547;758;-207;40;-206
Apr 12, 2017;10:00 PM;7,668;1,337;-10;809;-9;177;-37;516;-1,098;505;-26;0;-0;5,332;-655;760;-3;70;-0
Apr 12, 2017;11:00 PM;8,469;1,295;-10;809;-9;1,496;-590;490;-1,219;466;-28;77;-0;5,545;-725;787;-0;85;-0
Apr 13, 2017;12:00 AM;8,890;2,139;-0;809;-9;990;-558;577;-1,335;435;-18;77;-0;5,970;-587;400;-0;0;-0
Apr 13, 2017;1:00 AM;9,498;2,290;-0;810;-10;953;-364;419;-893;423;-18;77;-0;5,922;-504;393;-0;0;-0
Apr 13, 2017;2:00 AM;9,659;1,244;-0;848;-62;844;-433;616;-867;419;-17;77;-0;5,922;-339;1,407;-0;0;-0
Apr 13, 2017;3:00 AM;8,576;248;-0;836;-39;823;-192;615;-877;425;-15;77;-0;5,354;-293;2,614;-1,000;0;-0
Apr 13, 2017;4:00 AM;7,808;132;-0;809;-23;920;-250;471;-850;430;-15;77;-0;5,270;-326;2,218;-1,055;0;-0
Apr 13, 2017;5:00 AM;8,273;498;-0;809;-32;282;-398;357;-1,172;452;-13;0;-0;4,991;-470;3,209;-0;0;-240
Apr 13, 2017;6:00 AM;6,522;1,309;-211;804;-140;0;-585;460;-1,103;454;-11;0;-261;5,540;-585;1,203;-102;0;-250
Apr 13, 2017;7:00 AM;4,496;1,424;-118;782;-513;0;-585;397;-1,193;499;-10;0;-318;5,147;-1,262;604;-113;0;-245
Apr 13, 2017;8:00 AM;5,572;1,327;-2;809;-16;0;-585;514;-1,094;538;-10;0;-271;4,977;-1,123;762;-14;0;-240
Apr 13, 2017;9:00 AM;7,419;1,415;-2;809;-60;0;-585;656;-1,105;552;-13;0;-234;5,681;-411;668;-0;50;-2
Apr 13, 2017;10:00 AM;8,016;1,381;-2;809;-46;0;-585;674;-813;556;-14;0;-184;6,070;-483;724;-221;150;-0
Apr 13, 2017;11:00 AM;9,323;1,363;-0;809;-9;10;-382;787;-718;573;-14;0;-0;6,441;-432;710;-0;185;-0
Apr 13, 2017;12:00 PM;10,941;1,333;-7;809;-66;1,532;-221;923;-690;548;-11;0;-0;6,229;-355;752;-0;165;-0
Apr 13, 2017;1:00 PM;11,035;1,367;-7;809;-44;2,100;-740;768;-667;537;-11;77;-0;6,286;-342;727;-0;175;-0
Apr 13, 2017;2:00 PM;11,001;1,359;-7;810;-26;2,100;-347;758;-902;534;-10;77;-0;6,161;-416;730;-0;180;-0
Apr 13, 2017;3:00 PM;10,589;1,369;-7;810;-32;2,100;-102;761;-898;531;-9;1;-0;5,981;-299;727;-524;180;-0
Apr 13, 2017;4:00 PM;8,936;869;-7;809;-256;896;-195;825;-877;526;-11;0;-0;6,122;-434;1,600;-1,121;190;-0
Apr 13, 2017;5:00 PM;7,730;1,033;-7;809;-112;0;-585;704;-657;529;-11;0;-131;5,821;-364;1,050;-466;117;-0
Apr 13, 2017;6:00 PM;4,776;1,385;-41;809;-222;0;-585;408;-1,032;537;-10;0;-248;4,814;-754;283;-98;50;-520
Apr 13, 2017;7:00 PM;3,006;1,015;-7;675;-150;0;-585;493;-1,421;538;-11;0;-353;4,656;-995;264;-1,027;229;-315
Apr 13, 2017;8:00 PM;3,610;1,431;-7;876;-858;0;-585;569;-1,425;537;-7;0;-467;5,058;-1,465;755;-782;295;-315
Apr 13, 2017;9:00 PM;2,927;1,007;-7;809;-260;0;-625;384;-1,724;527;-5;0;-528;4,811;-1,442;993;-488;100;-625
Apr 13, 2017;10:00 PM;4,955;278;-0;809;-17;0;-715;157;-1,600;535;-5;0;-531;4,621;-569;2,764;-102;25;-695
Apr 13, 2017;11:00 PM;5,796;1,399;-0;1,209;-49;0;-755;155;-1,581;497;-5;0;-484;4,631;-436;2,013;-88;45;-755
Apr 14, 2017;12:00 AM;7,535;26;-0;1,393;-9;72;-605;78;-1,602;449;-4;0;-413;4,755;-290;4,141;-0;0;-456
Apr 14, 2017;1:00 AM;8,598;1,495;-0;1,410;-10;61;-498;118;-1,345;437;-2;0;-0;5,074;-179;2,352;-0;0;-315
Apr 14, 2017;2:00 AM;8,177;1,505;-0;1,409;-9;0;-725;88;-1,217;439;-3;0;-0;5,021;-369;2,452;-9;0;-405
Apr 14, 2017;3:00 AM;6,799;72;-0;1,408;-19;82;-955;138;-1,400;441;-3;0;-0;4,836;-484;3,261;-328;0;-250
Apr 14, 2017;4:00 AM;7,036;194;-20;1,409;-9;178;-628;73;-1,292;445;-3;0;-0;4,755;-361;2,841;-346;0;-200
Apr 14, 2017;5:00 AM;8,065;46;-20;1,810;-10;65;-293;126;-1,955;472;-2;0;-0;4,925;-334;3,856;-371;0;-250
Apr 14, 2017;6:00 AM;10,568;1,804;-27;1,809;-9;513;-145;246;-1,826;482;-1;0;-0;5,713;-359;2,314;-6;60;-0
Apr 14, 2017;7:00 AM;11,096;45;-27;1,808;-9;373;-424;73;-1,608;517;-3;0;-0;6,427;-338;4,175;-17;154;-50
Apr 14, 2017;8:00 AM;11,406;1,820;-2;1,809;-9;701;-1,505;133;-1,245;556;-3;0;-0;6,535;-297;2,753;-0;160;-0
Apr 14, 2017;9:00 AM;11,297;25;-2;2,009;-9;325;-109;370;-1,389;558;-1;0;-0;6,389;-302;3,554;-300;179;-0
Apr 14, 2017;10:00 AM;12,042;573;-2;2,009;-9;1,338;-373;475;-1,515;562;-1;0;-0;6,647;-341;2,484;-0;195;-0
Apr 14, 2017;11:00 AM;12,655;593;-0;1,809;-9;1,696;-0;435;-1,344;583;-0;0;-0;6,821;-316;2,262;-0;125;-0
Apr 14, 2017;12:00 PM;11,897;1,609;-7;1,809;-9;2,100;-0;385;-1,169;559;-0;77;-0;6,653;-365;441;-300;114;-0
Apr 14, 2017;1:00 PM;13,459;297;-7;1,810;-17;2,087;-11;480;-1,086;544;-1;60;-0;6,637;-312;2,953;-100;125;-0
Apr 14, 2017;2:00 PM;13,103;25;-7;1,810;-10;1,528;-0;594;-1,251;540;-2;75;-0;6,656;-295;3,690;-400;150;-0
Apr 14, 2017;3:00 PM;11,994;171;-7;1,809;-9;932;-0;546;-1,466;538;-3;0;-0;6,590;-399;3,331;-188;149;-0
Apr 14, 2017;4:00 PM;11,204;151;-7;2,063;-263;867;-644;275;-1,294;531;-4;0;-0;6,410;-343;3,361;-38;139;-0
Apr 14, 2017;5:00 PM;9,075;391;-7;1,809;-79;1,007;-1,395;275;-1,395;533;-6;0;-518;6,451;-359;2,221;-38;185;-0
Apr 14, 2017;6:00 PM;6,100;1,407;-7;2,186;-471;50;-1,645;193;-1,642;545;-6;0;-615;5,671;-336;968;-138;0;-60
Apr 14, 2017;7:00 PM;4,062;1,101;-7;2,063;-1,073;0;-1,735;98;-1,964;546;-6;0;-615;5,829;-1,104;857;-38;110;-0
Apr 14, 2017;8:00 PM;3,971;1,060;-7;1,795;-979;225;-1,765;243;-1,816;543;-6;0;-615;5,763;-1,244;757;-0;110;-93
Apr 14, 2017;9:00 PM;4,662;1,148;-34;1,776;-816;287;-1,755;257;-1,980;527;-8;0;-615;5,843;-1,347;2,037;-538;10;-130
Apr 14, 2017;10:00 PM;5,869;1,326;-3;1,982;-222;120;-1,715;73;-2,131;532;-7;0;-615;5,689;-1,095;2,718;-258;0;-525
Apr 14, 2017;11:00 PM;6,432;146;-20;2,053;-257;480;-1,625;83;-2,339;493;-8;0;-615;4,810;-500;4,403;-128;0;-544
Apr 15, 2017;12:00 AM;7,252;171;-0;1,809;-9;328;-1,575;217;-1,559;475;-8;0;-615;5,315;-544;3,602;-50;0;-305
Apr 15, 2017;1:00 AM;8,862;85;-0;1,809;-14;795;-1,081;177;-1,585;449;-11;0;-607;5,107;-519;4,634;-82;0;-295
Apr 15, 2017;2:00 AM;10,553;166;-0;1,955;-155;1,110;-0;102;-1,634;438;-14;0;-0;5,355;-466;3,935;-0;0;-239
Apr 15, 2017;3:00 AM;10,220;2,498;-0;1,409;-13;2,100;-0;102;-1,517;428;-16;241;-0;5,412;-507;246;-0;0;-163
Apr 15, 2017;4:00 AM;10,258;1,270;-0;1,409;-9;2,100;-0;199;-1,511;433;-18;205;-0;5,597;-571;1,254;-0;0;-100
Apr 15, 2017;5:00 AM;10,486;2,662;-0;1,250;-50;2,100;-0;177;-1,232;437;-21;154;-0;6,006;-482;0;-0;0;-515
Apr 15, 2017;6:00 AM;10,825;963;-7;1,210;-10;2,100;-0;207;-1,308;404;-25;77;-0;6,268;-523;1,544;-0;0;-75
Apr 15, 2017;7:00 AM;10,132;1,429;-7;1,209;-28;2,100;-0;141;-1,210;414;-28;77;-0;5,615;-431;822;-8;37;-0
Apr 15, 2017;8:00 AM;10,673;1,255;-2;1,209;-9;2,100;-0;344;-1,161;437;-21;77;-0;5,764;-414;1,001;-0;93;-0
Apr 15, 2017;9:00 AM;10,900;1,319;-2;809;-9;2,100;-0;396;-917;451;-23;77;-0;6,076;-269;778;-0;114;-0
Apr 15, 2017;10:00 AM;11,563;1,374;-2;809;-9;2,100;-0;285;-900;462;-21;77;-0;6,814;-269;709;-0;134;-0
Apr 15, 2017;11:00 AM;12,053;1,327;-0;809;-9;2,100;-0;356;-770;462;-19;77;-0;7,169;-347;764;-0;134;-0
Apr 15, 2017;12:00 PM;12,034;1,295;-7;809;-9;2,100;-0;1,311;-1,275;454;-19;77;-0;6,742;-337;789;-0;104;-0
Apr 15, 2017;1:00 PM;12,032;1,269;-7;809;-9;2,100;-0;1,280;-1,199;436;-22;77;-0;6,728;-352;812;-0;110;-0
Apr 15, 2017;2:00 PM;11,931;1,473;-7;809;-9;2,100;-0;1,167;-903;417;-26;77;-0;6,479;-406;610;-0;150;-0
Apr 15, 2017;3:00 PM;11,633;1,481;-7;809;-9;2,100;-0;1,171;-881;409;-24;62;-0;6,277;-504;604;-0;145;-0
Apr 15, 2017;4:00 PM;11,301;1,475;-7;809;-9;2,100;-0;1,185;-730;412;-24;62;-0;6,085;-796;607;-13;145;-0
Apr 15, 2017;5:00 PM;10,737;1,431;-7;809;-9;2,100;-0;1,395;-1,631;432;-19;62;-0;6,019;-642;652;-0;145;-0
Apr 15, 2017;6:00 PM;10,203;1,413;-7;809;-48;2,100;-0;1,856;-2,319;461;-17;62;-0;5,866;-754;669;-3;115;-0
Apr 15, 2017;7:00 PM;10,013;1,451;-0;809;-9;2,100;-0;1,369;-1,835;468;-16;77;-0;5,366;-548;643;-5;143;-0
Apr 15, 2017;8:00 PM;10,535;1,464;-0;809;-13;2,100;-0;428;-740;474;-18;77;-0;5,453;-310;630;-0;181;-0
Apr 15, 2017;9:00 PM;10,113;1,521;-7;809;-9;2,100;-0;263;-931;458;-18;77;-0;5,683;-479;567;-0;79;-0
Apr 15, 2017;10:00 PM;9,678;1,446;-0;809;-19;2,100;-0;263;-1,072;491;-16;77;-0;5,524;-466;639;-0;0;-98
Apr 15, 2017;11:00 PM;9,312;1,176;-0;809;-9;2,100;-0;153;-993;463;-11;77;-0;5,277;-638;908;-0;0;-0
Apr 16, 2017;12:00 AM;9,126;1,294;-0;905;-105;2,100;-0;152;-972;433;-10;77;-0;5,107;-651;796;-0;0;-0
Apr 16, 2017;1:00 AM;9,047;2,276;-0;1,059;-259;2,100;-0;202;-919;407;-11;77;-0;4,727;-698;86;-0;0;-0
Apr 16, 2017;2:00 AM;9,035;2,474;-0;1,121;-321;2,100;-0;397;-1,099;399;-14;77;-0;4,540;-675;36;-0;0;-0
Apr 16, 2017;3:00 AM;8,795;2,534;-0;981;-181;2,100;-0;462;-978;390;-15;102;-0;4,329;-929;0;-0;0;-0
Apr 16, 2017;4:00 AM;7,986;1,622;-0;1,266;-479;2,100;-0;396;-1,759;387;-17;154;-0;4,387;-926;855;-0;0;-0
Apr 16, 2017;5:00 AM;8,382;968;-0;1,228;-459;2,100;-0;473;-1,897;390;-21;231;-0;4,353;-837;1,853;-0;0;-0
Apr 16, 2017;6:00 AM;8,040;1,596;-0;1,302;-102;2,100;-0;364;-1,898;351;-20;275;-0;4,227;-802;1,297;-650;0;-0
Apr 16, 2017;7:00 AM;8,891;932;-0;1,591;-658;2,100;-0;430;-1,595;346;-18;296;-0;4,331;-632;2,730;-962;0;-0
Apr 16, 2017;8:00 AM;9,686;1,594;-0;1,319;-119;2,100;-0;192;-807;359;-18;356;-0;4,192;-497;1,450;-435;0;-0
Apr 16, 2017;9:00 AM;8,761;2,630;-0;994;-363;2,100;-610;262;-864;380;-20;381;-0;4,338;-511;550;-504;0;-2
Apr 16, 2017;10:00 AM;8,107;2,811;-0;1,057;-603;2,100;-1,202;227;-785;394;-23;402;-0;4,313;-842;713;-425;0;-30
Apr 16, 2017;11:00 AM;8,131;927;-0;847;-454;1,961;-466;381;-1,459;406;-25;0;-0;4,055;-614;3,080;-453;0;-55
Apr 16, 2017;12:00 PM;8,548;899;-0;1,131;-576;2,100;-1;426;-1,336;407;-28;436;-0;3,997;-961;2,433;-104;0;-275
Apr 16, 2017;1:00 PM;8,385;1,062;-0;1,511;-981;2,100;-0;484;-1,485;380;-30;466;-0;4,767;-619;2,098;-1,168;0;-200
Apr 16, 2017;2:00 PM;8,688;2,876;-0;1,168;-887;2,100;-0;734;-1,858;369;-31;470;-0;4,890;-639;632;-1,066;0;-70
