Date;Time of day;Scheduled commercial net export[MWh];Netherlands (export)[MWh];Netherlands (import)[MWh];Switzerland (export)[MWh];Switzerland (import)[MWh];Denmark (export)[MWh];Denmark (import)[MWh];Czech Republic (export)[MWh];Czech Republic (import)[MWh];Luxembourg (export)[MWh];Luxembourg (import)[MWh];Sweden (export)[MWh];Sweden (import)[MWh];Austria (export)[MWh];Austria (import)[MWh];France (export)[MWh];France (import)[MWh];Poland (export)[MWh];Poland (import)[MWh]
Jan 1, 2017;4:00 PM;5,395;1,627;-73;1,149;-132;0;-585;498;-2,209;386;-6;0;-300;5,563;-2,970;4,119;-650;0;-1,022
Jan 1, 2017;5:00 PM;6,425;1,700;-2;1,430;-63;0;-585;192;-1,933;414;-6;0;-434;5,436;-2,454;4,618;-841;0;-1,047
Jan 1, 2017;6:00 PM;6,308;1,546;-2;1,400;-77;0;-585;311;-2,199;423;-7;0;-488;5,249;-2,542;4,177;-73;0;-825
Jan 1, 2017;7:00 PM;6,794;1,412;-31;1,370;-122;0;-585;278;-2,244;425;-10;0;-540;5,310;-1,802;4,269;-109;0;-827
Jan 1, 2017;8:00 PM;7,868;1,455;-52;1,400;-0;0;-585;499;-2,729;415;-9;0;-533;5,674;-1,213;4,293;-0;0;-747
Jan 1, 2017;9:00 PM;8,195;1,280;-22;1,400;-0;0;-585;113;-1,963;389;-9;0;-484;5,636;-990;4,380;-0;0;-950
Jan 1, 2017;10:00 PM;8,137;1,221;-21;1,400;-0;0;-585;153;-1,969;456;-9;0;-410;5,680;-1,236;4,440;-0;0;-983
Jan 1, 2017;11:00 PM;8,612;1,027;-211;1,400;-0;0;-585;89;-1,977;438;-9;0;-316;6,153;-1,058;4,573;-0;0;-912
Jan 2, 2017;12:00 AM;6,096;834;-89;1,400;-0;0;-585;66;-1,624;460;-9;0;-70;6,403;-1,060;1,526;-0;0;-1,156
Jan 2, 2017;1:00 AM;6,893;1,155;-87;1,400;-0;0;-585;122;-1,554;436;-10;0;-0;6,526;-940;1,545;-0;0;-1,115
Jan 2, 2017;2:00 AM;7,146;1,559;-89;1,400;-0;483;-843;110;-1,539;422;-11;0;-0;6,168;-741;1,342;-0;0;-1,115
Jan 2, 2017;3:00 AM;7,128;1,609;-89;1,400;-0;638;-608;97;-1,705;421;-11;0;-0;5,715;-572;1,324;-0;0;-1,091
Jan 2, 2017;4:00 AM;7,515;1,626;-88;1,400;-0;859;-680;117;-1,776;423;-10;0;-0;5,974;-535;1,310;-0;0;-1,105
Jan 2, 2017;5:00 AM;7,347;1,266;-89;1,400;-0;0;-585;174;-1,291;447;-9;0;-163;6,674;-864;1,505;-48;0;-1,070
Jan 2, 2017;6:00 AM;6,012;158;-91;1,400;-0;0;-585;572;-1,735;436;-9;0;-303;6,425;-367;1,317;-116;0;-1,090
Jan 2, 2017;7:00 AM;5,599;25;-280;1,400;-80;0;-585;682;-1,757;505;-8;0;-414;6,520;-871;1,598;-261;0;-875
Jan 2, 2017;8:00 AM;5,772;25;-2;1,400;-0;0;-585;677;-2,400;558;-8;0;-505;5,852;-842;2,127;-0;0;-525
Jan 2, 2017;9:00 AM;6,174;37;-11;1,800;-0;0;-585;707;-2,204;573;-8;0;-615;5,580;-905;2,573;-0;0;-768
Jan 2, 2017;10:00 AM;5,884;37;-85;1,800;-14;0;-585;522;-1,854;577;-8;0;-615;5,803;-1,860;3,021;-57;0;-798
Jan 2, 2017;11:00 AM;5,178;40;-104;1,800;-70;0;-585;519;-1,709;588;-8;0;-615;5,556;-1,843;3,139;-625;0;-905
Jan 2, 2017;12:00 PM;6,135;38;-41;1,800;-271;0;-585;558;-1,169;581;-6;0;-615;5,430;-2,041;3,150;-75;0;-619
Jan 2, 2017;1:00 PM;4,605;853;-61;1,800;-863;0;-585;622;-1,149;574;-7;0;-585;4,805;-2,149;2,224;-375;0;-499
Jan 2, 2017;2:00 PM;4,724;1,015;-96;1,800;-239;0;-585;519;-1,234;564;-7;0;-550;4,646;-2,386;2,777;-630;0;-870
Jan 2, 2017;3:00 PM;5,656;1,248;-178;1,800;-58;0;-585;624;-1,234;557;-8;0;-522;4,606;-2,218;3,096;-700;0;-772
Jan 2, 2017;4:00 PM;6,108;1,507;-179;1,800;-339;0;-585;1,023;-1,236;568;-9;0;-506;4,478;-1,861;3,722;-1,198;0;-1,077
Jan 2, 2017;5:00 PM;4,419;1,578;-251;1,800;-697;0;-585;972;-1,290;604;-10;0;-562;4,401;-1,908;2,875;-1,404;0;-1,104
Jan 2, 2017;6:00 PM;5,042;933;-218;1,840;-222;0;-585;652;-1,235;612;-10;0;-573;4,473;-1,795;2,428;-179;0;-1,079
Jan 2, 2017;7:00 PM;6,174;86;-63;1,800;-0;0;-585;718;-1,236;601;-11;0;-576;4,782;-1,187;2,891;-0;0;-1,046
Jan 2, 2017;8:00 PM;7,203;127;-101;1,800;-0;0;-585;475;-1,224;558;-11;0;-561;5,071;-519;3,008;-63;0;-772
Jan 2, 2017;9:00 PM;7,561;1,070;-102;1,800;-0;0;-585;269;-1,159;520;-10;0;-534;4,829;-608;3,051;-0;0;-980
Jan 2, 2017;10:00 PM;7,409;72;-13;1,800;-0;0;-585;187;-1,369;577;-9;0;-371;4,711;-658;4,085;-0;0;-1,018
Jan 2, 2017;11:00 PM;7,002;36;-13;1,800;-0;0;-585;97;-1,707;558;-8;0;-174;4,581;-575;3,947;-0;0;-955
Jan 3, 2017;12:00 AM;6,613;805;-2;1,400;-0;0;-585;47;-1,110;539;-8;0;-0;4,994;-596;2,469;-0;0;-1,340
Jan 3, 2017;1:00 AM;7,267;969;-2;1,400;-0;0;-585;208;-877;508;-9;0;-0;4,878;-593;2,705;-0;0;-1,335
Jan 3, 2017;2:00 AM;7,887;927;-35;1,400;-0;100;-585;53;-861;496;-7;0;-0;5,478;-539;2,796;-0;0;-1,336
Jan 3, 2017;3:00 AM;8,720;269;-2;1,400;-0;0;-585;50;-871;495;-7;0;-0;5,455;-481;4,327;-0;0;-1,330
Jan 3, 2017;4:00 AM;8,184;799;-42;1,400;-0;0;-585;169;-758;497;-7;0;-0;6,038;-604;2,537;-0;0;-1,260
Jan 3, 2017;5:00 AM;7,788;359;-77;1,400;-0;0;-585;462;-648;519;-8;0;-0;6,609;-523;1,370;-0;0;-1,090
Jan 3, 2017;6:00 AM;7,799;85;-0;1,200;-0;40;-585;505;-526;504;-9;0;-0;6,039;-542;2,013;-0;0;-925
Jan 3, 2017;7:00 AM;7,127;88;-56;1,200;-0;0;-585;828;-676;563;-10;0;-93;5,503;-648;1,823;-0;0;-810
Jan 3, 2017;8:00 AM;7,460;84;-2;1,200;-0;0;-585;592;-681;605;-11;0;-65;5,707;-1,189;2,638;-0;0;-833
Jan 3, 2017;9:00 AM;8,014;184;-0;1,200;-0;0;-585;652;-756;615;-11;0;-0;5,871;-1,418;3,263;-0;0;-1,001
Jan 3, 2017;10:00 AM;8,937;1,441;-19;800;-0;0;-585;557;-571;617;-11;0;-0;6,762;-793;1,579;-0;0;-840
Jan 3, 2017;11:00 AM;8,712;1,626;-78;800;-0;0;-585;745;-761;625;-10;0;-0;6,802;-849;1,137;-0;0;-740
Jan 3, 2017;12:00 PM;9,122;1,360;-50;800;-0;0;-585;1,070;-696;611;-10;0;-0;6,720;-960;1,117;-0;0;-255
Jan 3, 2017;1:00 PM;9,056;1,541;-70;800;-0;0;-585;815;-646;602;-12;0;-0;6,615;-988;1,059;-0;0;-75
Jan 3, 2017;2:00 PM;9,065;1,548;-19;800;-0;0;-585;815;-646;593;-15;0;-0;6,916;-1,308;1,041;-0;0;-75
Jan 3, 2017;3:00 PM;9,088;1,558;-0;800;-0;0;-585;1,110;-646;584;-18;0;-0;7,346;-1,867;1,031;-0;0;-225
Jan 3, 2017;4:00 PM;8,856;1,404;-0;800;-150;0;-585;1,099;-631;587;-22;0;-0;6,987;-1,514;1,106;-0;0;-225
Jan 3, 2017;5:00 PM;8,649;1,161;-2;800;-475;0;-585;1,022;-631;626;-25;0;-0;7,074;-1,169;1,310;-0;0;-457
Jan 3, 2017;6:00 PM;9,093;969;-21;800;-655;0;-585;920;-631;637;-29;0;-0;7,562;-892;1,368;-0;0;-350
Jan 3, 2017;7:00 PM;9,242;859;-18;800;-655;0;-585;913;-631;624;-32;0;-0;7,454;-843;1,506;-0;0;-150
Jan 3, 2017;8:00 PM;10,150;902;-0;800;-180;0;-585;928;-631;583;-33;0;-0;7,532;-632;1,466;-0;0;-0
Jan 3, 2017;9:00 PM;10,348;832;-0;800;-180;211;-57;621;-631;539;-35;77;-0;7,317;-680;1,534;-0;0;-0
Jan 3, 2017;10:00 PM;10,336;853;-2;800;-180;0;-283;610;-631;592;-36;77;-0;7,528;-505;1,513;-0;0;-0
Jan 3, 2017;11:00 PM;10,179;829;-2;800;-180;8;-345;636;-631;567;-36;66;-0;7,355;-423;1,535;-0;0;-0
Jan 4, 2017;12:00 AM;10,204;831;-2;800;-0;0;-585;390;-0;519;-36;65;-0;7,119;-432;1,535;-0;0;-0
Jan 4, 2017;1:00 AM;9,652;831;-2;800;-0;0;-564;200;-0;492;-36;65;-0;7,479;-1,147;1,534;-0;0;-0
Jan 4, 2017;2:00 AM;10,311;829;-2;800;-0;111;-336;200;-0;473;-36;65;-0;7,451;-779;1,535;-0;0;-0
Jan 4, 2017;3:00 AM;9,802;935;-442;800;-0;182;-410;200;-0;463;-36;66;-0;7,481;-973;1,536;-0;0;-0
Jan 4, 2017;4:00 AM;8,925;830;-92;800;-0;0;-329;200;-415;466;-37;66;-0;7,192;-587;1,536;-0;0;-705
Jan 4, 2017;5:00 AM;9,297;833;-252;800;-0;177;-352;162;-209;479;-36;66;-0;7,339;-611;1,536;-0;0;-635
Jan 4, 2017;6:00 AM;10,801;832;-610;800;-0;1,354;-974;190;-50;471;-36;66;-0;8,041;-716;1,533;-0;0;-100
Jan 4, 2017;7:00 AM;10,028;773;-587;800;-0;0;-585;590;-0;538;-37;0;-0;8,355;-1,072;1,423;-0;0;-170
Jan 4, 2017;8:00 AM;9,758;831;-2;800;-0;0;-585;535;-350;588;-37;0;-0;8,257;-1,214;1,535;-0;0;-600
Jan 4, 2017;9:00 AM;9,547;872;-300;800;-0;0;-585;365;-239;604;-37;0;-0;8,315;-1,180;1,512;-0;0;-580
Jan 4, 2017;10:00 AM;9,830;836;-164;800;-0;0;-585;356;-257;617;-34;0;-0;8,292;-1,046;1,530;-0;0;-515
Jan 4, 2017;11:00 AM;9,338;1,041;-342;800;-0;0;-585;401;-340;634;-34;0;-0;8,272;-1,293;1,324;-0;0;-540
Jan 4, 2017;12:00 PM;8,809;962;-400;800;-0;0;-585;489;-744;626;-34;0;-0;7,851;-1,082;1,403;-0;200;-677
Jan 4, 2017;1:00 PM;9,242;932;-400;800;-0;0;-585;489;-510;613;-35;0;-0;7,681;-685;1,434;-0;200;-692
Jan 4, 2017;2:00 PM;9,040;938;-100;800;-0;0;-585;530;-468;600;-35;0;-71;7,201;-726;1,426;-0;200;-670
Jan 4, 2017;3:00 PM;8,281;964;-0;800;-0;0;-585;541;-632;584;-34;0;-108;6,841;-931;1,401;-0;200;-760
Jan 4, 2017;4:00 PM;7,972;1,000;-0;800;-0;0;-585;442;-592;596;-34;0;-151;7,129;-1,167;1,366;-0;0;-832
Jan 4, 2017;5:00 PM;6,923;1,487;-2;800;-0;0;-585;382;-517;639;-34;0;-273;6,015;-1,184;1,110;-0;0;-915
Jan 4, 2017;6:00 PM;6,469;1,251;-2;800;-0;0;-585;367;-737;650;-34;0;-295;5,571;-979;1,314;-0;0;-852
Jan 4, 2017;7:00 PM;5,335;627;-252;800;-0;0;-585;367;-666;638;-35;0;-306;5,246;-947;1,399;-0;0;-951
Jan 4, 2017;8:00 PM;5,928;849;-0;800;-0;78;-585;450;-1,000;595;-34;0;-278;5,398;-655;1,440;-0;0;-1,130
Jan 4, 2017;9:00 PM;5,785;895;-0;800;-0;0;-585;331;-1,433;549;-34;0;-275;6,041;-846;1,477;-0;0;-1,135
Jan 4, 2017;10:00 PM;5,991;974;-2;800;-0;0;-585;321;-1,145;603;-30;0;-304;6,117;-1,007;1,541;-0;0;-1,292
Jan 4, 2017;11:00 PM;7,385;1,605;-280;800;-0;0;-585;264;-1,481;575;-26;0;-321;6,366;-1,265;2,983;-0;0;-1,250
Jan 5, 2017;12:00 AM;10,298;1,431;-2;1,200;-1;0;-585;340;-1,297;551;-22;0;-0;6,189;-1,260;4,724;-0;0;-970
Jan 5, 2017;1:00 AM;10,505;1,745;-17;1,200;-0;0;-585;399;-1,286;530;-19;0;-0;5,817;-1,341;5,062;-30;0;-970
Jan 5, 2017;2:00 AM;6,728;1,050;-322;1,200;-0;0;-585;206;-1,287;513;-18;0;-94;6,499;-971;1,477;-0;0;-940
Jan 5, 2017;3:00 AM;6,361;1,431;-475;1,200;-0;0;-585;212;-1,401;512;-16;0;-138;6,197;-936;1,300;-0;0;-940
Jan 5, 2017;4:00 AM;9,352;1,387;-127;1,200;-0;0;-585;247;-1,417;511;-16;0;-164;5,653;-1,180;4,813;-0;0;-970
Jan 5, 2017;5:00 AM;9,354;1,057;-27;1,200;-0;20;-585;235;-1,340;531;-18;0;-198;6,032;-1,387;4,629;-0;0;-795
Jan 5, 2017;6:00 AM;10,074;1,220;-112;1,200;-225;159;-585;975;-856;527;-19;0;-281;5,229;-713;4,695;-0;0;-1,140
Jan 5, 2017;7:00 AM;7,316;35;-12;1,400;-300;0;-585;969;-753;597;-19;0;-385;4,822;-965;3,612;-0;0;-1,100
Jan 5, 2017;8:00 AM;6,711;892;-2;1,740;-340;55;-585;734;-773;643;-17;0;-530;4,874;-1,408;2,600;-0;0;-1,172
Jan 5, 2017;9:00 AM;6,884;1,717;-0;1,400;-0;190;-585;645;-860;655;-15;0;-558;5,172;-1,320;1,355;-0;0;-912
Jan 5, 2017;10:00 AM;7,591;1,883;-0;1,400;-0;331;-585;690;-870;658;-12;0;-588;5,663;-1,390;1,263;-0;0;-852
Jan 5, 2017;11:00 AM;7,447;1,801;-2;1,400;-0;196;-585;743;-961;672;-11;0;-615;5,804;-1,169;1,026;-0;0;-852
Jan 5, 2017;12:00 PM;8,210;1,558;-0;1,800;-0;387;-585;766;-977;660;-10;0;-615;6,372;-1,461;1,167;-0;0;-852
Jan 5, 2017;1:00 PM;8,392;1,572;-0;1,800;-0;760;-585;835;-1,114;649;-10;0;-615;6,207;-1,478;1,169;-0;0;-798
Jan 5, 2017;2:00 PM;7,676;1,701;-0;1,800;-0;160;-585;799;-1,197;636;-10;0;-615;6,036;-1,344;1,085;-0;0;-790
Jan 5, 2017;3:00 PM;7,376;1,284;-0;1,800;-0;396;-585;893;-1,145;621;-9;0;-297;5,671;-1,419;1,039;-250;0;-623
Jan 5, 2017;4:00 PM;7,031;964;-150;1,978;-266;483;-72;838;-1,392;629;-9;77;-0;5,181;-2,786;3,124;-1,085;0;-483
Jan 5, 2017;5:00 PM;5,464;929;-152;1,652;-341;678;-275;614;-1,444;661;-9;60;-0;4,842;-3,759;3,172;-602;0;-562
Jan 5, 2017;6:00 PM;5,430;112;-27;2,048;-250;369;-585;531;-1,717;678;-9;0;-157;4,838;-4,153;4,536;-74;0;-710
Jan 5, 2017;7:00 PM;5,463;1,490;-152;2,057;-307;0;-585;645;-1,332;667;-9;0;-615;4,852;-2,872;2,536;-187;0;-725
Jan 5, 2017;8:00 PM;6,085;1,389;-150;2,328;-351;0;-585;483;-1,483;621;-9;0;-615;4,590;-2,351;3,275;-0;0;-1,057
Jan 5, 2017;9:00 PM;5,189;705;-150;2,000;-0;0;-585;317;-1,156;570;-8;0;-485;5,081;-1,314;1,349;-0;0;-1,135
Jan 5, 2017;10:00 PM;6,318;175;-152;2,000;-0;0;-835;248;-1,798;621;-6;0;-615;4,523;-1,372;4,558;-0;0;-1,029
Jan 5, 2017;11:00 PM;4,172;387;-152;2,000;-0;139;-585;248;-1,558;590;-5;0;-615;5,357;-1,449;1,020;-0;0;-1,205
Jan 6, 2017;12:00 AM;4,038;575;-2;2,000;-0;0;-1,985;141;-1,604;556;-5;0;-615;4,497;-2,146;3,636;-0;0;-1,010
Jan 6, 2017;1:00 AM;4,417;25;-2;2,000;-0;0;-1,955;141;-1,546;532;-4;0;-600;4,744;-2,208;4,255;-0;0;-965
Jan 6, 2017;2:00 AM;5,047;25;-2;2,001;-1;0;-1,905;143;-1,630;522;-5;0;-0;4,611;-2,377;4,644;-0;0;-979
Jan 6, 2017;3:00 AM;4,445;75;-7;2,000;-0;0;-1,895;143;-1,634;518;-5;0;-0;4,708;-2,590;4,107;-0;0;-975
Jan 6, 2017;4:00 AM;4,714;25;-2;2,000;-0;0;-1,865;93;-1,668;521;-4;0;-0;4,696;-2,720;4,613;-0;0;-975
Jan 6, 2017;5:00 AM;6,496;75;-2;2,000;-0;0;-1,665;93;-1,346;541;-4;0;-0;4,727;-2,574;5,596;-0;0;-945
Jan 6, 2017;6:00 AM;7,125;38;-0;2,001;-1;50;-1,485;339;-785;538;-3;0;-600;4,401;-2,300;5,592;-0;0;-660
Jan 6, 2017;7:00 AM;6,124;1,167;-11;2,000;-0;145;-915;347;-810;601;-2;0;-574;4,809;-2,419;2,655;-0;0;-869
Jan 6, 2017;8:00 AM;5,352;167;-29;2,146;-150;139;-699;550;-2,148;646;-3;0;-488;4,480;-2,960;4,167;-0;0;-466
Jan 6, 2017;9:00 AM;6,004;1,600;-0;2,150;-150;0;-612;522;-1,115;657;-3;0;-615;4,504;-2,843;3,014;-0;0;-1,105
Jan 6, 2017;10:00 AM;7,268;1,982;-0;2,000;-0;0;-503;613;-1,000;662;-3;0;-615;4,804;-2,522;2,675;-0;0;-825
Jan 6, 2017;11:00 AM;7,228;1,493;-2;2,000;-0;0;-501;407;-1,135;678;-2;0;-601;5,590;-2,361;2,417;-0;0;-755
Jan 6, 2017;12:00 PM;7,441;1,606;-0;2,000;-0;0;-585;404;-841;662;-1;0;-615;5,511;-2,148;2,403;-0;0;-955
Jan 6, 2017;1:00 PM;8,234;1,854;-0;2,000;-0;0;-585;393;-927;645;-1;0;-615;5,494;-1,882;2,778;-0;0;-920
Jan 6, 2017;2:00 PM;8,390;1,840;-0;2,000;-0;0;-585;357;-897;626;-1;0;-615;5,637;-1,995;2,908;-0;0;-885
Jan 6, 2017;3:00 PM;8,067;288;-212;2,000;-0;0;-585;568;-900;612;-1;0;-615;5,595;-2,116;4,283;-0;0;-850
Jan 6, 2017;4:00 PM;7,688;739;-245;2,000;-0;0;-585;572;-1,068;620;-2;0;-583;5,193;-2,030;3,813;-0;0;-736
Jan 6, 2017;5:00 PM;6,493;2,089;-2;2,195;-195;0;-585;425;-1,174;655;-3;0;-615;4,628;-3,136;2,936;-0;0;-725
Jan 6, 2017;6:00 PM;5,773;78;-275;2,000;-0;0;-585;197;-1,359;666;-4;0;-615;4,734;-1,712;3,373;-0;0;-725
Jan 6, 2017;7:00 PM;6,210;64;-71;2,000;-0;0;-585;439;-888;653;-5;0;-615;5,393;-1,804;2,327;-0;0;-698
Jan 6, 2017;8:00 PM;5,916;51;-375;2,000;-0;0;-585;419;-715;610;-5;0;-615;5,707;-812;880;-0;0;-644
Jan 6, 2017;9:00 PM;5,639;126;-100;2,000;-0;0;-585;269;-1,033;563;-5;0;-537;5,680;-952;1,198;-0;0;-985
Jan 6, 2017;10:00 PM;5,221;75;-64;2,000;-0;0;-585;254;-1,491;610;-5;0;-527;5,669;-1,177;1,402;-0;0;-940
Jan 6, 2017;11:00 PM;4,764;75;-52;2,000;-0;0;-585;218;-1,521;577;-5;0;-465;6,124;-1,149;467;-0;0;-920
Jan 7, 2017;12:00 AM;7,315;285;-2;1,800;-0;0;-585;94;-1,864;564;-5;0;-438;5,849;-1,165;3,807;-0;0;-1,025
Jan 7, 2017;1:00 AM;7,480;305;-2;1,800;-0;0;-585;88;-1,818;539;-5;0;-366;6,044;-1,895;4,365;-0;0;-990
Jan 7, 2017;2:00 AM;8,190;216;-2;1,800;-0;0;-585;83;-1,682;516;-5;0;-293;6,096;-1,590;4,417;-0;0;-781
Jan 7, 2017;3:00 AM;9,457;131;-105;1,800;-0;0;-585;119;-1,459;505;-5;0;-241;6,356;-1,758;5,609;-0;0;-910
Jan 7, 2017;4:00 AM;9,415;242;-2;1,800;-0;0;-585;212;-1,434;501;-5;0;-189;6,023;-1,784;5,441;-0;0;-805
Jan 7, 2017;5:00 AM;9,880;1,455;-12;1,801;-301;0;-585;287;-1,334;505;-6;0;-131;5,926;-1,146;4,241;-0;0;-820
Jan 7, 2017;6:00 AM;9,642;1,300;-0;1,400;-300;0;-585;439;-974;468;-6;0;-108;6,410;-1,155;3,303;-0;0;-550
Jan 7, 2017;7:00 AM;11,657;1,511;-2;1,400;-300;0;-585;458;-938;498;-6;0;-101;6,827;-1,362;4,884;-0;0;-627
Jan 7, 2017;8:00 AM;12,282;80;-12;1,400;-300;0;-585;572;-734;533;-6;0;-136;6,661;-735;6,794;-0;0;-1,250
Jan 7, 2017;9:00 AM;11,122;1,558;-0;1,400;-300;0;-585;485;-1,253;554;-6;0;-207;6,396;-772;4,324;-0;0;-472
Jan 7, 2017;10:00 AM;10,702;1,651;-0;1,400;-300;0;-585;467;-1,065;569;-7;0;-238;6,517;-713;3,648;-0;0;-642
Jan 7, 2017;11:00 AM;10,585;1,813;-2;1,400;-300;0;-585;244;-938;585;-7;0;-293;6,215;-840;3,928;-0;0;-635
Jan 7, 2017;12:00 PM;10,697;1,614;-0;1,800;-0;0;-585;804;-966;580;-9;0;-319;5,865;-969;3,766;-0;0;-884
Jan 7, 2017;1:00 PM;11,153;1,630;-0;1,800;-0;0;-585;915;-809;563;-9;0;-334;6,143;-1,140;3,953;-0;0;-974
Jan 7, 2017;2:00 PM;12,233;1,742;-0;1,800;-0;0;-585;791;-822;547;-8;0;-430;6,442;-1,340;4,792;-0;50;-746
Jan 7, 2017;3:00 PM;12,791;1,710;-0;1,800;-0;0;-585;1,024;-775;534;-7;0;-494;6,072;-947;5,290;-0;0;-831
Jan 7, 2017;4:00 PM;12,789;1,680;-0;1,800;-26;0;-585;874;-1,070;540;-7;0;-536;6,107;-635;5,322;-0;0;-675
Jan 7, 2017;5:00 PM;10,311;578;-2;1,765;-279;0;-585;782;-1,006;580;-7;0;-589;5,558;-1,869;6,207;-102;0;-720
Jan 7, 2017;6:00 PM;10,154;1,751;-2;1,800;-0;0;-585;687;-930;599;-7;0;-549;5,421;-1,574;4,463;-0;0;-920
Jan 7, 2017;7:00 PM;10,664;1,519;-2;1,800;-0;0;-585;927;-713;583;-8;0;-515;5,968;-1,512;4,157;-0;0;-955
Jan 7, 2017;8:00 PM;12,172;1,730;-0;1,800;-0;0;-585;728;-639;548;-8;0;-449;6,584;-1,421;4,809;-0;0;-925
Jan 7, 2017;9:00 PM;11,927;1,679;-0;1,800;-53;0;-585;740;-1,123;509;-10;0;-505;7,111;-2,047;5,322;-1;0;-910
Jan 7, 2017;10:00 PM;11,611;1,533;-2;1,800;-0;0;-585;705;-1,462;569;-12;0;-504;6,659;-1,658;5,468;-0;0;-900
Jan 7, 2017;11:00 PM;10,664;1,599;-2;1,800;-0;0;-585;575;-1,793;563;-13;0;-466;6,624;-1,427;4,629;-0;0;-840
Jan 8, 2017;12:00 AM;11,180;1,683;-2;1,800;-0;0;-585;215;-890;534;-14;0;-563;7,297;-1,165;3,870;-0;0;-1,000
Jan 8, 2017;1:00 AM;11,548;1,705;-2;1,800;-0;0;-585;633;-1,107;507;-14;0;-583;7,103;-802;3,903;-0;0;-1,010
Jan 8, 2017;2:00 AM;11,632;1,521;-2;1,800;-0;0;-585;664;-887;499;-14;0;-615;6,893;-852;4,196;-0;0;-986
Jan 8, 2017;3:00 AM;12,335;1,575;-2;1,800;-0;0;-705;510;-1,092;488;-14;0;-615;6,907;-972;5,385;-0;0;-930
Jan 8, 2017;4:00 AM;10,939;1,371;-2;1,800;-338;0;-915;178;-816;478;-14;0;-615;6,967;-1,198;5,629;-628;0;-958
Jan 8, 2017;5:00 AM;10,654;1,479;-2;1,800;-544;0;-585;194;-1,250;477;-14;0;-615;6,763;-988;5,521;-612;0;-970
Jan 8, 2017;6:00 AM;11,562;25;-2;1,800;-614;0;-585;193;-1,193;419;-14;0;-615;7,077;-887;6,975;-97;0;-920
Jan 8, 2017;7:00 AM;12,203;1,535;-2;2,000;-613;0;-585;332;-1,317;435;-13;0;-615;7,451;-824;5,543;-259;0;-865
Jan 8, 2017;8:00 AM;12,632;1,429;-2;2,000;-681;0;-585;636;-1,536;453;-12;0;-615;7,299;-801;5,645;-94;0;-504
Jan 8, 2017;9:00 AM;10,421;1,491;-2;2,000;-764;0;-585;415;-1,029;474;-10;0;-615;6,275;-1,319;5,211;-383;0;-738
